Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	peripheral nervous system development (GO:0007422)	2/22	0.00028815776304245137	0.02750491670551884	0	0	95.03333333333332	774.711965164085	PMP22;SERPINI1
GO_Biological_Process_2018	neuromuscular synaptic transmission (GO:0007274)	2/24	0.00034381145881898543	0.02750491670551884	0	0	86.38528138528139	688.9586534300897	CHRNA1;RIMBP2
GO_Biological_Process_2018	nervous system development (GO:0007399)	4/455	0.0016605726015263035	0.06418711843342897	0	0	9.114715836153577	58.339584513126354	NEUROD2;PMP22;TAGLN3;SERPINI1
GO_Biological_Process_2018	negative regulation of dephosphorylation (GO:0035305)	2/63	0.002367456540068981	0.06418711843342897	0	0	31.094457455113197	187.99519580896614	PPP1R16B;RIMBP2
GO_Biological_Process_2018	positive regulation of endothelial cell proliferation (GO:0001938)	2/67	0.0026727362269617872	0.06418711843342897	0	0	29.17509157509157	172.8522800321737	PPP1R16B;VASH2
GO_Biological_Process_2018	regulation of endothelial cell proliferation (GO:0001936)	2/79	0.003693373231450861	0.06418711843342897	0	0	24.613481756338896	137.8654052747509	PPP1R16B;VASH2
GO_Biological_Process_2018	chemical synaptic transmission (GO:0007268)	3/289	0.0042688089733646855	0.06418711843342897	0	0	10.327447552447552	56.35089570756341	CHRNA1;PMP22;RIMBP2
GO_Biological_Process_2018	positive regulation of neuron differentiation (GO:0045666)	2/98	0.005622726031280736	0.06418711843342897	0	0	19.723214285714285	102.18476366317735	NEUROD2;SERPINI1
GO_Biological_Process_2018	positive regulation of epithelial cell proliferation (GO:0050679)	2/107	0.00666677602182449	0.06418711843342897	0	0	18.024489795918367	90.31384907129231	PPP1R16B;VASH2
GO_Biological_Process_2018	plasma membrane fusion (GO:0045026)	1/6	0.006880968324420164	0.06418711843342897	0	0	181.5636363636364	904.0045996114618	VASH2
GO_Biological_Process_2018	regulation of relaxation of cardiac muscle (GO:1901897)	1/6	0.006880968324420164	0.06418711843342897	0	0	181.5636363636364	904.0045996114618	CHGA
GO_Biological_Process_2018	positive regulation of cardiac muscle contraction (GO:0060452)	1/6	0.006880968324420164	0.06418711843342897	0	0	181.5636363636364	904.0045996114618	CHGA
GO_Biological_Process_2018	negative regulation of catecholamine secretion (GO:0033604)	1/6	0.006880968324420164	0.06418711843342897	0	0	181.5636363636364	904.0045996114618	CHGA
GO_Biological_Process_2018	embryonic skeletal joint development (GO:0072498)	1/6	0.006880968324420164	0.06418711843342897	0	0	181.5636363636364	904.0045996114618	WNT9A
GO_Biological_Process_2018	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589)	1/7	0.008023389804178622	0.06418711843342897	0	0	151.29545454545453	730.0602205833902	PPP1R16B
GO_Biological_Process_2018	positive regulation of striated muscle contraction (GO:0045989)	1/7	0.008023389804178622	0.06418711843342897	0	0	151.29545454545453	730.0602205833902	CHGA
GO_Biological_Process_2018	negative regulation of synapse organization (GO:1905809)	1/7	0.008023389804178622	0.06418711843342897	0	0	151.29545454545453	730.0602205833902	NEUROD2
GO_Biological_Process_2018	heme catabolic process (GO:0042167)	1/7	0.008023389804178622	0.06418711843342897	0	0	151.29545454545453	730.0602205833902	AMBP
GO_Biological_Process_2018	bleb assembly (GO:0032060)	1/7	0.008023389804178622	0.06418711843342897	0	0	151.29545454545453	730.0602205833902	PMP22
GO_Biological_Process_2018	porphyrin-containing compound catabolic process (GO:0006787)	1/7	0.008023389804178622	0.06418711843342897	0	0	151.29545454545453	730.0602205833902	AMBP
GO_Biological_Process_2018	mast cell degranulation (GO:0043303)	1/8	0.009164554745730224	0.06665130724167435	0	0	129.67532467532467	608.4900471331728	CHGA
GO_Biological_Process_2018	mast cell activation involved in immune response (GO:0002279)	1/8	0.009164554745730224	0.06665130724167435	0	0	129.67532467532467	608.4900471331728	CHGA
GO_Biological_Process_2018	positive regulation of synapse maturation (GO:0090129)	1/9	0.010304464378507131	0.06869642919004755	0	0	113.46022727272728	519.1007405544717	NEUROD2
