Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2018	serine-type endopeptidase inhibitor activity (GO:0004867)	2/56	0.0018759564643003655	0.0825420844292161	0	0	35.13756613756614	220.61601002766415	AMBP;SERPINI1
GO_Molecular_Function_2018	endopeptidase inhibitor activity (GO:0004866)	2/111	0.007157018094183088	0.09677140719798184	0	0	17.359545653123632	85.75028543163849	AMBP;SERPINI1
GO_Molecular_Function_2018	calcium channel inhibitor activity (GO:0019855)	1/10	0.01144311994957642	0.09677140719798184	0	0	100.84848484848484	450.82969906826037	AMBP
GO_Molecular_Function_2018	immunoglobulin binding (GO:0019865)	1/11	0.012580522725551224	0.09677140719798184	0	0	90.75909090909092	397.1259752205777	AMBP
GO_Molecular_Function_2018	acetylcholine-gated cation-selective channel activity (GO:0022848)	1/15	0.017117631418679974	0.09677140719798184	0	0	64.81493506493507	263.6442288281798	CHRNA1
GO_Molecular_Function_2018	aspartic-type peptidase activity (GO:0070001)	1/17	0.019378702334968384	0.09677140719798184	0	0	56.70738636363637	223.63015065372352	PGA3
GO_Molecular_Function_2018	aspartic-type endopeptidase activity (GO:0004190)	1/21	0.023885928992722683	0.09677140719798184	0	0	45.35681818181818	169.38348350725926	PGA3
GO_Molecular_Function_2018	acetylcholine receptor activity (GO:0015464)	1/23	0.026132105439598274	0.09677140719798184	0	0	41.22933884297521	150.26406190976738	CHRNA1
GO_Molecular_Function_2018	calcium channel regulator activity (GO:0005246)	1/26	0.029492103112664668	0.09677140719798184	0	0	36.276363636363634	127.82458269039887	AMBP
GO_Molecular_Function_2018	substrate-specific channel activity (GO:0022838)	1/27	0.030609636304970163	0.09677140719798184	0	0	34.87937062937063	121.60484715637173	CHRNA1
GO_Molecular_Function_2018	excitatory extracellular ligand-gated ion channel activity (GO:0005231)	1/29	0.03284101139028785	0.09677140719798184	0	0	32.38474025974026	110.62877274373585	CHRNA1
GO_Molecular_Function_2018	ligand-gated channel activity (GO:0022834)	1/31	0.03506747333209365	0.09677140719798184	0	0	30.222727272727276	101.26068146954859	CHRNA1
GO_Molecular_Function_2018	phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)	1/32	0.036178865096056716	0.09677140719798184	0	0	29.24633431085044	97.07677745812856	ARHGAP9
GO_Molecular_Function_2018	ion channel inhibitor activity (GO:0008200)	1/33	0.037289032428942624	0.09677140719798184	0	0	28.33096590909091	93.1821343249523	AMBP
GO_Molecular_Function_2018	E-box binding (GO:0070888)	1/34	0.0383979766224181	0.09677140719798184	0	0	27.47107438016529	89.54884880069254	NEUROD2
GO_Molecular_Function_2018	ion transmembrane transporter activity (GO:0015075)	1/35	0.03950569896166727	0.09677140719798184	0	0	26.661764705882355	86.15243597600474	CHRNA1
GO_Molecular_Function_2018	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)	1/36	0.040612200720739566	0.09677140719798184	0	0	25.898701298701297	82.97132611919092	CHRNA1
GO_Molecular_Function_2018	frizzled binding (GO:0005109)	1/37	0.04171748319247683	0.09677140719798184	0	0	25.178030303030305	79.98644731441095	WNT9A
GO_Molecular_Function_2018	calcium ion binding (GO:0005509)	2/284	0.041787653108219434	0.09677140719798184	0	0	6.651469098277608	21.119441129557604	CADPS;CIB4
