Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Basal cell carcinoma	1/63	0.07003102578942749	0.2307334206958345	0	0	14.600439882697945	38.819896447204	WNT9A
KEGG_2019_Human	Staphylococcus aureus infection	1/68	0.07538340752257526	0.2307334206958345	0	0	13.507462686567164	34.91906148131729	CFH
KEGG_2019_Human	Complement and coagulation cascades	1/79	0.08705512061021238	0.2307334206958345	0	0	11.596153846153848	28.30869068849647	CFH
KEGG_2019_Human	Protein digestion and absorption	1/90	0.0985858279282814	0.2307334206958345	0	0	10.157303370786515	23.532722423117328	PGA3
KEGG_2019_Human	Melanogenesis	1/101	0.10997715608373172	0.2307334206958345	0	0	9.035	19.944605351738733	WNT9A
KEGG_2019_Human	Signaling pathways regulating pluripotency of stem cells	1/139	0.14827895930134327	0.2307334206958345	0	0	6.534584980237153	12.472300440344007	WNT9A
KEGG_2019_Human	Breast cancer	1/147	0.1561390930525202	0.2307334206958345	0	0	6.174034869240348	11.465232433773274	WNT9A
KEGG_2019_Human	Gastric cancer	1/149	0.1580932579922025	0.2307334206958345	0	0	6.089987714987714	11.233409733328092	WNT9A
KEGG_2019_Human	mTOR signaling pathway	1/152	0.16101639138745447	0.2307334206958345	0	0	5.968091511137869	10.89922180655567	WNT9A
KEGG_2019_Human	Cushing syndrome	1/155	0.16392981534939702	0.2307334206958345	0	0	5.850944510035419	10.580361826426788	WNT9A
KEGG_2019_Human	Wnt signaling pathway	1/158	0.16683356069462071	0.2307334206958345	0	0	5.7382744643891135	10.27586438121692	WNT9A
KEGG_2019_Human	Hippo signaling pathway	1/160	0.16876402906907545	0.2307334206958345	0	0	5.6655231560891925	10.080403703384755	WNT9A
KEGG_2019_Human	Hepatocellular carcinoma	1/168	0.1764432040615205	0.2307334206958345	0	0	5.391943385955362	9.353707458312924	WNT9A
KEGG_2019_Human	Proteoglycans in cancer	1/201	0.207408517809543	0.2518532001973022	0	0	4.4947727272727285	7.0705692761623125	WNT9A
KEGG_2019_Human	Human papillomavirus infection	1/330	0.31810348322181525	0.3447358299903266	0	0	2.7145620337109704	3.1092010723159023	WNT9A
KEGG_2019_Human	Neuroactive ligand-receptor interaction	1/338	0.3244572517556015	0.3447358299903266	0	0	2.6490423523064472	2.98176601153364	CHRNA1
KEGG_2019_Human	Pathways in cancer	1/530	0.4610135627022871	0.4610135627022871	0	0	1.671077504725898	1.2939617950017859	WNT9A
