Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	wt_0_24h_24hpi_1	wt_0_24h_24hpi_2	wt_0_24h_24hpi_3	wt_100_24h_24hpi_1	wt_100_24h_24hpi_2	wt_100_24h_24hpi_3
AK126532	16.4361134896042	-21.8432472790735	3.91070322964071	-5.58550367962344	2.33023853826392e-08	2.96631849022487e-06	0	98.6166809376254	0	0	0	0
TSNAX-DISC1	3.72735635330265	-5.6141180409293	1.67628255488588	-3.34914780599832	0.000810605399015407	0.0423123151533677	5.81934489841802	5.61233143547462	10.9324617859233	0	0	0
HV535469	7.06603539186822	-4.59204069605154	1.28703423386208	-3.56792428300213	0.000359820441899444	0.0216269234424103	11.638689796836	10.42290123731	18.4485292637455	0.78964273141372	0	1.09644932190407
MUC5AC	3076.35999396236	-1.94758163689657	0.332998646476924	-5.84861727668173	4.95676106009982e-09	7.24458166495034e-07	3887.32239214324	5893.74976888199	4877.24451424501	1386.61263636249	1609.53329918577	803.697352955686
CR627206	32.4509790689975	-1.86364534607641	0.523658751100944	-3.55889277541579	0.000372421525580199	0.0221332804856112	61.1031214333893	45.7004131174362	47.146241451794	16.5824973596881	18.6913544421573	5.48224660952037
BC010924	72.1708470266116	-1.65865788193518	0.410877893529499	-4.03686328239049	5.41706156801075e-05	0.00419153105091843	154.212639808078	102.625489105822	73.794117054982	26.0582101366528	40.1517984313009	36.1828276228344
ATP13A4	63.8570125899777	-1.60077879841052	0.341715197529274	-4.68454083981263	2.80588219204678e-06	0.000272723455819088	101.838535722315	93.0043495021508	94.2924829035881	26.8478528680665	40.8440708180475	26.3147837256978
ARHGEF26-AS1	92.3674403328541	-1.39633573714343	0.409128120303949	-3.41295469034508	0.000642626255730078	0.035221274032806	136.754605112824	162.757611628764	103.175108104651	60.0128475874427	62.9967871939376	28.5076823695059
AX747756	245.051070169057	-1.39114359693525	0.358007428740101	-3.88579533623356	0.000101995410168567	0.00727803142680253	407.354142889262	400.880816819616	258.279409692437	146.873548042952	170.299007139656	86.6194964304218
IFNE	134.521320651532	-1.38772511654771	0.293910173172971	-4.72159606306318	2.34001063261876e-06	0.000229392788403152	203.677071444631	229.30382722082	151.004628418065	69.4885603644074	69.2272386746567	84.4265977866137
SLITRK6	76.6890269128923	-1.28023237613069	0.351910255727459	-3.63795131086541	0.000274815359881725	0.0172687320567717	107.657880620733	138.704762619587	79.9436268095638	46.5889211534095	47.7667946855131	39.4721755885467
DPCR1	346.192641428606	-1.24764782874355	0.356115565414778	-3.50349142220273	0.000459201444759311	0.0264154627013002	590.66350718943	441.770660135216	431.832240543968	221.889607527255	269.293958444415	121.705874731352
TSIX	83.088844665117	-1.23923508973749	0.36381668036884	-3.40620745723133	0.000658721036496627	0.0359064781580616	154.212639808078	116.255436877689	81.9934633944244	41.0614220335134	56.7663357132185	48.2437701637792
