Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	wt_0_24h_48hpi_1	wt_0_24h_48hpi_2	wt_0_24h_48hpi_3	wt_100_24h_48hpi_1	wt_100_24h_48hpi_2	wt_100_24h_48hpi_3
LQFBS-1	16.6719267656025	-21.6720695900156	3.90953225359742	-5.54339194159958	2.96667782583634e-08	1.15380560854303e-06	0	0	100.031560593615	0	0	0
APLN	3.889703988039	-4.43990106672258	1.57171708415355	-2.8248729440475	0.00472993678063455	0.0335953347554259	13.4148452231083	5.15205800894307	3.88472079975203	0	0.886599896430639	0
SULT1A4	402.051972319316	-2.90208830289178	0.723407399943833	-4.01169286230292	6.02848985586387e-05	0.00105318233037485	969.222567369572	890.275623945363	268.04573518289	61.3928057719628	56.7423933715609	166.632708274545
MUC5B	1124.98627635779	-2.40466225988233	0.391808758282125	-6.13733667012831	8.39164229919888e-10	4.25269013047004e-08	2598.00835820863	1384.8731928039	1694.70944889182	245.571223087851	343.114159918657	483.641275235875
CD300LF	16.3116499699343	-2.13063249073152	0.575862151432337	-3.69990020256065	0.000215684266576397	0.00300865974237067	34.655016826363	23.6994668411381	21.3659643986362	5.84693388304408	6.20619927501447	6.0963185954102
WWC2-AS2	14.85081242169	-1.75125000112632	0.636766572935704	-2.75022288474171	0.00595547407953283	0.0399114394051315	34.655016826363	16.4865856286178	17.4812435988841	4.87244490253673	4.4329994821532	11.1765840915854
AK316321	84.9057301653319	-1.40598020898191	0.398716336904377	-3.52626686906764	0.000421462043549907	0.00510415783617123	152.03491252856	65.9463425144713	151.504111190329	55.5458718889188	20.3917976179047	64.011345251807
CRISP3	65.9584216988972	-1.40534944226565	0.299468080331335	-4.69281881631844	2.69466128164647e-06	6.87531053220091e-05	114.02618439642	97.8891021699183	75.7520555951646	38.9795592202939	41.67019513224	27.4334336793459
JMJD1C-AS1	30.456724972185	-1.32116516732019	0.399430261737061	-3.30762411834958	0.000940910064454482	0.00968000800329889	44.7161507436942	42.2468756733332	43.7031089972103	19.4897796101469	20.3917976179047	12.1926371908204
RASAL1	55.1043782940209	-1.17748440499755	0.365308557023976	-3.22325985076849	0.00126740522549004	0.0121433263167265	103.965050479089	49.4597568858535	75.7520555951646	43.8520041228306	23.0515973071966	34.5458053739911
INSC	55.6685059929774	-1.17143716488665	0.427560067250199	-2.73981892747985	0.00614730411582444	0.0409283105554818	121.851510776567	32.9731712572357	76.7232357951026	39.9540482008012	38.1237955465175	24.3852743816408
USH1G	34.7004279683112	-1.13732818499748	0.408840504496194	-2.78183832690204	0.00540519591147118	0.0372411925046531	64.8384185783566	28.8515248500812	49.5301901968384	20.4642685906543	22.164997410766	22.3531681831707
TFF2	3758.57206100512	-1.10032423376345	0.386721233858434	-2.84526459223658	0.00443745458140932	0.032012319403767	7065.15181750368	3535.34220573674	4778.206583695	1630.32006438879	2450.56211373429	3091.8495809722
LDHD	49.7486724386775	-1.07088422894137	0.378341462102515	-2.83047018687897	0.00464796427103274	0.0331489868921447	80.4890713386496	73.1592237269916	48.5590099969004	18.5152906296396	31.0309963750724	46.7384425648115
KCNG1	74.6896770024226	-1.02862798204073	0.301232225740931	-3.41473419555511	0.000638442816269967	0.00708371172985665	135.266355999675	77.2808701341461	88.3773981943586	38.0050702397865	52.3093938894077	56.8989735571618
PHGR1	4435.19733053203	-1.00986534952225	0.25171247739982	-4.01197969983101	6.02116788406365e-05	0.00105318233037485	7203.77188480914	4010.36195416129	6567.1205119808	2614.55393470121	3018.87264734633	3196.50305019341
BST2	100.738009711642	1.00248710343881	0.377473411979827	2.65578202761572	0.00791247398958178	0.0492645037528357	100.611339173312	46.3685220804876	54.3860911965284	121.811122563418	70.9279917144511	210.322991541652
AK055694	61.4392356789353	1.00589470294901	0.288395334262232	3.48790213795336	0.000486826228124552	0.00575390277667637	34.655016826363	38.1252292661787	49.5301901968384	91.6019641676906	81.5671904716188	73.1558231449223
CCDC88A	495.757903831861	1.00711418428949	0.118893634446284	8.47071577027539	2.438896887936e-17	2.7867047919547e-15	317.484670280229	333.853358979511	336.999529378488	660.703528783981	712.826316730234	612.680018838725
ATP6V1B1	34.4638023354357	1.00735506583616	0.378904223429553	2.65860078496446	0.00784658779169606	0.0489708054098035	24.5938829090318	26.790701646504	17.4812435988841	50.673426986382	49.6495942001158	37.5939646716962
AF198444	176.534850279402	1.00871082750973	0.234820159701147	4.29567388419078	1.74163458010507e-05	0.000356386092720945	106.200858016274	127.771038621788	117.512804192499	325.479319489454	200.371576593324	181.873504763071
GREB1	75.7200450192933	1.01070068132409	0.261159305353429	3.87005425656305	0.000108811134377471	0.00173757780209024	40.2445356693248	57.7030497001624	52.4437307966524	110.11725479733	92.2063892287865	101.605309923503
SPDYE6	148.317497949858	1.01142840734057	0.189251578846142	5.34435915149137	9.07374993272391e-08	3.2411787138328e-06	106.200858016274	96.8586905681297	92.2621189941107	218.285531633646	192.392177525449	183.905610961541
ZDHHC11	188.233480267298	1.01202462539101	0.171275626110762	5.90874865485264	3.44716186458197e-09	1.55808328405037e-07	128.558933388121	123.649392214634	122.368705192189	274.805892503072	254.454170275593	225.563788030177
BC053580	40.0925164465485	1.01222535761897	0.35156844903693	2.87917007453829	0.0039872324546905	0.0294790621720966	25.7117866776242	24.7298784429267	29.1354059981402	61.3928057719628	41.67019513224	57.9150266563969
IGSF9B	81.7885886396285	1.01315787737555	0.253259965708111	4.00046598183325	6.32178749297496e-05	0.0010960942763503	64.8384185783566	48.4293452840649	49.5301901968384	100.372364992257	104.618787778815	122.942425007439
TET1	34.3712172110357	1.01543364712784	0.378009399662572	2.68626560089316	0.00722556262416104	0.0460258465213311	24.5938829090318	16.4865856286178	27.1930455982642	46.7754710643526	50.5361940965464	40.6421239694013
PRKCH	197.774843675569	1.01569080905297	0.184714118024533	5.49871780194989	3.82562802759937e-08	1.46008824057506e-06	131.912644693898	149.409682259349	111.685722992871	226.081443477704	288.144966339958	279.414602289634
AK025975	70.2368185481086	1.01659344258869	0.300706369943059	3.38068476162042	0.000723054449772536	0.00780882866008797	33.5371130577707	65.9463425144713	39.8183881974583	84.7805413041392	102.845587985954	94.492938228858
BAI2	83.0335561605515	1.01692420413128	0.281829589019977	3.60829467078846	0.000308216305956452	0.00395669725357634	74.8995524956878	49.4597568858535	40.7895683973963	112.066232758345	93.9795890216477	127.006637404379
TMEM169	48.6239625383872	1.01759983009446	0.319781300636944	3.18217427994567	0.00146173830298036	0.0135740221209625	34.655016826363	27.8211132482926	33.9913069978303	77.9591184405877	59.4021930608528	57.9150266563969
LOC441081	46.377306271023	1.01777326115305	0.3771481221318	2.69860354971455	0.00696310716869854	0.0448663115500449	43.5982469751019	20.6082320357723	28.1642257982022	61.3928057719628	79.7939906787575	44.7063363663414
MSH5	91.7229198282961	1.01876231215909	0.322281726591727	3.16109238625769	0.00157178636905913	0.0143925246616286	93.9039165617578	55.6422264965852	33.0201267978922	116.938677660882	140.082783636041	110.749787816619
TUBA1A	2354.36542901436	1.02378243518034	0.156609776277422	6.53715533931157	6.26999182091372e-11	3.67333660947544e-09	1359.3709826083	2071.12731959511	1226.6005925217	2979.98730239147	3099.55323792151	3389.55313904807
LOC100130557	51.1237698809214	1.02475453178068	0.315958204182561	3.24332306683378	0.00118144164289435	0.0115115468552354	29.0654979834012	32.9731712572357	38.8472079975203	82.8315633431245	62.0619927501447	60.963185954102
DOCK4	34.9892959099861	1.02908162241845	0.383780022040925	2.68143614392913	0.00733069036955114	0.0464378030434789	27.9475942148089	25.7602900447154	15.5388831990081	54.5713829084114	43.4433949251013	42.6742301678714
ANKRD13B	72.4362316256008	1.03934122663852	0.274736075589544	3.7830533336703	0.000154916203291395	0.00230569455966707	45.8340545122866	55.6422264965852	40.7895683973963	116.938677660882	86.000189953772	89.4126727326829
UBE2Q2P1	48.3590219793344	1.04083986909153	0.336543854956927	3.09273176069355	0.00198323307676403	0.0173236256790841	22.3580753718471	42.2468756733332	30.1065861980782	74.0611625185584	59.4021930608528	61.979239053337
SETBP1	343.151311335716	1.04644022909497	0.161625027545358	6.47449374015609	9.513035493482e-11	5.52056154378848e-09	222.462849949879	240.085903216747	208.803742986672	448.26493103338	386.557554843759	552.732885983858
LOC100527964	72.2856653587029	1.04679832815463	0.3184493738974	3.28717345348557	0.00101198480307621	0.0102760452824983	41.3624394379171	28.8515248500812	70.8961545954745	98.423387031242	96.6393887109397	97.5410975265631
FLJ31662	31.7597973112843	1.05914842395986	0.383748715351379	2.76000513249942	0.00578004534425139	0.0390758874141903	16.7685565288853	20.6082320357723	24.2795049984502	38.9795592202939	45.2165947179626	44.7063363663414
COLQ	45.6897239070148	1.06797514874615	0.340339776560387	3.13796747338657	0.00170123754390682	0.0153788530013317	22.3580753718471	31.942759655447	33.9913069978303	76.0101404795731	54.9691935786996	54.8668673586918
PCDHB14	44.0337057957019	1.0691335522499	0.343427929155753	3.11312348671858	0.00185118544263225	0.0163959592694573	29.0654979834012	35.0339944608129	21.3659643986362	63.3417837329775	65.6083923358673	49.7866018625166
SORCS2	50.8201068085671	1.07000575579545	0.342106237227399	3.12770022688659	0.00176179772221993	0.0157713045732155	27.9475942148089	39.1556408679673	31.0777663980162	56.5203608694261	56.7423933715609	93.476885129623
UNQ2560	39.8420969733359	1.07126529479438	0.38473825742731	2.7844002360404	0.00536268154551121	0.0370175946383581	32.4192092891783	18.5474088321951	26.2218653983262	73.086673538051	46.1031946143932	42.6742301678714
MX1	1160.16065506412	1.07227609316701	0.400485369145625	2.67744136434883	0.0074186836471282	0.0468661072708003	913.327378939954	669.767541162599	660.402535957845	1215.18775869266	1078.99207395609	2423.28664167555
AK128619	52.0725423951649	1.07275327357237	0.404641332162775	2.65112134699288	0.00802250122822729	0.0496741610886803	14.5327489917006	38.1252292661787	47.5878297969624	95.49992008972	56.7423933715609	59.9471328548669
FAM227A	225.939905413629	1.0734005234198	0.189318348412344	5.66981770346885	1.42949538628172e-08	5.88299711991913e-07	135.266355999675	154.561740268292	146.648210190639	383.948658319895	273.072768100637	262.141699602638
RBP1	375.692201381514	1.08092882816332	0.149425542547786	7.2338959573638	4.69331385134816e-13	3.53845088563118e-11	211.283812263955	288.515248500812	223.371445985742	488.218979234181	492.062942519005	550.700779785388
NREP	606.772292201802	1.08210390845889	0.110783575004214	9.76772873070509	1.5488529406475e-22	2.82105927684668e-20	408.03487553621	361.674472227804	398.183881974583	820.519721587186	785.527508237546	866.693293647483
EPHB3	193.482376582533	1.08428709746332	0.194377360844474	5.57825815080845	2.42938940972795e-08	9.59035355823077e-07	134.148452231083	139.105566241463	99.0603803936767	298.193628035248	225.196373693382	265.189858900343
YPEL1	150.605560245495	1.08515622960753	0.192587105522446	5.63462557196519	1.75439088515084e-08	7.09313730180987e-07	84.960686413019	103.041160178861	101.002740793553	210.489619789587	182.639578664712	221.499575633237
TNFSF14	106.545843377222	1.09216829941376	0.247065912534479	4.42055437032959	9.84480106496229e-06	0.000216373907277236	61.4847072725795	80.3721049395119	62.1555327960325	182.229439354874	125.01058539672	128.022690503614
LSAMP	48.4025158044718	1.09254811447385	0.322439388821493	3.38838290962863	0.000703060396732244	0.0076393969629571	39.1266319007324	23.6994668411381	30.1065861980782	64.3162727134849	69.1547919215898	64.011345251807
LAMP3	56.2942688028605	1.09551782848114	0.349492787503067	3.13459352425556	0.0017209238710493	0.015511080613338	35.7729205949554	29.8819364518698	41.7607485973343	72.1121845575437	50.5361940965464	107.701628518913
TTBK1	76.1932546046305	1.10011400015709	0.262969261353732	4.18343191327321	2.87141114983946e-05	0.000555441424946864	39.1266319007324	51.5205800894307	54.3860911965284	99.3978760117494	94.8661889180784	117.862159511264
CELSR2	654.61440905869	1.10082248104744	0.14480324737751	7.60219470891787	2.91150225426818e-14	2.53197922576662e-12	335.371130577707	445.137811972681	467.137676170181	987.157337253942	778.434709066101	914.447789311529
CECR6	51.974574347519	1.10740426211723	0.305208434892848	3.62835405419257	0.000285233919905039	0.00373995950860521	39.1266319007324	28.8515248500812	31.0777663980162	65.2907616939922	75.3609911966043	72.1397700456873
CTPS1	155.882441738015	1.11532624758057	0.19682310701333	5.66664282718105	1.45622451574686e-08	5.97937021985662e-07	79.3711675700572	118.497334205691	97.1180199938007	217.311042653138	206.577775868339	216.419310137062
LOC100190986	265.236809008847	1.12339571299244	0.215130904545986	5.22191693175494	1.77080405755838e-07	5.93364507155629e-06	167.685565288853	132.923096630731	200.063121187229	425.851684481711	407.835952358094	257.061434106463
SDK1	209.420786080496	1.1289892202199	0.177349473404066	6.36590116987636	1.94146418832645e-10	1.08128016663271e-08	137.50216353686	144.257624250406	112.656903192809	268.958958620028	265.979968929192	327.16909795368
S100G	38.0478745283277	1.13223143388075	0.416842348539278	2.71621018797246	0.00660339804573115	0.0431225099216437	19.00436406607	36.0644060626015	16.5100633989461	65.2907616939922	55.8557934751303	35.5618584732261
AMPD3	205.671077513837	1.14097151464007	0.165773091557696	6.88273050782169	5.8716044354038e-12	3.816750360201e-10	143.091682379821	127.771038621788	114.599263592685	272.856914542057	281.052167168513	294.655398778159
ITPR1	115.679180292873	1.14764344071583	0.216844316497809	5.29247646076732	1.20671005992292e-07	4.15704836373447e-06	60.3668035039872	83.4633397448777	71.8673347954125	153.969258920161	172.000379907544	152.407964885255
LOC644172	39.643160204942	1.15019242355015	0.39300547277824	2.92665752316167	0.00342625946497306	0.0264272979232863	29.0654979834012	20.6082320357723	24.2795049984502	78.9336074210951	44.329994821532	40.6421239694013
MDK	2809.87777259945	1.15387222553547	0.101611668315435	11.3557059407143	6.94764294158891e-30	2.02871173894396e-27	1681.3272679629	1870.19705724633	1675.28584489306	4062.64455973513	3373.51260591858	4196.29929984068
SFMBT2	31.2555437370482	1.16005130986799	0.393615541099924	2.94716846450301	0.00320698436881937	0.0251366358963788	21.2401716032547	14.4257624250406	22.3371445985742	38.9795592202939	47.8763944072545	42.6742301678714
PTCH1	469.349438138677	1.16211137279385	0.120667406642989	9.6306981738003	5.93250124866396e-22	9.92129936094747e-20	291.772883602605	313.245126943739	265.132194583076	664.601484706011	653.424123669381	627.92081532725
SBK1	267.449707749821	1.16262848042738	0.194373352145338	5.98141909678057	2.21201919240683e-09	1.02499508976111e-07	153.152816297153	210.203966764877	132.080507191569	420.979239579174	310.309963750724	377.971752915432
DQ570835	144.626905570143	1.17217638933882	0.243982785625664	4.80434054530904	1.55262377343816e-06	4.2000292939326e-05	89.4323014873884	76.2504585323574	101.002740793553	259.214068814954	198.598376800463	143.26348699214
BC042374	25.3457313853424	1.17561749096994	0.42773491931419	2.74847209775361	0.00598737306942775	0.0400960010867102	15.650652760293	15.4561740268292	15.5388831990081	30.2091583957278	34.5773959607949	40.6421239694013
ANKRD45	55.1085295082584	1.17572037705166	0.331578190458956	3.54583145358349	0.00039137644602225	0.0047902602135897	30.1834017519936	41.2164640715446	30.1065861980782	95.49992008972	79.7939906787575	53.8508142594567
LOC100188947	39.8194209046522	1.17732648609889	0.35101105499224	3.35410087333265	0.000796233302597633	0.00843750451301041	19.00436406607	29.8819364518698	24.2795049984502	55.5458718889188	59.4021930608528	50.8026549617516
AX746485	34.9388523054831	1.18571226317162	0.369158865875901	3.2119295316348	0.00131846711402195	0.012528161688816	17.8864602974777	22.6690552393495	23.3083247985122	54.5713829084114	43.4433949251013	47.7544956640465
LONRF2	165.456339899993	1.18731953213234	0.193484704244441	6.13650333120045	8.43575961030282e-10	4.26330312612997e-08	102.847146710497	83.4633397448777	116.541623992561	240.698778185315	242.928371621995	206.258779144712
AK123332	66.3828645001069	1.18949969979003	0.362192754256534	3.28416205407448	0.00102286088680127	0.0103330855978013	51.4235733552483	41.2164640715446	29.1354059981402	123.760100524433	101.958988089523	50.8026549617516
ENTPD1	53.4849639785894	1.19102580034568	0.375807302169366	3.16924602973499	0.00152834962458905	0.0140929923277896	19.00436406607	26.790701646504	51.4725505967144	91.6019641676906	62.9485926465754	69.0916107479822
SPDYE1	30.8787693181774	1.19126868733767	0.430745708556047	2.76559618279438	0.00568188463885238	0.038643418846146	21.2401716032547	22.6690552393495	12.6253425991941	58.4693388304408	33.6907960643643	36.5779115724612
LOC100216479	29.0638682150872	1.19353632352038	0.414509727641814	2.87939279570234	0.00398441735274855	0.0294721920471099	21.2401716032547	14.4257624250406	17.4812435988841	31.1836473762351	44.329994821532	45.7223894655765
AKR1B1	237.116677664942	1.19444422141054	0.172588626810128	6.92075858929338	4.49231476729567e-12	2.97268426112127e-10	135.266355999675	168.987502693333	128.195786391817	320.606874586917	298.784165097125	370.859381220787
MCF2L	1325.78944734909	1.19709188801999	0.11518516642294	10.3927608492962	2.67495914061113e-25	5.85816051793838e-23	664.034838543859	901.610151565037	848.811494745818	1890.50862218425	1801.57098954706	1848.20058750852
PRR5-ARHGAP8	82.2953530638404	1.19757625162462	0.319840790553751	3.7442886804751	0.000180905561099987	0.00261424878397122	42.4803432065095	63.8855193108941	43.7031089972103	123.760100524433	149.835382496778	70.1076638472172
SMA	31.3978557228332	1.19774977127599	0.451589830060042	2.65229571515537	0.00799464893026826	0.049518370949904	11.1790376859236	20.6082320357723	25.2506851983882	52.6224049473967	52.3093938894077	26.4173805801108
DPF3	34.1763662000906	1.19826346417523	0.420147966856993	2.85200348139036	0.00434446248095459	0.0314648550392286	10.0611339173312	22.6690552393495	29.1354059981402	52.6224049473967	40.7835952358094	49.7866018625166
FUT1	50.8233737253576	1.19943075525303	0.313949082140722	3.82046269119335	0.000133201554224319	0.00204368289533826	31.3013055205859	34.0035828590243	27.1930455982642	65.2907616939922	63.835192543006	83.3163541372727
AK025511	357.233530412306	1.2026188055218	0.412061477777469	2.91854218455059	0.00351672288722	0.0268884597810886	122.969414545159	228.751375597072	297.18114118103	615.877035680643	509.794940447617	368.827275022317
CDKN1C	1456.57646039539	1.20338238174716	0.323632005756437	3.71836641723506	0.000200515278952442	0.00284840082749739	565.659306907732	1007.74254654926	1072.18294073156	2277.38074744567	1585.24061481798	2231.25260592013
CLCN4	123.299421747115	1.20461707012415	0.236109542369236	5.10194148883796	3.36186698729219e-07	1.06629146721081e-05	76.0174562642801	93.7674557627639	54.3860911965284	191.974329159947	170.227180114683	153.42401798449
TMEM56-RWDD3	35.9154716500145	1.21427088927567	0.413859758775141	2.93401536034675	0.00334607648776035	0.0259285691107158	23.4759791404395	29.8819364518698	11.6541623992561	54.5713829084114	39.0103954429481	56.8989735571618
RTEL1	31.2018581156897	1.22994105968582	0.388671044130133	3.16447823490041	0.00155361281709769	0.014255278810248	20.1222678346624	16.4865856286178	19.4236039987601	41.9030261618159	49.6495942001158	39.6260708701663
STXBP1	643.911949194014	1.23843101738477	0.123558040336745	10.0230710523536	1.20693236463954e-23	2.33712923999042e-21	440.454084825388	364.765707033169	345.740151177931	872.167637554075	867.981298605596	972.362815967926
ZFP69B	27.2359169874309	1.23862664545746	0.452444607479189	2.73763157960598	0.00618833590075308	0.0411125414338222	11.1790376859236	25.7602900447154	11.6541623992561	36.0560922787718	38.1237955465175	40.6421239694013
GUSBP3	157.3668218049	1.2414255604194	0.209229663774217	5.93331527674317	2.96877981099415e-09	1.34848576303823e-07	106.200858016274	86.5545745502436	88.3773981943586	180.280461393859	263.3201692399	219.467469434767
FAM126A	155.317641482179	1.24161570788879	0.219794865581262	5.64897503226592	1.6140729398148e-08	6.58369973410934e-07	76.0174562642801	109.223629789593	91.2909387941727	259.214068814954	174.660179596836	221.499575633237
TMEM158	84.8447098226985	1.2554572901798	0.28933115063757	4.33917083388108	1.43021313915411e-05	0.000299319691784745	51.4235733552483	66.9767541162599	32.0489465979542	131.556012368492	101.072388193093	125.990584305144
APOB	500.813013249161	1.25822012681201	0.364501413456931	3.45189368370083	0.000556667020750509	0.00636447887739364	239.231406478764	386.40435067073	260.276293583386	810.774831782113	866.208098812734	441.983098167239
C7orf41	227.01254953335	1.2627481250136	0.169074490498829	7.46859044961811	8.10583907699788e-14	6.51157273626432e-12	131.912644693898	129.831861825365	138.878768591135	366.407856670762	315.629563129307	279.414602289634
AX747175	37.9897716122322	1.26564439214156	0.387330634354786	3.26760725820168	0.00108460760009066	0.0107676424237819	30.1834017519936	18.5474088321951	18.4524237988221	69.1887176160216	47.8763944072545	43.6902832671064
DZIP1	22.7631341650522	1.26697256519691	0.463930006040487	2.7309562837079	0.00631508478388738	0.041682858190497	8.94323014873884	15.4561740268292	15.5388831990081	37.0305812592792	30.1443964786417	29.4655398778159
NPSR1-AS1	50.1360654418538	1.2671007150848	0.390307014401283	3.24642055697741	0.00116866059615057	0.0114476466063823	21.2401716032547	27.8211132482926	38.8472079975203	88.6784972261686	39.8969953393788	84.3324072365077
FAM171B	35.3574295669635	1.267642107227	0.430399735554238	2.9452669286486	0.00322676152670674	0.0252406610686653	15.650652760293	34.0035828590243	12.6253425991941	59.4438278109482	48.7629943036851	41.6581770686363
SAMD5	235.581050569098	1.26781167716508	0.173922867859902	7.2895053581242	3.11095063033883e-13	2.36483668577327e-11	128.558933388121	146.318447453983	139.849948791073	276.754870464086	378.578155775883	343.425947541441
SRCIN1	108.119503500727	1.27769876412845	0.2477350551116	5.15752106036374	2.50240711139362e-07	8.16210659950301e-06	80.4890713386496	61.8246961073168	47.5878297969624	174.433527510815	132.989984464596	151.39191178602
