Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	wt_0_24h_72hpi_1	wt_0_24h_72hpi_2	wt_0_24h_72hpi_3	wt_100_24h_72hpi_1	wt_100_24h_72hpi_2	wt_100_24h_72hpi_3
LOC100652999	7.46863393508669	-6.35795162416897	1.4738775672349	-4.31375832396781	1.60502398532986e-05	0.000552472623915841	20.9530212226394	5.65197389475744	18.2068084931233	0	0	0
AK310876	6.34832956103787	-6.12068224457623	1.46223496925472	-4.18584042460416	2.84112904248892e-05	0.000883207727256764	18.3338935698095	10.1735530105634	9.58253078585436	0	0	0
SUMO1P3	4.18021171246692	-5.50743440136636	1.56993248969645	-3.50807084859504	0.000451368826394858	0.00887926598690952	6.11129785660316	11.3039477895149	7.66602462868349	0	0	0
MAGEA5	2.81881253986912	-4.95230597632124	1.74449738350139	-2.83881536490552	0.0045281349509918	0.0493505736945593	8.73042550943308	3.39118433685446	4.79126539292718	0	0	0
PBOV1	2.80169478786903	-4.93355089691744	1.73233190880215	-2.84792473766118	0.0044005330008308	0.0484193367782779	3.49217020377323	5.65197389475744	7.66602462868349	0	0	0
PLCE1-AS1	4.30460188119531	-4.53791314946528	1.53905487234754	-2.94850640545618	0.0031931352229808	0.0392624598966433	12.2225957132063	6.78236867370893	5.74951847151262	0	0	1.07312842874398
MIR29C	7.19312856462403	-3.78805541352486	1.25719869689825	-3.0130920616373	0.0025860045563811	0.033719397582769	27.9373616301859	5.65197389475744	6.70777155009805	1.88933430289864	0.972330009804205	0
MUC5B	3183.09193202194	-3.68842134752652	0.638829014839226	-5.77372232921321	7.75391772673688e-09	5.35855360438493e-07	2743.97273761482	3910.0355403932	11069.739563819	447.772229786977	425.880544294242	501.150976223439
PCED1B-AS1	8.40837919097152	-3.53340700179078	1.00849413092053	-3.5036465691333	0.000458934019882896	0.00897293413411956	19.2069361207528	14.6951321263693	12.4572900216107	0	1.94466001960841	2.14625685748796
FER1L6-AS1	11.9669275685695	-3.20271406290978	0.877984407318781	-3.64780289514519	0.000264492415418314	0.00574828436300048	24.4451914264126	31.6510538106417	8.62427770726892	0.944667151449318	2.91699002941261	3.21938528623194
OCLM	12.2024394552734	-3.04658793791074	0.792218140242521	-3.84564273796873	0.000120236845625681	0.00301313199749266	31.4295318339591	14.6951321263693	19.1650615717087	1.88933430289864	3.88932003921682	2.14625685748796
AK091275	10.4235490141175	-2.99851216805185	0.815430967120313	-3.67721154697015	0.000235797482414749	0.00519853885156835	21.8260637735827	20.3471060211268	13.4155431001961	1.88933430289864	2.91699002941261	2.14625685748796
HERV-Fb1	7.38496724513204	-2.98708519340266	0.959215791288746	-3.11409092774566	0.00184512617745357	0.0263539166585738	12.2225957132063	14.6951321263693	12.4572900216107	0.944667151449318	2.91699002941261	1.07312842874398
FCGBP	13484.7106142539	-2.9783388145703	0.610784910553502	-4.87624819000732	1.0812255622959e-06	5.02001573729528e-05	12966.42796661	15885.4378286053	42946.0282229635	3403.63574667189	3531.50259560887	2175.23132506405
WISP1	13.849504217506	-2.90146392259313	0.727952451545878	-3.98578769318187	6.72566302479603e-05	0.0018637460252056	20.9530212226394	23.7382903579812	28.7475923575631	5.66800290869591	2.91699002941261	1.07312842874398
BC022892	24.1826672645016	-2.82752611478559	0.787971066303955	-3.58836286724123	0.000332760942283388	0.00691990268107256	48.0173403018819	54.2589493896714	24.9145800432213	0	13.6126201372589	4.29251371497592
FW340055	676.988722374896	-2.70836249469	0.834425432279491	-3.2457813363757	0.00117128767560644	0.0187573056642571	1253.68910315459	1573.50953230047	695.691735053026	37.7866860579727	319.896573225583	181.358704457733
C8orf15	8.34351731967507	-2.61188790106041	0.914386866523961	-2.85643636920277	0.00428425868928865	0.0475475973620373	14.8417233660362	14.6951321263693	13.4155431001961	0	3.88932003921682	3.21938528623194
FW340027	9.25485707741072	-2.54858974175933	0.844296848493045	-3.01859440350656	0.00253950267680561	0.0332336373611385	14.8417233660362	18.0863164632238	14.3737961787815	1.88933430289864	0.972330009804205	5.3656421437199
AX748371	37.4418576992193	-2.54092426998166	0.470167506465879	-5.40429577764975	6.50635054171758e-08	3.82046099782946e-06	64.6051487698048	59.9109232844289	67.0777155009805	4.72333575724659	16.5296101666715	11.8044127161838
DKFZp779K0112	32.7189747190852	-2.52642739249384	0.773466028278165	-3.26637150194947	0.00108935234594409	0.0177456781069115	64.6051487698048	42.9550016001565	59.411690872297	0	6.80631006862943	22.5356970036236
LOC100505716	13.3059185466083	-2.51505963856636	0.885341508666479	-2.84077908236178	0.0045003476181428	0.0492125370236778	27.9373616301859	23.7382903579812	16.2903023359524	0	9.72330009804205	2.14625685748796
MUC5AC	1522.73133493636	-2.44017477889754	0.71247915297375	-3.42490691652201	0.000615010093687585	0.0113805369344784	1638.70086812059	1522.64176724765	4553.61862943799	835.085761881197	285.865022882436	300.475960048314
SULT1C2P1	17.9778837139628	-2.40906466393908	0.605836537690141	-3.97642683144214	6.99585106518955e-05	0.00192204054953098	34.048659486789	31.6510538106417	24.9145800432213	2.83400145434795	5.83398005882523	8.58502742995184
AX746869	43.6773396647619	-2.3890657239392	0.513535595201157	-4.65219109690612	3.28426504201328e-06	0.000134729849942682	79.446872135841	66.6932919581378	73.7854870510786	3.77866860579727	23.3359202353009	15.0237980024157
LOC100272216	22.0235765198643	-2.36503047722162	0.678351815936901	-3.48643642083448	0.00048950172405416	0.00944722554006998	28.8104041811292	45.2157911580595	36.4136169862466	0.944667151449318	6.80631006862943	13.9506695736717
TDRD6	24.8744873929435	-2.33163000001878	0.579897938655318	-4.02075924847297	5.80108684657263e-05	0.00163889824621411	42.7790849962221	20.3471060211268	61.3281970294679	7.55733721159454	9.72330009804205	7.51189900120786
NUTM1	9.75993346070798	-2.30586158956316	0.780484970211165	-2.9543958917483	0.00313281834852348	0.0387773870479907	19.2069361207528	11.3039477895149	18.2068084931233	2.83400145434795	4.86165004902102	2.14625685748796
BC040358	9.7480429138036	-2.29536646263478	0.776831572374707	-2.9547800890971	0.00312891993396092	0.0387773870479907	19.2069361207528	10.1735530105634	19.1650615717087	2.83400145434795	3.88932003921682	3.21938528623194
ADAM20P1	19.1746307190468	-2.25887372000492	0.599491543066963	-3.76798262815962	0.000164572152002953	0.00387046129213227	21.8260637735827	41.8246068212051	31.6223515933194	9.44667151449318	3.88932003921682	6.43877057246388
AK094909	26.728323018694	-2.24326136395834	0.509909647605053	-4.39933108638856	1.08585056839594e-05	0.000390001412742625	49.7634254037685	31.6510538106417	50.7874131650281	5.66800290869591	10.6956301078463	11.8044127161838
AK094916	31.1829546576122	-2.22922101963554	0.486248690611092	-4.58452858111344	4.55011847697505e-06	0.000179290633320806	69.8434040754646	49.7373702738655	34.4971108290757	9.44667151449318	10.6956301078463	12.8775411449278
SYT2	15.9730358698129	-2.21518736619113	0.645627583398004	-3.43106060390476	0.000601226265479312	0.0111714928005504	30.5564892830158	33.9118433685446	14.3737961787815	4.72333575724659	5.83398005882523	6.43877057246388
MUC16	124.018021397942	-2.21428050084071	0.317359999716021	-6.9771883754162	3.01145811279424e-12	3.49095995939915e-10	174.608510188662	154.864084716354	282.684658182704	44.399356118118	45.6995104607976	41.8520087210152
AX748379	66.7488589188022	-2.15557221271342	0.419954114170094	-5.13287556897311	2.85348566800533e-07	1.50356101122345e-05	127.464212437723	119.821846568858	79.5350055225912	11.3360058173918	30.1422303039303	32.1938528623194
AX747639	24.1434004762321	-2.14755913481306	0.571403251665903	-3.75839501884516	0.000171006759495346	0.00397341308660858	44.5251700981087	37.3030277053991	36.4136169862466	4.72333575724659	16.5296101666715	5.3656421437199
GPM6B	53.9780675897642	-2.12517670539323	0.624369589710144	-3.4037159086813	0.000664758530707521	0.0121063985419772	89.0503401962174	93.8227666529735	80.4932586011766	1.88933430289864	35.0038803529514	23.6088254323676
AX746640	31.0326052433775	-2.11653550043236	0.601477418215687	-3.51889436965259	0.000433349210801172	0.00856591707335033	44.5251700981087	72.3452658528952	34.4971108290757	3.77866860579727	21.3912602156925	9.65815585869582
AK123332	66.6452598157487	-2.11149791239756	0.61327414262208	-3.44299191120265	0.000575316521158913	0.01082438455726	144.925063456589	90.431582316119	89.1175363084455	2.83400145434795	35.0038803529514	37.5594950060393
AGAP11	28.8974657545681	-2.10273664435654	0.487424126327427	-4.31397735725544	1.60343376160787e-05	0.000552472623915841	58.4938509132016	48.606975494914	33.5388577504903	8.50200436304386	14.5849501470631	9.65815585869582
AK125858	12.4167270876811	-2.09221381700857	0.73008127676864	-2.86572726021514	0.00416052523929526	0.0466935149904167	25.3182339773559	14.6951321263693	20.1233146502942	1.88933430289864	3.88932003921682	8.58502742995184
SPC25	14.692021586521	-2.08677368461021	0.61800368547844	-3.37663631082506	0.00073378003272495	0.0129769287677184	25.3182339773559	25.9990799158842	20.1233146502942	7.55733721159454	4.86165004902102	4.29251371497592
ANP32A-IT1	19.2411617185845	-2.07342432740348	0.586364102169669	-3.53606968730073	0.000406127545533745	0.00814179059209796	31.4295318339591	33.9118433685446	27.7893392789776	2.83400145434795	8.75097008823784	10.7312842874398
AK125301	434.886009200055	-2.06109664657825	0.455200111953292	-4.52789134373004	5.95751998768145e-06	0.000227754721571618	690.576657796156	696.323183834117	717.731555860492	43.4546889666686	240.165512421639	221.06445632126
CRISP3	218.927848518219	-2.04877973243071	0.408967031710959	-5.00964521237669	5.45304686071344e-07	2.72167627759164e-05	177.227637841491	307.467379874805	573.035340994091	85.0200436304386	60.2844606078607	110.53222816063
ANKRD36C	98.5346127444106	-2.0292671817045	0.58437520161461	-3.47254157277328	0.000515555157488125	0.00984430931960322	178.100680392435	192.167112421753	104.449585565813	5.66800290869591	59.3121305980565	51.510164579711
AL832439	677.18870558593	-2.01272801730625	0.422507715003895	-4.76376630729145	1.9001255263244e-06	8.22685673662575e-05	1092.17623123008	1139.4379371831	1024.37254100783	83.13070932754	396.710644000115	327.304170766914
VN1R1	14.1435403822859	-2.00936852812655	0.633331278617117	-3.17269744282016	0.00151029826001287	0.0225765716604919	27.9373616301859	23.7382903579812	16.2903023359524	4.72333575724659	6.80631006862943	5.3656421437199
FKSG51	37.5083954772932	-2.00390660017148	0.421646691867553	-4.75257280282645	2.00844414654765e-06	8.63342689597326e-05	70.7164466264079	63.3021076212833	45.9961477721009	11.3360058173918	16.5296101666715	17.1700548599037
SPDYA	24.9781124113159	-1.96949255699514	0.602728779502875	-3.26762654111118	0.00108453371411683	0.0176832139521335	46.2712551999953	50.867765052817	22.039820807465	6.61267006014523	5.83398005882523	18.2431832886477
AX746823	29.3192467236097	-1.95972523098312	0.451892703833402	-4.3367047406581	1.44634702403934e-05	0.000504620647144443	47.1442977509386	55.3893441686229	37.371870064832	10.3913386659425	11.6679601176505	13.9506695736717
PLAC4	21.1627003624619	-1.9389203817799	0.589297325352025	-3.29022430336275	0.00100107547972904	0.0165324671137605	35.7947445886756	28.2598694737872	36.4136169862466	2.83400145434795	9.72330009804205	13.9506695736717
AX746991	44.9453838974257	-1.93043604268109	0.383435757370073	-5.03457490746731	4.78910381752661e-07	2.3969531307331e-05	71.5894891773512	82.5188188634586	59.411690872297	14.1700072717398	19.4466001960841	22.5356970036236
BX648496	14.357421600526	-1.92973671266954	0.651486088748533	-2.9620535971481	0.00305594583138347	0.0382110192750857	25.3182339773559	23.7382903579812	19.1650615717087	2.83400145434795	9.72330009804205	5.3656421437199
LOC727896	15.9314247243073	-1.92660069093009	0.576591799594255	-3.34135985334136	0.000833690930899134	0.0143209929697855	24.4451914264126	28.2598694737872	22.9980738860505	5.66800290869591	7.77864007843364	6.43877057246388
AK096291	31.8858733986831	-1.91558187995111	0.482045213168865	-3.97386350412749	7.07160987653973e-05	0.0019369311930132	51.5095105056552	49.7373702738655	49.8291600864427	5.66800290869591	18.4742701862799	16.0969264311597
AK123654	18.507093355419	-1.91555195574881	0.615486808602152	-3.1122550946287	0.00185663990981421	0.0264664703827227	28.8104041811292	27.1294746948357	31.6223515933194	6.61267006014523	2.91699002941261	13.9506695736717
SPDYE8P	17.448529915107	-1.88871423240291	0.653267817862776	-2.89117905514158	0.00383799382662524	0.0440337433879122	22.699106324526	32.7814485895932	26.8310862003922	7.55733721159454	1.94466001960841	12.8775411449278
DQ598910	223.51621357011	-1.87957246572685	0.34143994072478	-5.50484065143945	3.69502330554133e-08	2.23542689407295e-06	350.090062928266	345.900802359155	358.386651390953	48.1780247239152	141.960181431414	96.5815585869582
AX746867	23.7099156858384	-1.87463267807476	0.637509168499119	-2.94055798834735	0.003276216717774	0.0399640610895881	46.2712551999953	40.6942120422536	24.9145800432213	5.66800290869591	20.4189302058883	4.29251371497592
LOC284581	16.1459511031444	-1.87278286560337	0.611636458468895	-3.06192157068513	0.0021992106712566	0.0298204046593762	24.4451914264126	31.6510538106417	20.1233146502942	5.66800290869591	10.6956301078463	4.29251371497592
AK126286	20.2228320004243	-1.87170411024018	0.59436102706781	-3.1491030282957	0.0016377244547756	0.0240035137413967	35.7947445886756	18.0863164632238	41.2048823791737	4.72333575724659	9.72330009804205	11.8044127161838
AB073649	52.3552371412898	-1.86681889218464	0.491187104541949	-3.80062683837256	0.000144330516368411	0.00348098082967464	95.1616380528205	73.4756606318467	77.6184993654203	6.61267006014523	30.1422303039303	31.1207244335754
AK309215	32.5928219545663	-1.86652233406422	0.637733401312781	-2.9268066095048	0.00342461756517891	0.0409725492715413	55.0016807094284	41.8246068212051	56.5369316365407	1.88933430289864	25.2805802549093	15.0237980024157
DNAJB13	56.3435292085476	-1.86552758329235	0.605840061094257	-3.07924104576852	0.00207528696845498	0.0286176179963155	90.796425298104	93.8227666529735	80.4932586011766	2.83400145434795	37.920870382364	32.1938528623194
AX747850	24.6366451871881	-1.86289078115825	0.48123893997299	-3.87103084647058	0.000108376075454221	0.0027739335096317	34.048659486789	33.9118433685446	47.9126539292718	9.44667151449318	10.6956301078463	11.8044127161838
DNAPTP1	37.73397500825	-1.84305362561901	0.409635206702864	-4.49925591223877	6.8191727275037e-06	0.000258495560269592	68.097318973578	55.3893441686229	53.6621724007844	16.0593415746384	21.3912602156925	11.8044127161838
TRPC6	18.927950600685	-1.82853554837328	0.601300606490368	-3.04096741070319	0.00235819353583623	0.0313763103655707	23.5721488754693	37.3030277053991	27.7893392789776	3.77866860579727	13.6126201372589	7.51189900120786
ZRANB2-AS1	61.095600822349	-1.82763501799997	0.563342440836494	-3.24427006650903	0.00117752043528311	0.0187901307115159	112.622489071687	131.125794358373	42.1631354577592	8.50200436304386	38.8932003921682	33.2669812910634
AX747535	33.2792980529464	-1.81918061833503	0.468420906466539	-3.88364522851411	0.00010290202167148	0.00264134789341879	53.2555956075418	61.0413180633804	41.2048823791737	7.55733721159454	19.4466001960841	17.1700548599037
AX748322	26.0691182778089	-1.81659892170974	0.620622545934528	-2.92705918212224	0.00342183759728024	0.0409725492715413	47.1442977509386	48.606975494914	25.8728331218068	2.83400145434795	12.6402901274547	19.3163117173916
LOC100190986	297.629420940417	-1.79797910756489	0.321189593806712	-5.5978747202093	2.16995463495127e-08	1.3728783408734e-06	467.07776475467	495.112913180752	424.506113813348	68.9607020558002	179.881051813778	150.237980024157
AX748052	17.7650684979743	-1.79310815972232	0.62755060481011	-2.85731245572601	0.00427245032605591	0.0474751932335019	29.6834467320725	33.9118433685446	19.1650615717087	3.77866860579727	13.6126201372589	6.43877057246388
BMS1P6	493.222690663933	-1.79026546046825	0.406548372913654	-4.40357305488092	1.06482403466803e-05	0.000384964954827265	871.296465841421	680.497656928796	743.604388982298	79.3520407217427	344.204823470688	240.380768038651
IFNE	168.221680785614	-1.78874615846496	0.225835782454648	-7.92056129911199	2.36440775472512e-15	4.16506652322559e-13	233.975403652807	289.381063411581	259.686584296653	73.6840378130468	80.703390813749	71.8996047258466
AK055017	61.1078485598138	-1.77862226155227	0.499491607607501	-3.56086515661722	0.000369634880933205	0.00751312165227129	102.145978460367	116.430662232003	65.1612093438096	8.50200436304386	37.920870382364	36.4863665772953
BC090058	30.59612082361	-1.76795274081941	0.553926042588798	-3.19167651435345	0.00141449652618877	0.0216150344239824	42.7790849962221	66.6932919581378	32.5806046719048	7.55733721159454	24.3082502451051	9.65815585869582
