Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Proximal tubule bicarbonate reclamation	1/23	0.04392439537404202	0.26173253921487755	0	0	23.85047846889952	74.53955237955424	ATP1A3
KEGG_2019_Human	Folate biosynthesis	1/26	0.04951321771444128	0.26173253921487755	0	0	20.985263157894735	63.07153622173417	QDPR
KEGG_2019_Human	Mucin type O-glycan biosynthesis	1/31	0.05875726186108227	0.26173253921487755	0	0	17.483333333333334	49.55372022159112	GALNT16
KEGG_2019_Human	Aldosterone-regulated sodium reabsorption	1/37	0.06973452957437408	0.26173253921487755	0	0	14.565058479532164	38.78761998968224	ATP1A3
KEGG_2019_Human	Carbohydrate digestion and absorption	1/44	0.08238373669106454	0.26173253921487755	0	0	12.18971848225214	30.430013783971482	ATP1A3
KEGG_2019_Human	ABC transporters	1/45	0.08417703036948046	0.26173253921487755	0	0	11.912081339712918	29.48041430214941	ABCC9
KEGG_2019_Human	Endocrine and other factor-regulated calcium reabsorption	1/48	0.08953644731895928	0.26173253921487755	0	0	11.150055991041434	26.906306081935305	ATP1A3
KEGG_2019_Human	Mineral absorption	1/51	0.09486530070027097	0.26173253921487755	0	0	10.479473684210527	24.6822758736909	ATP1A3
KEGG_2019_Human	Pathogenic Escherichia coli infection	1/55	0.10192318840173634	0.26173253921487755	0	0	9.701267056530217	22.153190670382102	TUBB4A
KEGG_2019_Human	RIG-I-like receptor signaling pathway	1/70	0.1279158202874324	0.26173253921487755	0	0	7.586575133485888	15.600903263424575	IFNE
KEGG_2019_Human	Bile secretion	1/72	0.1313256351611906	0.26173253921487755	0	0	7.372127501853224	14.965973770040259	ATP1A3
KEGG_2019_Human	Thyroid hormone synthesis	1/74	0.13472245838427938	0.26173253921487755	0	0	7.169430425378515	14.37139917131711	ATP1A3
KEGG_2019_Human	Gastric acid secretion	1/75	0.13641601320601912	0.26173253921487755	0	0	7.072190611664296	14.088130020571684	ATP1A3
KEGG_2019_Human	Synaptic vesicle cycle	1/78	0.14147732249467654	0.26173253921487755	0	0	6.795625427204374	13.289632726774588	CPLX2
KEGG_2019_Human	Cardiac muscle contraction	1/78	0.14147732249467654	0.26173253921487755	0	0	6.795625427204374	13.289632726774588	ATP1A3
KEGG_2019_Human	Insulin secretion	1/86	0.1548332599823739	0.26173253921487755	0	0	6.153560371517028	11.47889141140809	ATP1A3
KEGG_2019_Human	Gap junction	1/88	0.15814048150493698	0.26173253921487755	0	0	6.011494252873563	11.086827628444032	TUBB4A
KEGG_2019_Human	Protein digestion and absorption	1/90	0.1614350921075684	0.26173253921487755	0	0	5.875813128326434	10.715439089115144	ATP1A3
KEGG_2019_Human	Salivary secretion	1/90	0.1614350921075684	0.26173253921487755	0	0	5.875813128326434	10.715439089115144	ATP1A3
KEGG_2019_Human	IL-17 signaling pathway	1/93	0.16635346497010753	0.26173253921487755	0	0	5.683352402745996	10.193890746041287	MAPK4
KEGG_2019_Human	Pancreatic secretion	1/98	0.17448835947658506	0.26173253921487755	0	0	5.3890396093326105	9.408709420253592	ATP1A3
KEGG_2019_Human	Aldosterone synthesis and secretion	1/98	0.17448835947658506	0.26173253921487755	0	0	5.3890396093326105	9.408709420253592	ATP1A3
KEGG_2019_Human	Glutamatergic synapse	1/114	0.20000364514190735	0.2793154569148698	0	0	4.622263623660922	7.439162073918401	GRIK5
KEGG_2019_Human	Thyroid hormone signaling pathway	1/116	0.2031385141199053	0.2793154569148698	0	0	4.541418764302059	7.2384183965310225	ATP1A3
KEGG_2019_Human	Adrenergic signaling in cardiomyocytes	1/145	0.2472711814781317	0.3055064890510153	0	0	3.6215277777777777	5.06025082837594	ATP1A3
KEGG_2019_Human	Herpes simplex virus 1 infection	2/492	0.2490781197562224	0.3055064890510153	0	0	2.1479316050744623	2.9856006546169422	ZNF519;ZNF846
KEGG_2019_Human	Phagosome	1/152	0.25756170744476303	0.3055064890510153	0	0	3.45242244684559	4.683197056565464	TUBB4A
KEGG_2019_Human	Wnt signaling pathway	1/158	0.26627295235037346	0.3055064890510153	0	0	3.319477036540396	4.392442751386305	SFRP1
KEGG_2019_Human	JAK-STAT signaling pathway	1/162	0.2720250352738092	0.3055064890510153	0	0	3.2363517489375613	4.213280692118755	IFNE
KEGG_2019_Human	cGMP-PKG signaling pathway	1/166	0.2777331718645593	0.3055064890510153	0	0	3.15725677830941	4.0447441032211655	ATP1A3
KEGG_2019_Human	cAMP signaling pathway	1/212	0.3403218747344656	0.3622781247173343	0	0	2.4632077824893988	2.655001561661552	ATP1A3
KEGG_2019_Human	Cytokine-cytokine receptor interaction	1/294	0.43904122842546905	0.452761266813765	0	0	1.7664810490389795	1.4540999954010496	IFNE
KEGG_2019_Human	Neuroactive ligand-receptor interaction	1/338	0.4859163995559263	0.4859163995559263	0	0	1.532406684366703	1.1059665405788073	GRIK5
