Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2018	potassium channel activity (GO:0005267)	2/100	0.016262406432153827	0.2199765962077166	0	0	10.955874241588528	45.126141525786544	GRIK5;ABCC9
GO_Molecular_Function_2018	potassium-transporting ATPase activity (GO:0008556)	1/11	0.021247185233602552	0.2199765962077166	0	0	52.502631578947366	202.2155053364779	ATP1A3
GO_Molecular_Function_2018	sodium:potassium-exchanging ATPase activity (GO:0005391)	1/11	0.021247185233602552	0.2199765962077166	0	0	52.502631578947366	202.2155053364779	ATP1A3
GO_Molecular_Function_2018	ATPase-coupled anion transmembrane transporter activity (GO:0043225)	1/12	0.02315679597121641	0.2199765962077166	0	0	47.72727272727273	179.71546945510647	ABCC9
GO_Molecular_Function_2018	MAP kinase activity (GO:0004707)	1/14	0.026965133912219292	0.2199765962077166	0	0	40.38056680161943	145.90349135778567	MAPK4
GO_Molecular_Function_2018	syntaxin-1 binding (GO:0017075)	1/15	0.028863874472676125	0.2199765962077166	0	0	37.49436090225564	132.92367662225746	CPLX2
GO_Molecular_Function_2018	ionotropic glutamate receptor activity (GO:0004970)	1/16	0.030759004984448318	0.2199765962077166	0	0	34.99298245614035	121.8306048026202	GRIK5
GO_Molecular_Function_2018	type I interferon receptor binding (GO:0005132)	1/16	0.030759004984448318	0.2199765962077166	0	0	34.99298245614035	121.8306048026202	IFNE
GO_Molecular_Function_2018	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	1/18	0.03453846248378679	0.2199765962077166	0	0	30.87306501547988	103.90891060407041	QDPR
GO_Molecular_Function_2018	glutamate receptor activity (GO:0008066)	1/20	0.03830355957487035	0.2199765962077166	0	0	27.62049861495845	90.10393439678076	GRIK5
GO_Molecular_Function_2018	polypeptide N-acetylgalactosaminyltransferase activity (GO:0004653)	1/21	0.04018073954422461	0.2199765962077166	0	0	26.238157894736837	84.33908236365446	GALNT16
GO_Molecular_Function_2018	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099529)	1/21	0.04018073954422461	0.2199765962077166	0	0	26.238157894736837	84.33908236365446	GRIK5
GO_Molecular_Function_2018	Wnt-activated receptor activity (GO:0042813)	1/22	0.042054349275004635	0.2199765962077166	0	0	24.987468671679203	79.18010249314727	SFRP1
GO_Molecular_Function_2018	ATPase coupled ion transmembrane transporter activity (GO:0042625)	1/24	0.04579088442720472	0.22241286721785147	0	0	22.812356979405035	70.34578626791965	ABCC9
GO_Molecular_Function_2018	protein serine/threonine kinase activator activity (GO:0043539)	1/31	0.05875726186108227	0.2289615226049869	0	0	17.483333333333334	49.55372022159112	CDK5R2
GO_Molecular_Function_2018	ligand-gated channel activity (GO:0022834)	1/31	0.05875726186108227	0.2289615226049869	0	0	17.483333333333334	49.55372022159112	GRIK5
GO_Molecular_Function_2018	transmitter-gated ion channel activity (GO:0022824)	1/33	0.062430300890362264	0.2289615226049869	0	0	16.388980263157894	45.45818880252994	GRIK5
GO_Molecular_Function_2018	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)	1/36	0.06791368743314516	0.2289615226049869	0	0	14.981954887218043	40.29423258768696	GRIK5
GO_Molecular_Function_2018	frizzled binding (GO:0005109)	1/37	0.06973452957437408	0.2289615226049869	0	0	14.565058479532164	38.78761998968224	SFRP1
GO_Molecular_Function_2018	potassium ion transmembrane transporter activity (GO:0015079)	1/38	0.07155190576586237	0.2289615226049869	0	0	14.170697012802274	37.37283464820171	ABCC9
GO_Molecular_Function_2018	sodium channel activity (GO:0005272)	1/40	0.07517628596858959	0.2289615226049869	0	0	13.44264507422402	34.78848256531013	GRIK5
GO_Molecular_Function_2018	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances (GO:0016820)	1/42	0.07878687925061875	0.2289615226049869	0	0	12.785622593068034	32.48837956023307	ABCC9
GO_Molecular_Function_2018	potassium channel regulator activity (GO:0015459)	1/43	0.08058702177134915	0.2289615226049869	0	0	12.480576441102755	31.43130414921791	ABCC9
GO_Molecular_Function_2018	ATPase activity, coupled to transmembrane movement of substances (GO:0042626)	1/45	0.08417703036948046	0.2289615226049869	0	0	11.912081339712918	29.48041430214941	ABCC9
GO_Molecular_Function_2018	P-P-bond-hydrolysis-driven transmembrane transporter activity (GO:0015405)	1/45	0.08417703036948046	0.2289615226049869	0	0	11.912081339712918	29.48041430214941	ABCC9
GO_Molecular_Function_2018	acetylgalactosaminyltransferase activity (GO:0008376)	1/48	0.08953644731895928	0.2299813375738753	0	0	11.150055991041434	26.906306081935305	GALNT16
GO_Molecular_Function_2018	amyloid-beta binding (GO:0001540)	1/49	0.09131611933080344	0.2299813375738753	0	0	10.917214912280702	26.129567345484944	ATP1A3
GO_Molecular_Function_2018	SH3 domain binding (GO:0017124)	1/55	0.10192318840173634	0.23500633284021896	0	0	9.701267056530217	22.153190670382102	PTPN22
GO_Molecular_Function_2018	ATPase activity, coupled to movement of substances (GO:0043492)	1/56	0.1036792644883319	0.23500633284021896	0	0	9.524401913875598	21.58661062869493	ABCC9
GO_Molecular_Function_2018	phosphoric ester hydrolase activity (GO:0042578)	1/56	0.1036792644883319	0.23500633284021896	0	0	9.524401913875598	21.58661062869493	PTPN22
GO_Molecular_Function_2018	ligand-gated cation channel activity (GO:0099094)	1/60	0.11067017193888927	0.235209268010576	0	0	8.876895628902766	19.539830870257344	GRIK5
GO_Molecular_Function_2018	anion transmembrane transporter activity (GO:0008509)	1/62	0.11414567418160305	0.235209268010576	0	0	8.584987057808455	18.631824017459763	ABCC9
GO_Molecular_Function_2018	protein tyrosine phosphatase activity (GO:0004725)	1/62	0.11414567418160305	0.235209268010576	0	0	8.584987057808455	18.631824017459763	PTPN22
GO_Molecular_Function_2018	cysteine-type peptidase activity (GO:0008234)	1/65	0.11933412674449315	0.2386682534889863	0	0	8.181332236842103	17.39210459475344	SFRP1
GO_Molecular_Function_2018	ligand-gated ion channel activity (GO:0015276)	1/68	0.1244929653895161	0.2418720470424884	0	0	7.8138256087981155	16.280153066858283	GRIK5
GO_Molecular_Function_2018	sodium ion transmembrane transporter activity (GO:0015081)	1/71	0.12962235471422945	0.2448422255713223	0	0	7.477819548872181	15.278157603394732	ATP1A3
GO_Molecular_Function_2018	syntaxin binding (GO:0019905)	1/77	0.1397934392468445	0.25691767212933586	0	0	6.885387811634349	13.547615934309555	CPLX2
GO_Molecular_Function_2018	cysteine-type endopeptidase activity (GO:0004197)	1/81	0.1465097247060229	0.26217529684235674	0	0	6.539802631578947	12.560760031716626	SFRP1
GO_Molecular_Function_2018	ion channel activity (GO:0005216)	1/93	0.16635346497010753	0.2900521953324952	0	0	5.683352402745996	10.193890746041287	GRIK5
GO_Molecular_Function_2018	purine ribonucleoside triphosphate binding (GO:0035639)	2/396	0.18033172097145314	0.3054164823195057	0	0	2.6844560296336946	4.598358364181674	ATP1A3;TUBB4A
GO_Molecular_Function_2018	phosphatase activity (GO:0016791)	1/104	0.18414817316323134	0.3054164823195057	0	0	5.073582013285642	8.58457462014543	PTPN22
GO_Molecular_Function_2018	kinase binding (GO:0019900)	2/418	0.19584714673668574	0.3170858566213008	0	0	2.5396309771309773	4.140667137926319	PTPN22;MAPK4
GO_Molecular_Function_2018	Rab GTPase binding (GO:0017137)	1/130	0.22474990329250694	0.347894448334004	0	0	4.045695634434924	6.039281080448607	TBC1D3C
GO_Molecular_Function_2018	G-protein coupled receptor binding (GO:0001664)	1/133	0.2293060565292785	0.347894448334004	0	0	3.953149920255184	5.82179470179666	SFRP1
GO_Molecular_Function_2018	phosphoprotein phosphatase activity (GO:0004721)	1/136	0.233836115806122	0.347894448334004	0	0	3.864717348927875	5.615955151287812	PTPN22
GO_Molecular_Function_2018	cytokine receptor binding (GO:0005126)	1/137	0.2353403621082968	0.347894448334004	0	0	3.836106811145511	5.549781895253682	IFNE
GO_Molecular_Function_2018	cation channel activity (GO:0005261)	1/146	0.2487497199303576	0.3544860237015243	0	0	3.596370235934663	5.003658783980903	ABCC9
GO_Molecular_Function_2018	GTP binding (GO:0005525)	1/147	0.25022542849519364	0.3544860237015243	0	0	3.5715573179524154	4.948010698250294	TUBB4A
GO_Molecular_Function_2018	cytokine activity (GO:0005125)	1/155	0.2619298523456677	0.3634944889694981	0	0	3.384654818865345	4.534349460692842	IFNE
GO_Molecular_Function_2018	purine ribonucleoside binding (GO:0032550)	1/159	0.2677151110303709	0.3640925510013045	0	0	3.298301132578281	4.346606390332369	TUBB4A
GO_Molecular_Function_2018	guanyl ribonucleotide binding (GO:0032561)	1/170	0.2833976890843033	0.3778635854457377	0	0	3.0819059483027096	3.885987864561398	TUBB4A
GO_Molecular_Function_2018	Ras GTPase binding (GO:0017016)	1/184	0.3028846625415781	0.3960799433236021	0	0	2.844118492953696	3.3970242223854465	TBC1D3C
