Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Morphine addiction	3/91	0.0003056040395434321	0.01252976562128072	0	0	26.07036713286713	210.99322404823937	GNG2;PDE2A;CACNA1A
KEGG_2019_Human	GABAergic synapse	2/89	0.007352627100605582	0.09019502132712576	0	0	16.929757343550445	83.17077828659637	GNG2;CACNA1A
KEGG_2019_Human	Cholinergic synapse	2/112	0.011433644887609885	0.09019502132712576	0	0	13.374410774410775	59.79959810374704	GNG2;CACNA1A
KEGG_2019_Human	Serotonergic synapse	2/113	0.011629269499553743	0.09019502132712576	0	0	13.253253253253256	59.03303991022321	GNG2;CACNA1A
KEGG_2019_Human	Glutamatergic synapse	2/114	0.011826372804514065	0.09019502132712576	0	0	13.13425925925926	58.282267512817526	GNG2;CACNA1A
KEGG_2019_Human	Purine metabolism	2/129	0.014957401837738063	0.09019502132712576	0	0	11.574219889180519	48.64122616858818	PDE2A;AK5
KEGG_2019_Human	Dopaminergic synapse	2/131	0.015399149982680013	0.09019502132712576	0	0	11.393626184323859	47.550649067773186	GNG2;CACNA1A
KEGG_2019_Human	Retrograde endocannabinoid signaling	2/148	0.019376883994743587	0.0981172082664642	0	0	10.058346017250127	39.66684239897434	GNG2;CACNA1A
KEGG_2019_Human	Thiamine metabolism	1/15	0.02153792376580922	0.0981172082664642	0	0	50.91071428571429	195.3922668672799	AK5
KEGG_2019_Human	Chemokine signaling pathway	2/190	0.030811276696459125	0.12632623445548244	0	0	7.7947202521670595	27.12464847011073	GNG2;CCL20
KEGG_2019_Human	Nicotine addiction	1/40	0.05644302602285613	0.20386338127814047	0	0	18.25274725274725	52.46795162162656	CACNA1A
KEGG_2019_Human	Type I diabetes mellitus	1/43	0.06054994816642551	0.20386338127814047	0	0	16.946428571428573	47.5226436627274	CPE
KEGG_2019_Human	Type II diabetes mellitus	1/46	0.06463960869794699	0.20386338127814047	0	0	15.814285714285715	43.31418865156708	CACNA1A
KEGG_2019_Human	Long-term depression	1/60	0.08349850182084043	0.24453132676103265	0	0	12.05326876513317	29.92738150796185	CACNA1A
KEGG_2019_Human	Synaptic vesicle cycle	1/78	0.10720680078661116	0.2723524869907093	0	0	9.227272727272727	20.60445932788025	CACNA1A
KEGG_2019_Human	Taste transduction	1/83	0.1136866415597872	0.2723524869907093	0	0	8.662456445993033	18.834860248996137	CACNA1A
KEGG_2019_Human	Rheumatoid arthritis	1/91	0.12396004159117385	0.2723524869907093	0	0	7.889285714285713	16.47121924030951	CCL20
KEGG_2019_Human	IL-17 signaling pathway	1/93	0.12651037097709794	0.2723524869907093	0	0	7.717003105590062	15.954371371707154	CCL20
KEGG_2019_Human	Circadian entrainment	1/97	0.13158954161006695	0.2723524869907093	0	0	7.3939732142857135	14.995478504149391	GNG2
KEGG_2019_Human	Aldosterone synthesis and secretion	1/98	0.13285487170278507	0.2723524869907093	0	0	7.31737849779087	14.770113400183961	PDE2A
KEGG_2019_Human	TNF signaling pathway	1/110	0.14790066764955578	0.2887584463634184	0	0	6.5078636959370915	12.43792277689215	CCL20
KEGG_2019_Human	Relaxin signaling pathway	1/130	0.1724185500532113	0.3121879575996265	0	0	5.493355481727575	9.65638686620222	GNG2
KEGG_2019_Human	Apelin signaling pathway	1/137	0.18083778280711155	0.3121879575996265	0	0	5.208771008403361	8.907805143996194	GNG2
KEGG_2019_Human	Signaling pathways regulating pluripotency of stem cells	1/139	0.1832280487267172	0.3121879575996265	0	0	5.13276397515528	8.710422287155945	ISL1
KEGG_2019_Human	Cell adhesion molecules (CAMs)	1/145	0.1903585107314796	0.3121879575996265	0	0	4.917410714285714	8.157227517590758	NFASC
KEGG_2019_Human	Wnt signaling pathway	1/158	0.20560224910713876	0.31459428132064204	0	0	4.507279344858961	7.1296676816470494	NKD1
KEGG_2019_Human	Hippo signaling pathway	1/160	0.2079227053717385	0.31459428132064204	0	0	4.4501347708894885	6.989332172907155	NKD1
KEGG_2019_Human	cGMP-PKG signaling pathway	1/166	0.21484487504824334	0.31459428132064204	0	0	4.287012987012987	6.5927358621328604	PDE2A
KEGG_2019_Human	Alcoholism	1/180	0.23077021270705564	0.3170621264062459	0	0	3.9489225857940937	5.790434766463251	GNG2
KEGG_2019_Human	Kaposi sarcoma-associated herpesvirus infection	1/186	0.23749947159648865	0.3170621264062459	0	0	3.8196911196911203	5.491149299794909	GNG2
KEGG_2019_Human	Calcium signaling pathway	1/188	0.23972990045350295	0.3170621264062459	0	0	3.778456837280367	5.3965522773373005	CACNA1A
KEGG_2019_Human	Human immunodeficiency virus 1 infection	1/212	0.2660085224391949	0.3304954369699088	0	0	3.3446174678402167	4.4290325263742965	GNG2
