	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_CELL_FATE_SPECIFICATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_GROWTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_JUNCTION_ASSEMBLY	5	0	9	6	0	7	0	0	12	12	6	0	0	0	0	0	0	0	5	0	5	0	0	6	6	0	0	3	0	0	3	8	0	5	0	4	0	7	0	18	6	0	0	11	0	0	0	0	0	9	0
GO_CELL_JUNCTION_MAINTENANCE	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
GO_CELL_JUNCTION_ORGANIZATION	6	12	10	8	0	14	0	0	20	18	8	0	7	0	0	0	0	0	9	0	5	6	11	10	8	0	0	0	5	0	0	11	0	9	4	5	0	0	7	31	0	0	0	19	0	0	0	0	0	13	0
GO_CELL_LEADING_EDGE	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	6	4	0	0
GO_CELL_MATRIX_ADHESION	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO_CELL_MATURATION	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	3	0	0
GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_CELL_MORPHOGENESIS	7	14	0	0	0	18	0	10	28	19	0	9	0	0	0	0	0	0	0	0	0	8	13	14	11	0	4	0	7	10	0	13	13	12	0	5	5	0	11	41	12	0	0	19	0	6	7	11	8	15	0
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	6	11	7	0	0	13	0	8	24	16	0	8	0	0	0	0	5	0	0	0	0	0	0	13	0	0	4	0	7	9	0	12	0	8	0	0	4	0	0	32	9	0	0	13	0	6	6	8	8	14	0
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	6	9	6	0	0	13	0	7	23	15	0	8	0	0	0	0	5	0	6	0	0	5	0	12	7	0	3	0	5	8	0	10	0	7	0	0	4	0	0	28	0	0	0	12	0	4	6	8	7	12	0
GO_CELL_MOTILITY	0	17	16	0	0	0	0	0	42	27	0	10	0	0	0	0	0	0	17	0	0	11	20	20	15	0	0	0	0	0	0	16	20	13	0	8	0	0	14	44	20	0	0	26	0	0	10	17	11	0	0
GO_CELL_PART_MORPHOGENESIS	7	12	8	0	0	15	0	9	23	16	0	9	0	0	0	0	0	0	8	2	0	6	0	11	9	0	0	0	5	9	0	10	0	9	0	0	4	0	8	36	9	0	3	15	0	0	6	10	7	13	0
GO_CELL_PROJECTION_ASSEMBLY	4	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
GO_CELL_PROJECTION_MEMBRANE	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	11	7	0	2	7	0	0	0	0	5	0	0
GO_CELL_PROJECTION_ORGANIZATION	10	19	17	9	0	23	0	19	41	26	0	14	0	0	0	0	8	8	17	3	10	10	19	25	16	0	0	0	10	19	0	11	0	14	0	0	0	0	14	55	19	0	4	32	0	0	11	16	15	20	0
GO_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_RECOGNITION	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
GO_CELL_SUBSTRATE_ADHESION	0	0	4	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	5	7	5	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	6	0
GO_CELL_SUBSTRATE_JUNCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	0	0	2	2	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_SURFACE	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	11	7	0	0	4	0	0	17	12	2	0	11	0	0	5	0	6	0	0
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_VOLUME_HOMEOSTASIS	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	8	0	0	0	0	15	0	11	26	17	0	11	0	0	0	0	6	0	9	0	7	0	13	15	0	2	0	0	7	0	6	13	13	12	0	4	0	0	11	29	15	0	0	23	0	7	0	0	10	0	0
GO_CENTRAL_NERVOUS_SYSTEM_MATURATION	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	3	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	4	0	0	0	0	0	0	0	7	5	0	0	3	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	3	0	5	5	6	0	2	0	4	3	10	4	0	0	0	0	0	3	0	5	0	0
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CENTRIOLAR_SATELLITE	2	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0
GO_CENTRIOLE	2	0	0	2	0	0	0	0	5	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0
GO_CENTROSOME	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
GO_CERAMIDE_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
GO_CERAMIDE_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_CORTEX_DEVELOPMENT	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	6	2	0	0	3	0	0	0	0	0	2	0
GO_CEREBELLAR_CORTEX_FORMATION	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_CORTEX_MORPHOGENESIS	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	2	0	0	2	0	0	0	0	0	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBRAL_CORTEX_CELL_MIGRATION	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0
GO_CEREBRAL_CORTEX_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	3	0	0	0	0	3	0	0	0	0	4	0	0	2	0	0	0	0
GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	0	0	0	0	2	0	0	0	0
GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
GO_CGMP_BINDING	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_CGMP_MEDIATED_SIGNALING	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHANNEL_INHIBITOR_ACTIVITY	0	0	2	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	3	0
GO_CHANNEL_REGULATOR_ACTIVITY	0	0	4	2	0	6	0	4	8	4	0	4	0	0	0	0	3	2	0	0	0	4	6	4	3	0	2	2	0	3	0	0	0	3	0	2	0	4	3	10	3	0	0	4	0	0	0	0	0	5	0
GO_CHAPERONE_BINDING	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHAPERONE_MEDIATED_PROTEIN_FOLDING	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHEMICAL_HOMEOSTASIS	0	11	10	8	0	16	0	10	32	16	0	8	0	0	0	0	0	0	0	0	0	0	0	15	0	0	6	0	7	14	0	13	0	0	0	0	0	0	10	33	0	0	0	26	0	7	0	10	0	18	0
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	0	5	0	0	0	0	0	0	0	3	2	4	0	0	0	0	2	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	7	5	0	0	6	0	0	2	0	0	4	0
GO_CHEMOATTRACTANT_ACTIVITY	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHEMOKINE_PRODUCTION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
GO_CHEMOKINE_RECEPTOR_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHEMOKINE_SECRETION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_CHEMOSENSORY_BEHAVIOR	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_CHLORIDE_CHANNEL_COMPLEX	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_CHLORIDE_CHANNEL_INHIBITOR_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHLORIDE_CHANNEL_REGULATOR_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHLORIDE_ION_HOMEOSTASIS	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	0	0	4	3	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
GO_CHLORIDE_TRANSPORT	0	0	0	0	0	0	0	0	4	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
GO_CHOLESTEROL_BINDING	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
GO_CHOLESTEROL_EFFLUX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHONDROCYTE_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
GO_CHONDROITIN_SULFATE_BINDING	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
GO_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_CHROMATIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHROMATIN_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHROMOSOME_CENTROMERIC_REGION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHROMOSOME_LOCALIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHROMOSOME_MOVEMENT_TOWARDS_SPINDLE_POLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHYLOMICRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHYLOMICRON_ASSEMBLY	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHYLOMICRON_REMODELING	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CILIARY_BASAL_BODY	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
GO_CILIARY_MEMBRANE	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
GO_CILIARY_PLASM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CILIARY_TRANSITION_ZONE	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_CILIUM	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
GO_CILIUM_MOVEMENT	0	0	3	0	0	0	2	0	5	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	3	0	0	0
GO_CILIUM_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0
GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CIRCADIAN_RHYTHM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
GO_CIRCADIAN_SLEEP_WAKE_CYCLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_CIRCULATORY_SYSTEM_DEVELOPMENT	0	0	11	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	0	0	0	0	0	0	9	16	0	0	5	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0
GO_CIRCULATORY_SYSTEM_PROCESS	0	0	7	7	0	10	0	6	19	11	0	5	0	0	2	0	0	0	10	0	5	0	10	0	0	3	3	0	0	7	0	12	10	6	0	4	0	8	0	26	0	0	0	15	0	7	5	7	7	16	0
GO_CIS_GOLGI_NETWORK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GO_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CLATHRIN_BINDING	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GO_CLATHRIN_COATED_VESICLE	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CLATHRIN_COATED_VESICLE_MEMBRANE	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CLEAVAGE_FURROW	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CLUSTERING_OF_VOLTAGE_GATED_SODIUM_CHANNELS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
