TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
RXRG	KCNG2	0.23152	40.61	0.613	rgb(224,100,101)	1.7922	None
HOXB2	KLHDC7A	-0.3149	48.92	-9.2E-01	rgb( 18, 96,252)	1.9584	None
NR4A2	KLHDC7A	0.11878	47.89	0.893	rgb(227, 46, 48)	1.9378	None
RXRG	KLHDC7A	0.8508	50.65	0.646	rgb(224, 94, 95)	1.993	None
FLI1	KLHL35	0.1576	39.09	0.087	rgb(218,200,201)	1.7618	None
NR4A2	KLHL35	-0.16647	45.62	-6.2E-01	rgb( 82,135,241)	1.8924	None
RXRG	KLHL35	0.24603	48.73	0.731	rgb(225, 77, 79)	1.9546	None
FLI1	KRT15	0.42063	44.57	0.573	rgb(223,108,109)	1.8714	None
HOXB2	KRT15	0.53245	49.94	0.943	rgb(227, 37, 39)	1.9788	None
NR4A2	KRT15	0.37134	43.6	0.604	rgb(224,102,103)	1.852	None
FLI1	LMX1A	0.66187	50.71	0.708	rgb(225, 82, 83)	1.9942	None
HOXB2	LMX1A	-0.48118	49.84	-8.4E-01	rgb( 35,106,249)	1.9768	None
RXRG	LMX1A	-0.2409	48.71	-7.1E-01	rgb( 64,124,244)	1.9542	None
FLI1	LRIG1	0.24295	48.72	0.719	rgb(225, 80, 81)	1.9544	None
NR4A2	LRIG1	0.16397	39.24	0.24	rgb(220,171,172)	1.7648	None
RXRG	LRIG1	-0.61078	48.11	-1.1E-01	rgb(193,203,221)	1.9422	None
FLI1	LTB	0.24999	46.89	0.89	rgb(227, 47, 49)	1.9178	None
NR4A2	LTB	-0.30665	48.9	-9.0E-01	rgb( 22, 98,251)	1.958	None
RXRG	LTB	0.83647	50.62	0.623	rgb(224, 98, 99)	1.9924	None
FLI1	MBOAT4	0.48591	45.76	0.763	rgb(225, 71, 73)	1.8952	None
HOXB2	MBOAT4	-0.44669	49.75	-7.5E-01	rgb( 54,118,246)	1.975	None
RXRG	MBOAT4	0.94964	50.99	0.988	rgb(228, 28, 30)	1.9998	None
FLI1	MLF1	0.4578	49.78	0.778	rgb(226, 68, 70)	1.9756	None
HOXB2	MLF1	0.77526	50.89	0.885	rgb(227, 48, 50)	1.9978	None
RXRG	MLF1	-0.49027	45.81	-8.1E-01	rgb( 41,110,248)	1.8962	None
