	100_8h(8hpi)	100_8h(24hpi)	100_8h(48hpi)	100_8h(72hpi)	0_8h(8hpi)	0_8h(24hpi)	0_8h(48hpi)	0_8h(72hpi)
RDH12	7.0174	6.6151	6.8449	6.9474	6.6886	6.8155	6.6967	6.6604
RDH13	8.0531	8.3287	8.2077	8.2096	8.1948	8.3701	8.1111	7.7857
RDH14	9.4248	9.3461	9.2594	9.0592	9.0946	9.3721	9.0949	8.9121
RDH16	6.7175	6.9309	6.7089	6.8664	7.0717	6.9555	7.2575	 7.187
RDH5	6.6581	6.7584	6.8134	6.7904	6.9221	 6.844	6.8988	6.9895
RDM1	6.8292	7.0728	6.9739	6.9472	7.0715	6.9456	7.0479	7.0419
RDX	12.1329	12.3556	12.2472	12.2354	12.4229	12.5753	12.4536	12.3145
REC8	9.8924	9.8645	9.7691	9.5565	9.6252	9.8665	9.6149	9.3904
RECK	9.0094	8.9874	9.1145	9.1824	 9.184	9.1925	9.1661	9.1833
RECQL	10.5319	10.5298	10.3721	10.2996	10.2513	10.5202	10.2709	10.0277
RECQL4	10.5806	10.6624	10.3512	10.0151	10.2714	 10.625	10.3461	10.1157
RECQL5	9.92439	9.86429	9.85186	9.81936	9.90993	9.88392	9.97523	10.0906
REEP1	10.5193	9.56813	9.87675	10.1266	9.20237	9.10452	9.18644	9.32239
REEP2	9.3935	9.4106	9.5263	 9.892	 9.654	9.5145	9.6514	9.5381
REEP3	11.3671	11.3371	11.1977	11.3206	11.2491	11.4679	11.3594	11.0253
REEP4	9.86266	9.91861	9.98767	9.83006	10.0175	10.0076	9.96991	   10.1
REEP5	10.6163	10.7152	10.6115	10.6839	10.6172	 10.779	10.6224	10.3571
REEP6	 9.3277	9.07119	9.66787	9.26849	9.61324	9.26308	9.41584	10.5208
REG1A	6.6976	6.4613	6.5259	6.6066	6.6184	6.7243	6.7505	6.6353
REG4	6.9874	6.7834	6.9528	7.0543	6.9012	6.6974	6.8927	7.2738
REL	7.9481	8.2805	7.9765	7.8883	8.1419	8.0955	8.2105	8.0487
RELA	 10.373	10.4293	10.3033	10.4053	10.4704	 10.411	10.5889	10.5387
RELB	8.3701	9.3224	8.9362	9.3672	9.0553	8.8646	8.8317	7.9968
RELL1	9.4211	9.2855	9.3456	9.6106	9.5609	 9.467	9.7064	  9.78
RELL2	8.0736	8.2173	8.4842	 8.571	8.5217	8.1854	8.3353	8.6577
RELN	11.5491	12.1523	12.1891	12.7082	 12.078	12.4897	11.7025	 10.471
RELT	8.9396	9.2711	8.9847	9.0634	8.9062	8.9059	8.8444	8.4544
REM2	9.6167	9.9856	9.7599	9.8343	9.6069	9.7478	9.4587	 9.037
REN	6.4577	6.3504	6.4327	6.5002	6.4244	6.3913	6.4327	6.5569
RENBP	7.7028	7.9319	7.9554	8.0675	8.1505	8.2089	8.1218	8.0154
REP15	 6.906	6.9459	6.9174	6.9337	6.9245	6.9115	6.9224	  6.82
REPIN1	12.3424	12.2663	12.3193	12.3192	12.3247	12.3145	12.3389	12.4441
REPS1	10.4785	10.4909	10.5852	10.5878	10.6955	10.5649	10.6973	10.9186
REPS2	7.8114	7.9046	8.0362	7.8291	7.9352	8.1924	7.7723	7.7881
RER1	 11.234	 11.239	11.2234	11.1246	11.1735	11.2336	11.1538	11.1614
RERE	13.6426	 13.836	13.6899	13.6337	13.8563	13.8311	13.9158	13.9029
REREP3	 6.272	6.3484	6.3884	6.3884	6.4272	6.3484	6.3884	6.5083
RERG	 6.758	6.6889	6.8138	6.8321	6.7855	6.7022	6.7436	6.8601
RERGL	6.3508	6.3508	6.4663	6.3508	6.3508	6.3508	6.2353	6.3508
RESP18	6.3238	6.3238	6.3238	6.3238	6.3238	6.3238	6.3238	6.3238
REST	 11.873	11.9992	11.9232	11.8853	12.0292	12.1585	12.0571	12.0185
RET	7.1164	6.8663	6.8358	6.9222	 6.731	6.6809	6.8189	6.7221
RETSAT	9.2507	9.4206	9.3894	9.3249	9.3426	9.4167	9.2498	 9.039
REV1	9.6779	9.8407	9.8908	9.8507	9.7955	9.7846	9.6414	9.5953
REV3L	11.1188	11.0728	11.1166	11.1494	10.7603	10.6754	10.5832	10.5653
REXO1	10.7436	10.8819	10.8333	10.7514	10.9156	10.9037	10.9118	10.9375
REXO1L1	6.3894	6.3375	 6.375	6.4872	6.3701	6.3375	 6.375	6.3375
REXO2	9.1725	9.3754	 9.401	9.5345	9.4552	9.3799	 9.368	9.1955
REXO4	10.6253	10.5003	10.4853	10.4948	10.4794	10.6081	10.5465	10.5232
RFC1	11.2999	11.2564	11.3343	11.2891	11.3601	11.3778	11.3558	11.4655
RFC2	 10.346	10.1931	10.1051	9.76708	9.95241	10.2877	9.99652	9.81299
RFC3	9.8107	9.7184	9.4829	9.2612	9.3521	9.6588	9.4507	9.1442
RFC4	9.7034	9.7778	9.4634	9.2831	9.4038	9.6493	 9.494	9.2048
RFC5	9.7176	 9.743	9.5122	 9.297	9.4521	9.7677	9.5247	9.3053
RFESD	6.9323	6.8816	6.9634	6.9891	6.9654	6.9853	6.9509	6.9962
RFFL	9.8093	9.7577	9.7145	9.6991	 9.693	9.8633	9.7297	9.6008
RFK	9.9235	9.8688	9.9707	9.9892	9.8201	9.8608	9.7212	9.6619
RFNG	10.0058	10.2291	10.1902	10.1362	10.2835	10.2036	10.2378	10.2847
RFPL1	6.3694	6.3694	6.3694	6.3694	6.3694	6.3694	6.3694	6.3694
RFPL1S	6.7624	6.7729	6.9949	 7.083	7.0064	6.6226	 6.896	7.3793
RFPL2	6.5631	6.6116	6.5921	6.7528	6.6064	6.3869	6.5991	 6.582
RFPL3	6.3652	6.3652	6.2883	6.3652	6.3652	6.3652	 6.442	6.3652
RFPL3S	6.6978	 6.835	6.7125	6.8788	6.7706	6.6745	6.7924	6.6218
RFPL4A	6.314	6.314	6.314	6.314	6.314	6.314	6.314	6.314
RFPL4B	6.3411	6.3411	6.3411	6.3411	6.3411	6.3411	6.3411	6.3411
RFT1	9.4461	9.5376	9.5981	9.3881	9.5833	9.5949	9.4999	 9.609
RFTN1	8.2016	8.7385	7.9203	8.2448	7.7635	8.0256	7.8258	6.5138
RFTN2	6.8046	6.8159	6.9156	7.0589	6.8889	6.7504	6.8201	6.8168
RFWD2	11.1465	11.0981	11.0563	10.8918	11.0236	11.2057	11.0524	11.0554
RFWD3	 11.451	11.5201	11.3462	11.2275	11.3337	11.5443	11.3799	11.2173
RFX1	9.92345	10.0909	9.97579	9.86463	10.0105	10.0067	10.0017	9.94258
RFX2	9.47821	9.31303	9.70274	10.2461	9.91173	9.24682	9.90397	10.5444
RFX3	9.7316	9.6535	9.5823	 9.645	9.3555	9.3011	9.3168	9.2546
RFX4	5.5238	6.9297	6.7531	7.0899	7.4847	6.9297	7.2358	6.9016
RFX5	   10.7	10.7915	10.8004	10.9227	10.8398	10.8398	10.8092	10.6554
RFX6	 12.353	11.8885	12.0969	12.0357	 12.134	11.5904	12.2806	13.1585
RFX7	9.64312	9.93854	9.93064	10.1724	10.0321	10.0091	9.93905	9.62801
RFX8	6.3247	6.3247	6.3247	6.3247	6.3247	6.3247	6.3247	6.3247
RFXANK	10.5627	10.4876	10.4911	10.5039	10.3809	10.4891	10.3616	10.3289
RFXAP	8.5819	8.4092	8.4202	 8.592	 8.435	8.3638	8.5232	8.5349
RGAG1	9.5491	8.8328	8.8569	8.5723	8.5393	8.8994	8.7267	9.0313
RGAG4	10.1102	9.94669	9.72092	9.99928	9.38371	9.98898	9.40973	8.32636
RGCC	6.3278	6.4931	6.4548	6.5523	6.4806	6.3127	6.4301	 6.445
RGL1	10.4865	10.5572	10.4102	10.2168	10.3363	10.7562	10.3374	10.0954
RGL2	10.8637	10.9952	11.0274	11.3088	 11.038	10.7612	10.9614	10.9464
RGL3	10.8813	11.0889	10.8858	 11.066	11.0342	10.9953	11.1062	10.8983
RGL4	6.7394	6.5668	6.7043	6.7049	6.7664	6.8482	 6.815	6.7655
RGMA	 8.623	9.1931	9.3708	9.2463	9.6891	9.2621	9.4743	9.9886
RGMB	10.1169	10.2802	10.2315	9.98264	10.2375	10.3023	10.1832	10.1996
RGMB-AS1	7.2448	7.0053	7.2089	7.1173	7.1754	7.1319	7.1765	 7.365
RGN	7.3971	7.3878	7.5981	7.3724	7.5847	 7.542	7.4775	7.8491
RGP1	9.4997	9.5852	9.4684	9.4524	9.5108	9.5066	9.5476	9.4879
RGPD1	10.1919	10.0983	10.0226	10.1149	9.96138	10.0648	10.0154	9.87266
RGPD3	7.4671	7.6642	7.4873	7.3356	7.4361	7.6263	7.4005	7.0167
RGPD4	8.1353	7.8701	7.8671	8.0831	7.9328	 8.028	8.0998	7.9671
RGPD5	8.8421	8.9359	8.7766	8.7561	8.6662	9.0652	8.6437	8.2691
RGPD6	11.7698	12.1853	 11.779	11.8106	11.8627	 12.294	   11.9	11.1192
RGPD8	10.2938	10.3981	10.2784	 10.278	10.2055	10.5795	10.1769	9.70058
RGS1	6.4695	6.5602	6.4819	6.4143	6.4695	6.6643	6.4572	6.3169
RGS10	7.0112	6.9357	6.8958	7.0013	6.9875	6.9713	 7.091	7.0296
RGS11	7.3605	7.1371	7.1316	7.5017	7.2722	7.0065	 7.457	7.5322
RGS12	11.1685	11.2112	11.2009	 11.221	11.2981	11.1797	11.3306	 11.467
RGS13	6.3698	6.3895	6.3698	6.3183	6.3698	6.3044	6.3698	6.3698
RGS14	9.1324	9.0066	9.0657	 9.249	9.0591	8.9717	9.0892	9.1139
RGS16	7.7282	6.9154	6.9456	7.5115	6.8429	6.7927	7.1829	6.9595
RGS17	7.0861	7.2191	7.3044	7.4841	7.1955	6.7791	7.0319	 7.167
RGS18	6.7052	  6.61	6.4511	6.3382	 6.462	6.7356	6.5945	6.3382
RGS19	8.2829	8.2945	8.4696	8.4756	 8.471	8.2685	8.3783	8.5815
RGS2	10.9418	10.9621	11.5115	11.5571	11.0221	10.3909	10.4925	11.0375
RGS20	6.7561	6.9196	6.7049	6.8258	6.8644	6.8505	6.9698	6.7728
RGS22	6.7815	6.6751	6.8003	6.9317	6.7808	6.5674	6.7616	6.9497
RGS3	9.52131	10.0621	9.82826	10.3468	9.88853	9.87891	 9.7652	8.89909
RGS4	12.5812	12.1561	11.7345	11.9276	10.6217	11.1898	10.4886	9.17336
RGS5	 8.9009	10.0456	10.2776	9.36811	9.29856	8.73954	8.12065	8.66964
RGS6	9.5985	9.9607	9.5166	9.1224	9.5359	9.7478	9.5864	9.2341
RGS7	8.1997	7.5347	7.7425	8.0247	7.3043	7.4701	7.3138	7.2153
RGS7BP	6.8314	6.4486	6.6303	6.7371	6.6086	6.8006	6.6983	6.6999
RGS8	6.6066	6.7072	6.4962	 6.403	6.4529	6.6638	6.4864	 6.256
RGS9	7.8549	7.9278	8.1478	8.1847	8.0911	8.3088	7.9163	7.7069
RGS9BP	6.8335	6.5953	 6.837	6.9797	6.9944	6.6719	7.0714	7.5719
RGSL1	6.2766	6.6275	6.3464	6.4168	 6.524	6.3571	 6.578	6.4734
RHAG	6.3207	6.3946	6.3207	6.3207	6.3207	6.2643	6.3207	6.2643
RHBDD1	9.2301	9.1726	9.2749	9.1009	9.1904	  9.28	9.1257	9.2994
RHBDD2	 11.395	11.3036	11.3873	11.4423	11.2697	11.3377	11.2147	11.1487
RHBDD3	9.7552	 9.595	9.6737	9.6164	9.5121	9.4366	 9.472	9.6434
RHBDF1	 10.403	10.9429	10.8341	10.8741	11.1072	10.9557	11.0282	10.9426
RHBDF2	8.6416	9.0496	8.7951	 8.963	8.9047	8.9264	8.8828	8.4274
RHBDL1	7.6275	7.5465	7.6667	7.8011	7.7862	7.6054	7.8265	7.9295
RHBDL2	6.4779	6.5283	6.4641	6.5343	6.5358	 6.462	6.5786	6.5367
RHBDL3	7.1305	7.2314	7.3297	7.3796	7.2881	7.2034	7.1677	7.1329
RHBG	6.4829	6.7144	6.6115	6.6512	6.7857	6.7491	6.8085	  6.78
RHCE	6.6649	6.5259	6.6123	6.7296	6.6889	6.6653	6.7535	 6.844
RHCG	6.3379	6.3379	6.3379	6.3379	6.3379	6.3379	6.3379	6.3379
RHD	6.7535	6.8284	6.8793	6.9714	6.9975	6.8718	6.9937	7.0278
RHEB	10.9734	11.1622	11.0217	10.9671	10.9568	 11.133	10.9001	10.6363
RHEBL1	6.6694	6.6111	6.7187	6.5944	6.6225	6.6054	6.5497	6.7296
RHNO1	9.95992	9.95697	9.86503	9.70305	9.92288	10.1181	9.99926	9.85929
RHO	6.3233	6.4374	6.4128	6.3448	6.4785	6.3482	6.4665	6.5104
RHOA	13.3005	13.3939	13.3783	13.3867	13.4054	13.4999	13.3801	13.2511
RHOB	11.0592	11.9608	11.5808	12.0667	11.5337	11.9973	11.2494	9.69881
RHOBTB1	10.6023	10.6549	 10.741	10.5873	10.7344	10.7108	10.6618	10.8273
RHOBTB2	10.3135	10.2769	10.3994	10.5625	10.3882	10.0616	10.3396	10.5315
RHOBTB3	 13.194	13.8672	13.2809	12.9493	 13.369	 13.909	13.3696	12.6516
RHOC	12.3842	12.4497	12.3131	12.3102	12.3352	12.6806	12.3818	12.0444
RHOD	9.3174	9.3586	9.2118	9.2026	9.1743	 9.398	9.2084	 8.944
RHOF	8.4991	8.6673	8.7801	9.2479	9.1952	8.9085	9.2622	9.2472
RHOG	9.5421	9.5272	9.3858	9.4068	9.4325	   9.5	 9.534	9.3954
RHOH	7.2318	 6.857	7.3153	7.4015	6.7187	6.5394	6.3787	6.6048
RHOJ	7.1156	 7.156	7.0957	7.5273	     7	6.8647	6.9622	6.7401
RHOQ	 10.432	10.7632	10.6277	10.8139	 10.871	10.9432	10.8948	10.5792
RHOT1	10.5425	10.5232	10.4849	 10.461	 10.456	10.6304	10.4703	10.3274
RHOT2	 11.757	11.7279	11.6739	11.5608	11.6412	11.7513	11.6664	11.6704
RHOU	12.1566	12.0024	11.7708	12.0493	11.6054	12.0538	11.7155	10.8906
RHOV	7.3211	7.3128	 7.322	 7.806	7.4487	7.3027	7.5116	 7.407
RHOXF1	 6.617	6.6912	6.6005	6.3692	6.5837	6.6052	6.5836	6.6725
RHOXF2B	 6.372	6.5314	 6.372	 6.372	 6.372	6.3157	 6.372	6.3157
RHPN1	10.3677	10.2827	10.3499	10.6438	10.2964	10.1832	10.2785	10.1567
RHPN1-AS1	7.6691	7.8086	7.7762	7.6914	 7.693	 7.584	7.5977	 7.652
RHPN2	11.2893	11.3589	11.4348	11.5583	11.7044	11.5913	11.7666	11.9182
RIBC1	6.9703	6.8896	6.9709	 6.949	6.8723	6.9792	6.8227	6.8178
RIBC2	 7.151	7.1137	6.9988	6.8773	6.9353	7.2949	6.9797	6.7118
RIC3	8.5288	 8.553	8.6528	8.6494	8.4835	8.3325	8.3369	8.4063
RIC8A	11.3716	 11.514	11.3949	 11.324	 11.402	11.4834	11.3938	11.2704
RIC8B	9.81056	10.0126	9.95086	10.2151	9.85619	9.60126	 9.7387	9.58329
RICTOR	10.3805	10.7068	10.5486	10.8103	10.6223	10.4678	10.5751	10.4107
RIF1	11.5149	11.6126	11.5037	 11.424	11.4905	11.6591	11.4895	11.3238
RIIAD1	6.7702	 6.716	6.7769	6.7165	6.5375	6.5412	6.4144	6.3991
RILP	7.4442	7.2479	7.3917	7.5713	7.3516	7.2612	7.3578	7.4186
RILPL1	9.6159	9.5876	9.5427	 9.617	9.6576	9.7046	9.7517	9.7611
RILPL2	9.0786	8.8615	8.9603	9.0747	8.9451	8.8189	8.9967	9.1535
RIMBP2	9.50876	9.03032	10.1436	10.7345	9.04304	7.76472	8.17529	9.11319
RIMBP3	8.1649	7.8564	8.2104	8.1246	8.2011	7.9099	8.1737	9.0013
RIMBP3C	8.1379	7.7748	8.0345	7.8621	7.9781	7.7622	8.0015	8.5119
RIMKLA	8.3123	7.9957	8.1227	8.2125	 7.786	7.6896	7.7124	7.7666
RIMKLB	10.8513	11.0258	10.9538	10.7915	11.0883	11.0926	11.1043	11.1489
RIMS1	7.7071	7.6567	7.6027	7.6813	7.5712	7.6649	7.6077	7.6337
RIMS2	9.2347	9.0822	9.0943	9.6444	8.8531	8.9699	8.8027	8.2425
RIMS3	9.62073	9.92053	 9.9739	10.0996	10.2055	10.1297	10.1448	10.1278
RIMS4	 12.762	11.8614	12.4358	12.2398	12.4886	12.2973	12.6781	13.8292
RIN1	7.4656	7.5216	7.4975	7.3557	7.5081	7.3318	7.4974	 7.746
RIN2	9.3117	9.3753	9.4823	9.6193	9.6544	9.3838	9.6551	9.8424
RIN3	8.7985	8.7937	8.7741	8.7066	8.9486	8.9569	9.0481	9.0986
RING1	10.4443	10.4658	10.5041	10.4612	10.4898	10.4615	10.4527	10.5645
RINL	 7.428	7.1612	7.2031	7.4918	7.1598	 7.097	7.2506	7.2025
RINT1	9.6973	9.5608	9.4942	9.4417	9.3954	9.5291	9.4476	9.3382
RIOK1	9.5811	9.6018	9.5981	9.6574	9.6128	9.5757	9.6117	9.5879
RIOK2	10.0754	9.97666	9.95555	9.90202	9.88402	10.1422	9.90818	9.70773
RIOK3	10.9973	10.8362	10.7788	10.9529	 10.812	10.7664	10.9378	10.9243
RIPK1	10.5807	10.5247	10.4906	10.4869	10.4198	10.4512	10.4294	10.4637
RIPK2	 9.644	9.7949	9.6515	9.6487	9.6995	9.7704	9.7197	9.5377
RIPK3	 6.898	6.7989	6.8615	6.8846	 6.848	6.8073	6.8596	6.8397
RIPK4	11.8847	11.6299	11.6513	11.6863	11.6666	11.6517	 11.791	11.9371
RIPPLY1	6.3189	6.3189	6.3189	6.3189	6.3189	6.3189	6.3189	6.3189
RIPPLY2	6.315	6.315	6.315	6.315	6.315	6.315	6.315	6.315
RIPPLY3	 10.346	10.3719	9.89791	9.09384	9.90652	10.4182	10.1349	 10.162
RIT1	10.3977	10.3838	10.3824	10.4118	10.3854	10.3721	10.3945	10.3555
RIT2	6.4685	  6.37	6.6002	  6.37	6.4685	6.5351	6.3369	6.5959
RLBP1	6.2452	6.3616	6.3616	6.3616	6.4004	6.3616	6.3616	6.3616
RLF	10.5249	10.5745	10.6516	10.7046	10.7113	10.7677	10.6779	10.6592
RLIM	11.4664	11.5398	11.5316	  11.49	11.5728	11.5641	11.5609	11.6141
RLN1	6.4185	6.3256	6.4264	6.4753	 6.429	6.5789	6.4264	6.3256
RLN2	6.7663	6.8278	6.7808	6.7214	6.7488	6.8249	6.7256	6.6386
RLTPR	8.7282	 8.722	 8.729	8.9845	8.6795	8.6258	8.6544	8.4477
RMDN1	9.5965	 9.461	9.5626	9.5963	9.6114	 9.649	9.6527	 9.755
RMDN2	7.2798	7.3243	7.3967	7.2215	7.3282	7.4351	7.2356	7.2354
RMDN3	9.7846	9.7521	9.6614	9.5711	9.5758	9.7621	9.5947	9.5125
RMI1	9.7601	9.5712	9.5691	9.3565	9.3784	9.5451	9.3786	9.3635
RMI2	9.7287	9.5402	 9.245	 8.996	9.1991	9.6069	 9.418	9.1466
RMND1	9.0705	9.1206	 9.159	9.0631	9.1302	9.1726	9.0716	9.1217
RMND5A	11.2613	11.2937	11.3738	11.3921	11.4149	11.3745	11.3792	11.4559
RMND5B	9.9775	9.8878	9.7959	9.6971	9.7353	9.7348	9.7958	9.7899
RMRP	7.2615	7.1326	7.1392	6.9864	6.9416	7.2316	 6.904	6.9539
RMST	6.6317	7.0321	6.9393	 6.899	6.8609	6.7482	 6.668	6.3681
RNA5-8S5	19.4871	19.4832	19.5395	19.0316	19.2841	19.7672	19.1301	18.8747
RNASE1	7.7846	 7.774	8.0035	7.8683	8.0813	7.7949	8.0107	8.5377
RNASE10	8.0659	7.9529	8.0182	7.8676	8.0096	8.1867	8.0291	8.1022
RNASE13	6.4181	6.4122	6.4134	6.4134	6.4119	6.4532	6.4134	6.4134
RNASE2	6.2319	6.3218	6.3632	6.3218	 6.407	6.3632	6.3632	6.3632
RNASE3	6.3147	6.3147	6.3147	6.2769	6.3147	6.3147	6.3147	6.2769
RNASE4	9.5883	9.1635	9.3098	8.9766	9.2455	9.3422	9.3525	 9.767
RNASE6	6.5266	6.4068	6.3681	6.4043	6.4168	6.4068	6.5204	6.4733
RNASE7	6.3617	6.3018	6.2848	6.5411	6.3617	6.3018	6.4385	6.3018
RNASEH1	9.6826	9.7389	9.7128	9.5827	9.6465	9.6987	9.5982	 9.539
RNASEH2A	10.3955	10.2277	10.0482	9.72105	9.93976	10.3612	10.0592	9.75466
RNASEH2B	 9.652	9.6548	9.5845	9.2851	9.5022	9.7158	9.4948	9.4493
RNASEH2B-AS1	6.3312	6.3312	6.3312	6.3312	6.3312	6.3312	6.3312	6.3312
RNASEH2C	9.9634	9.8437	9.8452	9.7325	  9.72	 9.977	9.7165	9.5901
RNASEK-C17orf49	11.4317	11.6075	11.5765	11.5783	11.5791	11.5325	 11.508	11.4268
RNASEL	7.9146	8.1255	8.1932	7.9226	8.2224	8.2662	8.0977	 8.343
RNASET2	8.9841	8.8121	8.9014	8.9893	8.9606	8.9655	9.0315	9.2097
RND1	10.9231	11.2939	10.8231	10.6745	10.5735	 11.025	10.4986	9.65016
RND2	10.0708	10.1046	10.2552	10.2791	10.4737	10.2832	10.4908	10.7883
RND3	11.0962	11.5029	11.3451	11.3049	11.5208	11.4807	11.4841	 11.344
RNF10	12.1093	12.1309	12.1576	12.0889	12.1501	12.1656	12.1222	12.1816
RNF103	10.2435	10.2525	  10.35	10.4025	10.3537	10.3284	10.3022	 10.346
RNF103-CHMP3	6.9883	 7.061	7.0354	7.3453	6.9883	6.7144	6.9413	7.0019
RNF11	11.9636	12.1273	12.1109	12.1871	12.1589	12.1871	12.1093	11.9289
RNF111	10.7701	10.7358	10.7668	10.7213	10.6961	10.6629	10.6624	10.7384
RNF112	 6.654	6.7814	6.7755	7.0089	6.9036	 6.671	6.9069	6.9036
RNF113A	8.6289	8.4963	8.6399	8.6825	8.5911	8.6564	8.5612	8.5459
RNF113B	6.5899	6.6636	6.4665	6.6254	6.5795	6.4499	6.6977	6.5671
RNF114	11.0107	10.7678	  10.79	10.9074	10.6524	10.6532	10.6939	10.6494
RNF115	 9.7968	9.80226	9.79257	9.67206	9.81959	9.76501	9.83521	10.0599
RNF121	9.97238	 10.139	 10.062	9.96264	10.0155	10.1145	9.94737	9.78069
RNF122	10.6448	10.2496	10.4054	10.2771	10.2572	10.3619	10.3028	10.4784
RNF123	10.1613	10.1305	10.3385	10.3587	10.3026	10.1398	 10.196	10.4401
RNF125	8.2298	8.1145	8.2803	8.3685	8.3224	8.0638	8.3182	8.6314
RNF126	10.3144	10.3614	10.3538	10.3456	10.3893	10.3598	10.3873	10.4177
RNF126P1	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149
RNF128	10.8388	9.89507	10.4829	10.1882	10.3941	9.90577	10.5277	11.9629
RNF13	8.9576	9.1129	9.1006	9.0971	9.0764	9.0201	8.9928	8.9376
RNF130	10.7152	 10.732	10.7274	10.6743	10.6815	10.8226	10.6525	10.5713
RNF133	6.3568	6.3568	6.4304	6.3568	6.3568	6.3568	6.2831	6.3568
RNF135	8.2567	8.0212	8.2823	 8.031	8.3831	8.1962	8.4207	9.0698
RNF138	10.4101	10.4869	10.4552	10.4352	10.4173	10.3285	10.3758	10.3563
RNF138P1	6.5402	6.8062	6.7123	6.7836	6.9262	 6.895	 6.947	6.9208
RNF139	10.4659	10.5079	10.5017	 10.391	10.4844	10.5448	10.4578	10.4328
RNF14	10.1887	10.0594	10.0576	10.0083	9.90313	10.0778	9.89147	9.72575
RNF141	10.6001	10.4864	10.4954	10.3257	10.4973	10.7665	10.5506	10.5115
RNF144A	10.5635	 10.266	10.3919	10.2728	10.3141	10.2352	 10.361	10.7406
RNF144A-AS1	6.7602	6.8483	6.9769	6.9253	6.9527	6.9899	6.8323	6.9965
RNF144B	7.7741	7.5276	7.8315	7.8618	7.7209	7.6091	7.6369	7.9851
RNF145	11.5927	11.8003	11.8826	11.9779	11.9119	11.6449	11.7815	11.9129
RNF146	10.8745	10.7478	10.9242	 10.863	10.8275	10.7122	10.7543	11.0385
RNF148	6.3245	6.3245	6.3245	6.3245	6.3245	 6.287	6.3245	 6.287
RNF149	9.64879	9.84508	9.72017	9.82823	9.87374	10.0636	9.91484	9.54802
RNF150	9.1765	8.8014	8.9555	9.1324	8.7437	8.4073	8.7483	9.1817
RNF151	6.3716	6.3316	6.2897	6.3316	6.3716	6.3316	6.4535	6.4915
RNF152	8.7346	8.3405	8.4321	8.4639	8.3743	8.3098	8.4967	8.7541
RNF157	9.91341	9.57509	 9.7915	10.2706	9.62918	9.40024	9.60897	9.56834
RNF157-AS1	7.1503	7.0571	7.1671	7.1943	7.1408	7.0578	7.1192	7.2921
RNF165	8.8703	8.5532	8.6753	8.8164	8.2601	7.9953	  8.15	8.0707
RNF166	9.5102	9.4042	9.5658	9.4966	9.5487	9.6085	9.5124	9.5755
RNF167	11.3427	11.2967	 11.308	11.1543	11.2518	11.3971	 11.241	 11.237
RNF168	10.0857	10.0308	9.98248	9.96552	9.94121	10.0278	9.97218	9.88523
RNF169	9.97631	10.0485	10.0155	10.1089	10.2098	10.2481	10.2874	10.2649
RNF17	6.3144	6.3144	6.3144	6.3144	6.3144	6.3144	6.3144	6.3144
RNF170	9.89322	10.0189	10.0279	10.0563	10.0537	9.97049	9.99929	9.97636
RNF175	6.4352	6.7205	6.7278	6.8206	 6.865	6.7601	6.7873	6.9351
RNF180	8.5414	8.3766	8.4089	 8.486	8.3377	8.4535	8.3683	8.2008
RNF181	9.2551	9.4877	9.3685	9.2102	9.3867	9.6649	9.3392	9.0061
RNF182	 9.261	9.5485	9.3911	9.1572	  9.41	9.1667	9.3545	9.5809
RNF183	6.4155	6.3875	6.6005	6.6251	6.5675	6.4021	6.4585	6.6886
RNF185	10.6752	10.5814	10.5811	10.5004	10.5043	 10.595	10.5129	10.5447
RNF186	6.4692	 6.403	6.3401	6.3401	6.2971	6.3401	6.3401	6.2837
RNF187	12.0256	11.9661	12.1113	12.0945	 12.103	12.1059	 12.056	12.1417
RNF19A	 10.351	10.5485	10.5157	10.7597	10.5369	10.5478	10.4652	10.2156
RNF19B	9.2918	9.0951	9.1593	9.1836	9.0896	9.0836	9.1209	9.1742
RNF2	10.2056	10.2229	10.2915	10.1302	10.2169	10.3476	10.1366	10.2274
RNF20	10.8779	10.8141	10.9481	10.9325	10.9318	 10.921	10.8885	11.0132
RNF207	7.6969	7.7138	 7.814	7.9892	7.9995	7.8732	8.0337	8.1191
RNF208	9.5173	9.2922	9.5148	 9.525	 9.556	9.4302	9.5779	9.9364
RNF212	6.9184	6.8473	6.9669	6.9716	6.8904	6.9257	6.8278	6.8975
RNF213	12.2549	12.4776	12.4676	12.4642	12.8221	12.5337	 12.893	 13.297
RNF214	9.9552	9.9431	9.9271	9.8469	9.9137	9.9363	9.9211	9.9898
RNF215	9.4203	9.2392	9.3733	9.3405	9.4336	9.3182	9.4872	9.6377
RNF216	11.3216	11.3323	11.3738	11.2755	11.4209	11.4843	11.4183	 11.488
RNF216P1	9.9903	9.9783	9.8753	9.8227	9.7793	9.9172	9.7888	9.5882
RNF217	8.4425	8.6797	8.3779	8.4112	8.4807	8.5044	8.5644	8.2864
RNF219	10.4735	10.4422	10.4765	10.1579	10.4066	 10.583	10.3701	10.5083
RNF219-AS1	6.7594	6.4436	6.3749	6.5261	6.5235	6.7764	6.7901	6.5261
RNF220	11.1706	11.2244	11.1273	11.0735	11.1436	11.2513	11.1734	11.0701
RNF222	 6.593	6.7915	6.7211	6.7344	6.8609	 6.665	6.8667	 6.941
RNF223	6.6156	6.5106	6.5022	6.7608	6.5426	6.8212	6.6194	6.3144
RNF224	8.0464	7.8213	8.0639	8.1935	8.1301	7.8295	8.1544	8.5532
