	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_CYTOKINESIS	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	5	0	0	5	0	0	5	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	2	2	0	0	0	0
GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0	0	15	8	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	18	14	0	0	22	0	0	0	18	0	0	0	0	0	0	0	0	0	19	0	0	0	17	17	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	5	0	0	0	0	0	6	0	0	0	14	13	0	0	18	0	0	0	0	0	0	0	0	0	6	3	13	12	0	0	17	0	0	0	15	0	0	16	15	0	12	0	0	0	12	0	14	11	0	13	0	0	0	0	0	4	0	6	0
GO_REGULATION_OF_DEFENSE_RESPONSE	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_DENDRITE_DEVELOPMENT	0	0	6	5	6	0	0	0	6	0	9	0	5	0	0	0	0	0	0	2	0	0	4	0	0	0	0	8	2	7	7	3	0	0	7	0	0	11	4	5	5	7	0	0	11	0	0	8	0	0	0	2	8	5	0	0	0	0	5
GO_REGULATION_OF_DENDRITE_EXTENSION	0	3	0	2	0	0	0	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0	0	0	2	0	2	3	0	4	0	2	0	0	0	0	4	5	0	0	2	2	0	0	3	0	4	3	2	3	0	0	2	0	2	0	0	0	2
GO_REGULATION_OF_DENDRITE_MORPHOGENESIS	0	0	5	4	5	0	0	0	5	0	9	0	4	0	0	0	0	0	0	2	0	0	4	0	0	0	0	7	2	6	6	3	4	0	5	0	0	9	3	4	4	6	0	0	10	0	4	6	5	0	0	0	6	4	2	0	0	0	5
GO_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	0	0	4	4	4	0	0	0	3	0	6	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	4	5	0	0	0	2	3	0	5	0	0	6	3	4	0	4	0	0	7	0	0	5	0	0	0	2	5	4	2	0	0	0	4
GO_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	0	0	3	3	3	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	0	0	4	2	3	0	4	0	0	4	2	3	0	3	0	0	6	0	0	4	0	0	0	0	3	3	2	0	0	2	4
GO_REGULATION_OF_DEPHOSPHORYLATION	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH	0	8	10	0	9	0	0	0	0	0	18	14	7	0	10	0	0	0	0	0	0	0	0	0	0	3	13	11	0	0	0	0	0	0	15	0	7	17	0	0	11	0	0	0	14	0	10	0	12	0	0	0	0	0	0	5	0	6	0
GO_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC	0	0	0	0	2	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	2	0	4	0	2	0	0	0	0	2	5	0	0	0	5	0	3	0	0	0	0	0	0	0	0	2	3	0	0	3	5	0	3	0	5	0	2	4	0	0	0	0	0	0	4	0	3	0	4	7	0	0	3	0	0	0	0	0	2
GO_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_DNA_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
GO_REGULATION_OF_DNA_RECOMBINATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GO_REGULATION_OF_DNA_REPAIR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	4
GO_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_DOPAMINE_SECRETION	0	0	0	2	2	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	5	0	0	0	0	3	0	0	3	0	0	2	0	0	0	0	0	0	3	3	3	0	0	3	0	0	0	0	2	0
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0
GO_REGULATION_OF_ENDOCRINE_PROCESS	0	0	0	0	2	0	0	0	3	2	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	4	0	3	0	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_ENDOCYTOSIS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_EPINEPHRINE_SECRETION	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GO_REGULATION_OF_EPITHELIAL_TUBE_FORMATION	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2
GO_REGULATION_OF_ERAD_PATHWAY	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_EXCRETION	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	2	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_EXOCYTOSIS	0	5	11	5	10	0	0	0	5	0	18	9	5	5	12	0	4	0	0	0	0	0	0	5	6	0	12	13	0	21	20	0	8	5	8	0	0	15	0	5	11	7	0	0	16	0	10	11	0	13	0	0	13	5	0	0	4	7	10
GO_REGULATION_OF_EXTENT_OF_CELL_GROWTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	3	0	0	4	0	0	0	0	0	0
GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	7	3	2	0	0	0	0
GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
GO_REGULATION_OF_FEEDING_BEHAVIOR	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0
GO_REGULATION_OF_FERTILIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_FILOPODIUM_ASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	3	3	0	4	0	0	0	0	0	0	0	2	2	0	0	3	5	0	0	0	0	0	2	5	0	0	0	2	2	0	4	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_FOREBRAIN_NEURON_DIFFERENTIATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GASTRIC_ACID_SECRETION	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	5	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GLIOGENESIS	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	2	0	0	2	0	0	3	0
GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_REGULATION_OF_GLUCAGON_SECRETION	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_REGULATION_OF_GLUCAN_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0
GO_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	3	2	3	2	0	0	2	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	0	0	0	2	0	6	0	0	5	0	0	0	6	0	6	4	0	0	0	0	6	2	0	2	2	3	4
GO_REGULATION_OF_GLUTAMATE_SECRETION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0
GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	0	0	4	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	0
GO_REGULATION_OF_GROWTH	0	10	0	0	0	0	0	4	0	8	25	23	11	0	16	0	0	0	4	4	0	0	7	0	0	4	20	0	0	0	0	0	0	0	20	0	0	25	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	5	6	0	0	0
GO_REGULATION_OF_GROWTH_HORMONE_SECRETION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_GTPASE_ACTIVITY	0	0	0	7	0	0	0	0	11	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	17	0	0	0	0	0	6	10	15	10	0	0	12	0	0	15	0	15	15	14	0	0	0	16	0	4	0	7	9	12
GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0	5	7	0	0	0	0	0	7	0	10	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	8	7	0	12	9	0	0	0	7	0	4	10	0	0	6	5	0	0	8	0	9	6	7	6	0	0	10	3	0	0	0	0	5
GO_REGULATION_OF_HAIR_CYCLE	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_REGULATION_OF_HEART_GROWTH	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_HEART_RATE	0	0	5	3	5	0	0	0	0	4	12	6	3	0	10	0	0	0	0	0	0	0	0	0	0	0	10	4	0	8	13	0	4	3	11	0	4	8	8	0	8	6	3	0	8	0	6	7	7	7	0	2	0	0	0	0	0	5	0
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0	0	4	2	4	0	0	0	0	2	8	5	2	0	6	0	0	0	0	0	0	0	0	0	0	0	5	3	0	6	10	0	3	2	5	0	3	6	5	0	6	0	2	0	5	0	3	6	4	4	0	0	4	0	0	0	2	4	0
GO_REGULATION_OF_HEAT_GENERATION	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_HEPATOCYTE_PROLIFERATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_REGULATION_OF_HORMONE_LEVELS	9	0	22	11	14	0	5	0	11	11	32	26	11	0	32	0	0	0	4	0	0	0	0	5	8	6	36	17	0	34	38	0	17	0	24	0	9	24	14	14	26	17	0	0	27	0	27	25	18	27	4	0	20	0	5	5	0	8	16
GO_REGULATION_OF_HORMONE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_REGULATION_OF_HORMONE_SECRETION	4	0	13	9	10	0	3	0	7	6	22	19	7	0	21	0	0	0	2	0	0	0	0	3	0	0	26	11	0	22	24	0	11	0	15	0	6	15	10	9	15	11	0	0	15	0	19	14	12	20	3	0	13	0	0	4	0	5	10
