TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
RFX6	MARCH4	0.9999	50.97	0.966	rgb(228, 32, 34)	2	None
RFX6	LOC728392	0.9998	50.965	0.963	rgb(228, 33, 35)	1.9999	None
RFX6	DUSP26	0.9997	50.965	0.966	rgb(228, 33, 35)	1.9999	None
RFX6	TOX	0.9996	50.96	0.957	rgb(228, 34, 36)	1.9998	None
RFX6	CA8	0.9995	50.955	0.955	rgb(228, 35, 36)	1.9997	None
RFX6	KCNH6	0.9994	50.945	0.945	rgb(227, 37, 38)	1.9995	None
ZNF514	BX641154	0.9993	50.945	0.946	rgb(227, 36, 38)	1.9995	2,2
NEUROG3	TUBB4A	0.99921	50.94	0.939	rgb(227, 38, 39)	1.9994	None
RFX6	SYT4	0.99901	50.94	0.943	rgb(227, 37, 39)	1.9994	None
RFX6	TMEM200A	0.99901	50.94	0.937	rgb(227, 38, 40)	1.9994	None
ZNF514	SNX29P2	0.99891	50.935	0.933	rgb(227, 39, 41)	1.9993	2,2
RFX6	BTBD17	0.99881	50.945	0.94	rgb(227, 37, 39)	1.9995	None
RFX6	KIF1A	0.99871	50.935	0.94	rgb(227, 38, 39)	1.9993	None
RFX6	GRIK3	0.99861	50.925	0.927	rgb(227, 40, 42)	1.9991	None
RFX6	LOC646903	0.99841	50.92	0.921	rgb(227, 41, 43)	1.999	None
RFX6	OR51E2	0.99841	50.92	0.917	rgb(227, 42, 44)	1.999	None
RFX6	SCGB1C1	0.99831	50.91	0.913	rgb(227, 43, 44)	1.9988	None
RFX6	GATA2	0.99821	50.91	0.907	rgb(227, 44, 46)	1.9988	None
RFX6	NKX2-2	0.99811	50.93	0.932	rgb(227, 39, 41)	1.9992	None
ZNF514	AX746764	0.99801	50.915	0.912	rgb(227, 43, 45)	1.9989	2,2
RFX6	LINC00643	0.99791	50.9	0.898	rgb(227, 46, 47)	1.9986	None
RFX6	IGFBPL1	0.99781	50.915	0.914	rgb(227, 42, 44)	1.9989	None
RFX6	OR51E1	0.99772	50.89	0.889	rgb(227, 47, 49)	1.9984	None
CCDC17	BX649158	0.99762	50.89	0.892	rgb(227, 47, 49)	1.9984	2,2
RFX6	PRR18	0.99752	50.895	0.894	rgb(227, 46, 48)	1.9985	None
RFX2	ARHGAP33	0.99742	50.89	0.888	rgb(227, 47, 49)	1.9984	None
RFX6	BHMT	0.99732	50.895	0.892	rgb(227, 47, 48)	1.9985	None
TFCP2L1	MLLT11	0.99722	50.875	0.034	rgb(217,211,211)	1.9981	None
RFX6	NAT8L	0.99712	50.875	0.877	rgb(227, 49, 51)	1.9981	None
ONECUT2	KLK12	-0.99702	50.87	-8.7E-01	rgb( 29,102,250)	1.998	None
ZNF514	LOC100288069	0.99692	50.87	0.871	rgb(227, 51, 52)	1.998	2,2
RFX6	PCSK1N	0.99682	50.865	0.862	rgb(226, 52, 54)	1.9979	None
CCDC17	CNTNAP4	0.99672	50.865	0.864	rgb(227, 52, 54)	1.9979	2,2
RFX6	NEUROD1	0.99662	50.9	0.901	rgb(227, 45, 47)	1.9986	None
ETS1	TBC1D8B	0.99652	50.865	0.027	rgb(217,212,212)	1.9979	None
RFX6	CACNG4	0.99642	50.855	0.855	rgb(226, 54, 55)	1.9977	None
HEYL	NEUROD2	0.99632	50.855	0.856	rgb(226, 53, 55)	1.9977	None
RFX6	AMER3	0.99623	50.84	0.84	rgb(226, 57, 58)	1.9974	None
ZNF117	AB007962	0.99613	50.845	0.843	rgb(226, 56, 58)	1.9975	2,2
ETV1	STXBP5L	0.99603	50.835	0.833	rgb(226, 58, 60)	1.9973	None
RFX6	CACNB2	0.99593	50.835	0.836	rgb(226, 57, 59)	1.9973	None
RFX6	ST18	0.99583	50.88	0.878	rgb(227, 49, 51)	1.9982	None
NEUROG3	FLT1	0.99573	50.835	0.835	rgb(226, 57, 59)	1.9973	None
FEV	TMEM151B	0.99563	50.825	0.824	rgb(226, 60, 61)	1.9971	None
RFX6	TAGLN3	0.99553	50.82	0.818	rgb(226, 61, 62)	1.997	None
RFX6	ELFN1	0.99543	50.815	0.82	rgb(226, 60, 62)	1.9969	None
NEUROG3	CELA3A	0.99533	50.84	0.836	rgb(226, 57, 59)	1.9974	None
RFX6	CELF3	0.99523	50.835	0.836	rgb(226, 57, 59)	1.9973	None
RFX6	TNP1	0.99513	50.815	0.816	rgb(226, 61, 63)	1.9969	None
NEUROG3	CABP7	0.99503	50.825	0.825	rgb(226, 59, 61)	1.9971	None
ZNF846	NAT14	-0.99493	50.83	-1.0E-01	rgb(195,204,221)	1.9972	None
TGIF2	CLCA1	0.99484	50.8	0.056	rgb(218,206,206)	1.9966	None
RFX6	LY6H	0.99474	50.8	0.803	rgb(226, 64, 65)	1.9966	None
CCDC17	THRA1	0.99464	50.8	0.8	rgb(226, 64, 66)	1.9966	2,2
ATOH8	TMEM8C	0.99454	50.81	0.809	rgb(226, 62, 64)	1.9968	2,2
ZBTB25	LOC399715	0.99444	50.795	0.791	rgb(226, 66, 67)	1.9965	2,2
CCDC17	AX747516	0.99434	50.79	0.788	rgb(226, 66, 68)	1.9964	2,2
