TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
FEV	ZFP2	0.88274	50.6	0.596	rgb(224,103,104)	1.992	None
FOXP2	DACH1	0.88274	50.6	0.604	rgb(224,102,103)	1.992	None
GATA2	UCN3	0.88274	50.6	0.602	rgb(224,102,103)	1.992	None
HIC1	KANK2	-0.88274	50.6	-6.0E-01	rgb( 86,137,240)	1.992	None
LHX1	L1TD1	0.88274	50.6	0.604	rgb(224,102,103)	1.992	2,2
LHX1	RNF157-AS1	0.88274	50.6	0.602	rgb(224,102,103)	1.992	None
LMX1A	CFC1	0.88274	50.6	0.602	rgb(224,102,103)	1.992	None
MAFA	GOLGA7B	0.88274	50.6	0.601	rgb(224,102,103)	1.992	None
MAFA	RGS5	0.88274	50.6	0.599	rgb(224,103,104)	1.992	None
NEUROD1	SCGN	0.88274	50.6	0.602	rgb(224,102,103)	1.992	None
NEUROG3	SPINK4	0.88274	50.6	0.599	rgb(224,103,104)	1.992	None
NFAT5	UBE2Q2P2	0.88274	50.6	0.596	rgb(224,103,104)	1.992	2,2
NHLH1	POM121L9P	0.88274	50.6	0.604	rgb(224,102,103)	1.992	None
NHLH1	SDPR	0.88274	50.6	0.603	rgb(224,102,103)	1.992	2,2
NR4A2	NR4A3	0.88274	50.6	0.597	rgb(224,103,104)	1.992	None
NR4A2	TMEM158	-0.88274	50.6	-6.0E-01	rgb( 86,137,240)	1.992	None
NR4A3	GPR83	0.88274	50.6	0.599	rgb(224,103,104)	1.992	2,2
ONECUT2	LRP4-AS1	0.88274	50.6	0.604	rgb(224,102,103)	1.992	None
PDX1	SPEG	0.88274	50.6	0.595	rgb(224,103,105)	1.992	None
RORC	ACTN3	0.88274	50.6	0.596	rgb(224,103,104)	1.992	None
RORC	GRIK5	0.88274	50.6	0.599	rgb(224,103,104)	1.992	None
RORC	ISLR2	0.88274	50.6	0.599	rgb(224,103,104)	1.992	None
SMAD9	FAM167A	0.88274	50.6	0.602	rgb(224,102,103)	1.992	None
SMAD9	PGA4	0.88274	50.6	0.604	rgb(224,102,103)	1.992	None
SOX4	TUB	0.88274	50.6	0.597	rgb(224,103,104)	1.992	None
TEAD2	RBP1	0.88274	50.6	0.604	rgb(224,102,103)	1.992	None
TFCP2L1	MDK	-0.88274	50.6	-6.0E-01	rgb( 86,138,240)	1.992	None
TGIF2	RCOR3	-0.88274	50.6	-6.0E-01	rgb( 86,137,240)	1.992	None
TGIF2	VSTM2L	0.88274	50.6	0.595	rgb(224,103,105)	1.992	None
TP73	TSHZ1	-0.88274	50.6	-6.0E-01	rgb( 87,138,240)	1.992	None
TP73	UCP2	0.88274	50.6	0.599	rgb(224,103,104)	1.992	None
ZNF492	SPRED3	0.88274	50.6	0.602	rgb(224,102,103)	1.992	None
ZNF519	ICA1L	0.88274	50.6	0.605	rgb(224,101,103)	1.992	None
ZNF846	ATP6V0E2	-0.88274	50.6	-6.0E-01	rgb( 87,138,240)	1.992	None
ZNF846	NOTUM	-0.88274	50.6	-6.0E-01	rgb( 87,138,240)	1.992	None
GRHL3	PCDHB15	0.88274	50.6	0.601	rgb(224,102,103)	1.992	2,2
KCNIP3	TMEM59L	0.88274	50.6	0.599	rgb(224,103,104)	1.992	2,2
MYT1	SYT4	0.88274	50.6	0.597	rgb(224,103,104)	1.992	2,2
ARX	AK054990	0.87981	50.59	0.591	rgb(224,104,105)	1.9918	2,2
ARX	FRMPD4	0.87981	50.59	0.593	rgb(224,104,105)	1.9918	None
ASCL2	KCNJ11	0.87981	50.59	0.591	rgb(223,104,105)	1.9918	None
ASCL2	RIMBP2	0.87981	50.59	0.592	rgb(224,104,105)	1.9918	None
ASCL2	SDK2	0.87981	50.59	0.593	rgb(224,104,105)	1.9918	None
EGR3	AK125960	-0.87981	50.59	-5.9E-01	rgb( 90,139,239)	1.9918	2,2
ETS1	GCG	0.87981	50.59	0.594	rgb(224,104,105)	1.9918	None
ETV1	AMPH	0.87981	50.59	0.589	rgb(223,104,106)	1.9918	None
ETV1	KCNH6	0.87981	50.59	0.592	rgb(224,104,105)	1.9918	None
FOXA1	PEX5L	0.87981	50.59	0.592	rgb(224,104,105)	1.9918	None
GATA4	ID4	0.87981	50.59	0.594	rgb(224,103,105)	1.9918	None
GATA4	LGI3	0.87981	50.59	0.589	rgb(223,105,106)	1.9918	None
HIF1A	SCN1B	-0.87981	50.59	-5.9E-01	rgb( 89,139,239)	1.9918	None
HSF2	FUT1	0.87981	50.59	0.593	rgb(224,104,105)	1.9918	None
HSF2	TMEM145	-0.87981	50.59	-5.9E-01	rgb( 90,140,239)	1.9918	None
LMX1B	BC041484	0.87981	50.59	0.591	rgb(224,104,105)	1.9918	2,2
MAFA	BC041449	-0.87981	50.59	-5.9E-01	rgb( 89,139,239)	1.9918	2,2
MAFA	CPT1C	0.87981	50.59	0.585	rgb(223,105,106)	1.9918	None
MAFF	ADORA2A	0.87981	50.59	0.592	rgb(224,104,105)	1.9918	2,2
NEUROG3	CACNB2	-0.87981	50.59	-5.9E-01	rgb( 89,139,239)	1.9918	None
NKX2-2	SPON2	0.87981	50.59	0.588	rgb(223,105,106)	1.9918	None
NR4A2	RGS11	-0.87981	50.59	-5.9E-01	rgb( 89,139,239)	1.9918	None
NR4A3	AGT	0.87981	50.59	0.593	rgb(224,104,105)	1.9918	None
NR4A3	AK311213	0.87981	50.59	0.588	rgb(223,105,106)	1.9918	2,2
PAX6	CPLX2	0.87981	50.59	0.586	rgb(223,105,106)	1.9918	None
PDX1	AEBP1	0.87981	50.59	0.59	rgb(223,104,105)	1.9918	None
PDX1	FCGBP	0.87981	50.59	0.589	rgb(223,105,106)	1.9918	None
PDX1	GGT5	-0.87981	50.59	-5.9E-01	rgb( 88,139,240)	1.9918	None
PDX1	LINC00939	-0.87981	50.59	-5.9E-01	rgb( 88,139,240)	1.9918	None
POU2F2	GCG	-0.87981	50.59	-5.9E-01	rgb( 89,139,239)	1.9918	None
RORC	SLC6A17	0.87981	50.59	0.588	rgb(223,105,106)	1.9918	None
SMAD9	FUT7	0.87981	50.59	0.592	rgb(224,104,105)	1.9918	None
SOX4	DPYSL3	0.87981	50.59	0.591	rgb(224,104,105)	1.9918	None
SOX4	FTCD	-0.87981	50.59	-5.9E-01	rgb( 88,139,240)	1.9918	None
SPIB	MAPK12	0.87981	50.59	0.594	rgb(224,103,105)	1.9918	None
TEAD1	DOCK8	0.87981	50.59	0.593	rgb(224,104,105)	1.9918	None
TFCP2L1	BGN	-0.87981	50.59	-5.9E-01	rgb( 89,139,239)	1.9918	None
TFCP2L1	PCBP4	-0.87981	50.59	-5.9E-01	rgb( 89,139,239)	1.9918	None
ZFP28	IFI44L	0.87981	50.59	0.593	rgb(224,104,105)	1.9918	None
ZNF519	LOC284581	0.87981	50.59	0.593	rgb(224,104,105)	1.9918	2,2
ARX	SLC7A4	-0.87688	50.58	-5.8E-01	rgb( 91,140,239)	1.9916	None
ASCL2	ASIC1	0.87688	50.58	0.581	rgb(223,106,107)	1.9916	None
EGR3	ANK2	-0.87688	50.58	-5.8E-01	rgb( 90,140,239)	1.9916	None
EGR3	XKR7	0.87688	50.58	0.582	rgb(223,106,107)	1.9916	None
ETV1	CACNA1A	0.87688	50.58	0.579	rgb(223,106,107)	1.9916	None
ETV1	SCG3	0.87688	50.58	0.582	rgb(223,106,107)	1.9916	None
FOXA1	SPOCK3	-0.87688	50.58	-5.8E-01	rgb( 92,141,239)	1.9916	None
FOXP2	SH3RF3	0.87688	50.58	0.58	rgb(223,106,107)	1.9916	None
FOXP2	TMEM132C	-0.87688	50.58	-5.8E-01	rgb( 91,140,239)	1.9916	None
GATA2	SLC16A12	0.87688	50.58	0.585	rgb(223,105,106)	1.9916	None
GATA4	FAM171B	0.87688	50.58	0.575	rgb(223,107,108)	1.9916	None
HSF2	CTTNBP2	0.87688	50.58	0.578	rgb(223,107,108)	1.9916	None
ISL1	ARX	0.87688	50.58	0.582	rgb(223,106,107)	1.9916	2,2
LMX1A	PAPPA2	0.87688	50.58	0.583	rgb(223,106,107)	1.9916	None
LMX1A	SNED1	0.87688	50.58	0.584	rgb(223,106,107)	1.9916	None
MAFF	CADM3	0.87688	50.58	0.58	rgb(223,106,107)	1.9916	None
NFAT5	BC005905	0.87688	50.58	0.578	rgb(223,107,108)	1.9916	2,2
NHLH1	PRELP	0.87688	50.58	0.58	rgb(223,106,107)	1.9916	None
NHLH1	TP73	0.87688	50.58	0.581	rgb(223,106,107)	1.9916	None
NKX6-1	MED12L	0.87688	50.58	0.583	rgb(223,106,107)	1.9916	None
NR4A2	NCS1	0.87688	50.58	0.583	rgb(223,106,107)	1.9916	None
NR4A2	SERTAD1	0.87688	50.58	0.584	rgb(223,105,107)	1.9916	None
NR4A2	TMEM190	0.87688	50.58	0.578	rgb(223,107,108)	1.9916	None
NR4A3	CNPY1	-0.87688	50.58	-5.8E-01	rgb( 90,140,239)	1.9916	None
PAX4	RAB26	0.87688	50.58	0.582	rgb(223,106,107)	1.9916	None
PAX6	GALNT16	0.87688	50.58	0.575	rgb(223,107,108)	1.9916	None
PAX6	ST8SIA3	0.87688	50.58	0.577	rgb(223,107,108)	1.9916	None
RORC	SLC7A4	0.87688	50.58	0.576	rgb(223,107,108)	1.9916	None
SMAD9	CAMK2N2	0.87688	50.58	0.58	rgb(223,106,107)	1.9916	None
SMAD9	NOTUM	0.87688	50.58	0.576	rgb(223,107,108)	1.9916	None
SOX4	LRRC10B	0.87688	50.58	0.583	rgb(223,106,107)	1.9916	None
SOX4	MYBPC2	0.87688	50.58	0.585	rgb(223,105,107)	1.9916	None
SOX4	RCOR2	0.87688	50.58	0.577	rgb(223,107,108)	1.9916	None
SPIB	CCDC162P	0.87688	50.58	0.578	rgb(223,107,108)	1.9916	None
TEAD1	NEUROD2	-0.87688	50.58	-5.8E-01	rgb( 92,141,239)	1.9916	None
TFCP2L1	EID1	-0.87688	50.58	-5.8E-01	rgb( 92,141,239)	1.9916	None
ZFP82	ARNT2	0.87688	50.58	0.577	rgb(223,107,108)	1.9916	None
ZNF492	AX746834	0.87688	50.58	0.582	rgb(223,106,107)	1.9916	2,2
ZNF846	ATF5	-0.87688	50.58	-5.8E-01	rgb( 91,141,239)	1.9916	None
CBX2	PCDHB16	0.87688	50.58	0.583	rgb(223,106,107)	1.9916	2,2
ARX	HOXB9	0.87395	50.57	0.568	rgb(223,109,110)	1.9914	None
ARX	ISL1	0.87395	50.57	0.57	rgb(223,108,109)	1.9914	None
ASCL2	CADPS	0.87395	50.57	0.567	rgb(223,109,110)	1.9914	None
EGR3	AVPR1B	-0.87395	50.57	-5.7E-01	rgb( 94,142,238)	1.9914	None
ETS1	CHST10	-0.87395	50.57	-5.7E-01	rgb( 92,141,239)	1.9914	None
ETV1	BOC	0.87395	50.57	0.572	rgb(223,108,109)	1.9914	None
ETV1	COL14A1	0.87395	50.57	0.57	rgb(223,108,109)	1.9914	None
FEV	GDF1	0.87395	50.57	0.571	rgb(223,108,109)	1.9914	None
FEV	MIR7-3HG	0.87395	50.57	0.573	rgb(223,107,109)	1.9914	None
GATA2	TSPAN11	0.87395	50.57	0.575	rgb(223,107,108)	1.9914	None
GATA6	ADCY2	-0.87395	50.57	-5.7E-01	rgb( 93,141,239)	1.9914	None
GATA6	FSD1	-0.87395	50.57	-5.7E-01	rgb( 93,142,239)	1.9914	None
HIF1A	ZFP90	0.87395	50.57	0.57	rgb(223,108,109)	1.9914	None
LMX1A	AK054990	0.87395	50.57	0.57	rgb(223,108,109)	1.9914	2,2
LMX1A	RPRML	0.87395	50.57	0.574	rgb(223,107,108)	1.9914	None
MAFB	GAP43	0.87395	50.57	0.57	rgb(223,108,109)	1.9914	None
MXI1	SLC51B	0.87395	50.57	0.565	rgb(223,109,110)	1.9914	None
NEUROD1	NPTX2	0.87395	50.57	0.569	rgb(223,108,110)	1.9914	None
NEUROD2	STXBP1	0.87395	50.57	0.566	rgb(223,109,110)	1.9914	None
NEUROG3	CADPS	0.87395	50.57	0.567	rgb(223,109,110)	1.9914	None
NFAT5	ZNF492	0.87395	50.57	0.574	rgb(223,107,109)	1.9914	2,2
NKX2-2	HECW2	0.87395	50.57	0.571	rgb(223,108,109)	1.9914	None
RORC	DHRS2	0.87395	50.57	0.568	rgb(223,108,110)	1.9914	None
SMAD9	DYNC1I1	0.87395	50.57	0.566	rgb(223,109,110)	1.9914	None
SMAD9	RYBP	0.87395	50.57	0.572	rgb(223,108,109)	1.9914	None
SOX4	ELAVL3	-0.87395	50.57	-5.7E-01	rgb( 94,142,239)	1.9914	None
SOX4	OLFML2B	0.87395	50.57	0.567	rgb(223,109,110)	1.9914	None
SPIB	FSD1	0.87395	50.57	0.566	rgb(223,109,110)	1.9914	None
TEAD1	PTCH1	0.87395	50.57	0.57	rgb(223,108,109)	1.9914	None
TEAD2	TEKT2	0.87395	50.57	0.57	rgb(223,108,109)	1.9914	None
TGIF2	PRICKLE2	0.87395	50.57	0.567	rgb(223,109,110)	1.9914	None
ZFP28	F10	-0.87395	50.57	-5.7E-01	rgb( 94,142,239)	1.9914	None
ZFP82	ABLIM2	0.87395	50.57	0.575	rgb(223,107,108)	1.9914	None
ZFP82	MEX3A	0.87395	50.57	0.566	rgb(223,109,110)	1.9914	None
ZNF492	AMPD3	0.87395	50.57	0.571	rgb(223,108,109)	1.9914	None
ZNF846	SERTAD1	-0.87395	50.57	-5.7E-01	rgb( 94,142,239)	1.9914	None
ZNF846	TPST2	-0.87395	50.57	-5.7E-01	rgb( 93,142,239)	1.9914	None
ZNF846	ZNF853	-0.87395	50.57	-5.7E-01	rgb( 93,142,239)	1.9914	None
GRHL3	PCDHB16	0.87395	50.57	0.565	rgb(223,109,110)	1.9914	2,2
TSHZ1	CR627394	0.87395	50.57	0.574	rgb(223,107,108)	1.9914	2,2
ARNT2	CAMKV	0.87101	50.56	0.562	rgb(223,110,111)	1.9912	None
ASCL2	TUBB4A	0.87101	50.56	0.562	rgb(223,110,111)	1.9912	2,2
ELF4	SCIMP	0.87101	50.56	0.558	rgb(223,110,111)	1.9912	None
ETS1	GPR155	0.87101	50.56	0.56	rgb(223,110,111)	1.9912	None
FEV	CRYBA2	0.87101	50.56	0.56	rgb(223,110,111)	1.9912	None
GATA2	CHL1	0.87101	50.56	0.563	rgb(223,110,111)	1.9912	None
GATA2	ERO1LB	0.87101	50.56	0.562	rgb(223,110,111)	1.9912	2,2
HSF2	RGS4	0.87101	50.56	0.556	rgb(223,111,112)	1.9912	None
HSF2	SERPINA10	0.87101	50.56	0.56	rgb(223,110,111)	1.9912	None
HSF2	UBL5	-0.87101	50.56	-5.6E-01	rgb( 96,143,238)	1.9912	None
LHX1	NPSR1-AS1	0.87101	50.56	0.565	rgb(223,109,110)	1.9912	None
LMX1B	KCNH8	0.87101	50.56	0.56	rgb(223,110,111)	1.9912	None
LMX1B	TMEM196	0.87101	50.56	0.556	rgb(223,111,112)	1.9912	None
MAFA	GADD45A	0.87101	50.56	0.557	rgb(223,111,112)	1.9912	None
MAFA	ICA1L	-0.87101	50.56	-5.6E-01	rgb( 94,142,238)	1.9912	None
MAFF	NRXN2	0.87101	50.56	0.557	rgb(223,111,112)	1.9912	None
NEUROG3	LOC100506178	0.87101	50.56	0.56	rgb(223,110,111)	1.9912	None
NEUROG3	RASL11B	0.87101	50.56	0.562	rgb(223,110,111)	1.9912	None
NHLH1	AEBP1	0.87101	50.56	0.557	rgb(223,111,112)	1.9912	None
NHLH1	SOX4	0.87101	50.56	0.555	rgb(223,111,112)	1.9912	None
NKX6-1	BAI1	0.87101	50.56	0.555	rgb(223,111,112)	1.9912	2,2
NR4A2	DUSP2	-0.87101	50.56	-5.6E-01	rgb( 96,144,238)	1.9912	None
ONECUT2	APLN	-0.87101	50.56	-5.6E-01	rgb( 95,143,238)	1.9912	None
PDX1	COL16A1	0.87101	50.56	0.562	rgb(223,110,111)	1.9912	None
SMAD9	BGN	0.87101	50.56	0.564	rgb(223,109,110)	1.9912	None
SMAD9	EDIL3	0.87101	50.56	0.558	rgb(223,110,112)	1.9912	None
SOX4	CPE	0.87101	50.56	0.555	rgb(223,111,112)	1.9912	None
SOX4	SPINK4	0.87101	50.56	0.557	rgb(223,111,112)	1.9912	None
SPIB	DPP10	0.87101	50.56	0.565	rgb(223,109,110)	1.9912	None
SPIB	KNDC1	-0.87101	50.56	-5.6E-01	rgb( 95,143,238)	1.9912	None
TFCP2L1	ADCY2	-0.87101	50.56	-5.6E-01	rgb( 96,144,238)	1.9912	None
TFCP2L1	TSPAN7	-0.87101	50.56	-5.6E-01	rgb( 96,144,238)	1.9912	None
ZNF492	AK128559	0.87101	50.56	0.562	rgb(223,110,111)	1.9912	2,2
ZNF519	BAMBI	-0.87101	50.56	-5.6E-01	rgb( 96,143,238)	1.9912	None
ZNF519	TUBB3	-0.87101	50.56	-5.6E-01	rgb( 95,143,238)	1.9912	None
ZNF519	VOPP1	-0.87101	50.56	-5.6E-01	rgb( 96,143,238)	1.9912	None
ZNF846	FAM110B	-0.87101	50.56	-5.6E-01	rgb( 95,143,238)	1.9912	None
ATOH8	CTSL2	0.87101	50.56	0.555	rgb(223,111,112)	1.9912	2,2
ARNT2	TAF9B	-0.86808	50.55	-5.5E-01	rgb( 98,144,238)	1.991	None
ASCL2	CHST8	0.86808	50.55	0.554	rgb(223,111,112)	1.991	None
ASCL2	KCNH2	0.86808	50.55	0.549	rgb(223,112,113)	1.991	None
EGR3	ELF4	-0.86808	50.55	-5.5E-01	rgb( 97,144,238)	1.991	None
EGR3	VSTM2L	-0.86808	50.55	-5.5E-01	rgb( 98,145,238)	1.991	None
ETV1	EFNB3	0.86808	50.55	0.55	rgb(223,112,113)	1.991	None
ETV1	NEFM	0.86808	50.55	0.554	rgb(223,111,112)	1.991	None
ETV1	ZMYM2	0.86808	50.55	0.545	rgb(223,113,114)	1.991	None
GATA4	SCN2A	-0.86808	50.55	-5.5E-01	rgb( 97,144,238)	1.991	None
GATA6	NFRKB	-0.86808	50.55	-5.5E-01	rgb( 97,144,238)	1.991	None
HES4	GRASP	0.86808	50.55	0.548	rgb(223,112,114)	1.991	None
HIC1	L1TD1	-0.86808	50.55	-5.5E-01	rgb( 98,144,238)	1.991	None
HOXB9	LINC00202-1	-0.86808	50.55	-5.5E-01	rgb( 98,144,238)	1.991	2,2
LMX1B	ARNT2	0.86808	50.55	0.547	rgb(223,113,114)	1.991	None
LMX1B	TUBB2B	0.86808	50.55	0.55	rgb(223,112,113)	1.991	None
MAFB	CCL19	0.86808	50.55	0.554	rgb(223,111,112)	1.991	None
NEUROD2	ISLR2	-0.86808	50.55	-5.5E-01	rgb( 97,144,238)	1.991	None
NEUROG3	NOXO1	0.86808	50.55	0.552	rgb(223,112,113)	1.991	None
NHLH1	CDKN1C	0.86808	50.55	0.553	rgb(223,111,112)	1.991	None
NR4A3	CACNA2D1	0.86808	50.55	0.553	rgb(223,111,112)	1.991	None
NR4A3	KCNB2	0.86808	50.55	0.554	rgb(223,111,112)	1.991	None
ONECUT2	JX088243	0.86808	50.55	0.545	rgb(223,113,114)	1.991	2,2
ONECUT2	SERF2-C15ORF63	-0.86808	50.55	-5.5E-01	rgb( 98,145,238)	1.991	2,2
PAX6	EYA4	0.86808	50.55	0.549	rgb(223,112,113)	1.991	None
PDX1	VSTM4	-0.86808	50.55	-5.5E-01	rgb( 97,144,238)	1.991	None
RFX2	HV535469	0.86808	50.55	0.55	rgb(223,112,113)	1.991	2,2
RORC	POU6F1	0.86808	50.55	0.549	rgb(223,112,113)	1.991	None
SMAD9	CPE	0.86808	50.55	0.549	rgb(223,112,113)	1.991	None
SOX4	HOPX	0.86808	50.55	0.548	rgb(223,112,113)	1.991	None
SOX4	PPP1R3C	0.86808	50.55	0.552	rgb(223,112,113)	1.991	None
SOX4	USP13	-0.86808	50.55	-5.5E-01	rgb( 99,145,238)	1.991	None
SPIB	ISL1	0.86808	50.55	0.548	rgb(223,112,113)	1.991	None
SPIB	RSAD2	0.86808	50.55	0.547	rgb(223,113,114)	1.991	None
TEAD2	MEX3A	0.86808	50.55	0.549	rgb(223,112,113)	1.991	None
TFCP2L1	HES4	-0.86808	50.55	-5.5E-01	rgb( 98,145,238)	1.991	None
TGIF2	TMEM70	-0.86808	50.55	-5.5E-01	rgb( 99,145,238)	1.991	None
TP73	ATP6V0E2	0.86808	50.55	0.548	rgb(223,112,113)	1.991	None
ZFHX2	RAPGEF4	0.86808	50.55	0.55	rgb(223,112,113)	1.991	None
ZFHX2	TMEM70	-0.86808	50.55	-5.5E-01	rgb( 97,144,238)	1.991	None
ZNF492	AX747756	0.86808	50.55	0.554	rgb(223,111,112)	1.991	2,2
ZNF492	USP32P2	0.86808	50.55	0.552	rgb(223,112,113)	1.991	None
ARX	GRIK3	0.86515	50.54	0.542	rgb(223,113,115)	1.9908	2,2
ETS1	ELL2	0.86515	50.54	0.538	rgb(223,114,115)	1.9908	None
ETS1	PRKXP1	-0.86515	50.54	-5.4E-01	rgb(100,146,238)	1.9908	None
ETV1	B3GAT1	0.86515	50.54	0.536	rgb(223,115,116)	1.9908	None
ETV1	NFASC	0.86515	50.54	0.543	rgb(223,113,114)	1.9908	None
ETV1	RTN1	0.86515	50.54	0.543	rgb(223,113,114)	1.9908	None
ETV1	UNC79	0.86515	50.54	0.539	rgb(223,114,115)	1.9908	None
FEV	TMEFF1	0.86515	50.54	0.538	rgb(223,114,115)	1.9908	None
FOXP2	DOCK8	0.86515	50.54	0.543	rgb(223,113,114)	1.9908	None
FOXP2	POU2F2	0.86515	50.54	0.54	rgb(223,114,115)	1.9908	None
HHEX	DQ583756	0.86515	50.54	0.538	rgb(223,114,115)	1.9908	2,2
HIF1A	EGFR	0.86515	50.54	0.537	rgb(223,114,115)	1.9908	None
HSF2	GADD45A	-0.86515	50.54	-5.4E-01	rgb(100,146,238)	1.9908	None
HSF2	TMOD2	0.86515	50.54	0.541	rgb(223,114,115)	1.9908	None
LHX1	MMP11	0.86515	50.54	0.542	rgb(223,113,115)	1.9908	None
LMX1A	LPPR5	0.86515	50.54	0.539	rgb(223,114,115)	1.9908	2,2
MAFB	CDKN1C	0.86515	50.54	0.539	rgb(223,114,115)	1.9908	None
MAFB	TEKT2	0.86515	50.54	0.536	rgb(223,115,116)	1.9908	None
MLXIPL	MFAP2	0.86515	50.54	0.536	rgb(223,115,116)	1.9908	2,2
NEUROG3	SUCNR1	-0.86515	50.54	-5.4E-01	rgb(101,146,237)	1.9908	None
ONECUT1	AK128153	0.86515	50.54	0.536	rgb(223,115,116)	1.9908	2,2
ONECUT2	LOC100505716	0.86515	50.54	0.537	rgb(223,114,115)	1.9908	2,2
PDX1	CYP27A1	0.86515	50.54	0.545	rgb(223,113,114)	1.9908	None
PDX1	SLC7A4	-0.86515	50.54	-5.4E-01	rgb(101,146,237)	1.9908	None
RORC	PPP1R3C	0.86515	50.54	0.541	rgb(223,114,115)	1.9908	None
SOX4	HCP5	0.86515	50.54	0.544	rgb(223,113,114)	1.9908	None
SPIB	GNG2	0.86515	50.54	0.544	rgb(223,113,114)	1.9908	None
SPIB	SYT14	0.86515	50.54	0.538	rgb(223,114,115)	1.9908	None
TFCP2L1	MAD2L2	-0.86515	50.54	-5.4E-01	rgb(100,146,237)	1.9908	None
ZFHX2	PGM5P2	0.86515	50.54	0.545	rgb(223,113,114)	1.9908	2,2
ZNF492	MUC5B	0.86515	50.54	0.538	rgb(223,114,115)	1.9908	None
ZNF846	FUT7	-0.86515	50.54	-5.4E-01	rgb( 99,145,238)	1.9908	None
ASCL1	CACNA1A	0.86222	50.53	0.526	rgb(223,117,118)	1.9906	None
ELF4	ANKRD65	-0.86222	50.53	-5.3E-01	rgb(101,146,237)	1.9906	None
ELF4	HCP5	-0.86222	50.53	-5.3E-01	rgb(103,148,237)	1.9906	None
ETV1	GPR137C	0.86222	50.53	0.535	rgb(223,115,116)	1.9906	None
ETV1	PPP1R1A	0.86222	50.53	0.534	rgb(223,115,116)	1.9906	None
FOXA1	C2CD4A	0.86222	50.53	0.53	rgb(223,116,117)	1.9906	None
FOXA1	CIB4	-0.86222	50.53	-5.3E-01	rgb(101,147,237)	1.9906	None
FOXA1	MAGED1	0.86222	50.53	0.531	rgb(223,116,117)	1.9906	None
GATA4	MAST1	-0.86222	50.53	-5.3E-01	rgb(103,147,237)	1.9906	None
GATA4	PRELP	-0.86222	50.53	-5.3E-01	rgb(102,147,237)	1.9906	None
GATA4	RTN1	0.86222	50.53	0.526	rgb(223,117,118)	1.9906	None
GATA4	STXBP1	-0.86222	50.53	-5.3E-01	rgb(102,147,237)	1.9906	None
HOMEZ	WISP1	0.86222	50.53	0.529	rgb(223,116,117)	1.9906	2,2
HSF2	FKBP7	0.86222	50.53	0.528	rgb(223,116,117)	1.9906	None
ISL1	ETV1	0.86222	50.53	0.526	rgb(223,117,118)	1.9906	None
LHX1	ACOT7	0.86222	50.53	0.528	rgb(223,116,117)	1.9906	None
LMX1A	VCAN	0.86222	50.53	0.533	rgb(223,115,116)	1.9906	None
MAFA	NEUROD2	0.86222	50.53	0.533	rgb(223,115,116)	1.9906	None
MAFA	VWCE	0.86222	50.53	0.527	rgb(223,116,117)	1.9906	None
MAFB	CERKL	0.86222	50.53	0.53	rgb(223,116,117)	1.9906	None
MAFB	SST	0.86222	50.53	0.531	rgb(223,116,117)	1.9906	None
NEUROD2	ARHGAP9	0.86222	50.53	0.526	rgb(223,116,118)	1.9906	None
NEUROD2	SERPINI1	0.86222	50.53	0.531	rgb(223,116,117)	1.9906	None
NEUROG3	SUSD2	0.86222	50.53	0.526	rgb(223,117,118)	1.9906	None
NR4A2	POU6F1	0.86222	50.53	0.527	rgb(223,116,117)	1.9906	None
ONECUT2	DQ598910	0.86222	50.53	0.535	rgb(223,115,116)	1.9906	2,2
PAX4	USP41	0.86222	50.53	0.531	rgb(223,116,117)	1.9906	None
PDX1	NEFL	-0.86222	50.53	-5.3E-01	rgb(101,147,237)	1.9906	None
PDX1	RTN4RL1	0.86222	50.53	0.528	rgb(223,116,117)	1.9906	None
PDX1	SPC25	-0.86222	50.53	-5.3E-01	rgb(102,147,237)	1.9906	None
RFX6	INSRR	0.86222	50.53	0.527	rgb(223,116,117)	1.9906	None
RORC	SPON1	-0.86222	50.53	-5.3E-01	rgb(102,147,237)	1.9906	None
SOX4	BOC	0.86222	50.53	0.527	rgb(223,116,117)	1.9906	None
SPIB	IL17C	-0.86222	50.53	-5.3E-01	rgb(102,147,237)	1.9906	None
SPIB	NRXN2	0.86222	50.53	0.53	rgb(223,116,117)	1.9906	None
TFCP2L1	NAALADL1	-0.86222	50.53	-5.3E-01	rgb(101,147,237)	1.9906	None
TGIF2	RNF157-AS1	0.86222	50.53	0.526	rgb(223,117,118)	1.9906	None
ZFHX2	GPR133	0.86222	50.53	0.527	rgb(223,116,117)	1.9906	2,2
ZFP92	AK316092	0.86222	50.53	0.532	rgb(223,115,116)	1.9906	2,2
ZNF382	BC006435	0.86222	50.53	0.53	rgb(223,116,117)	1.9906	2,2
ZNF846	CHRNA5	-0.86222	50.53	-5.3E-01	rgb(103,148,237)	1.9906	None
ZNF846	EID2	-0.86222	50.53	-5.3E-01	rgb(102,147,237)	1.9906	None
ZNF846	UBL5	-0.86222	50.53	-5.3E-01	rgb(101,147,237)	1.9906	None
ATF6	STXBP1	0.85929	50.52	0.515	rgb(223,119,120)	1.9904	None
ELF4	HES6	-0.85929	50.52	-5.2E-01	rgb(103,148,237)	1.9904	None
ETV1	FAM227A	0.85929	50.52	0.521	rgb(223,117,118)	1.9904	None
ETV1	MAP2	0.85929	50.52	0.52	rgb(223,118,119)	1.9904	None
