TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
RFX6	ST18	1	51	0.995	rgb(228, 27, 29)	2	None
ARX	DOK6	0.99739	50.99	0.993	rgb(228, 27, 29)	1.9998	None
ASCL1	GCH1	0.99739	50.99	0.987	rgb(228, 28, 30)	1.9998	None
ASCL1	SV2B	0.99739	50.99	0.987	rgb(228, 28, 30)	1.9998	None
INSM1	PGA5	0.99739	50.99	0.987	rgb(228, 29, 31)	1.9998	None
RFX6	NEUROD1	0.99739	50.99	0.993	rgb(228, 27, 29)	1.9998	None
RFX6	NKX2-2	0.99739	50.99	0.989	rgb(228, 28, 30)	1.9998	None
RFX6	PDZRN3	0.99739	50.99	0.989	rgb(228, 28, 30)	1.9998	None
ETS1	GSTM2	-0.99477	50.98	-9.8E-01	rgb(  5, 88,254)	1.9996	None
TEAD1	CACNA2D1	0.99477	50.98	0.975	rgb(228, 31, 33)	1.9996	None
ARX	MMRN1	0.99216	50.97	0.975	rgb(228, 31, 33)	1.9994	None
ETV1	SV2A	0.99216	50.97	0.974	rgb(228, 31, 33)	1.9994	None
FEV	SLC18A1	0.99216	50.97	0.968	rgb(228, 32, 34)	1.9994	None
NFAT5	TBC1D8B	0.99216	50.97	0.971	rgb(228, 32, 34)	1.9994	None
PDX1	SSTR5	0.99216	50.97	0.965	rgb(228, 33, 35)	1.9994	None
RFX6	BTBD17	0.99216	50.97	0.965	rgb(228, 33, 35)	1.9994	None
RFX6	CA8	0.99216	50.97	0.971	rgb(228, 32, 34)	1.9994	None
RFX6	DUSP26	0.99216	50.97	0.97	rgb(228, 32, 34)	1.9994	None
RFX6	IGFBPL1	0.99216	50.97	0.966	rgb(228, 33, 34)	1.9994	None
RFX6	MARCH4	0.99216	50.97	0.966	rgb(228, 32, 34)	1.9994	None
ARX	SVOP	0.98954	50.96	0.963	rgb(228, 33, 35)	1.9992	None
FEV	HLA-DQA2	0.98954	50.96	0.963	rgb(228, 33, 35)	1.9992	2,2
HMBOX1	RNF213	0.98954	50.96	0.964	rgb(228, 33, 35)	1.9992	None
NEUROD1	KCNIP3	0.98954	50.96	0.957	rgb(228, 34, 36)	1.9992	None
NEUROD1	SCG2	0.98954	50.96	0.961	rgb(228, 34, 35)	1.9992	None
RFX6	LOC728392	0.98954	50.96	0.957	rgb(228, 34, 36)	1.9992	None
RFX6	TOX	0.98954	50.96	0.956	rgb(228, 34, 36)	1.9992	None
ZNF514	AX746764	0.98954	50.96	0.957	rgb(228, 34, 36)	1.9992	2,2
FEV	HMP19	0.98693	50.95	0.951	rgb(227, 35, 37)	1.999	2,2
FEV	TMEFF1	0.98693	50.95	0.947	rgb(227, 36, 38)	1.999	None
GATA2	FAM171B	0.98693	50.95	0.947	rgb(227, 36, 38)	1.999	None
PLAG1	FW340055	0.98693	50.95	0.95	rgb(227, 36, 37)	1.999	2,2
PLAG1	HOOK3	0.98693	50.95	0.946	rgb(227, 36, 38)	1.999	None
SOX4	CYP27A1	0.98693	50.95	0.948	rgb(227, 36, 38)	1.999	None
ARNT2	SDK1	0.98431	50.94	0.943	rgb(227, 37, 39)	1.9988	None
FEV	AP3B2	0.98431	50.94	0.937	rgb(227, 38, 40)	1.9988	None
FEV	PGM5	0.98431	50.94	0.937	rgb(227, 38, 40)	1.9988	None
FEV	SCGB1A1	0.98431	50.94	0.942	rgb(227, 37, 39)	1.9988	None
FOXP2	BCAT1	0.98431	50.94	0.943	rgb(227, 37, 39)	1.9988	None
HHEX	TTR	0.98431	50.94	0.941	rgb(227, 37, 39)	1.9988	None
LMX1A	UNC80	0.98431	50.94	0.936	rgb(227, 38, 40)	1.9988	None
LMX1B	BAALC	0.98431	50.94	0.94	rgb(227, 37, 39)	1.9988	None
MAFF	NFRKB	0.98431	50.94	0.936	rgb(227, 38, 40)	1.9988	None
NEUROD1	HES6	0.98431	50.94	0.944	rgb(227, 37, 39)	1.9988	None
NKX2-2	LINC00261	0.98431	50.94	0.936	rgb(227, 38, 40)	1.9988	None
NKX2-2	RGS4	0.98431	50.94	0.937	rgb(227, 38, 40)	1.9988	None
ONECUT2	ZFP62	0.98431	50.94	0.944	rgb(227, 37, 39)	1.9988	None
PLAG1	LINC00939	0.98431	50.94	0.944	rgb(227, 37, 39)	1.9988	None
PLAG1	RNPC3	0.98431	50.94	0.94	rgb(227, 37, 39)	1.9988	None
PRDM16	NFRKB	0.98431	50.94	0.937	rgb(227, 38, 40)	1.9988	None
PRDM16	PRRT2	0.98431	50.94	0.937	rgb(227, 38, 40)	1.9988	None
SOX4	FAM126A	0.98431	50.94	0.939	rgb(227, 38, 39)	1.9988	None
SOX4	SUSD2	0.98431	50.94	0.937	rgb(227, 38, 40)	1.9988	None
TGIF2	CENPE	0.98431	50.94	0.936	rgb(227, 38, 40)	1.9988	None
ZNF846	BLMH	-0.98431	50.94	-9.4E-01	rgb( 14, 93,253)	1.9988	None
ZNF514	BX641154	0.98431	50.94	0.943	rgb(227, 37, 39)	1.9988	2,2
ARX	CPB1	0.9817	50.93	0.926	rgb(227, 40, 42)	1.9986	None
ETV1	SST	0.9817	50.93	0.927	rgb(227, 40, 42)	1.9986	None
FEV	KCNK16	0.9817	50.93	0.933	rgb(227, 39, 41)	1.9986	None
HIF1A	ADNP	0.9817	50.93	0.932	rgb(227, 39, 41)	1.9986	None
LMX1B	FGF9	0.9817	50.93	0.933	rgb(227, 39, 41)	1.9986	None
NEUROD1	ADORA2A	0.9817	50.93	0.932	rgb(227, 39, 41)	1.9986	None
NEUROG3	CELA3A	0.9817	50.93	0.927	rgb(227, 40, 42)	1.9986	None
NFAT5	TMEM212	0.9817	50.93	0.93	rgb(227, 39, 41)	1.9986	None
PLAG1	UBE2S	-0.9817	50.93	-9.3E-01	rgb( 16, 95,252)	1.9986	None
PRDM16	AHNAK	0.9817	50.93	0.926	rgb(227, 40, 42)	1.9986	None
RFX6	BHMT	0.9817	50.93	0.925	rgb(227, 40, 42)	1.9986	None
RFX6	GRIK3	0.9817	50.93	0.93	rgb(227, 39, 41)	1.9986	None
RFX6	LOC646903	0.9817	50.93	0.932	rgb(227, 39, 41)	1.9986	None
RFX6	OR51E2	0.9817	50.93	0.928	rgb(227, 40, 42)	1.9986	None
SOX4	PROX1	0.9817	50.93	0.933	rgb(227, 39, 41)	1.9986	None
TEAD2	MMP11	0.9817	50.93	0.926	rgb(227, 40, 42)	1.9986	None
TFCP2L1	FCGBP	0.9817	50.93	0.929	rgb(227, 40, 41)	1.9986	None
ZNF846	NAT14	-0.9817	50.93	-9.3E-01	rgb( 15, 94,252)	1.9986	None
ARX	AF131837	0.97908	50.92	0.918	rgb(227, 42, 43)	1.9984	2,2
ARX	FEV	0.97908	50.92	0.916	rgb(227, 42, 44)	1.9984	None
ASCL2	LONRF2	0.97908	50.92	0.915	rgb(227, 42, 44)	1.9984	None
ELF4	CD52	-0.97908	50.92	-9.2E-01	rgb( 17, 95,252)	1.9984	None
ETS1	MUC16	-0.97908	50.92	-9.2E-01	rgb( 18, 96,252)	1.9984	None
ETS1	REG4	-0.97908	50.92	-9.2E-01	rgb( 18, 96,252)	1.9984	None
ETV1	COL14A1	0.97908	50.92	0.921	rgb(227, 41, 43)	1.9984	None
FEV	AMER3	0.97908	50.92	0.92	rgb(227, 41, 43)	1.9984	None
FEV	BRSK1	0.97908	50.92	0.921	rgb(227, 41, 43)	1.9984	None
FEV	NOVA2	0.97908	50.92	0.92	rgb(227, 41, 43)	1.9984	None
FEV	WNK3	0.97908	50.92	0.916	rgb(227, 42, 44)	1.9984	None
LMX1A	BLMH	0.97908	50.92	0.917	rgb(227, 42, 44)	1.9984	None
LMX1A	CHST9	0.97908	50.92	0.917	rgb(227, 42, 44)	1.9984	2,2
LMX1A	GPC5-AS1	0.97908	50.92	0.915	rgb(227, 42, 44)	1.9984	2,2
MXI1	TFF2	0.97908	50.92	0.919	rgb(227, 41, 43)	1.9984	None
NEUROD1	ADAMTS2	0.97908	50.92	0.919	rgb(227, 41, 43)	1.9984	None
NEUROD1	ASXL3	0.97908	50.92	0.923	rgb(227, 41, 43)	1.9984	None
NEUROG3	TUBB4A	0.97908	50.92	0.916	rgb(227, 42, 44)	1.9984	None
NFAT5	ONECUT2	0.97908	50.92	0.924	rgb(227, 40, 42)	1.9984	None
PAX4	CELA3A	0.97908	50.92	0.919	rgb(227, 41, 43)	1.9984	None
PDX1	FXYD6	0.97908	50.92	0.925	rgb(227, 40, 42)	1.9984	None
PDX1	SESN2	0.97908	50.92	0.924	rgb(227, 40, 42)	1.9984	None
TP73	AMPD3	0.97908	50.92	0.917	rgb(227, 42, 44)	1.9984	None
ARX	ID4	0.97647	50.91	0.914	rgb(227, 42, 44)	1.9982	None
ASCL1	TRPM2	0.97647	50.91	0.909	rgb(227, 43, 45)	1.9982	None
ETV1	ELAVL3	0.97647	50.91	0.913	rgb(227, 43, 44)	1.9982	None
ETV1	SCG5	0.97647	50.91	0.914	rgb(227, 42, 44)	1.9982	None
FEV	DDN	0.97647	50.91	0.907	rgb(227, 44, 46)	1.9982	None
FOXA1	CDH5	-0.97647	50.91	-9.1E-01	rgb( 19, 97,252)	1.9982	None
LMX1A	GFRA3	0.97647	50.91	0.911	rgb(227, 43, 45)	1.9982	None
LMX1A	KIAA2022	0.97647	50.91	0.906	rgb(227, 44, 46)	1.9982	2,2
MAFA	USP6	0.97647	50.91	0.909	rgb(227, 43, 45)	1.9982	None
MAFF	ARHGAP24	-0.97647	50.91	-9.1E-01	rgb( 20, 97,252)	1.9982	None
NEUROD1	DLL3	0.97647	50.91	0.915	rgb(227, 42, 44)	1.9982	None
NEUROD1	SSTR2	0.97647	50.91	0.908	rgb(227, 44, 45)	1.9982	None
NEUROG3	DKK3	0.97647	50.91	0.912	rgb(227, 43, 45)	1.9982	None
NEUROG3	GDF10	0.97647	50.91	0.91	rgb(227, 43, 45)	1.9982	None
NFAT5	NEAT1	0.97647	50.91	0.908	rgb(227, 44, 45)	1.9982	None
ONECUT2	UTS2B	0.97647	50.91	0.91	rgb(227, 43, 45)	1.9982	None
PBX3	FCGBP	-0.97647	50.91	-9.1E-01	rgb( 20, 97,251)	1.9982	None
RFX6	KCNH6	0.97647	50.91	0.909	rgb(227, 43, 45)	1.9982	None
RFX6	KIF1A	0.97647	50.91	0.915	rgb(227, 42, 44)	1.9982	None
RFX6	PRR18	0.97647	50.91	0.906	rgb(227, 44, 46)	1.9982	None
RORC	ZNF117	-0.97647	50.91	-9.1E-01	rgb( 20, 97,251)	1.9982	None
SOX4	GFRA1	0.97647	50.91	0.908	rgb(227, 44, 45)	1.9982	None
SOX4	PCBP4	0.97647	50.91	0.912	rgb(227, 43, 45)	1.9982	None
SPIB	MS4A8	0.97647	50.91	0.908	rgb(227, 43, 45)	1.9982	None
TEAD2	PLEKHO1	0.97647	50.91	0.908	rgb(227, 44, 45)	1.9982	None
TP73	SHF	0.97647	50.91	0.913	rgb(227, 43, 44)	1.9982	None
ZNF846	ZNF519	0.97647	50.91	0.905	rgb(227, 44, 46)	1.9982	None
E2F7	BLMH	0.97385	50.9	0.904	rgb(227, 44, 46)	1.998	None
E2F7	SMARCD2	0.97385	50.9	0.899	rgb(227, 45, 47)	1.998	None
ETS1	SOX4	0.97385	50.9	0.901	rgb(227, 45, 47)	1.998	None
ETV1	AVPR1B	0.97385	50.9	0.895	rgb(227, 46, 48)	1.998	None
ETV1	CTPS1	0.97385	50.9	0.895	rgb(227, 46, 48)	1.998	None
ETV1	SPEG	0.97385	50.9	0.904	rgb(227, 44, 46)	1.998	None
ETV1	SRCIN1	0.97385	50.9	0.896	rgb(227, 46, 48)	1.998	None
FEV	GHRL	0.97385	50.9	0.905	rgb(227, 44, 46)	1.998	None
FOXA2	GFRA1	0.97385	50.9	0.901	rgb(227, 45, 47)	1.998	None
FOXP2	GIP	-0.97385	50.9	-9.0E-01	rgb( 23, 99,251)	1.998	None
HIF1A	PRR5-ARHGAP8	-0.97385	50.9	-9.0E-01	rgb( 21, 98,251)	1.998	None
HMBOX1	LOC728175	0.97385	50.9	0.904	rgb(227, 44, 46)	1.998	2,2
LMX1A	DDC	0.97385	50.9	0.901	rgb(227, 45, 47)	1.998	None
LMX1A	RGS11	0.97385	50.9	0.895	rgb(227, 46, 48)	1.998	None
NFAT5	DNAJB13	0.97385	50.9	0.9	rgb(227, 45, 47)	1.998	None
PDX1	CENPE	-0.97385	50.9	-9.0E-01	rgb( 21, 98,251)	1.998	None
RFX2	ARHGAP33	0.97385	50.9	0.896	rgb(227, 46, 48)	1.998	None
RFX6	SYT4	0.97385	50.9	0.903	rgb(227, 45, 46)	1.998	None
RFX6	TMEM200A	0.97385	50.9	0.899	rgb(227, 45, 47)	1.998	None
SOX4	CDH5	0.97385	50.9	0.895	rgb(227, 46, 48)	1.998	None
TP73	TMPRSS11E	0.97385	50.9	0.9	rgb(227, 45, 47)	1.998	None
ZNF514	SNX29P2	0.97385	50.9	0.896	rgb(227, 46, 48)	1.998	2,2
ARX	KIF1A	0.97124	50.89	0.89	rgb(227, 47, 49)	1.9978	None
ASCL2	RAB36	0.97124	50.89	0.892	rgb(227, 47, 48)	1.9978	None
ATF5	IL17C	-0.97124	50.89	-8.9E-01	rgb( 23, 99,251)	1.9978	None
ELF4	FKBP7	-0.97124	50.89	-8.9E-01	rgb( 24, 99,251)	1.9978	None
ETS1	TBC1D8B	0.97124	50.89	0.891	rgb(227, 47, 49)	1.9978	None
FEV	TUB	0.97124	50.89	0.894	rgb(227, 46, 48)	1.9978	None
FOXA2	NREP	0.97124	50.89	0.885	rgb(227, 48, 50)	1.9978	None
FOXD4L5	SLC38A3	-0.97124	50.89	-8.9E-01	rgb( 23, 99,251)	1.9978	None
LMX1A	CLEC4G	0.97124	50.89	0.885	rgb(227, 48, 50)	1.9978	2,2
LMX1A	PYY	0.97124	50.89	0.892	rgb(227, 47, 48)	1.9978	None
MAFA	PYY	0.97124	50.89	0.893	rgb(227, 47, 48)	1.9978	None
NEUROD1	SEPT5-GP1BB	0.97124	50.89	0.89	rgb(227, 47, 49)	1.9978	2,2
NEUROD2	SERPINI1	0.97124	50.89	0.89	rgb(227, 47, 49)	1.9978	None
NEUROD2	VASH2	0.97124	50.89	0.891	rgb(227, 47, 49)	1.9978	None
NEUROG3	KCNE4	0.97124	50.89	0.888	rgb(227, 47, 49)	1.9978	None
NEUROG3	MUC2	-0.97124	50.89	-8.9E-01	rgb( 23, 99,251)	1.9978	None
NR4A3	STMND1	-0.97124	50.89	-8.9E-01	rgb( 24,100,251)	1.9978	None
ONECUT2	CCDC14	0.97124	50.89	0.886	rgb(227, 48, 50)	1.9978	None
PAX6	ST8SIA3	0.97124	50.89	0.889	rgb(227, 47, 49)	1.9978	None
PRDM16	PRKXP1	0.97124	50.89	0.888	rgb(227, 47, 49)	1.9978	None
RFX3	ITGA7	0.97124	50.89	0.892	rgb(227, 47, 48)	1.9978	None
RFX6	SCGB1C1	0.97124	50.89	0.893	rgb(227, 46, 48)	1.9978	None
SOX4	HES4	0.97124	50.89	0.887	rgb(227, 48, 49)	1.9978	None
SOX4	NINJ1	0.97124	50.89	0.888	rgb(227, 47, 49)	1.9978	None
ZNF514	AK128656	0.97124	50.89	0.892	rgb(227, 47, 48)	1.9978	2,2
ARX	LMX1A	0.96862	50.88	0.877	rgb(227, 49, 51)	1.9976	None
ASCL1	KCNB2	0.96862	50.88	0.884	rgb(227, 48, 50)	1.9976	None
ASCL2	KIAA1324	0.96862	50.88	0.877	rgb(227, 50, 51)	1.9976	None
E2F7	CIT	0.96862	50.88	0.879	rgb(227, 49, 51)	1.9976	None
ETS1	MAGED1	-0.96862	50.88	-8.8E-01	rgb( 27,101,250)	1.9976	None
ETV1	CHGB	0.96862	50.88	0.881	rgb(227, 49, 51)	1.9976	None
FOXA1	LEFTY1	0.96862	50.88	0.878	rgb(227, 49, 51)	1.9976	None
FOXA1	TMEM151A	0.96862	50.88	0.879	rgb(227, 49, 51)	1.9976	None
FOXA1	ZFP90	0.96862	50.88	0.881	rgb(227, 49, 51)	1.9976	None
GATA6	LINC00894	-0.96862	50.88	-8.8E-01	rgb( 27,101,250)	1.9976	None
HEYL	NEUROD2	0.96862	50.88	0.882	rgb(227, 49, 50)	1.9976	None
HIF1A	PCBP4	-0.96862	50.88	-8.8E-01	rgb( 27,101,250)	1.9976	None
HMBOX1	NNMT	-0.96862	50.88	-8.8E-01	rgb( 26,101,251)	1.9976	None
HOXB9	SSTR5	-0.96862	50.88	-8.8E-01	rgb( 26,101,250)	1.9976	None
ISL1	SGCD	0.96862	50.88	0.88	rgb(227, 49, 51)	1.9976	None
LMX1A	CARTPT	0.96862	50.88	0.881	rgb(227, 49, 50)	1.9976	2,2
LMX1B	RAP1GAP2	0.96862	50.88	0.881	rgb(227, 49, 51)	1.9976	None
MAFB	GABRP	-0.96862	50.88	-8.8E-01	rgb( 27,101,250)	1.9976	None
NEUROG3	LINC00930	0.96862	50.88	0.882	rgb(227, 48, 50)	1.9976	None
NKX2-2	RGS9	0.96862	50.88	0.882	rgb(227, 48, 50)	1.9976	None
ONECUT3	SSBP2	-0.96862	50.88	-8.8E-01	rgb( 25,100,251)	1.9976	None
PBX3	FTCD	0.96862	50.88	0.881	rgb(227, 49, 51)	1.9976	None
SOX4	MDK	0.96862	50.88	0.885	rgb(227, 48, 50)	1.9976	None
SOX4	PLCG2	0.96862	50.88	0.885	rgb(227, 48, 50)	1.9976	None
SOX4	SPARC	0.96862	50.88	0.876	rgb(227, 50, 52)	1.9976	None
TEAD2	TUBB3	0.96862	50.88	0.879	rgb(227, 49, 51)	1.9976	None
TFCP2L1	ZFP28	0.96862	50.88	0.884	rgb(227, 48, 50)	1.9976	None
ZNF519	AL831889	0.96862	50.88	0.877	rgb(227, 49, 51)	1.9976	2,2
ZNF846	EXOSC4	-0.96862	50.88	-8.8E-01	rgb( 27,101,250)	1.9976	None
ZNF846	PRR5-ARHGAP8	0.96862	50.88	0.884	rgb(227, 48, 50)	1.9976	None
ZNF514	AX746991	0.96862	50.88	0.878	rgb(227, 49, 51)	1.9976	2,2
ARX	AK094786	0.96601	50.87	0.867	rgb(227, 51, 53)	1.9974	2,2
ETV1	SUCNR1	0.96601	50.87	0.871	rgb(227, 51, 52)	1.9974	2,2
FEV	ACSS3	0.96601	50.87	0.873	rgb(227, 50, 52)	1.9974	None
FOXA1	SUSD2	-0.96601	50.87	-8.7E-01	rgb( 27,102,250)	1.9974	None
FOXP2	COL21A1	0.96601	50.87	0.873	rgb(227, 50, 52)	1.9974	None
GATA2	AMBP	0.96601	50.87	0.872	rgb(227, 50, 52)	1.9974	None
HES4	LOC389332	0.96601	50.87	0.871	rgb(227, 51, 52)	1.9974	2,2
HHEX	DTX3	0.96601	50.87	0.868	rgb(227, 51, 53)	1.9974	2,2
LMX1B	LRRC49	0.96601	50.87	0.87	rgb(227, 51, 53)	1.9974	None
LMX1B	NOL4	0.96601	50.87	0.865	rgb(227, 52, 53)	1.9974	None
MAFA	AMBP	0.96601	50.87	0.87	rgb(227, 51, 53)	1.9974	None
NEUROD2	LOC100188947	0.96601	50.87	0.872	rgb(227, 50, 52)	1.9974	2,2
NEUROG3	QDPR	0.96601	50.87	0.873	rgb(227, 50, 52)	1.9974	None
NR4A2	PER2	0.96601	50.87	0.874	rgb(227, 50, 52)	1.9974	None
ONECUT1	EDAR	-0.96601	50.87	-8.7E-01	rgb( 27,102,250)	1.9974	None
ONECUT3	MSMB	-0.96601	50.87	-8.7E-01	rgb( 29,103,250)	1.9974	None
ONECUT3	TET1	0.96601	50.87	0.872	rgb(227, 50, 52)	1.9974	None
PBX1	PRR7	-0.96601	50.87	-8.7E-01	rgb( 27,102,250)	1.9974	None
PDX1	SAMD11	0.96601	50.87	0.869	rgb(227, 51, 53)	1.9974	None
PDX1	TTBK1	0.96601	50.87	0.868	rgb(227, 51, 53)	1.9974	None
PRDM16	LINC00894	0.96601	50.87	0.867	rgb(227, 51, 53)	1.9974	None
PRDM16	SCHIP1	-0.96601	50.87	-8.7E-01	rgb( 29,103,250)	1.9974	None
RFX2	EID2	-0.96601	50.87	-8.7E-01	rgb( 27,102,250)	1.9974	None
RFX3	MAML3	0.96601	50.87	0.867	rgb(227, 51, 53)	1.9974	None
RFX6	GATA2	0.96601	50.87	0.865	rgb(227, 52, 53)	1.9974	None
RFX6	NAT8L	0.96601	50.87	0.873	rgb(227, 50, 52)	1.9974	None
SOX4	ETS1	0.96601	50.87	0.866	rgb(227, 52, 53)	1.9974	None
SOX4	MEX3B	0.96601	50.87	0.872	rgb(227, 50, 52)	1.9974	None
SOX4	PTCH1	0.96601	50.87	0.867	rgb(227, 51, 53)	1.9974	None
TGIF2	KDM1A	0.96601	50.87	0.866	rgb(227, 52, 53)	1.9974	None
TP73	CYMP	0.96601	50.87	0.869	rgb(227, 51, 53)	1.9974	None
ZNF846	BC029255	0.96601	50.87	0.872	rgb(227, 50, 52)	1.9974	2,2
ATOH8	TMEM8C	0.96601	50.87	0.866	rgb(227, 52, 53)	1.9974	2,2
CCDC17	BX649158	0.96601	50.87	0.873	rgb(227, 50, 52)	1.9974	2,2
ZNF117	AB007962	0.96601	50.87	0.867	rgb(227, 51, 53)	1.9974	2,2
ASCL2	LINC00261	0.96339	50.86	0.859	rgb(226, 53, 55)	1.9972	None
ASCL2	PLEKHB1	0.96339	50.86	0.862	rgb(226, 52, 54)	1.9972	None
ATF5	TTBK1	0.96339	50.86	0.862	rgb(226, 52, 54)	1.9972	None
E2F7	SERTAD1	-0.96339	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
ETS1	RNF157-AS1	-0.96339	50.86	-8.6E-01	rgb( 30,103,250)	1.9972	None
ETV1	CCDC74B	0.96339	50.86	0.856	rgb(226, 53, 55)	1.9972	None
ETV1	RIMBP2	0.96339	50.86	0.858	rgb(226, 53, 55)	1.9972	None
ETV1	SPRED3	0.96339	50.86	0.864	rgb(227, 52, 54)	1.9972	None
FEV	ASCL1	0.96339	50.86	0.859	rgb(226, 53, 55)	1.9972	2,2
FEV	CACNG7	0.96339	50.86	0.856	rgb(226, 54, 55)	1.9972	None
FEV	GJD2	0.96339	50.86	0.857	rgb(226, 53, 55)	1.9972	None
FEV	NPAS3	0.96339	50.86	0.861	rgb(226, 53, 54)	1.9972	None
FOXA1	CD70	-0.96339	50.86	-8.6E-01	rgb( 29,103,250)	1.9972	None
FOXA2	ADH6	0.96339	50.86	0.858	rgb(226, 53, 55)	1.9972	None
FOXP2	FAXC	0.96339	50.86	0.857	rgb(226, 53, 55)	1.9972	None
GATA2	RTN4RL1	0.96339	50.86	0.86	rgb(226, 53, 54)	1.9972	None
HES4	SYNGR3	0.96339	50.86	0.863	rgb(226, 52, 54)	1.9972	None
HMBOX1	SULT1C2P1	0.96339	50.86	0.86	rgb(226, 53, 55)	1.9972	None
MAFB	MLLT11	0.96339	50.86	0.864	rgb(227, 52, 54)	1.9972	None
MAFF	ABCC4	-0.96339	50.86	-8.6E-01	rgb( 30,103,250)	1.9972	None
MAFF	BC043205	-0.96339	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	2,2
MXI1	IGSF9B	-0.96339	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
MXI1	MAP9	-0.96339	50.86	-8.6E-01	rgb( 29,103,250)	1.9972	None
NEUROD2	ARHGAP22	0.96339	50.86	0.863	rgb(226, 52, 54)	1.9972	None
NEUROG3	FLT1	0.96339	50.86	0.861	rgb(226, 52, 54)	1.9972	None
NEUROG3	MARCH4	-0.96339	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
NEUROG3	PMP22	0.96339	50.86	0.863	rgb(226, 52, 54)	1.9972	None
NEUROG3	SPINK4	0.96339	50.86	0.86	rgb(226, 53, 54)	1.9972	None
PAX4	C1QL1	0.96339	50.86	0.859	rgb(226, 53, 55)	1.9972	None
PBX3	CELF4	0.96339	50.86	0.859	rgb(226, 53, 55)	1.9972	None
PDX1	CDKN1A	0.96339	50.86	0.864	rgb(227, 52, 54)	1.9972	None
SOX4	CYMP	0.96339	50.86	0.859	rgb(226, 53, 55)	1.9972	None
SOX4	DKK3	-0.96339	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
SOX4	SAP30	0.96339	50.86	0.864	rgb(226, 52, 54)	1.9972	None
SOX4	SBK1	0.96339	50.86	0.861	rgb(226, 52, 54)	1.9972	None
ZFHX2	CCDC40	0.96339	50.86	0.857	rgb(226, 53, 55)	1.9972	None
ZNF382	RPS15AP10	0.96339	50.86	0.862	rgb(226, 52, 54)	1.9972	None
ZNF519	ARHGAP33	0.96339	50.86	0.861	rgb(226, 53, 54)	1.9972	None
ZNF846	MRPL34	-0.96339	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
ZNF846	SPDYE5	0.96339	50.86	0.862	rgb(226, 52, 54)	1.9972	None
ZNF846	TPGS1	-0.96339	50.86	-8.6E-01	rgb( 29,103,250)	1.9972	None
ZNF883	TPPP3	0.96339	50.86	0.857	rgb(226, 53, 55)	1.9972	None
CBX2	NPTX2	0.96339	50.86	0.857	rgb(226, 53, 55)	1.9972	2,2
ZNF514	LOC100288069	0.96339	50.86	0.862	rgb(226, 52, 54)	1.9972	2,2
E2F7	ADNP	0.96078	50.85	0.851	rgb(226, 55, 56)	1.997	None
EGR3	EMB	-0.96078	50.85	-8.5E-01	rgb( 33,105,249)	1.997	None
ETS1	XKR7	0.96078	50.85	0.85	rgb(226, 55, 56)	1.997	None
ETV1	GABRG2	0.96078	50.85	0.85	rgb(226, 55, 56)	1.997	None
FOXA1	FAM13A-AS1	-0.96078	50.85	-8.5E-01	rgb( 32,105,249)	1.997	None
FOXA2	RNPC3	-0.96078	50.85	-8.5E-01	rgb( 33,105,249)	1.997	None
FOXD4L5	SSTR5	-0.96078	50.85	-8.5E-01	rgb( 32,104,249)	1.997	None
FOXP2	CSH1	0.96078	50.85	0.847	rgb(226, 55, 57)	1.997	None
FOXP2	RIIAD1	0.96078	50.85	0.85	rgb(226, 55, 56)	1.997	None
HIF1A	ATF7IP	0.96078	50.85	0.849	rgb(226, 55, 56)	1.997	None
LMX1A	PCSK2	0.96078	50.85	0.847	rgb(226, 55, 57)	1.997	None
LMX1B	CACNA2D1	0.96078	50.85	0.852	rgb(226, 54, 56)	1.997	None
LMX1B	MAP6	0.96078	50.85	0.849	rgb(226, 55, 57)	1.997	None
LMX1B	PTCHD2	0.96078	50.85	0.851	rgb(226, 54, 56)	1.997	2,2
NKX2-2	GNAO1	0.96078	50.85	0.849	rgb(226, 55, 57)	1.997	None
NR4A3	LEFTY1	0.96078	50.85	0.855	rgb(226, 54, 55)	1.997	None
ONECUT2	TMEM45A	0.96078	50.85	0.852	rgb(226, 54, 56)	1.997	None
ONECUT2	UBN2	0.96078	50.85	0.848	rgb(226, 55, 57)	1.997	None
PBX3	SSTR5	0.96078	50.85	0.852	rgb(226, 54, 56)	1.997	None
PDX1	ASRGL1	0.96078	50.85	0.855	rgb(226, 54, 55)	1.997	None
RFX6	OR51E1	0.96078	50.85	0.847	rgb(226, 55, 57)	1.997	None
SMAD9	NFRKB	0.96078	50.85	0.849	rgb(226, 55, 56)	1.997	None
SOX4	ARHGAP33	-0.96078	50.85	-8.5E-01	rgb( 32,104,249)	1.997	None
SOX4	DLL4	0.96078	50.85	0.848	rgb(226, 55, 57)	1.997	None
TEAD2	CLDN6	0.96078	50.85	0.852	rgb(226, 54, 56)	1.997	None
TFCP2L1	PTPRN2	0.96078	50.85	0.846	rgb(226, 55, 57)	1.997	None
TGIF2	ANXA6	0.96078	50.85	0.846	rgb(226, 55, 57)	1.997	None
ZNF519	PER2	0.96078	50.85	0.846	rgb(226, 55, 57)	1.997	None
