TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
NEUROD1	RGS4	0.99986	50.985	0.985	rgb(228, 29, 31)	2	None
NEUROD1	SCG3	0.99972	50.98	0.979	rgb(228, 30, 32)	1.9999	None
NEUROD1	CHGA	0.99945	50.98	0.982	rgb(228, 29, 31)	1.9999	None
RFX6	MARCH4	0.99945	50.98	0.977	rgb(228, 30, 32)	1.9999	None
NEUROG3	C2CD4A	0.99931	50.96	0.956	rgb(228, 34, 36)	1.9995	None
NEUROD1	SCG2	0.99917	50.96	0.962	rgb(228, 33, 35)	1.9995	None
NEUROD1	SCN3A	0.99903	50.965	0.966	rgb(228, 32, 34)	1.9996	None
NEUROD1	LOC642366	0.9989	50.95	0.953	rgb(227, 35, 37)	1.9993	None
RFX6	LOC728392	0.99876	50.95	0.948	rgb(227, 36, 38)	1.9993	None
RFX6	KCNH6	0.99862	50.95	0.95	rgb(227, 36, 37)	1.9993	None
ATOH8	TMEM8C	0.99848	50.95	0.953	rgb(227, 35, 37)	1.9993	2,2
NEUROD1	SSTR2	0.99834	50.945	0.943	rgb(227, 37, 39)	1.9992	None
RFX6	KIF1A	0.99821	50.925	0.928	rgb(227, 40, 42)	1.9988	None
NEUROD1	DUSP26	0.99793	50.925	0.927	rgb(227, 40, 42)	1.9988	None
RFX6	BTBD17	0.99793	50.925	0.925	rgb(227, 40, 42)	1.9988	None
RFX6	PDZRN3	0.99779	50.915	0.915	rgb(227, 42, 44)	1.9986	None
ARX	ID4	0.99765	50.93	0.026	rgb(217,212,212)	1.9989	None
NEUROD1	DLL3	0.99752	50.91	0.911	rgb(227, 43, 45)	1.9985	None
NEUROG3	CABP7	0.99738	50.905	0.905	rgb(227, 44, 46)	1.9984	None
RFX6	OR51E1	0.99724	50.91	0.911	rgb(227, 43, 45)	1.9985	None
NEUROG3	CCND2	0.9971	50.9	0.899	rgb(227, 45, 47)	1.9983	None
NEUROD1	LOC100129175	0.99696	50.895	0.893	rgb(227, 46, 48)	1.9982	None
NEUROD1	BHMT	0.99683	50.895	0.897	rgb(227, 46, 48)	1.9982	None
NEUROD1	LOC100507351	0.99669	50.915	0.916	rgb(227, 42, 44)	1.9986	None
NEUROD1	TMEM196	0.99655	50.89	0.892	rgb(227, 47, 48)	1.9981	None
NEUROD1	LRRTM3	0.99641	50.905	0.906	rgb(227, 44, 46)	1.9984	None
NEUROD1	ASXL3	0.99627	50.9	0.9	rgb(227, 45, 47)	1.9983	None
NEUROG3	CELA3A	0.99614	50.885	0.886	rgb(227, 48, 50)	1.998	None
NEUROD1	SUCNR1	0.996	50.895	0.897	rgb(227, 46, 47)	1.9982	None
RFX6	CACNB2	0.99586	50.88	0.882	rgb(227, 48, 50)	1.9979	None
NEUROD1	KCNJ11	0.99572	50.88	0.88	rgb(227, 49, 51)	1.9979	None
NEUROD1	UBE2QL1	0.99558	50.905	0.904	rgb(227, 44, 46)	1.9984	None
TFCP2L1	MLLT11	0.99545	50.865	0.056	rgb(218,206,206)	1.9976	None
RFX6	PRR18	0.99531	50.87	0.873	rgb(227, 50, 52)	1.9977	None
RFX6	NAT8L	0.99517	50.86	0.858	rgb(226, 53, 55)	1.9975	None
RFX6	LOC646903	0.99503	50.875	0.876	rgb(227, 50, 51)	1.9978	None
RFX6	PCSK1N	0.9949	50.845	0.847	rgb(226, 55, 57)	1.9972	None
NEUROG3	PMP22	0.99476	50.85	0.854	rgb(226, 54, 56)	1.9973	None
NEUROD1	ENPP2	0.99462	50.855	0.853	rgb(226, 54, 56)	1.9974	None
NEUROD1	GPR119	0.99448	50.875	0.874	rgb(227, 50, 52)	1.9978	None
RFX6	LINC00643	0.99434	50.845	0.846	rgb(226, 55, 57)	1.9972	None
RFX6	TAGLN3	0.99421	50.835	0.835	rgb(226, 57, 59)	1.997	None
HSF2	PHLDA2	0.99407	50.83	0.04	rgb(217,209,210)	1.9969	None
RFX6	GATA2	0.99393	50.83	0.832	rgb(226, 58, 60)	1.9969	None
RFX6	ELFN1	0.99379	50.83	0.833	rgb(226, 58, 60)	1.9969	None
NEUROD1	PDE2A	0.99365	50.825	0.825	rgb(226, 59, 61)	1.9968	None
ELF4	SST	-0.99338	50.805	-4.9E-03	rgb(216,216,217)	1.9964	None
NEUROD1	TACR3	0.99338	50.805	0.802	rgb(226, 64, 65)	1.9964	None
NEUROG3	SPON2	0.99324	50.82	0.823	rgb(226, 60, 61)	1.9967	None
TGIF2	CLCA1	0.9931	50.8	0.02	rgb(217,213,213)	1.9963	None
