	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CXXC4	DACH1	DZIP1	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEYL	HHEX	HIC1	HIF1A	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PDX1	POU2F2	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SIM1	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853
AK092048	0	0	0	0	0	0	0	0	0	0	0	0	0.99007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK093555	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45392	0	-0.46551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK094325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24986	0	0	0	0	0
AK094786	0	0	0	0	0.17108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK094909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29539	0	0	0	0	0
AK094916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88866	0
AK095045	0	0	0	0	0	0	0	0	0	0	0.46123	0	0	0	0	0	0	0	0.26449	0	0	0	0	0	0	0.20875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK096291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43805	0	0	0	0	0
AK096718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82354	0	0	0.31153	0	0	0	0	0	0	0	0	0	0	0	0	0.74572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7878	0	0	0	0	0	0	0	0	0	0	0	-0.23551	0	0	0	0	0	0	0	0	0	0	0	0
AK123654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK123868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.085265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK123889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92757	0	0	0	0.93102	0
AK124194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60541	0
AK124970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60927	0	0	0	0	0
AK125301	0	0	0	0	0.041115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82768	0	0	0	0	0
AK125858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62873	0	0	0	0	0	0	0.35844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26987	0	0	0	0.55519	0
AK125871	0	0	0	0	0	-0.73951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93405	0	0	0	0	0
AK125960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70268	0	0	0	0	-0.54236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12624	0	0	0	0	0	0	0	0	0	0.76118	0
AK126286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28698	0	0	0	0	0
AK126318	0	-0.025524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22917	0.18488	0	0
AK127443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19109	0	0	0	0	0	0	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK128153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60541	0.6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK128559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36741	0	0.67329	0	0.36327	0
AK129879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK130076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68709	0	0	0	0	0	0	0	0	0	0	0	0	0.015453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35458	0	0.29912	0	0	0
AK310876	0	0	0	0	0	0	0	0.5992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074365	0	0	0	0	0
AK311213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64528	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031733	0	0	0	0	0
AK311257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12486	0	0	0	0	0.54815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK316092	0	0.15356	0	0	0	0.23151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65508	0	0	0	0	0	0	0.33858	0	0	0	0	0	0	0	0	0	0	0	0.39735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63976	0	0	0	0	0	0
AK5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7878	0	0	0	0	0	0.039597	0	0.96923	0	0	0	0	0	0	0	0	0	0	0.95185	0	0	0	0	0	0	0.56554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKNA	0	0	0	0	0.39183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.071192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44881	0	0	0	0	0	0	0.5694	0	0	0	0	0	0	0	0	0	0	0.3423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57809	0	0	0	0	0	0	0	0	0	0	0	0.96289	0.9564	0	0	0	0	0	0	0	0	0	0	0	0	-0.12486	-0.90549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.084437	0	0	0	0	0.07878	0	0	0	0	0	0	0	0	0	0	0	0
AKT3	0	0	0	0.72365	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068019	0.87362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32078	0	0	0	0	0	0	0.86369	0	0	0	0	0	0	0	0	0.33582	0	0	0	0	-0.35127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.78284	0	0	0	0	0	0	0	0	0	0	0	0
AL109792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL110171	0	0	-0.1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL117485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1388	0	0	0	0	0	0.01835	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71703	0	0	0	0	0.13121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL831889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21468	0.13121	0	0.39735	0	0
AL832439	0	0	0	0	0.44702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38893	0	0	0	0	0.81416	0	0	0	0	0	0	0	0.067605	0.16805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57809	0	0	0	0	0
ALAS2	0	0	0	0	-0.099062	0	0	0	0	0	0	0	0	0	0	-0.69826	0	0	0.87362	0	0	0	0	0.7769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084161	0	0.47958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24476	0	0	0
AMBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87362	0	0	0	0	0	0	0	0	0	0	0	0	-0.15563	0	0	0	0	0	0	0	0	0	0.40466	0	0	0	0	0.31153	0	0	0	0	0	0	0	0	0	0	0	-0.12141	-0.41529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMER3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37652	0	0	0.32078	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26987	0	0	0	0	0.42536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20999	0
AMPD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88411	0	0.84244	0	0	0	0	0	0.8801	0	0	0	0	0	0	0	0	0	0	0.63383	0	0	0	0	0	0	0	0.9237	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0.82768	0	0	0	0.68198	0	0	0
AMPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04415	0.085265	0.70268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7769	0	0	0	0	0	0	0	0	0.47958	0.29484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13397	0	0	0	0	0	-0.50442	0	0	0	0	0	0	0	0	-0.21744	0	0	0	0	0	0	0	0	0.20557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69288	-0.1886	0	0.9237	0	0	0	0	0.089542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD13B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25607	0	0	0.97254	0	0	0	0	0.31153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44371	0
ANKRD18A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.01973	0	0.48469	0	0	0	0	0	-0.9386	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43005	0	0	0.84851	0	0	0	0.50442	0	0	0	0	0	0	0	0	0	0	0.87362	0
ANKRD20A8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13121	0	0	0	0	0	0	0	0	-0.13507	0	0	0	0	0	0	0	0.29084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD36B	0	0	0	0	0.65508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24986	0	0	0	0	0.54236	0	0	0	0	0	0	0	0.11313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50028	0	0	0	0	0
ANKRD65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68709	0.70792	-0.73951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54815	0	0	0	0.95185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71703	0
ANP32A-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44164	0	0	0	0	0
AP3B2	0	0	0	0	0	0.85334	0	0	0	0	0	0	0	0	0	-0.8801	0	0	0.29236	0	0	0	0	0	0	0	0	0	0	0	0	-0.42577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90204	0	0	0	0	0	0	0	0.51462	0	0	0	0	-0.40811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65508	0	0	0	0	0	0	0	-0.91004	0	0	0	0
APBB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044702	0	0.16322	0	0	0	0.24324	0	0	0	0	0	0	0.74986	0	0	0	-0.41198	0	0	0	0	0	0	0	0	0	-0.43695	0	0	0	0	0	0	0	0	0	0	0	0
APBB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.087748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94123	0	0	0	0	0	0	-0.47958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066363	-0.93405	0	0.19109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88866	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4742	0	0	0	0	0	-0.17453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11727	0	0	0	0	-0.078091	-0.67329	0	0	0	0	0	0	0	0	0	0	0	0	0.092439	0	0	0.24324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APLP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32478	0	0.38521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81002	0	0	0	-0.43805	0	0	0	0.14335	0	0	0	0	0	-0.65508	0	0	0	0	0	0	0	0	0	0	-0.7878	0
ARHGAP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.036976	0	0	0	0	0	0	0	0	0	0	0	0.95944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.21427	0	0.14666	0	-0.43446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63976	0.96289	0	0.80491	0	0	0	0.84244	0	0	0	0	0	0	0	-0.35844	0	0	0	0	0	0	0	0	0	0	0.19109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72861	0	0	0	0	0	0	0
ARHGEF25	0	0	0	0	0	0	0	0	0	0	0	0	0.51642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34065	0	0.095337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89432	0.99007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69288	0	0	0	0	0	0	0	0
