	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	2	6	0	0	7	0	3	2	0	2	0	0	5	4	11	0	8	6	9	10	3	0	4	0	0	2	7	9	2	0	3	12	7	0	9	13	3	7	6	14	3	0	6	9	14	4	6	7	0	3	6	3	8	5	0	11	11	9	11	0	0	13	0	3	0	4	6	0	0	0	4	2	0
GO_CELL_CELL_CONTACT_ZONE	0	0	0	2	4	0	0	0	0	0	0	0	0	0	6	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	6	0	2	0	3	0	2	0	3	5	2	3	4	0	0	2	0	5	0	0	3	5	0	4	0	0	0	0	0	0	0	2	0	3	0	0	0	0
GO_CELL_CELL_JUNCTION	0	0	0	0	8	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	11	0	0	13	11	0	0	0	0	0	0	0	11	8	0	0	8	0	0	5	2	12	0	0	9	11	0	13	2	0	10	0	0	0	0	4	0	6	0	0	0	0
GO_CELL_CELL_JUNCTION_ASSEMBLY	0	0	0	0	3	0	0	0	0	0	0	0	0	3	6	0	0	0	3	4	0	2	0	0	3	0	2	3	0	0	0	4	4	0	6	6	0	3	0	0	0	0	0	0	4	0	0	0	0	2	3	0	5	0	0	0	0	0	4	0	0	4	0	0	0	0	2	0	0	0	0	0	0
GO_CELL_CELL_JUNCTION_ORGANIZATION	0	0	5	4	5	0	0	0	0	0	0	0	3	4	7	0	4	3	5	6	0	2	0	0	4	0	4	4	0	0	0	7	7	0	9	8	0	4	0	7	0	3	0	7	7	0	0	0	0	3	3	0	8	0	0	6	8	0	0	0	2	7	3	2	0	0	0	0	0	0	0	0	2
GO_CELL_CELL_SIGNALING	7	15	41	25	30	0	6	5	4	0	7	0	20	10	66	48	33	17	19	44	6	10	6	5	0	6	0	19	10	0	10	52	48	0	54	61	15	28	20	58	0	14	15	49	31	20	37	29	0	11	16	5	51	6	13	38	59	37	42	5	0	47	12	0	0	10	11	0	18	0	23	3	0
GO_CELL_CELL_SIGNALING_BY_WNT	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	2	2	0	0	2	0	0	0	0	0	0	0	3	0	0	0	2	3	0	2	3	0	0	0	2	0	2	0	2	4	0	2	0	0	0	2	0	3	0	0	0	4	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
GO_CELL_CHEMOTAXIS	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	2	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	2	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	2	0	2	0	0	0	0	0	0	0	2	0	4	3	2	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	5	0	0	2	4	0	2	0	3	5	0	3	3	2	0	2	0	5	0	0	3	5	0	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0
GO_CELL_CORTEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CORTEX_REGION	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CYCLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
GO_CELL_CYCLE_ARREST	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
GO_CELL_CYCLE_CHECKPOINT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_DNA_REPLICATION	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_CELL_CYCLE_G2_M_PHASE_TRANSITION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_PHASE_TRANSITION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	2	0	2	2	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIVISION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIVISION_SITE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_CELL_FATE_COMMITMENT	2	0	8	0	0	0	0	0	0	0	0	0	0	3	8	6	7	0	0	7	0	0	0	0	0	2	0	0	3	6	2	10	7	0	0	7	3	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	10	0	3	0	0	7	8	0	0	0	0	0	0	0	0	0	5	0	5	0	0
GO_CELL_FATE_DETERMINATION	0	0	4	0	0	0	0	0	0	0	0	0	0	2	3	4	3	2	0	3	0	0	0	0	0	2	0	0	2	3	0	4	3	0	0	3	2	2	0	4	0	0	0	0	2	2	0	2	0	0	0	0	4	0	2	0	3	4	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_FATE_SPECIFICATION	0	0	4	2	0	0	0	0	0	0	0	0	0	0	4	3	3	2	0	4	0	0	0	0	0	0	0	0	0	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	7	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	2	0	3	0	0
GO_CELL_GROWTH	0	0	8	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_CELL_JUNCTION_ASSEMBLY	3	6	9	5	6	0	3	3	0	0	0	0	6	7	16	10	7	6	6	12	3	3	4	2	4	0	4	7	3	0	3	16	12	0	17	14	3	8	0	15	0	0	6	18	11	0	8	0	3	6	0	2	14	4	0	8	12	12	11	0	0	17	4	0	0	5	4	0	0	0	0	2	2
GO_CELL_JUNCTION_MAINTENANCE	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	2	0	2	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_JUNCTION_ORGANIZATION	4	11	19	12	11	2	3	3	2	3	0	0	12	9	31	20	13	10	12	21	3	6	5	4	6	0	7	10	4	7	6	29	23	2	26	27	8	12	0	29	0	7	9	26	22	0	12	15	6	8	0	0	30	5	7	15	23	19	20	0	0	24	7	0	0	8	6	2	8	0	10	2	3
GO_CELL_LEADING_EDGE	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
GO_CELL_MATRIX_ADHESION	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	6	6	0	2	0	3	0	0	0	0	0	0	0	0	0	0
GO_CELL_MATURATION	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	2	7	2	5	6	0	0	6	3	6	3	0	0	0	0	0	4	0	4	0	2	3	0	0	5	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_MORPHOGENESIS	4	8	31	14	19	3	0	0	0	0	5	0	14	9	43	28	16	11	12	27	0	0	0	5	9	5	10	11	5	9	8	28	27	3	27	31	11	17	0	41	5	11	7	32	16	10	19	22	5	7	15	4	29	0	9	24	32	22	25	3	5	28	11	5	0	0	7	0	9	0	0	2	0
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	4	5	26	10	15	0	0	0	0	0	4	0	12	5	37	22	12	10	11	22	0	0	0	4	8	4	7	9	5	8	6	25	23	2	19	26	9	16	0	35	5	8	6	27	14	9	16	20	0	6	13	0	24	0	7	21	28	18	19	0	5	21	8	5	0	0	0	0	8	0	8	2	0
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	4	5	24	9	15	0	0	0	0	0	4	0	12	5	36	20	10	10	11	20	0	0	2	4	8	4	7	9	5	8	6	24	21	2	19	22	9	15	6	31	5	8	6	25	13	8	16	19	3	6	11	0	24	0	7	21	26	16	17	2	5	20	7	5	0	3	0	0	7	0	7	2	0
GO_CELL_MOTILITY	6	0	27	16	20	0	0	3	0	0	0	0	15	0	50	0	0	14	19	24	0	0	4	6	0	0	0	17	6	0	0	40	37	0	33	38	9	20	0	49	0	13	10	27	26	0	0	21	0	0	0	6	35	0	10	0	0	31	29	0	0	32	11	0	3	6	0	0	12	0	0	0	0
GO_CELL_PART_MORPHOGENESIS	4	6	27	10	16	2	0	0	0	0	5	0	12	7	36	22	12	11	10	23	0	4	0	5	8	5	7	10	5	8	7	26	25	3	22	24	11	15	0	31	5	10	6	27	12	8	17	20	0	0	12	0	26	0	9	23	27	18	19	0	5	22	8	5	0	3	0	0	7	0	0	2	0
GO_CELL_PROJECTION_ASSEMBLY	0	0	0	0	0	2	0	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	11	10	0	0	0	13	5	0	0	0	0	0	0	0	0	0	0
GO_CELL_PROJECTION_MEMBRANE	0	3	0	0	5	2	0	0	0	0	0	0	0	4	0	0	0	4	0	9	0	0	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	0	4	9	0	0	0	0	0	0	0	6	0	0	0	2	9	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	2
GO_CELL_PROJECTION_ORGANIZATION	5	11	37	16	24	4	0	0	0	0	6	0	28	12	57	38	28	16	17	39	0	7	0	6	10	11	11	18	7	13	9	44	49	3	40	49	13	24	14	52	8	21	9	46	22	18	28	35	0	10	15	4	54	0	11	32	45	36	34	0	10	41	19	7	0	5	0	0	14	0	16	0	5
GO_CELL_PROLIFERATION_IN_FOREBRAIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_RECOGNITION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	6	0	3	0	2	0	0	2	4	2	0	0	6	6	0	0	8	0	0	0	10	0	0	0	6	5	0	0	5	0	0	0	0	0	0	0	7	6	6	6	0	2	6	0	2	0	0	0	0	3	0	4	0	0
GO_CELL_SUBSTRATE_ADHESION	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	9	0	10	9	0	0	0	9	0	0	0	0	6	0	0	7	3	0	0	0	0	0	0	0	7	8	8	0	0	7	4	0	0	0	0	0	0	0	0	0	0
GO_CELL_SUBSTRATE_JUNCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CELL_SURFACE	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	0	0	11	0	8	0	0	0	0	0	3	0	0	0	20	12	13	7	0	13	0	0	0	3	0	0	0	0	0	0	0	15	0	0	0	13	0	0	6	19	0	0	0	12	8	0	0	9	0	0	0	0	0	0	0	0	16	12	11	0	0	11	5	0	0	0	0	0	0	0	0	0	0
GO_CELL_VOLUME_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	0	6	23	15	20	0	0	0	0	3	0	0	14	7	28	19	16	13	11	22	0	6	0	3	0	4	0	0	4	16	0	31	30	0	25	27	8	20	9	34	0	11	6	20	14	0	18	20	5	7	0	0	30	4	7	14	20	24	22	0	0	25	0	7	0	5	0	0	15	0	14	0	0
GO_CENTRAL_NERVOUS_SYSTEM_MATURATION	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	0	0	0	0	4	0	0	0	0	0	0	0	3	0	5	2	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	0	0	0	3	0	0	0	3	2	0	2	2	0	0	0	0	2	0	0	2	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	2	0	4	0	4	0	0	0	0	0	0	0	3	3	7	5	0	4	2	4	0	0	0	0	0	0	0	3	0	6	2	6	4	0	4	4	4	0	0	5	2	0	3	4	3	0	5	3	0	2	2	0	3	0	3	3	3	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	2	0	12	3	6	0	0	0	0	0	0	0	5	4	11	8	5	6	5	7	0	0	0	0	0	0	0	3	3	8	2	12	10	0	7	0	4	0	0	12	2	5	3	6	5	0	6	7	0	0	0	0	9	0	3	4	7	6	6	0	2	6	0	0	0	0	0	0	4	0	5	0	0
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	0	0	0	0	4	0	0	0	0	0	0	0	3	0	5	2	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	0	0	0	3	0	0	0	3	2	0	2	2	0	0	0	0	2	0	0	2	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_CENTRIOLAR_SATELLITE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CENTRIOLE	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CERAMIDE_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CERAMIDE_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CERAMIDE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_CORTEX_DEVELOPMENT	0	0	3	2	2	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	0	3	4	0	2	0	3	0	2	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	4	0	2	0	0
GO_CEREBELLAR_CORTEX_FORMATION	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CEREBELLAR_CORTEX_MORPHOGENESIS	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CEREBRAL_CORTEX_CELL_MIGRATION	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
GO_CEREBRAL_CORTEX_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	2	0	0	0	0	0	0	0	0	2	0	0	4	0	5	0	0	0	4	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	0	0	0	2	0	0	3	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_CEREBRAL_CORTEX_TANGENTIAL_MIGRATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
