	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	GATA2	HLF	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF382	ZNF846
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	0.549099355491	1	1	1	0.00509963121565	1	1	1	1	1	0.000642878123964	1	1	0.000995047311628	1	1	1	1	3.49373381527e-05	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	0.0121985096631	1	1	1	1	1	1	1	0.00721002699413	1	1	1	1	1	0.011240443923	1	1	0.00129259764985	1	1	1	0.342301483069	0.0	1	1	0.396747724588	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	0.136088102749	1	1	1	1	1	1	1	0.0703391317655	1	1	1	1	1	1	1	1	0.012556468952	1	1	1	1	0.0223072776432	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	1	1	1	0.344200838547	1	1	1	1	1	1	1	1	0.0984416130453	1	1	1	1	1	1	1	0.000995193485161	1	1	1	1	1	1	1	1	1	1	0.397042067139	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.591720737636	1	1	1	1	1	1	1	0.900345587263	1	1	1	1	1	1	1	1	1	1	0.102538000746	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.578950034292	1	1	0.0853438335246	1	1	0.222890622851	1	0.993846981146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.254234205136	0.06961616573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	0.42625631762	1	1	1	1	1	1	0.648602818252	1	0.0558783245135	0.674642409207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.652824232703	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	1	1	1	1	0.46698032362	1	1	1	1	1	1	1	0.00370667676962	0.627283757132	1	1	1	1	1	1	0.00480704311195	1	1	0.46864376729	1	1	1	1	0.558439806639	1	0.0519528659022	0.0601988184182	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.273162810032	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	1	0.115772037296	1	1	1	1	1	1	1	1	1	0.208624703179	1	1	1	0.00197182859907	1	1	1	1	1	1	1	1	1	1	0.0235603655283	1	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.56490823348	1	1	1	1	1	1	1	0.549776759397	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	1	0.0115039690894	1	1	0.000374890116436	0.0	1	1	0.0	1	1	0.00104602012711	1	0.0132335065159	0.000769188862997	1	1	1	1	1	1	0.00028048208191	0.28267138545	1	0.682973998481	1	0.000565159648476	1	1	0.00312170154101	1	6.21167274988e-05	0.0371556746398	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	1	1	1	0.0112606131755	1	0.349462997694	1	0.195302047245	1	1	0.399241514043	0.17403652021	0.0382308176008	0.0011849068273	1	1	1	0.0154012179833	1	1	0.000165687624424	0.681370992168	1	1	1	0.00168869747671	1	1	0.00108362622475	1	1	0.790383712509	1	1	1
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.346996846868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	1	1	1	0.0221518391857	0.0115361643848	1	1	0.00952465138281	1	1	0.0581497650168	1	0.0113297530165	0.541611165913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0038267727529	1	0.0156227509457	1	1	1	1
GO_SITE_OF_POLARIZED_GROWTH	1	1	1	1	1	0.800923797333	1	1	1	1	1	1	1	1	1	0.0119813928673	1	1	1	1	1	1	1	1	1	1	1	0.264120456912	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	0.0	1	1	1	0.0	9.15673118949e-05	0.981420033338	1	0.0	1	1	0.0	0.00554242395312	0.0	0.0	1	1	1	1.46990811869e-05	1	1	0.0	0.109405822116	0.969237809717	0.0	1.39803449135e-05	0.0	1	0.000117114406707	0.0	1	1.29731246019e-05	0.0213023107286	1	1	1
GO_SYNAPSE	0.00349303699371	8.57989626566e-05	0.422562835028	1	1	3.02970761168e-06	0.0	0.0942314708984	1	1.28495758633e-05	1	0.549122396516	1.00363532207e-05	2.56038385967e-05	9.91897272362e-06	0.0	0.0218919786605	1	1	3.58312047088e-05	1	0.0783735896316	9.10977185065e-06	3.85101286438e-06	0.0276078273544	1.77917953503e-05	1.08370257468e-05	9.89289423448e-06	1	4.01815551719e-05	9.10977185065e-06	0.000390584612847	7.35223685063e-05	2.5868743931e-05	1	0.468000147019	0.00753801886139
GO_SYNAPSE_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.133359869016	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPSE_ORGANIZATION	0.441337956326	1	1	1	1	0.0192014977182	1	1	1	1	1	1	0.0378841630502	1	1	1	1	1	1	0.12380028871	1	1	0.0664700635482	0.363480026884	1	1	1	0.000624841231195	1	1	1	1	1	1	1	0.291061382622	1
GO_SYNAPTIC_MEMBRANE	1	1	1	1	1	0.225078200743	0.214680647653	1	1	0.000426219849914	1	1	0.000967616836051	1	0.00952891318728	1.38366016305e-05	1	1	1	0.0169652539867	1	1	1.41350273071e-05	0.0853629311829	1	1	1	0.0471797104893	1	0.984159003174	0.000308433614774	0.0128488056529	1	0.00216652602293	1	1	1
GO_SYNAPTIC_SIGNALING	1	1	1	1	1	0.0	0.139256466657	0.389166515075	1	0.000893722624921	1	1	0.00331007273505	0.000949240978097	0.00106721853961	0.0	0.0388977537393	1	1	0.000158155862416	1	0.0223956644604	0.0	1	1	0.926023530105	1	0.00106721853961	1	0.00338359907886	0.0	1	1	0.000949240978097	1	1	1
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0737366912566	1	1	1	1	1	1	1	0.10138037879	1	1	1	1	1	1	1	1	1	1	0.000952475208958	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	1	0.18348118055	1	1	1	1	1	0.0205336840993	0.229184015897	0.0593827223021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	0.412323419564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	0.798873398645	0.5664276332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	0.00158826162218	1	1	1	1	1	1	0.727012578749	1	1	1	1	1	1	0.0853873050526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	0.909761955323	1	1	1	1	1	0.305488825267	1	1	1	1	1	1	1	0.418839693297	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.21629945846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	0.178902311188	1	1	0.357847522027	1	0.933758354525	1	0.389117270777	1	1	1	1	1	0.0430340623785	1	1	1	0.00512513340956	1	1	1	1	1	0.0998725065873	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.335141263382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	0.176524726898	1	1	0.0431615141833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	0.3816386113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	1	1	1	1	0.0168780116257	1	1	0.925171971381	1	1	0.0493817527991	0.177031582053	0.00011996895887	0.013850467759	1	1	1	1	1	1	7.82945193956e-06	1	1	0.0365638680858	1	0.248453002181	1	1	0.157277141799	1	0.00269839097971	6.43588313143e-05	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	0.0595551793822	1	1	0.132281839465	1	1	1	0.0696445286835	1	1	1	1	1	0.000117646387239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.45030493113	1	1	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	0.00772763076623	1	1	0.00431080106575	1	1	1	1	1	1	1	1	0.385964443277	9.2671245544e-06	1	1	1	0.565199439457	1	1	1	1	1	1	1	1	1	1	0.295165969386	1	1	1	1	1	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	0.0227571092435	1	1	1	1	1	1	0.120482466422	1	1	1	1	1	0.0427546149382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
