	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXD4L5	FOXJ1	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HIF1A	HLF	HMBOX1	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYSM1	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PBX3	PDX1	PLAG1	POU2F2	POU5F1	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TET1	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB25	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP69B	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF514	ZNF518A	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
AEBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3621	0	0	0	0	0	0	0	0	0	0	0	0	-0.83262	0	-0.39658	0.31776	0	0	0	0	0	0	0	0	0	0	0.87286	0	0	0	0	0	0	0	0	0	0.69627	0.34831	0	0.40123	0	0	0	0	-0.86373	0	-0.92912	0	0	0.78172	0	0	0	0	0	0	0	0	0	0	-0.78876	0	0	0	0	0	-0.35673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF070581	0	0	0	0	0	0.82431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF086126	0	0	0.3884	0	0	0	0	0	0	0	0	0	0	0.46122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0	0	0	0	0	0
AF086346	-0.45097	0	-0.64378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5708	0	0	0	0	0	0	0	0	0	-0.57429	0	0	0	0	0	0	0	0	0	0	0	0	-0.58633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52594	0	0	0	-0.49241
AF116693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72018	0	-0.99015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36822	0	0	0	0	0	0	0	0	0	0	0.67418	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44386	0	0	0	0	0	0.53802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF131837	0	0	0	0	0.99317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4915	0	0	0	0	0	0	0	0
AF198444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40822	0	0	0	0	0	0	0	0	0	0.46154	0.4946	0	0	0	0.38319	0	0
AF258560	0	0	-0.38586	0	0	0	0	0	0	0	0	0	0	0	0	0.33306	0	0	0	-0.67259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68304	0	0	0.61736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69627	0	0
AF289551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53031	0	0	0	0	0.98073	0	0	0	0	0	0	0	0	0	0	0	0.97457	0	0	0	0	0	0
AF420437	0	0	0	0	0	0	0	-0.67386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31776	0	-0.78276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80151	0	0	0	0	0	0
AFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35673	0	0	0	0	0.35614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81816	0.54692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71649	0	0.61212	0	0	0	0	-0.47986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42674	0	0	0	0	0.56206	0	0.92646	0	0	0	0	0	0	0	0	0	0	0	0	0.51184	0	0	0	0	0	0	0	0	0	0	0.42078	0	0	-0.64756	0	0	0	0.58935	0	0	0	0	0	0	0	0	0	0.56182	0	0	0	0	0	0	0	0	0	0	0	0	0.62563	0	0	0	0	0	0	0	0	0	0	0	0	0.77215	0	0	0	0
AGAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74406	0	0	0	0	0	0	0	0	0.59964	0.59571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91196	0.5708	0	0	0.75836	0.61645	0	0
AGT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8971	0	0	0	0	0.91196	0	0	0	0	0	-0.51009	0.33941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9973	0	0	0	0	0	0	0.91196	0	-0.81108	0	0	-0.59547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.93548	0	0
AHNAK	0	0	0	0	0	0	0	0	-0.70334	0	0	0	0	0	0	0	0	0	-0.32193	0	-0.9654	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97322	0	0	0	0	-0.48236	0	0	0	0	0	-0.77509	0	0	-0.49774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8141	0	-0.39778	0	0	0	0	0	0	0	0	0	-0.48196	0	0	0	0	0	0.48554	0.99468	0	0	0	0	0	0	0	0	0	0	0	0	0.62265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65928	0	0	0	0	0	0	0
AIF1	0	0	0	0	0.45487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.93548	0	0	0	0.61442	0	0	0	0	0.3824	0	0	0	0	0	0	0	0	0	0	-0.66202	0	-0.85431	0	0	0	0	-0.38443	0	0	0	0	0.34044	0	-0.57501	0	-0.35419	-0.38609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40695	0.31923	0	0	0.95797	0	0	0.66806	0	0	0	0	0	-0.77616	0	0	0	0	0	0	0	0	0	-0.32626	0	0	-0.8888	0	0	0	0
AK022997	0	0	0	0	0	0.80441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66393	0	0	0	0	0	0	0	0	0.91816	0	0	0	0	0	0	0	0.81645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK023417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34561	0	0	0	0	0	0	0.83798	0	0	0	0	0	0	0
AK024092	0	0	0	0	0	0	0	-0.7435	0	0	0	0.32495	0	0	0	0	0	0	0	-0.58888	0	0	0	0	0	0	0	-0.51621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60461	0.68351	0	0.57525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83925	0	0
AK024119	0	0	-0.91422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63532	0	0	0	0	0	0	0	0	0.65928	0	0	0	0	0	0	0	0.66965	0	0.74859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48844	0	0	0	0	0	0	0	0
AK024248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65336	0	0	0	0	0	0	0	0	0	0	0	0	0.39523	0	0	0	0	0	0.44342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94557	0	0	0	0	0	0
AK025511	0	0	-0.52686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35709	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47203	0	0	0	0	0	0	0.38093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85979	0	0	0	0	0	0	0	0	0	-0.38037	0	0
AK025664	0	0	-0.44652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33472	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36619	0.44899	0	0	-0.347
AK025975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.99015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK026379	0	0	0	0	0	0	0	0.93762	0	0	0	0	0	0	0	0.32356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96329	0	0	0	0.92018	0	0	0	0	0	0	0	0	0	0	0	-0.92229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK026392	-0.36869	0	-0.64843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45193	0	0	0	0	0	0	-0.56389	0	0	0	0	0	0	0	0	0	0	0	0	-0.58586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52594	0	0	0	0
AK027252	-0.45173	0	-0.54573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35201	0	0	0	0	0
AK027332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35614
AK027840	-0.41001	0	-0.63242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45077	0	0	0	0	0	0	-0.56615	0	0	0	0	0	0	0	0	0	0	0	0	-0.58586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52809	0	0	0	-0.44366
AK054970	0	0	0	0	0	0	0	0	0	0	0	0.74926	0	0	0	0	0	0	0	-0.75574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76877	0.8888	0	0	0	0	0.67632	0.79523	0	0
AK054990	0	0.70548	0	0	0.77326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65586	0	0.87286	0	0	0	0	0	0	0	0	0	0.36242	0	0	0	0	0	0	0.69913	0	0	0	0	0.61605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90505	0.83925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK055017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51009	0	0	0	0	0.91196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83925	0	0.45836	0	0	0.45594	0	0	0	0
AK055257	0	0	-0.52384	0	0	0	0	0	0	0	0	0.69738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36416	0	0	0	0	0	0	0	0	0.36647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37116	0	0	0	0	0	0.56309	0.52463	0	0	0
AK055386	0	0	0	0	0	0	0	0	0	0	0	0.9501	0.35848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83262	0	0	0	0	0.39106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31049	0	0	0.37918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80318	0.73127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK055694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65089	0	0	0	0	0	0	0	0	0.64478	0	0.80087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91196	0	0	0	0	0	0	0
AK055910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82507	0	0	0	0	0	0	0	0.92646	0	0	0	0	0	0
AK056486	0	0	0	0	0	0	0	0	0	0	0	0	0.31975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50588	-0.82932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85979	0	0	0	0	0.7346	0	0	0.56206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK056490	0	0	0	0	0	0	0	0	0	0.93762	0	0.91816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76555	0	0	0	0	0	0	0	-0.37358	0	0	0	0	0	0	0	0	0	0	0	0	-0.64529	0	0	0	0	0	0	0	0	0	0
AK057596	0	0	0	0	0	0	0	0	0	0	0	0.92229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50858	0	0	0	0	0	0	0	0	0	-0.7681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92646	0	0.55487	0	0	0	0	0.72018	0	0
AK057681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8447	0	0	0	0	0	0	0	0	-0.8447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97799	0	0	0	0	0	0
AK090700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70902	0	0	0	0	0	0	0.89901	0	0	0	0	0	0	0	0	0	0	0	0	0.80632	0	0	0	0	0	0	0.93965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31581	0	0	0	0	0	0	0	0	0	0	0	0.32193	0	0	0	0.55586	0	0	0
AK090844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62614	0	0	0	0	0.93965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95797	0.5787	0	0	0	0	0
AK091275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.77795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61259	0	0	0	0	0.75658	0	0	0	0	0	0.56206	0	0.32153	0	0	0	0	0	0
AK091593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71391	0	0	0	0	0	0	0	0	0	-0.43707	0	0	0	0	0.72261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63162	0	0	0	0	0	-0.73627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK091624	0	0	-0.92229	0	0	0	0	0	0	0	0	0.58168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48296	0	0	0	-0.5977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48355	0	0	0
AK091729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66468	0	0	0	0	0	0	0	0	0.34029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77143	0	0	0
AK091996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7973	0	0	0.72404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68788	0.6145	0	0	0	0	0	0	0
