TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
HIVEP2	SLC2A3	-1	50.99	-9.9E-01	rgb(  3, 87,255)	2	None
HOXA9	ZIC2	1	50.99	0.987	rgb(228, 28, 30)	2	None
NEUROG3	MAFB	1	50.99	0.989	rgb(228, 28, 30)	2	None
NFKB2	HHLA1	1	50.99	0.99	rgb(228, 28, 30)	2	None
ONECUT2	KCNC2	1	50.99	0.988	rgb(228, 28, 30)	2	None
AHR	FZD10	0.99812	50.98	0.981	rgb(228, 30, 32)	1.9998	None
AHR	ZIC5	0.99812	50.98	0.975	rgb(228, 31, 33)	1.9998	None
CDX2	NR2F1	-0.99812	50.98	-9.8E-01	rgb(  4, 87,254)	1.9998	None
EBF2	ODF3B	0.99812	50.98	0.975	rgb(228, 31, 33)	1.9998	None
HOXA9	ZIC5	0.99812	50.98	0.978	rgb(228, 30, 32)	1.9998	None
IRF8	HHLA1	-0.99812	50.98	-9.8E-01	rgb(  5, 88,254)	1.9998	None
NEUROG3	ATOH7	0.99812	50.98	0.982	rgb(228, 30, 31)	1.9998	None
NEUROG3	FZD1	0.99812	50.98	0.977	rgb(228, 30, 32)	1.9998	None
NR2F1	CPN1	0.99812	50.98	0.98	rgb(228, 30, 32)	1.9998	None
RFX4	CELF3	0.99812	50.98	0.983	rgb(228, 29, 31)	1.9998	None
RFX4	RIMBP2	0.99812	50.98	0.977	rgb(228, 30, 32)	1.9998	None
RFX4	TMEM198	0.99812	50.98	0.979	rgb(228, 30, 32)	1.9998	None
RFX4	TUBA3FP	0.99812	50.98	0.984	rgb(228, 29, 31)	1.9998	None
SP5	MT1X	-0.99812	50.98	-9.8E-01	rgb(  4, 87,254)	1.9998	None
TP63	CDKN1A	0.99812	50.98	0.981	rgb(228, 30, 32)	1.9998	None
AHR	CNTFR	0.99623	50.97	0.969	rgb(228, 32, 34)	1.9996	None
AHR	CRABP2	0.99623	50.97	0.966	rgb(228, 32, 34)	1.9996	None
AHR	POU3F2	0.99623	50.97	0.968	rgb(228, 32, 34)	1.9996	None
CDX2	KCNK10	0.99623	50.97	0.967	rgb(228, 32, 34)	1.9996	None
DLX2	FZD10	0.99623	50.97	0.971	rgb(228, 32, 33)	1.9996	None
FOXE3	CACNA1A	-0.99623	50.97	-9.7E-01	rgb(  8, 90,254)	1.9996	None
FOXN3	ARHGEF19	-0.99623	50.97	-9.7E-01	rgb(  6, 89,254)	1.9996	None
FOXO1	KCNJ2	0.99623	50.97	0.972	rgb(228, 31, 33)	1.9996	None
HOXA9	CRABP2	0.99623	50.97	0.97	rgb(228, 32, 34)	1.9996	None
HOXA9	FZD10	0.99623	50.97	0.966	rgb(228, 32, 34)	1.9996	None
HOXA9	SFRP2	0.99623	50.97	0.973	rgb(228, 31, 33)	1.9996	None
ISL1	IGSF10	-0.99623	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
LHX1	TNFSF15	-0.99623	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
MECOM	PGA3	0.99623	50.97	0.968	rgb(228, 32, 34)	1.9996	None
MECOM	PGA4	0.99623	50.97	0.972	rgb(228, 31, 33)	1.9996	None
NEUROD1	TAGLN3	0.99623	50.97	0.967	rgb(228, 32, 34)	1.9996	None
NEUROG3	SOX9	0.99623	50.97	0.974	rgb(228, 31, 33)	1.9996	None
NFKB2	TNC	0.99623	50.97	0.967	rgb(228, 32, 34)	1.9996	None
NR2F1	DNAH5	-0.99623	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
NR2F1	SERPINI1	-0.99623	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
ONECUT2	GC	0.99623	50.97	0.97	rgb(228, 32, 34)	1.9996	None
ONECUT2	JAKMIP1	0.99623	50.97	0.969	rgb(228, 32, 34)	1.9996	None
RFX4	FBXL16	0.99623	50.97	0.973	rgb(228, 31, 33)	1.9996	None
RFX4	NEGR1	0.99623	50.97	0.973	rgb(228, 31, 33)	1.9996	None
RFX4	SEZ6L	0.99623	50.97	0.968	rgb(228, 32, 34)	1.9996	None
SOX9	C2CD4B	-0.99623	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
STAT1	DUSP5	0.99623	50.97	0.965	rgb(228, 33, 35)	1.9996	None
ZIC5	C11orf87	0.99623	50.97	0.97	rgb(228, 32, 34)	1.9996	None
ZIC5	SCT	0.99623	50.97	0.972	rgb(228, 31, 33)	1.9996	None
ZIC5	SYP	0.99623	50.97	0.966	rgb(228, 32, 34)	1.9996	None
AHR	SFRP2	0.99435	50.96	0.964	rgb(228, 33, 35)	1.9994	None
AHR	ZIC2	0.99435	50.96	0.964	rgb(228, 33, 35)	1.9994	None
BACH2	SSTR5-AS1	0.99435	50.96	0.957	rgb(228, 34, 36)	1.9994	None
CDX2	PLCL1	-0.99435	50.96	-9.6E-01	rgb(  9, 90,253)	1.9994	None
DLX2	GGT5	0.99435	50.96	0.958	rgb(228, 34, 36)	1.9994	None
EGR2	C2CD4B	-0.99435	50.96	-9.6E-01	rgb(  8, 90,254)	1.9994	None
FOXE3	ATOH7	0.99435	50.96	0.962	rgb(228, 33, 35)	1.9994	None
FOXE3	FEV	-0.99435	50.96	-9.6E-01	rgb(  9, 90,254)	1.9994	None
FOXE3	KCNC2	-0.99435	50.96	-9.6E-01	rgb(  8, 90,254)	1.9994	None
FOXO1	SBK2	0.99435	50.96	0.959	rgb(228, 34, 36)	1.9994	None
FOXO1	STK17B	0.99435	50.96	0.962	rgb(228, 33, 35)	1.9994	None
HIC1	CD274	0.99435	50.96	0.962	rgb(228, 33, 35)	1.9994	None
HOXB3	SLITRK6	0.99435	50.96	0.957	rgb(228, 34, 36)	1.9994	None
HSF4	ALX1	0.99435	50.96	0.96	rgb(228, 34, 36)	1.9994	None
ISL1	SCUBE1	-0.99435	50.96	-9.6E-01	rgb(  9, 91,253)	1.9994	None
JUNB	ASB2	0.99435	50.96	0.965	rgb(228, 33, 35)	1.9994	None
JUNB	MYL4	0.99435	50.96	0.963	rgb(228, 33, 35)	1.9994	None
JUNB	TYRP1	-0.99435	50.96	-9.6E-01	rgb(  8, 90,254)	1.9994	None
KLF10	PRRT2	0.99435	50.96	0.957	rgb(228, 34, 36)	1.9994	None
MYC	THBS3	-0.99435	50.96	-9.6E-01	rgb(  9, 91,253)	1.9994	None
NEUROD1	ADRA2A	0.99435	50.96	0.962	rgb(228, 33, 35)	1.9994	None
NEUROD1	RCOR2	0.99435	50.96	0.958	rgb(228, 34, 36)	1.9994	None
NEUROG3	GAD2	0.99435	50.96	0.963	rgb(228, 33, 35)	1.9994	None
NEUROG3	MAP7D3	-0.99435	50.96	-9.6E-01	rgb(  9, 91,253)	1.9994	None
NR2F1	SLC7A7	0.99435	50.96	0.962	rgb(228, 33, 35)	1.9994	None
ONECUT2	ANKS1B	0.99435	50.96	0.962	rgb(228, 33, 35)	1.9994	None
ONECUT2	GCG	0.99435	50.96	0.959	rgb(228, 34, 36)	1.9994	2,2
ONECUT2	GPR119	0.99435	50.96	0.956	rgb(228, 34, 36)	1.9994	None
ONECUT2	SLC7A14	0.99435	50.96	0.957	rgb(228, 34, 36)	1.9994	None
POU5F1	GRIP2	0.99435	50.96	0.958	rgb(228, 34, 36)	1.9994	None
PTF1A	EDA	0.99435	50.96	0.961	rgb(228, 33, 35)	1.9994	None
RFX4	ARX	0.99435	50.96	0.962	rgb(228, 33, 35)	1.9994	None
RFX4	KCNH6	0.99435	50.96	0.959	rgb(228, 34, 36)	1.9994	None
RFX4	NEUROD1	0.99435	50.96	0.956	rgb(228, 34, 36)	1.9994	None
SIX2	ATP6V0D2	-0.99435	50.96	-9.6E-01	rgb(  8, 90,254)	1.9994	None
SOX9	LPAR3	-0.99435	50.96	-9.6E-01	rgb(  9, 91,253)	1.9994	None
SOX9	RXFP3	-0.99435	50.96	-9.6E-01	rgb(  9, 90,253)	1.9994	None
AHR	ZIC1	0.99246	50.95	0.951	rgb(227, 35, 37)	1.9992	None
ASCL2	MAP7D3	-0.99246	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
BHLHE40	HIST1H2BD	0.99246	50.95	0.946	rgb(227, 36, 38)	1.9992	2,2
CDX2	GUCY1A2	-0.99246	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
CDX2	KCTD16	-0.99246	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
CDX2	SLC15A1	0.99246	50.95	0.953	rgb(227, 35, 37)	1.9992	None
DLX2	COL9A2	0.99246	50.95	0.949	rgb(227, 36, 38)	1.9992	None
DMBX1	MYRIP	0.99246	50.95	0.954	rgb(227, 35, 37)	1.9992	None
FOSL1	PTH2R	-0.99246	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
FOXE3	CHST8	-0.99246	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
FOXO1	EHF	0.99246	50.95	0.948	rgb(227, 36, 38)	1.9992	None
GFI1	LPAR3	0.99246	50.95	0.95	rgb(227, 36, 37)	1.9992	None
GLIS3	NME1-NME2	0.99246	50.95	0.948	rgb(227, 36, 38)	1.9992	None
HEY1	MYRIP	0.99246	50.95	0.95	rgb(227, 36, 38)	1.9992	None
HOXB3	TXNIP	0.99246	50.95	0.951	rgb(227, 35, 37)	1.9992	None
IRF8	CRB2	-0.99246	50.95	-9.5E-01	rgb( 11, 91,253)	1.9992	None
IRF8	NECAB1	0.99246	50.95	0.946	rgb(227, 36, 38)	1.9992	None
IRX3	SLC39A5	0.99246	50.95	0.948	rgb(227, 36, 38)	1.9992	None
JUNB	ACTA1	0.99246	50.95	0.949	rgb(227, 36, 38)	1.9992	None
KLF10	KNDC1	0.99246	50.95	0.952	rgb(227, 35, 37)	1.9992	None
MEF2C	MYH11	0.99246	50.95	0.951	rgb(227, 35, 37)	1.9992	None
NEUROD1	BAALC	0.99246	50.95	0.947	rgb(227, 36, 38)	1.9992	None
NKX2-2	FABP7	0.99246	50.95	0.947	rgb(227, 36, 38)	1.9992	None
NKX2-8	TSPAN32	-0.99246	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
NR2F1	TLN2	0.99246	50.95	0.947	rgb(227, 36, 38)	1.9992	None
ONECUT2	ELAVL3	0.99246	50.95	0.951	rgb(227, 35, 37)	1.9992	None
ONECUT2	RAPGEF4	0.99246	50.95	0.947	rgb(227, 36, 38)	1.9992	None
PBX3	S100Z	0.99246	50.95	0.952	rgb(227, 35, 37)	1.9992	None
POU5F1	PLXNA2	0.99246	50.95	0.951	rgb(227, 35, 37)	1.9992	None
POU5F1	TBX3	-0.99246	50.95	-9.5E-01	rgb( 10, 91,253)	1.9992	None
PTF1A	P2RY2	0.99246	50.95	0.949	rgb(227, 36, 38)	1.9992	None
RFX4	KIF9	0.99246	50.95	0.946	rgb(227, 36, 38)	1.9992	None
RFX4	MFAP4	0.99246	50.95	0.954	rgb(227, 35, 37)	1.9992	None
RFX4	SMPD3	0.99246	50.95	0.952	rgb(227, 35, 37)	1.9992	None
RXRG	SLC15A1	0.99246	50.95	0.954	rgb(227, 35, 37)	1.9992	None
SOX9	SST	-0.99246	50.95	-9.5E-01	rgb( 10, 91,253)	1.9992	None
SPIB	ADCYAP1R1	-0.99246	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
SPIB	MYO16	-0.99246	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
ARX	OLFM1	0.99058	50.94	0.936	rgb(227, 38, 40)	1.999	None
CDX2	LYPD1	-0.99058	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
CDX2	NECAB1	-0.99058	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
EGR3	EGR3	0.99058	50.94	0.94	rgb(227, 37, 39)	1.999	None
ELF3	PPM1E	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
FOSL1	HPCA	-0.99058	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
FOSL2	F5	0.99058	50.94	0.941	rgb(227, 37, 39)	1.999	None
FOXE3	GFI1	0.99058	50.94	0.944	rgb(227, 37, 39)	1.999	None
FOXE3	IGSF10	-0.99058	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
FOXE3	RAB3A	-0.99058	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
FOXN3	ANK1	-0.99058	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
HES6	SMPD3	-0.99058	50.94	-9.4E-01	rgb( 12, 93,253)	1.999	None
HOXA9	SSTR1	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
HOXA9	ZIC1	0.99058	50.94	0.941	rgb(227, 37, 39)	1.999	None
HOXD4	DCN	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
IRX3	CITED1	-0.99058	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
JUNB	ACTA2	0.99058	50.94	0.94	rgb(227, 37, 39)	1.999	None
JUNB	BANK1	0.99058	50.94	0.942	rgb(227, 37, 39)	1.999	None
JUNB	SERPINB2	0.99058	50.94	0.944	rgb(227, 37, 39)	1.999	None
LMX1A	ARL4A	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
LMX1A	CNTFR	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
MAFA	PTPLA	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	2,2
MAFA	STK38L	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
MEIS2	COL9A2	0.99058	50.94	0.944	rgb(227, 37, 39)	1.999	None
MLXIPL	PLD1	-0.99058	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
MSX1	IL18	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
MYC	SSX2IP	-0.99058	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
MYC	WDR66	-0.99058	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
NEUROG3	CADPS	0.99058	50.94	0.936	rgb(227, 38, 40)	1.999	None
NEUROG3	DCX	0.99058	50.94	0.935	rgb(227, 38, 40)	1.999	None
NEUROG3	DLL4	0.99058	50.94	0.94	rgb(227, 38, 39)	1.999	None
NEUROG3	IGSF10	0.99058	50.94	0.937	rgb(227, 38, 40)	1.999	None
NEUROG3	LHFPL3-AS2	0.99058	50.94	0.936	rgb(227, 38, 40)	1.999	None
NEUROG3	RGS7	0.99058	50.94	0.94	rgb(227, 38, 39)	1.999	None
NFKB2	CCBE1	0.99058	50.94	0.937	rgb(227, 38, 40)	1.999	None
NFKB2	PLBD1	-0.99058	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
NFKB2	TNFAIP2	0.99058	50.94	0.943	rgb(227, 37, 39)	1.999	None
NKX2-2	GLI1	0.99058	50.94	0.943	rgb(227, 37, 39)	1.999	None
ONECUT2	ABCB1	0.99058	50.94	0.941	rgb(227, 37, 39)	1.999	None
ONECUT2	ANKRD65	0.99058	50.94	0.942	rgb(227, 37, 39)	1.999	None
ONECUT2	CD82	0.99058	50.94	0.938	rgb(227, 38, 40)	1.999	None
ONECUT2	GNAO1	0.99058	50.94	0.941	rgb(227, 37, 39)	1.999	None
ONECUT2	SVOP	0.99058	50.94	0.945	rgb(227, 37, 38)	1.999	None
OSR2	CACNA1A	0.99058	50.94	0.942	rgb(227, 37, 39)	1.999	None
POU5F1	RAB3C	0.99058	50.94	0.942	rgb(227, 37, 39)	1.999	None
PTF1A	SLC2A1	0.99058	50.94	0.943	rgb(227, 37, 39)	1.999	None
RFX4	GAD2	0.99058	50.94	0.94	rgb(227, 37, 39)	1.999	None
RFX4	HTRA1	0.99058	50.94	0.938	rgb(227, 38, 40)	1.999	None
RFX4	STMN3	0.99058	50.94	0.936	rgb(227, 38, 40)	1.999	None
RFX4	SYT4	0.99058	50.94	0.936	rgb(227, 38, 40)	1.999	None
RFX4	SYT5	0.99058	50.94	0.937	rgb(227, 38, 40)	1.999	None
SIX2	PLAUR	0.99058	50.94	0.941	rgb(227, 37, 39)	1.999	None
SOX9	IER5	0.99058	50.94	0.941	rgb(227, 37, 39)	1.999	None
SOX9	KLF10	-0.99058	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
SOX9	TMEM130	-0.99058	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
TFCP2L1	SCT	0.99058	50.94	0.939	rgb(227, 38, 39)	1.999	None
ZIC5	LYSMD2	0.99058	50.94	0.944	rgb(227, 37, 39)	1.999	None
NPAS1	BC021061	0.99058	50.94	0.938	rgb(227, 38, 40)	1.999	2,2
AHR	CXCL14	0.9887	50.93	0.925	rgb(227, 40, 42)	1.9988	None
AHR	ILDR2	0.9887	50.93	0.93	rgb(227, 39, 41)	1.9988	None
AHR	PDE4B	0.9887	50.93	0.929	rgb(227, 39, 41)	1.9988	None
ALX4	PPP1R3B	-0.9887	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
BCL6	EDA	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
DLX2	EFCC1	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
DLX2	SLC6A12	0.9887	50.93	0.934	rgb(227, 39, 41)	1.9988	None
DLX2	TMEM132C	0.9887	50.93	0.932	rgb(227, 39, 41)	1.9988	None
EBF1	MXRA5	0.9887	50.93	0.927	rgb(227, 40, 42)	1.9988	None
EBF2	CNNM1	0.9887	50.93	0.933	rgb(227, 39, 41)	1.9988	None
EBF2	GHRL	0.9887	50.93	0.925	rgb(227, 40, 42)	1.9988	None
EBF2	SPNS2	0.9887	50.93	0.929	rgb(227, 39, 41)	1.9988	None
ELF3	SST	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
FOS	LINC00643	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
FOXP2	RHOH	-0.9887	50.93	-9.3E-01	rgb( 14, 94,252)	1.9988	None
GLIS3	C1QTNF1	0.9887	50.93	0.93	rgb(227, 39, 41)	1.9988	None
HOXA9	NELL2	0.9887	50.93	0.932	rgb(227, 39, 41)	1.9988	None
HOXD1	CNTFR	0.9887	50.93	0.928	rgb(227, 40, 42)	1.9988	None
IRF4	CDH12	0.9887	50.93	0.93	rgb(227, 39, 41)	1.9988	None
JUNB	NKX6-2	0.9887	50.93	0.934	rgb(227, 39, 40)	1.9988	None
JUNB	NTF3	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
JUNB	SLC25A14	0.9887	50.93	0.931	rgb(227, 39, 41)	1.9988	None
KLF10	DBC1	-0.9887	50.93	-9.3E-01	rgb( 14, 94,253)	1.9988	2,2
KLF11	PPM1J	0.9887	50.93	0.925	rgb(227, 40, 42)	1.9988	None
LHX1	ALDH1A1	0.9887	50.93	0.928	rgb(227, 40, 42)	1.9988	None
LHX1	STAC	-0.9887	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
MAFF	LYSMD2	0.9887	50.93	0.929	rgb(227, 40, 41)	1.9988	None
MLXIPL	TNFAIP3	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
MYC	TNFSF15	-0.9887	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
NEUROD1	HRH1	0.9887	50.93	0.925	rgb(227, 40, 42)	1.9988	None
NEUROD1	PPP1R1A	0.9887	50.93	0.927	rgb(227, 40, 42)	1.9988	None
NEUROD1	SLC2A1	0.9887	50.93	0.93	rgb(227, 39, 41)	1.9988	None
NEUROG3	C1QL1	0.9887	50.93	0.934	rgb(227, 39, 40)	1.9988	None
NEUROG3	DNAH9	0.9887	50.93	0.929	rgb(227, 40, 42)	1.9988	None
NEUROG3	KHDRBS2	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
NFIA	KCNK16	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
NFIA	MMD2	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
NFKB2	SEMA7A	0.9887	50.93	0.933	rgb(227, 39, 41)	1.9988	None
NFKB2	SLC2A3	0.9887	50.93	0.933	rgb(227, 39, 41)	1.9988	None
ONECUT2	GCK	0.9887	50.93	0.932	rgb(227, 39, 41)	1.9988	None
ONECUT2	GDAP1L1	0.9887	50.93	0.934	rgb(227, 39, 41)	1.9988	None
ONECUT2	PTPRN2	0.9887	50.93	0.935	rgb(227, 38, 40)	1.9988	None
ONECUT2	SCGN	0.9887	50.93	0.926	rgb(227, 40, 42)	1.9988	None
POU5F1	DPF3	-0.9887	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
PTF1A	SMIM5	0.9887	50.93	0.931	rgb(227, 39, 41)	1.9988	None
RFX4	BSN	0.9887	50.93	0.929	rgb(227, 40, 41)	1.9988	None
RFX4	RUNDC3A	0.9887	50.93	0.932	rgb(227, 39, 41)	1.9988	None
RFX4	RYR1	0.9887	50.93	0.934	rgb(227, 39, 40)	1.9988	None
RXRG	PGA5	-0.9887	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
SATB2	RPS6KL1	-0.9887	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
SIX2	CHRNA4	-0.9887	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
SOX9	CDHR1	0.9887	50.93	0.929	rgb(227, 40, 41)	1.9988	None
SOX9	INS	-0.9887	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
TFCP2L1	ARHGEF6	0.9887	50.93	0.934	rgb(227, 39, 41)	1.9988	None
TP63	WNT4	0.9887	50.93	0.933	rgb(227, 39, 41)	1.9988	None
ZIC5	CHRNB2	0.9887	50.93	0.928	rgb(227, 40, 42)	1.9988	None
AHR	ANGPTL2	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
ARNTL	JAKMIP1	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
ASCL1	CORO2B	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
CDX2	ADAMTS9	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
CDX2	IGFBP7	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
CDX2	SLC16A12	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
CDX2	SLC25A30	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
CDX2	SYNPO2	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
DLX2	CDH12	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
EGR3	TNC	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	None
ELF5	KCNJ2	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
ETS1	LTB	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	None
FOSL1	KLHL29	-0.98681	50.92	-9.2E-01	rgb( 16, 95,252)	1.9986	None
FOSL1	SLC43A1	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
FOXC1	PTX3	0.98681	50.92	0.923	rgb(227, 41, 42)	1.9986	None
FOXO1	INSM1	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
FOXO1	LMX1A	0.98681	50.92	0.923	rgb(227, 41, 43)	1.9986	None
FOXO1	MAOA	0.98681	50.92	0.915	rgb(227, 42, 44)	1.9986	None
FOXO1	PTGER3	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
GATA3	CCDC83	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
GLI1	PNMA2	0.98681	50.92	0.919	rgb(227, 41, 43)	1.9986	None
GLIS3	LRRN4	0.98681	50.92	0.917	rgb(227, 42, 44)	1.9986	None
HOXA10	CACNA1C	0.98681	50.92	0.925	rgb(227, 40, 42)	1.9986	None
HOXA9	GREM1	0.98681	50.92	0.924	rgb(227, 41, 42)	1.9986	None
HOXA9	ILDR2	0.98681	50.92	0.916	rgb(227, 42, 44)	1.9986	None
HOXA9	RFX4	0.98681	50.92	0.924	rgb(227, 40, 42)	1.9986	None
HOXD1	LTBP2	-0.98681	50.92	-9.2E-01	rgb( 16, 95,252)	1.9986	None
HOXD1	SLC6A15	0.98681	50.92	0.919	rgb(227, 41, 43)	1.9986	None
IRF4	CNTN6	0.98681	50.92	0.922	rgb(227, 41, 43)	1.9986	None
ISL1	BEND7	0.98681	50.92	0.924	rgb(227, 40, 42)	1.9986	None
JUNB	HBEGF	0.98681	50.92	0.915	rgb(227, 42, 44)	1.9986	None
JUNB	NPPB	0.98681	50.92	0.915	rgb(227, 42, 44)	1.9986	None
KLF7	LRRTM1	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
LHX1	CACNA2D1	0.98681	50.92	0.917	rgb(227, 42, 44)	1.9986	None
MAFF	CDKN1A	0.98681	50.92	0.919	rgb(227, 42, 43)	1.9986	None
MECOM	PGA5	0.98681	50.92	0.922	rgb(227, 41, 43)	1.9986	None
MYCN	DSEL	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	None
MYCN	GREM1	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
NEUROD1	LOC100507584	0.98681	50.92	0.917	rgb(227, 42, 44)	1.9986	2,2
NEUROD1	MUSTN1	0.98681	50.92	0.918	rgb(227, 42, 43)	1.9986	None
NEUROG3	IGFBPL1	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	None
NEUROG3	MARCH8	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	2,2
NEUROG3	NEUROG3	0.98681	50.92	0.922	rgb(227, 41, 43)	1.9986	None
NEUROG3	PTGDR2	0.98681	50.92	0.919	rgb(227, 42, 43)	1.9986	None
NFKB2	STK17B	0.98681	50.92	0.924	rgb(227, 40, 42)	1.9986	None
NKX2-2	SCHIP1	0.98681	50.92	0.916	rgb(227, 42, 44)	1.9986	None
NKX2-8	C7	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
NKX2-8	SGK2	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	None
ONECUT2	BC033961	0.98681	50.92	0.923	rgb(227, 41, 43)	1.9986	2,2
ONECUT2	CACNA1A	0.98681	50.92	0.923	rgb(227, 41, 43)	1.9986	None
ONECUT2	HMP19	0.98681	50.92	0.918	rgb(227, 42, 44)	1.9986	2,2
ONECUT2	MGAT4C	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	None
PAX6	EMP1	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	None
PITX1	SLC35G2	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
POU3F4	OLFM1	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
POU5F1	DACH1	0.98681	50.92	0.918	rgb(227, 42, 43)	1.9986	None
RELB	GPR3	0.98681	50.92	0.917	rgb(227, 42, 44)	1.9986	None
RFX4	GABBR2	0.98681	50.92	0.918	rgb(227, 42, 43)	1.9986	None
RFX4	SCGN	0.98681	50.92	0.92	rgb(227, 41, 43)	1.9986	None
RXRG	NECAB1	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
SOX9	ADAM8	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
SOX9	ARL6	-0.98681	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
SOX9	WNT4	-0.98681	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
SPIB	MT1X	0.98681	50.92	0.922	rgb(227, 41, 43)	1.9986	None
