TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
LMX1A	ILDR2	1	51	0.998	rgb(228, 26, 28)	2	None
LMX1A	PDX1	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
LMX1A	PITX1	1	51	0.999	rgb(228, 26, 28)	2	None
LMX1A	POSTN	1	51	0.995	rgb(228, 27, 29)	2	None
LMX1A	XIRP1	1	51	0.998	rgb(228, 26, 28)	2	None
LMX1B	CALB1	1	51	0.995	rgb(228, 27, 29)	2	None
MAF	PITX1	1	51	1	rgb(228, 26, 28)	2	None
MAFA	GCG	1	51	0.999	rgb(228, 26, 28)	2	None
MAFA	GNAO1	1	51	0.996	rgb(228, 27, 29)	2	None
MAFA	NFRKB	1	51	1	rgb(228, 26, 28)	2	None
MIXL1	DMBX1	1	51	0.997	rgb(228, 27, 29)	2	None
MSX2	DKK1	1	51	1	rgb(228, 26, 28)	2	None
MSX2	DNAJC12	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
MYC	GGT5	1	51	0.995	rgb(228, 27, 29)	2	None
MYCN	PDX1	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
MYCN	VWA5B2	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
NEUROD1	GAS1	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
NEUROD1	SSTR2	1	51	0.997	rgb(228, 27, 29)	2	None
NEUROD2	ANK1	1	51	0.998	rgb(228, 26, 28)	2	None
NEUROD2	SLC22A10	1	51	0.995	rgb(228, 27, 29)	2	None
NEUROG3	ATOH7	1	51	1	rgb(228, 26, 28)	2	None
NEUROG3	KIF19	1	51	0.998	rgb(228, 26, 28)	2	None
NEUROG3	OLFML2B	1	51	1	rgb(228, 26, 28)	2	None
NHLH1	ADAM12	1	51	0.998	rgb(228, 26, 28)	2	None
NHLH1	DSEL	1	51	0.996	rgb(228, 27, 29)	2	None
NHLH1	LINC00643	1	51	0.996	rgb(228, 27, 29)	2	None
NKX2-2	CNGA3	1	51	0.999	rgb(228, 26, 28)	2	None
NKX2-2	VWA5B2	1	51	0.999	rgb(228, 26, 28)	2	None
NKX2-8	ENTPD3	1	51	0.997	rgb(228, 27, 29)	2	None
NR0B1	FCHO1	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
NR2F1	PLCL1	1	51	0.997	rgb(228, 27, 29)	2	None
NR4A2	AMBP	1	51	1	rgb(228, 26, 28)	2	None
NR4A2	DSEL	1	51	0.998	rgb(228, 26, 28)	2	None
NR4A3	KCNG2	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
ONECUT3	TAGLN	1	51	1	rgb(228, 26, 28)	2	None
PAX3	FZD10	1	51	0.999	rgb(228, 26, 28)	2	None
PAX4	CNTNAP3B	1	51	0.997	rgb(228, 27, 29)	2	2,2
PAX4	GHRL	1	51	0.996	rgb(228, 27, 29)	2	None
PAX4	IGFBPL1	1	51	1	rgb(228, 26, 28)	2	None
PAX6	GCG	1	51	1	rgb(228, 26, 28)	2	None
PBX1	CRIP2	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
PBX1	IER3	0	51	0.0E+00	rgb(217,217,217)	2	None
PBX1	RASD1	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
PBX1	RFTN1	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
PBX3	ENTPD3	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
PHOX2A	ATOH7	1	51	0.999	rgb(228, 26, 28)	2	None
PHOX2A	COL9A3	1	51	0.999	rgb(228, 26, 28)	2	None
PHOX2A	SCTR	1	51	0.999	rgb(228, 26, 28)	2	None
PITX1	DLK1	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
POU3F4	CALCRL	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
POU3F4	MEIS2	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
POU3F4	PALMD	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
POU6F1	RHOB	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
PRDM16	AMBP	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
PRDM16	ANO9	1	51	0.998	rgb(228, 26, 28)	2	None
PRDM16	ATOH7	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
PRDM16	CXCL5	1	51	0.999	rgb(228, 26, 28)	2	None
RARB	ADAM12	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
RARB	DSEL	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
RARB	GAS1	1	51	0.998	rgb(228, 26, 28)	2	None
RARB	SLFN12	1	51	0.996	rgb(228, 27, 29)	2	None
RARB	SOHLH2	1	51	0.998	rgb(228, 26, 28)	2	None
RFX3	CD163L1	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
RHOXF1	FABP7	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
RHOXF1	SYNPR	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
RORC	ATOH7	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
RORC	DNAJC12	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
RORC	ENTPD3	1	51	0.999	rgb(228, 26, 28)	2	None
RORC	GPR142	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
RORC	HPCA	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
RORC	MATN1-AS1	1	51	0.997	rgb(228, 26, 28)	2	None
RORC	SLFN12	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
RORC	STX11	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
RUNX2	LTB	1	51	0.998	rgb(228, 26, 28)	2	None
RUNX2	MATN1-AS1	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
RUNX2	PCED1B	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
RUNX2	PGA4	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
RUNX2	RASD1	1	51	1	rgb(228, 26, 28)	2	None
RUNX2	SNED1	1	51	0.997	rgb(228, 27, 29)	2	None
RXRG	AMBP	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
RXRG	ANK1	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
RXRG	GPR142	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
RXRG	KCNH3	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
RXRG	UGT2B15	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
SATB2	GCG	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
SATB2	ID1	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
SCRT1	SLC6A2	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
SHOX2	DSEL	1	51	0.999	rgb(228, 26, 28)	2	None
SOX3	MAPK15	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
SOX3	SP5	1	51	0.996	rgb(228, 27, 29)	2	None
SOX4	CPEB2	1	51	0.999	rgb(228, 26, 28)	2	None
SOX4	KCNG2	1	51	0.999	rgb(228, 26, 28)	2	None
SOX4	LAMB3	1	51	0.997	rgb(228, 26, 28)	2	None
SOX4	TFPI2	1	51	0.995	rgb(228, 27, 29)	2	None
SOX4	UGT2B15	1	51	0.998	rgb(228, 26, 28)	2	None
SP5	SOX3	1	51	0.999	rgb(228, 26, 28)	2	None
SP5	THY1	1	51	0.998	rgb(228, 26, 28)	2	None
SPIB	ASIC4	1	51	0.996	rgb(228, 27, 29)	2	None
SPIB	KIF19	1	51	0.998	rgb(228, 26, 28)	2	None
SPIB	NNMT	1	51	0.996	rgb(228, 27, 29)	2	None
SPIB	SSTR2	1	51	0.999	rgb(228, 26, 28)	2	None
SPIB	ST3GAL5	1	51	0.999	rgb(228, 26, 28)	2	None
TEAD1	CXCL5	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
TEAD1	MATN1-AS1	1	51	0.997	rgb(228, 27, 29)	2	None
TEAD1	NFRKB	1	51	1	rgb(228, 26, 28)	2	None
TEAD1	PRX	1	51	0.998	rgb(228, 26, 28)	2	None
TEAD1	PTGER3	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
TEAD1	RASD1	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
TEAD2	EML6	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
TFAP2A	GCG	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
TGIF2	AMBP	1	51	0.999	rgb(228, 26, 28)	2	None
TGIF2	CDC42P3	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
TGIF2	DLK1	1	51	1	rgb(228, 26, 28)	2	None
TGIF2	TMEM171	1	51	0.996	rgb(228, 27, 29)	2	None
TLX3	FAM155B	1	51	0.997	rgb(228, 27, 29)	2	None
TLX3	GFOD1	1	51	0.998	rgb(228, 26, 28)	2	None
TLX3	SLC24A5	1	51	0.998	rgb(228, 26, 28)	2	None
UNCX	BTBD11	-1	51	-1.0E+00	rgb(  1, 86,255)	2	None
UNCX	KCNMB1	1	51	0.999	rgb(228, 26, 28)	2	None
UNCX	KLHDC7A	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
UNCX	PGA4	1	51	0.999	rgb(228, 26, 28)	2	None
UNCX	TFCP2L1	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
ZFHX2	EMP1	1	51	0.996	rgb(228, 27, 29)	2	None
ZFHX2	IER3	0	51	0.0E+00	rgb(217,217,217)	2	None
ZFHX2	NFRKB	1	51	1	rgb(228, 26, 28)	2	None
ZFHX2	S100P	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
ZFHX2	SSTR2	-1	51	-1.0E+00	rgb(  1, 85,255)	2	None
ZFP28	CD163L1	1	51	0.997	rgb(228, 27, 29)	2	None
ZFP28	ST3GAL5	1	51	1	rgb(228, 26, 28)	2	None
ZFP82	DMBX1	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
ZFP82	ST3GAL5	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
ZFP92	CNTNAP3B	1	51	0.996	rgb(228, 27, 29)	2	2,2
ZIC5	AMBP	-1	51	-1.0E+00	rgb(  0, 85,255)	2	None
ZIC5	ILDR2	1	51	0.997	rgb(228, 27, 29)	2	None
ALX1	RHOH	-0.99701	50.99	-9.9E-01	rgb(  3, 87,254)	1.9998	None
ALX1	S100Z	0.99701	50.99	0.988	rgb(228, 28, 30)	1.9998	None
ARX	GHRL	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
ARX	PCSK2	0.99701	50.99	0.991	rgb(228, 28, 30)	1.9998	None
ARX	SCRT1	0.99701	50.99	0.992	rgb(228, 28, 30)	1.9998	None
ARX	TAGLN3	0.99701	50.99	0.99	rgb(228, 28, 30)	1.9998	None
ASCL1	FFAR4	0.99701	50.99	0.991	rgb(228, 28, 30)	1.9998	None
ASCL1	KCNIP1	0.99701	50.99	0.991	rgb(228, 28, 30)	1.9998	None
ASCL1	SORCS3	-0.99701	50.99	-9.9E-01	rgb(  3, 87,254)	1.9998	None
ATF6	MT1G	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
ATF6	NNMT	-0.99701	50.99	-9.9E-01	rgb(  3, 87,254)	1.9998	None
ATF6	SPOCK1	0.99701	50.99	0.986	rgb(228, 29, 31)	1.9998	None
ATF6	VSTM2L	-0.99701	50.99	-9.9E-01	rgb(  2, 86,255)	1.9998	None
ATOH7	FER1L6	0.99701	50.99	0.985	rgb(228, 29, 31)	1.9998	None
BCL6	DPP4	0.99701	50.99	0.993	rgb(228, 27, 29)	1.9998	None
BCL6	GNG4	0.99701	50.99	0.993	rgb(228, 27, 29)	1.9998	None
BCL6	SLC17A8	0.99701	50.99	0.986	rgb(228, 29, 31)	1.9998	None
BHLHE40	ELMO1	0.99701	50.99	0.992	rgb(228, 27, 29)	1.9998	None
BHLHE40	RUNX1	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
BHLHE40	SLC6A2	0.99701	50.99	0.993	rgb(228, 27, 29)	1.9998	None
CEBPD	TCN1	-0.99701	50.99	-9.9E-01	rgb(  1, 86,255)	1.9998	None
CREB5	ANKRD1	0.99701	50.99	0.992	rgb(228, 28, 29)	1.9998	None
DLX5	HHLA1	0.99701	50.99	0.987	rgb(228, 28, 30)	1.9998	None
DMBX1	THBD	0.99701	50.99	0.986	rgb(228, 29, 31)	1.9998	None
EBF3	CPA2	0.99701	50.99	0.989	rgb(228, 28, 30)	1.9998	None
EBF3	CPA4	0.99701	50.99	0.991	rgb(228, 28, 30)	1.9998	None
EBF3	ELF4	-0.99701	50.99	-9.9E-01	rgb(  2, 86,255)	1.9998	None
EBF3	GPR83	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
EGR2	CXCR4	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
EGR2	THBD	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
EGR4	CALCRL	0.99701	50.99	0.992	rgb(228, 28, 30)	1.9998	None
EHF	RAPGEF3	-0.99701	50.99	-9.9E-01	rgb(  2, 86,255)	1.9998	None
ELF3	NRARP	0.99701	50.99	0.99	rgb(228, 28, 30)	1.9998	None
ELF4	DLL3	-0.99701	50.99	-9.9E-01	rgb(  2, 86,255)	1.9998	None
ELF4	MYRF	0.99701	50.99	0.99	rgb(228, 28, 30)	1.9998	None
ELF4	SH3RF3-AS1	-0.99701	50.99	-9.9E-01	rgb(  2, 86,255)	1.9998	None
ELF5	DSC3	0.99701	50.99	0.99	rgb(228, 28, 30)	1.9998	None
ELF5	GATA2	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
ELF5	GPRC5A	0.99701	50.99	0.986	rgb(228, 29, 31)	1.9998	None
ESRRB	ANKRD65	0.99701	50.99	0.99	rgb(228, 28, 30)	1.9998	None
ESRRB	BX538226	0.99701	50.99	0.987	rgb(228, 28, 30)	1.9998	2,2
ESRRB	CNGA3	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
ESRRB	ENPP1	0.99701	50.99	0.991	rgb(228, 28, 30)	1.9998	None
ESRRB	PPP1R3C	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
ESRRB	S100P	0.99701	50.99	0.987	rgb(228, 29, 31)	1.9998	None
ESRRB	SLC7A14	0.99701	50.99	0.986	rgb(228, 29, 31)	1.9998	None
ESRRB	SSTR2	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
ESRRG	PLS1	0.99701	50.99	0.991	rgb(228, 28, 30)	1.9998	None
ETV1	B2M	0.99701	50.99	0.988	rgb(228, 28, 30)	1.9998	None
ETV1	CPA1	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
ETV1	DNAH7	0.99701	50.99	0.992	rgb(228, 28, 30)	1.9998	None
ETV1	INSM1	0.99701	50.99	0.987	rgb(228, 29, 31)	1.9998	None
ETV1	KCNQ5	0.99701	50.99	0.993	rgb(228, 27, 29)	1.9998	None
ETV1	LIMCH1	0.99701	50.99	0.99	rgb(228, 28, 30)	1.9998	None
ETV4	NCAN	0.99701	50.99	0.986	rgb(228, 29, 31)	1.9998	None
ETV5	CLDN10	0.99701	50.99	0.991	rgb(228, 28, 30)	1.9998	None
ETV5	DUSP5	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
ETV5	SUCNR1	0.99701	50.99	0.989	rgb(228, 28, 30)	1.9998	None
FEV	A1CF	0.99701	50.99	0.987	rgb(228, 28, 30)	1.9998	None
FEV	ANKH	0.99701	50.99	0.987	rgb(228, 29, 31)	1.9998	None
FEV	ATOH7	-0.99701	50.99	-9.9E-01	rgb(  3, 87,255)	1.9998	None
FEV	DCC	0.99701	50.99	0.987	rgb(228, 28, 30)	1.9998	None
FEV	MAPK8IP2	0.99701	50.99	0.988	rgb(228, 28, 30)	1.9998	None
FEV	PRUNE2	0.99701	50.99	0.987	rgb(228, 28, 30)	1.9998	None
FEV	RAB26	0.99701	50.99	0.993	rgb(228, 27, 29)	1.9998	None
FEV	RAB3A	0.99701	50.99	0.987	rgb(228, 29, 31)	1.9998	None
FEV	RIMBP2	0.99701	50.99	0.993	rgb(228, 27, 29)	1.9998	None
FEV	RSAD2	0.99701	50.99	0.986	rgb(228, 29, 31)	1.9998	None
FEV	SSTR5-AS1	0.99701	50.99	0.994	rgb(228, 27, 29)	1.9998	None
FEV	TTLL6	0.99701	50.99	0.989	rgb(228, 28, 30)	1.9998	None
FLI1	CALCA	0.99701	50.99	0.989	rgb(228, 28, 30)	1.9998	None
FLI1	FFAR4	0.99701	50.99	0.992	rgb(228, 27, 29)	1.9998	None
FLI1	PTGER3	0.99701	50.99	0.995	rgb(228, 27, 29)	1.9998	None
