TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
ATF5	AK094525	-1	50.99	-9.9E-01	rgb(  3, 87,254)	2	2,2
HSF4	COL5A3	-1	50.99	-9.9E-01	rgb(  2, 86,255)	2	None
IRX2	NKX6-1	-1	50.99	-9.9E-01	rgb(  2, 86,255)	2	None
ALX1	CCBE1	0.99814	50.98	0.983	rgb(228, 29, 31)	1.9998	None
HSF4	RGS16	-0.99814	50.98	-9.8E-01	rgb(  4, 88,254)	1.9998	None
NKX2-2	LOC728392	0.99814	50.98	0.977	rgb(228, 30, 32)	1.9998	None
PBX1	ID4	-0.99814	50.98	-9.8E-01	rgb(  5, 88,254)	1.9998	None
RFX6	SLC39A5	-0.99814	50.98	-9.8E-01	rgb(  4, 88,254)	1.9998	None
RXRG	CREBRF	-0.99814	50.98	-9.8E-01	rgb(  5, 88,254)	1.9998	None
TP63	CALB2	-0.99814	50.98	-9.8E-01	rgb(  5, 88,254)	1.9998	None
ZFP92	SKAP1	-0.99814	50.98	-9.8E-01	rgb(  4, 88,254)	1.9998	None
ALX1	CCND1	0.99628	50.97	0.97	rgb(228, 32, 34)	1.9996	None
BHLHE40	RAP1GAP2	-0.99628	50.97	-9.7E-01	rgb(  6, 89,254)	1.9996	None
ELF3	CMTM8	0.99628	50.97	0.966	rgb(228, 32, 34)	1.9996	None
FOXE3	SLC6A4	0.99628	50.97	0.97	rgb(228, 32, 34)	1.9996	None
GATA2	ZBTB4	0.99628	50.97	0.967	rgb(228, 32, 34)	1.9996	None
GFI1	SLC30A8	0.99628	50.97	0.967	rgb(228, 32, 34)	1.9996	None
HSF4	COL28A1	-0.99628	50.97	-9.7E-01	rgb(  6, 88,254)	1.9996	None
HSF4	GADD45A	-0.99628	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
HSF4	KIAA1211L	-0.99628	50.97	-9.7E-01	rgb(  6, 88,254)	1.9996	None
IRX1	COL25A1	-0.99628	50.97	-9.7E-01	rgb(  6, 89,254)	1.9996	None
IRX1	LHX1	-0.99628	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
MAFF	ANKS1B	0.99628	50.97	0.967	rgb(228, 32, 34)	1.9996	None
NEUROG3	RAP1GAP2	0.99628	50.97	0.971	rgb(228, 32, 33)	1.9996	None
NFIA	FOXE3	0.99628	50.97	0.969	rgb(228, 32, 34)	1.9996	None
NHLH1	LAMP5	-0.99628	50.97	-9.7E-01	rgb(  6, 89,254)	1.9996	None
NKX2-8	ARHGAP9	-0.99628	50.97	-9.7E-01	rgb(  6, 89,254)	1.9996	None
NKX2-8	C2CD2L	-0.99628	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
NKX2-8	LIX1	0.99628	50.97	0.966	rgb(228, 32, 34)	1.9996	None
NR4A3	NGFR	0.99628	50.97	0.972	rgb(228, 31, 33)	1.9996	None
ONECUT3	MT1F	-0.99628	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
PAX6	IGFBP7	-0.99628	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
TGIF2	POU5F1	-0.99628	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
ZFHX2	CCK	-0.99628	50.97	-9.7E-01	rgb(  7, 89,254)	1.9996	None
ZIC3	INS-IGF2	0.99628	50.97	0.968	rgb(228, 32, 34)	1.9996	None
ZIC3	PCSK6	0.99628	50.97	0.972	rgb(228, 31, 33)	1.9996	None
ZIC3	SBK2	0.99628	50.97	0.972	rgb(228, 31, 33)	1.9996	None
ALX1	BHLHE40	0.99443	50.96	0.955	rgb(228, 35, 36)	1.9994	None
ALX1	MIXL1	0.99443	50.96	0.961	rgb(228, 33, 35)	1.9994	None
EBF3	PHOX2A	0.99443	50.96	0.962	rgb(228, 33, 35)	1.9994	None
EBF3	UNC5B	0.99443	50.96	0.959	rgb(228, 34, 36)	1.9994	None
EGR4	PEG10	0.99443	50.96	0.959	rgb(228, 34, 36)	1.9994	None
ETV5	ITGAM	-0.99443	50.96	-9.6E-01	rgb(  9, 91,253)	1.9994	None
FOXA1	GPC6	0.99443	50.96	0.955	rgb(228, 35, 36)	1.9994	None
FOXL1	ARHGAP22	-0.99443	50.96	-9.6E-01	rgb(  9, 90,253)	1.9994	None
FOXL1	ATCAY	0.99443	50.96	0.965	rgb(228, 33, 35)	1.9994	None
HIF1A	PHOX2A	-0.99443	50.96	-9.6E-01	rgb(  9, 90,254)	1.9994	None
HOXD4	TRPM4	-0.99443	50.96	-9.6E-01	rgb(  9, 90,253)	1.9994	None
HSF4	IGFN1	-0.99443	50.96	-9.6E-01	rgb( 10, 91,253)	1.9994	None
IRX1	PGA3	-0.99443	50.96	-9.6E-01	rgb(  8, 90,254)	1.9994	None
IRX1	TCN1	-0.99443	50.96	-9.6E-01	rgb(  8, 90,254)	1.9994	None
KLF10	PRRT2	0.99443	50.96	0.959	rgb(228, 34, 36)	1.9994	None
KLF7	PAX4	-0.99443	50.96	-9.6E-01	rgb(  9, 91,253)	1.9994	None
LMX1B	MAF	0.99443	50.96	0.958	rgb(228, 34, 36)	1.9994	None
MAF	MMRN1	-0.99443	50.96	-9.6E-01	rgb(  9, 90,253)	1.9994	None
MAFB	SLC30A8	0.99443	50.96	0.964	rgb(228, 33, 35)	1.9994	None
NEUROG3	MARCH8	0.99443	50.96	0.961	rgb(228, 33, 35)	1.9994	None
NKX2-2	HIST1H2BK	0.99443	50.96	0.96	rgb(228, 34, 36)	1.9994	None
NKX2-2	MAPK8IP2	0.99443	50.96	0.957	rgb(228, 34, 36)	1.9994	None
NR4A3	MAP2	0.99443	50.96	0.956	rgb(228, 34, 36)	1.9994	None
OTX2	EMP1	0.99443	50.96	0.963	rgb(228, 33, 35)	1.9994	None
OTX2	KLF10	-0.99443	50.96	-9.6E-01	rgb( 10, 91,253)	1.9994	None
PAX6	PEG10	-0.99443	50.96	-9.6E-01	rgb(  9, 90,253)	1.9994	None
PBX1	SH2D3C	-0.99443	50.96	-9.6E-01	rgb(  9, 90,253)	1.9994	None
PHOX2A	CGREF1	-0.99443	50.96	-9.6E-01	rgb( 10, 91,253)	1.9994	None
RELB	KCNQ5	0.99443	50.96	0.964	rgb(228, 33, 35)	1.9994	None
RFX3	MYCN	-0.99443	50.96	-9.6E-01	rgb(  8, 90,254)	1.9994	None
RFX6	IL10RA	-0.99443	50.96	-9.6E-01	rgb(  8, 90,254)	1.9994	None
RHOXF1	MXRA5	0.99443	50.96	0.957	rgb(228, 34, 36)	1.9994	None
RUNX1	RAB3C	-0.99443	50.96	-9.6E-01	rgb(  9, 90,253)	1.9994	None
SHOX2	KIAA1211L	0.99443	50.96	0.961	rgb(228, 33, 35)	1.9994	None
SOX3	FAM155B	0.99443	50.96	0.957	rgb(228, 34, 36)	1.9994	None
TFCP2L1	CCK	0.99443	50.96	0.962	rgb(228, 33, 35)	1.9994	None
TFCP2L1	MANEAL	0.99443	50.96	0.959	rgb(228, 34, 36)	1.9994	None
ZIC3	CALB1	0.99443	50.96	0.965	rgb(228, 33, 35)	1.9994	None
ZIC5	L1CAM	0.99443	50.96	0.958	rgb(228, 34, 36)	1.9994	None
ALX1	PLXND1	0.99257	50.95	0.945	rgb(227, 36, 38)	1.9992	None
ARX	CGA	0.99257	50.95	0.949	rgb(227, 36, 38)	1.9992	None
ARX	IGFALS	0.99257	50.95	0.951	rgb(227, 35, 37)	1.9992	None
ARX	IRX2	-0.99257	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
BCL6	HIF3A	0.99257	50.95	0.945	rgb(227, 36, 38)	1.9992	None
DLX2	UNC5B	-0.99257	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
EBF3	MCAM	0.99257	50.95	0.953	rgb(227, 35, 37)	1.9992	None
EBF3	SNAP25	0.99257	50.95	0.95	rgb(227, 36, 38)	1.9992	None
FOSB	GADD45B	0.99257	50.95	0.946	rgb(227, 36, 38)	1.9992	None
FOXC1	DLGAP3	0.99257	50.95	0.951	rgb(227, 35, 37)	1.9992	None
FOXL1	FLI1	0.99257	50.95	0.949	rgb(227, 36, 38)	1.9992	None
FOXL1	SV2B	0.99257	50.95	0.945	rgb(227, 36, 38)	1.9992	None
GATA2	CD163L1	0.99257	50.95	0.952	rgb(227, 35, 37)	1.9992	None
GATA2	MATN1-AS1	0.99257	50.95	0.951	rgb(227, 35, 37)	1.9992	None
GLI2	SIM1	-0.99257	50.95	-9.5E-01	rgb( 11, 91,253)	1.9992	None
HIF1A	ATP10D	-0.99257	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
IRF8	NTNG2	0.99257	50.95	0.95	rgb(227, 36, 37)	1.9992	None
IRX1	CD274	-0.99257	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
JUNB	EIF1B-AS1	0.99257	50.95	0.945	rgb(227, 36, 38)	1.9992	None
JUNB	MFAP3L	-0.99257	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
LMX1B	MLF1	-0.99257	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
MAF	GAP43	-0.99257	50.95	-9.5E-01	rgb( 10, 91,253)	1.9992	None
MAFB	AL109792	0.99257	50.95	0.949	rgb(227, 36, 38)	1.9992	2,2
MYCN	MUSTN1	0.99257	50.95	0.955	rgb(228, 35, 37)	1.9992	None
NHLH1	ARID5B	-0.99257	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
NKX2-2	C2CD4B	0.99257	50.95	0.954	rgb(227, 35, 37)	1.9992	None
NKX2-2	INS	0.99257	50.95	0.948	rgb(227, 36, 38)	1.9992	None
NKX2-2	PTPRN	0.99257	50.95	0.951	rgb(227, 35, 37)	1.9992	None
NKX2-2	SVOP	0.99257	50.95	0.947	rgb(227, 36, 38)	1.9992	None
NR4A3	CCND1	0.99257	50.95	0.951	rgb(227, 35, 37)	1.9992	None
PBX1	CRIP2	-0.99257	50.95	-9.5E-01	rgb( 11, 91,253)	1.9992	None
PBX3	COL5A3	0.99257	50.95	0.947	rgb(227, 36, 38)	1.9992	None
RARB	COL28A1	0.99257	50.95	0.946	rgb(227, 36, 38)	1.9992	None
RFX3	RFX4	-0.99257	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
RFX3	ZIC1	-0.99257	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
RFX6	NCAN	0.99257	50.95	0.955	rgb(228, 35, 37)	1.9992	None
RXRG	CCNA1	-0.99257	50.95	-9.5E-01	rgb( 10, 91,253)	1.9992	None
SATB2	LHFPL3-AS2	-0.99257	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
TFAP2A	FOXE3	0.99257	50.95	0.955	rgb(228, 35, 37)	1.9992	None
TFAP2B	COL9A3	0.99257	50.95	0.955	rgb(228, 35, 37)	1.9992	None
TFAP2B	PHYHIP	0.99257	50.95	0.946	rgb(227, 36, 38)	1.9992	None
TFCP2L1	CTNNA2	0.99257	50.95	0.95	rgb(227, 36, 38)	1.9992	None
TFCP2L1	ELAVL4	0.99257	50.95	0.948	rgb(227, 36, 38)	1.9992	None
TFCP2L1	KIF5A	0.99257	50.95	0.947	rgb(227, 36, 38)	1.9992	None
ZFHX2	CHGA	-0.99257	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
ZIC3	POU3F4	-0.99257	50.95	-9.5E-01	rgb( 12, 92,253)	1.9992	None
ZIC5	COL8A1	0.99257	50.95	0.947	rgb(227, 36, 38)	1.9992	None
NPAS1	BC021061	0.99257	50.95	0.952	rgb(227, 35, 37)	1.9992	2,2
ALX1	CRYAB	0.99071	50.94	0.944	rgb(227, 37, 39)	1.999	None
ALX1	MLN	-0.99071	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
ELF4	GMNN	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
ELF4	S100P	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
FEV	HMGN3	0.99071	50.94	0.936	rgb(227, 38, 40)	1.999	None
FOS	SLC16A12	-0.99071	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
FOSB	MYL7	0.99071	50.94	0.935	rgb(227, 38, 40)	1.999	None
FOSL1	CSDC2	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
FOSL1	EPHA2	0.99071	50.94	0.938	rgb(227, 38, 40)	1.999	None
FOXA1	PEG10	0.99071	50.94	0.944	rgb(227, 37, 39)	1.999	None
FOXC1	SMARCA1	0.99071	50.94	0.938	rgb(227, 38, 40)	1.999	None
FOXC2	OLFM3	0.99071	50.94	0.943	rgb(227, 37, 39)	1.999	None
FOXL1	LRRK1	-0.99071	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
GLIS2	SOGA3	0.99071	50.94	0.943	rgb(227, 37, 39)	1.999	None
HOXB2	PEG10	0.99071	50.94	0.937	rgb(227, 38, 40)	1.999	None
HOXB3	PGA3	-0.99071	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
HOXD3	PRSS23	-0.99071	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
HSF4	ARHGAP9	-0.99071	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
HSF4	SGCD	-0.99071	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
INSM1	MAPK7	0.99071	50.94	0.937	rgb(227, 38, 40)	1.999	None
IRX2	ATP10D	-0.99071	50.94	-9.4E-01	rgb( 14, 94,253)	1.999	None
IRX2	ID4	-0.99071	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
IRX3	FLT1	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
LMX1A	HAND1	-0.99071	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
MNX1	TMEM196	-0.99071	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
NEUROG3	SUSD2	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
NKX2-2	APLP1	0.99071	50.94	0.936	rgb(227, 38, 40)	1.999	None
NKX2-2	ELAVL3	0.99071	50.94	0.939	rgb(227, 38, 39)	1.999	None
NKX2-2	FEV	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
NKX2-2	GDAP1L1	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
NKX2-2	PALM2	0.99071	50.94	0.935	rgb(227, 38, 40)	1.999	2,2
NKX2-2	SSTR2	0.99071	50.94	0.94	rgb(227, 37, 39)	1.999	None
NKX2-2	STMN3	0.99071	50.94	0.938	rgb(227, 38, 40)	1.999	None
NKX2-8	FRMPD1	-0.99071	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
NR4A3	PRR5L	0.99071	50.94	0.937	rgb(227, 38, 40)	1.999	None
ONECUT2	FBLL1	0.99071	50.94	0.938	rgb(227, 38, 40)	1.999	None
PAX6	PDE1C	-0.99071	50.94	-9.4E-01	rgb( 12, 92,253)	1.999	None
PBX3	LUM	-0.99071	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
PDX1	MEIS2	0.99071	50.94	0.938	rgb(227, 38, 40)	1.999	None
PHOX2A	SPP1	-0.99071	50.94	-9.4E-01	rgb( 12, 93,253)	1.999	None
POU3F2	EPHA2	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
RARB	CCBE1	-0.99071	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
RELB	NRCAM	0.99071	50.94	0.944	rgb(227, 37, 39)	1.999	None
RFX6	GABRG1	-0.99071	50.94	-9.4E-01	rgb( 12, 93,253)	1.999	None
RFX6	PHYHIPL	0.99071	50.94	0.94	rgb(227, 38, 39)	1.999	None
RUNX2	CD55	0.99071	50.94	0.937	rgb(227, 38, 40)	1.999	None
SATB2	CDKN1A	-0.99071	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
SIX2	C7	-0.99071	50.94	-9.4E-01	rgb( 14, 93,253)	1.999	None
SP5	FOXE3	0.99071	50.94	0.94	rgb(227, 37, 39)	1.999	None
TFCP2L1	LAMP5	0.99071	50.94	0.94	rgb(227, 37, 39)	1.999	None
TFCP2L1	NR0B1	-0.99071	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
TFCP2L1	RHOH	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
ZFP92	CCBE1	-0.99071	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
ZIC3	CDKN1A	0.99071	50.94	0.941	rgb(227, 37, 39)	1.999	None
ZIC3	DACT1	0.99071	50.94	0.942	rgb(227, 37, 39)	1.999	None
ZIC3	SLC41A2	0.99071	50.94	0.936	rgb(227, 38, 40)	1.999	None
ZIC5	DLK1	0.99071	50.94	0.937	rgb(227, 38, 40)	1.999	None
ALX1	NFKBIZ	0.98885	50.93	0.926	rgb(227, 40, 42)	1.9988	None
ALX1	NMRK2	0.98885	50.93	0.931	rgb(227, 39, 41)	1.9988	None
ALX1	RSAD2	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
ARX	BCAN	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
ARX	PMAIP1	0.98885	50.93	0.927	rgb(227, 40, 42)	1.9988	None
ARX	SAMD15	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
BCL6	ARID5B	0.98885	50.93	0.93	rgb(227, 39, 41)	1.9988	None
BCL6	GADD45G	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
BHLHE40	GPR142	-0.98885	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
CREB5	TGFB2	0.98885	50.93	0.928	rgb(227, 40, 42)	1.9988	None
DLX5	ACSM3	-0.98885	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
EBF3	SH2D3C	0.98885	50.93	0.93	rgb(227, 39, 41)	1.9988	None
EGR4	KREMEN2	0.98885	50.93	0.928	rgb(227, 40, 42)	1.9988	None
ELF4	GP2	0.98885	50.93	0.933	rgb(227, 39, 41)	1.9988	None
ELF4	L1CAM	0.98885	50.93	0.93	rgb(227, 39, 41)	1.9988	None
ETV5	FOXE3	0.98885	50.93	0.932	rgb(227, 39, 41)	1.9988	None
FOSB	RHOB	0.98885	50.93	0.927	rgb(227, 40, 42)	1.9988	None
FOXA1	DACT1	0.98885	50.93	0.929	rgb(227, 40, 41)	1.9988	None
FOXA1	PALMD	0.98885	50.93	0.926	rgb(227, 40, 42)	1.9988	None
FOXA1	RYBP	0.98885	50.93	0.929	rgb(227, 40, 41)	1.9988	None
FOXA2	ETV1	0.98885	50.93	0.933	rgb(227, 39, 41)	1.9988	None
FOXL1	CACNG7	0.98885	50.93	0.929	rgb(227, 39, 41)	1.9988	None
FOXL1	NEURL3	0.98885	50.93	0.927	rgb(227, 40, 42)	1.9988	None
FOXL1	PAX6	0.98885	50.93	0.93	rgb(227, 39, 41)	1.9988	None
GATA2	PHF15	0.98885	50.93	0.926	rgb(227, 40, 42)	1.9988	2,2
GFI1	GABRG3	0.98885	50.93	0.928	rgb(227, 40, 42)	1.9988	None
GFI1	LHFPL3-AS2	0.98885	50.93	0.929	rgb(227, 40, 41)	1.9988	None
GLIS3	PRLHR	0.98885	50.93	0.93	rgb(227, 39, 41)	1.9988	None
HOXB2	KCNA3	0.98885	50.93	0.932	rgb(227, 39, 41)	1.9988	None
HOXB2	PODN	0.98885	50.93	0.927	rgb(227, 40, 42)	1.9988	None
HOXB2	SLC8A2	0.98885	50.93	0.933	rgb(227, 39, 41)	1.9988	None
HSF4	KCNN2	0.98885	50.93	0.928	rgb(227, 40, 42)	1.9988	None
HSF4	PTER	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
IRF8	ZDHHC22	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
IRX1	DLGAP1	-0.98885	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
IRX1	NPFFR2	-0.98885	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
IRX2	JAG1	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
ISL1	ABTB1	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
JUNB	NR4A3	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
JUNB	RXRG	0.98885	50.93	0.927	rgb(227, 40, 42)	1.9988	None
JUNB	UNC5A	0.98885	50.93	0.932	rgb(227, 39, 41)	1.9988	None
KLF7	PGA3	-0.98885	50.93	-9.3E-01	rgb( 14, 94,252)	1.9988	None
LHX8	S100A1	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
MAFB	SCG2	0.98885	50.93	0.934	rgb(227, 39, 40)	1.9988	None
MEIS2	NXPH4	0.98885	50.93	0.926	rgb(227, 40, 42)	1.9988	None
MSX1	OXTR	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
MYCN	AGAP2-AS1	0.98885	50.93	0.934	rgb(227, 39, 40)	1.9988	None
NEUROG3	DLL4	0.98885	50.93	0.933	rgb(227, 39, 41)	1.9988	None
NEUROG3	FZD1	0.98885	50.93	0.927	rgb(227, 40, 42)	1.9988	None
NFIA	CPA1	-0.98885	50.93	-9.3E-01	rgb( 14, 94,252)	1.9988	None
NKX2-8	CRABP1	0.98885	50.93	0.928	rgb(227, 40, 42)	1.9988	None
NKX2-8	TRPM4	0.98885	50.93	0.931	rgb(227, 39, 41)	1.9988	None
NKX3-2	CMSS1	0.98885	50.93	0.935	rgb(227, 39, 40)	1.9988	None
NR4A2	ABLIM2	0.98885	50.93	0.926	rgb(227, 40, 42)	1.9988	None
OLIG3	TAGLN3	0.98885	50.93	0.931	rgb(227, 39, 41)	1.9988	None
ONECUT2	LYSMD2	0.98885	50.93	0.926	rgb(227, 40, 42)	1.9988	None
ONECUT3	PRRT4	0.98885	50.93	0.93	rgb(227, 39, 41)	1.9988	None
PBX1	AMN	0.98885	50.93	0.928	rgb(227, 40, 42)	1.9988	None
PBX1	DPP6	-0.98885	50.93	-9.3E-01	rgb( 14, 94,253)	1.9988	None
PBX1	HIF1A	0.98885	50.93	0.931	rgb(227, 39, 41)	1.9988	None
POU5F1	SLC1A3	0.98885	50.93	0.93	rgb(227, 39, 41)	1.9988	None
RELB	FEZ1	0.98885	50.93	0.929	rgb(227, 40, 41)	1.9988	None
RFX3	TPPP3	0.98885	50.93	0.925	rgb(227, 40, 42)	1.9988	None
RFX6	EFCAB12	0.98885	50.93	0.932	rgb(227, 39, 41)	1.9988	None
RFX6	LINC00880	-0.98885	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
RHOXF1	NCAN	0.98885	50.93	0.927	rgb(227, 40, 42)	1.9988	None
RORC	CNOT6L	-0.98885	50.93	-9.3E-01	rgb( 14, 94,252)	1.9988	None
RXRG	PLCXD3	0.98885	50.93	0.935	rgb(227, 38, 40)	1.9988	None
SIX2	STMN3	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
SOX3	CLDN5	0.98885	50.93	0.925	rgb(227, 40, 42)	1.9988	None
SOX4	PCSK1	-0.98885	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
SOX9	ISG15	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
TFAP2A	SRRM3	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
TFCP2L1	ANG	-0.98885	50.93	-9.3E-01	rgb( 14, 94,253)	1.9988	None
TFCP2L1	PAX6	0.98885	50.93	0.93	rgb(227, 39, 41)	1.9988	None
ZFHX2	ELOVL2	-0.98885	50.93	-9.3E-01	rgb( 16, 94,252)	1.9988	None
ZFHX2	NEUROD1	-0.98885	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
ZFHX2	RUNDC3A	-0.98885	50.93	-9.3E-01	rgb( 14, 94,253)	1.9988	None
ZFP82	ISG15	-0.98885	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
ZIC2	CALCOCO1	0.98885	50.93	0.925	rgb(227, 40, 42)	1.9988	None
ZIC3	ACADL	0.98885	50.93	0.934	rgb(227, 39, 40)	1.9988	None
ZIC3	H19	0.98885	50.93	0.926	rgb(227, 40, 42)	1.9988	None
ZIC3	VSTM2L	-0.98885	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
NPAS1	GPR126	0.98885	50.93	0.928	rgb(227, 40, 42)	1.9988	2,2
ASCL1	STXBP1	0.98699	50.92	0.917	rgb(227, 42, 44)	1.9986	None
DLX5	GPC6	-0.98699	50.92	-9.2E-01	rgb( 17, 96,252)	1.9986	None
EBF3	MXRA5	0.98699	50.92	0.922	rgb(227, 41, 43)	1.9986	None
EBF3	SLCO2A1	0.98699	50.92	0.919	rgb(227, 41, 43)	1.9986	None
EBF3	SOX4	-0.98699	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
ELF4	AK130759	0.98699	50.92	0.919	rgb(227, 42, 43)	1.9986	2,2
ELF4	AREG	0.98699	50.92	0.92	rgb(227, 41, 43)	1.9986	None
ELF4	BCRP3	0.98699	50.92	0.925	rgb(227, 40, 42)	1.9986	None
FOS	QPCT	-0.98699	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
FOSB	CYP27C1	0.98699	50.92	0.923	rgb(227, 41, 43)	1.9986	None
FOXA2	MIR23B	0.98699	50.92	0.915	rgb(227, 42, 44)	1.9986	None
FOXL1	ANG	-0.98699	50.92	-9.2E-01	rgb( 16, 95,252)	1.9986	None
FOXL1	GLRA3	0.98699	50.92	0.923	rgb(227, 41, 43)	1.9986	None
FOXL1	L1CAM	0.98699	50.92	0.918	rgb(227, 42, 44)	1.9986	None
GLI1	PRSS23	-0.98699	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
GLI2	LYST	-0.98699	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
GLIS3	HTRA1	0.98699	50.92	0.922	rgb(227, 41, 43)	1.9986	None
HAND1	KCTD16	0.98699	50.92	0.916	rgb(227, 42, 44)	1.9986	None
HHEX	SHOX2	-0.98699	50.92	-9.2E-01	rgb( 17, 96,252)	1.9986	None
HOXA9	SMOC2	-0.98699	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
HOXB2	IGFBP7	0.98699	50.92	0.917	rgb(227, 42, 44)	1.9986	None
IRF8	LRRK1	-0.98699	50.92	-9.2E-01	rgb( 16, 95,252)	1.9986	None
IRF8	SLC8A3	0.98699	50.92	0.917	rgb(227, 42, 44)	1.9986	None
IRX1	AGT	-0.98699	50.92	-9.2E-01	rgb( 17, 95,252)	1.9986	None
IRX1	SLC32A1	0.98699	50.92	0.916	rgb(227, 42, 44)	1.9986	None
IRX2	GBP1	-0.98699	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
ISL1	IRX2	-0.98699	50.92	-9.2E-01	rgb( 17, 96,252)	1.9986	None
KLF10	GATA3	0.98699	50.92	0.916	rgb(227, 42, 44)	1.9986	None
KLF10	SOD3	0.98699	50.92	0.916	rgb(227, 42, 44)	1.9986	None
LMX1A	CDH11	0.98699	50.92	0.921	rgb(227, 41, 43)	1.9986	None
LMX1A	HPX	0.98699	50.92	0.915	rgb(227, 42, 44)	1.9986	None
MEIS2	ANGPT1	-0.98699	50.92	-9.2E-01	rgb( 16, 95,252)	1.9986	None
MNX1	MAN1A1	-0.98699	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
MSX1	CREBRF	0.98699	50.92	0.917	rgb(227, 42, 44)	1.9986	None
MYCN	TRIM35	0.98699	50.92	0.916	rgb(227, 42, 44)	1.9986	None
MYCN	UNCX	-0.98699	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
