	TF	Hormone	pos	pos_path	pos_node_length	neg	neg_path	neg_node_length
0	NEUROG3	SST	0.044373494293909806	NEUROG3->TFAP2B->FOXE3->SST	4	-0.1027877069421626	NEUROG3->FOXP2->SST	3
1	NEUROG3	GHRL	0.500010000200004	NEUROG3->GHRL	2	-0.32288333010405085	NEUROG3->FOXP2->GHRL	3
2	NEUROG3	CCK	0.21809372366170898	NEUROG3->EBF1->CCK	3	-0.20528571134633955	NEUROG3->LHX8->CCK	3
3	NEUROG3	PYY	0.10394165762472833	NEUROG3->RARB->PYY	3	-0.15237609498284888	NEUROG3->NEUROD2->PYY	3
4	NEUROD1	SST	0.00228471097829779	NEUROD1->PAX4->ZIC2->LHX8->IRX1->FOXE3->SST	7	-0.013689392956543983	NEUROD1->PAX4->FOXP2->SST	4
5	NEUROD1	GHRL	0.19558337738186193	NEUROD1->PAX4->GHRL	3	-0.043001998161112616	NEUROD1->PAX4->FOXP2->GHRL	4
6	NEUROD1	CCK	0.0052972080260793334	NEUROD1->PAX4->HES6->TBX2->LHX8->CCK	6	-0.030760275804600636	NEUROD1->PAX4->ZIC2->LHX8->CCK	5
7	NEUROD1	PYY	0.003263830040498906	NEUROD1->PAX4->HES6->TBX2->LHX8->PYY	6	-0.01895268445770184	NEUROD1->PAX4->ZIC2->LHX8->PYY	5
8	NEUROD2	SST	0.011750336295753233	NEUROD2->NEUROG3->TFAP2B->FOXE3->SST	5	-0.027218729172868116	NEUROD2->NEUROG3->FOXP2->SST	4
9	NEUROD2	GHRL	0.13240529615888424	NEUROD2->NEUROG3->GHRL	3	-0.08550121583586938	NEUROD2->NEUROG3->FOXP2->GHRL	4
10	NEUROD2	CCK	0.05775237307308201	NEUROD2->NEUROG3->EBF1->CCK	4	-0.14071924941368885	NEUROD2->LHX8->CCK	3
11	NEUROD2	PYY	0.027524301425056564	NEUROD2->NEUROG3->RARB->PYY	4	-0.30474609492189847	NEUROD2->PYY	2
12	PAX4	SST	0.005740004482327051	PAX4->ZIC2->LHX8->IRX1->FOXE3->SST	6	-0.034392611440700584	PAX4->FOXP2->SST	3
13	PAX4	GHRL	0.49137482749654987	PAX4->GHRL	2	-0.10803627440776181	PAX4->FOXP2->GHRL	3
14	PAX4	CCK	0.01330846575445967	PAX4->HES6->TBX2->LHX8->CCK	5	-0.07728072507778291	PAX4->ZIC2->LHX8->CCK	4
