	ARNT2	ARX	ASCL1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_EAR_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007117997329488479	0.011875975236523839	1	1	1	1	1	1	0.009360768585141122	0.0010002076399645565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ELECTRON_TRANSFER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007682912544517473	1	1	1	1	1	1	1	0.040039276240282806	1	1	0.04271595083822732	1	1	1	1	1	1
GO_ELECTRON_TRANSPORT_CHAIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020101231774132033	1	1	1	1	1	1	1	0.09695104940298505	1	1	1	1	1	1	1	1	1
GO_EMBRYONIC_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0607487627489669	0.023262439641812516	1	0.015182211087932274	1	1	1	0.030305051081893186	1	1	0.002532631803746188	0.0048121286509189565	1	1	1	0.0512441391756453	1	1	1	1	1	1	1	1	1	0.041866346760384365	1
GO_EMBRYONIC_ORGAN_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010787738348708276	0.022194225120303446	0.035233953848567534	1	1	1	1	1	1	0.035233953848567534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EMBRYONIC_ORGAN_MORPHOGENESIS	1	1	1	0.0940839579860977	1	1	1	1	1	1	1	1	1	1	0.003562318237615769	0.06213679658264426	0.012376429856628901	1	1	1	1	1	0.04986374765094803	0.012376429856628901	1	1	1	1	1	1	1	0.06213679658264426	1	1	1	1	1	1	1	1
GO_EMBRYO_DEVELOPMENT	1	1	1	1	1	1	1	1	0.04661532633408527	1	1	1	1	0.07362064159211423	0.09541982055621945	0.012758821413453747	0.026273378968086014	1	1	1	0.08493287838590013	1	1	0.026273378968086014	0.03093220993073409	1	1	1	0.03641145905059251	1	1	1	1	1	1	1	1	1	0.010785575915487233	1
GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	1	1	1	1	1	1	1	1	0.0923198777549421	1	1	1	1	1	1	0.01135369853015833	0.02088688877254352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05314227972265406	1
GO_ENDOCRINE_HORMONE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008527621308494715	1	1	1	1	1	1
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010701044642883129	1	1	1	1	1	1	1	1	0.00031851746754552046	1	1	1	1	1	1
GO_ENDOCRINE_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025652159791982654	1	1	1	1	1	1
GO_ENDOCRINE_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0009421733062843218	1	1	1	0.03444912533994238	1	0.04956793887972599	1	1	0.0005103714859928665	1	1	1	1	1	1
GO_ENDOCYTIC_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08009841062641332	1	1	1	1	1	1	1	0.041196460310970906	1	0.08984835211471975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07778760554174857	0.03044536543385845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOPEPTIDASE_ACTIVITY	1	1	1	1	1	1	1	1	1	0.0041838403162283155	1	1	0.00866700779986529	1	1	0.020684445096362136	0.0006240698421274837	1	1	1	1	0.010026645286644653	0.01481285805957866	1	0.06640750538058182	1	1	1	0.08257309279432512	1	1	1	1	0.009496067900238825	1	1	1	1	1	1
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	1	1	1	1	1	1	0.05904982058610253	1	1	0.07830175214559398	1	1	1	0.0329623485670123	1	1	1	1	1	1	1	1	0.021344931254302035	1	1	1	1	1	1	1	1	1	1	0.018684809776052136	1	1	0.002602528752298716	1	1	1
GO_ENDOPLASMIC_RETICULUM	1	1	1	0.09373594200136193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOPLASMIC_RETICULUM_LUMEN	1	1	1	0.015337690295670225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOSOME	1	1	1	1	1	0.0517616489380095	1	1	1	1	1	1	1	1	1	1	1	0.02312010170432588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.059852045310334834	1	1
GO_ENDOSOME_LUMEN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0044776048606766095	1	1	0.00015002471589731226	1	1	1	1	1	1
GO_ENDOSOME_MEMBRANE	1	1	1	1	1	0.07090384350142553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOTHELIAL_CELL_FATE_COMMITMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0002471391645365584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOTHELIAL_CELL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06852019436209744	1	0.05644683001881967	1	1	1	1	1	1	1	0.0010888544003375689	0.003167257015841085	0.038269839294519326	1	1	1	1	1	1	1	1	1	1	1	1	0.052606919026686794	1
GO_ENDOTHELIAL_CELL_PROLIFERATION	1	1	0.03817573779559047	1	1	1	1	1	1	1	1	1	1	0.003249637038751363	1	0.0023653710877564738	1	1	1	1	0.003639778106222624	1	1	0.003937596382446618	0.0006410373822347548	1	1	1	0.01118710185243954	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOTHELIUM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	0.042877434900200684	1	1	1	1	1	1	1	1	1	1	0.001697207626801478	1	1	6.251389418865383e-05	0.0001066391367481323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0514274532101493
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	1	1	0.06922058487674398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENERGY_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0065764695014212116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENSHEATHMENT_OF_NEURONS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06370908283240007	1	1	1	1	1	1
GO_ENTEROENDOCRINE_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0030909765451940796	1	1	1	1	1	1
GO_ENZYME_ACTIVATOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023562170557035245	1	1	1	1
GO_ENZYME_INHIBITOR_ACTIVITY	1	1	1	1	1	0.04357796683653692	1	0.04357796683653692	1	0.013731652142374373	1	1	1	1	0.0585797353557822	1	1	1	1	1	1	1	0.010117383250535683	1	1	1	1	1	0.059105462253592256	1	0.0949037051070365	1	1	0.0008889704382740726	1	1	0.010083487675294545	1	1	0.003564760537231093
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1	1	0.08539287614659097	1	1	1	1	1	1	1	1	1	0.08780015242890393	1	0.09916450981761149	1	0.027996188931166843	1	1	1	1	1	1	0.006839730828437696	0.012349945002282592	1	1	1	0.03903223540094369	1	1	1	1	0.09972027051608645	1	1	1	0.07702730483529396	0.049009001896801685	1
GO_ENZYME_REGULATOR_ACTIVITY	0.0839637460534417	1	0.02247621551717649	1	1	1	0.06650198152930886	1	1	0.04262200073271061	1	1	1	1	0.09398053010415752	1	1	1	1	1	0.0839637460534417	1	0.03479890348779424	1	1	1	1	1	1	1	1	1	1	0.035779209907710885	1	0.0839637460534417	0.007517462594220925	1	1	0.0643891685322815
GO_EPHRIN_RECEPTOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00042078808502710174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008600998919995217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPIDERMAL_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05428650526595136	1	0.020451702575178254	1	1	1	1	1	0.06967810927736684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPIDERMIS_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01255048654406532	1	0.040555665206528535	1	1	1	1	1	0.01846170446443507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06257582570900844	1	1	1	1	1	1	1	1	0.005024438603185688	1	1	1	1	1	1
GO_EPITHELIAL_CELL_DEVELOPMENT	1	1	1	0.054764738341541275	1	1	0.07684015744389727	0.0008977705593626872	1	1	1	1	1	1	0.02170623774244751	0.035504231998015	0.0004149356065556997	1	1	1	1	1	0.002222660107566554	0.04894870749495439	0.04168742740615905	1	0.00800685287414793	1	1	0.00030301893337936203	0.02520355924720763	0.0031816653021607966	1	0.027648626795101716	1	1	1	1	1	0.021765159842623283
GO_EPITHELIAL_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	0.03115569554032316	1	1	1	1	1	1	1	1	0.008338499099314056	1	1	1	0.050791314668300336	1	0.013774724526337434	1	0.058496585616520935	1	0.08584377695037193	1	1	0.011750085842653468	1	0.09081378759826719	1	0.029910725327341736	1	1	0.04059833255124501	1	1	0.0631523646729587
GO_EPITHELIAL_CELL_FATE_COMMITMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0012136895638431566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_CELL_PROLIFERATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029970653062130315	1	0.02245163905100389	1	1	1	1	0.01778330814798268	1	1	0.03562938989204001	0.020576175725817603	1	1	1	0.08876536362400889	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09806619126277516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06340621791278844
GO_EPITHELIAL_TUBE_FORMATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019279675835659593	0.078168885997701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_TUBE_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0987513693852361	1	1	1	1	1	1	0.0018629096486083574	0.005865007538536138	0.04981086083262076	1	1	0.04191367878372865	1	1	1	1	1	1	1	0.007687250028731385	1	0.06806622234067583	1
GO_EPITHELIUM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0009426840182018559	1	1	1	1	1	0.018317464772825143	0.017630343997190323	0.03975148195094513	1	1	1	1	0.04498723038918406	1	1	1	0.005170111539602451	1	1	0.014080316055189113	1	0.08953973865483078	0.02503064893888096
GO_ESTABLISHMENT_OF_CELL_POLARITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003341971013205325	1	1	1	1	1	1	0.06532028162754755	1	1	1	1	1	1
GO_ESTABLISHMENT_OF_TISSUE_POLARITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016899714476825145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007937134932629042	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	0.00024278918009490447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00021062108101843613	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXCITATORY_SYNAPSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0013146345580478114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008683287899748704
GO_EXCRETION	1	1	1	1	1	1	0.008041418884510265	1	0.0011428057570720407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02150592804852247	1	1	1	0.010096742452068486	1	0.0008471272875343328	1	1	0.0009402801552511608	1	1	1	1	1	0.01332080322336271
GO_EXOCYTIC_VESICLE	1	1	1	0.05608828829069035	1	1	0.07864350317685798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0289749645132783	0.0501415740569654	1	1	1	1	0.09618557320769772	1	0.0260933138701972	0.03638751319179989	1	1	1	1	1	0.018198990042654573	1	1
GO_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	0.029659123513725794	1	1	1	1	1	1	1	1	1	1	1	1	0.014437282339787583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXOPEPTIDASE_ACTIVITY	1	1	1	1	1	1	0.016600658157165826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020738316227522202	1	0.030138369438325374	1	1	0.0027987581521480287	1	1	1	1	1	1
GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	0.0014780115285000228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0012841308038901156	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXTRACELLULAR_MATRIX	1	1	0.01113184742086537	1	0.021571463486200204	1	0.029514897612851976	0.08809182675568661	1	0.002453248949553899	1	1	0.01735217741599726	0.05276134717475578	0.0024817821760175773	0.04003132259913278	1	1	1	1	1	1	1	0.062197251089423644	0.0007651076478432106	0.022806575770937698	1	1	4.457264269353001e-05	1	1	1	1	0.006478181330592303	1	1	1	1	1	0.018173412199047223
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015722265445038075	1	1	1	1	1	1	1	1	1	1	1
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	1	1	1	1	1	1	1	0.009531652021743109	1	0.008092437527579599	1	1	1	0.02657033615903126	1	1	1	1	1	1	1	1	1	0.030087721593947236	1	0.01438469481866922	1	1	0.05918772356801483	1	1	1	1	1	1	1	1	1	1	1
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	1	1	1	1	1	1	0.04859340611916585	1	1	1	1	1	0.006529160548476742	1	1	0.0990823795999678	1	1	1	1	1	1	1	1	1	0.06839662149735748	1	1	0.06482434877735632	1	1	1	1	0.02951665051858432	1	1	1	1	1	1
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1	1	1	1	1	1	0.00010839364995296474	1	1	1	1	1	0.021210225161967355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02792321294304201	1	1	0.0306118783968925	1	1	1	1	1	1
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	1	1	1	1	1	1	0.014673517224206734	1	1	0.01991740635057626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03250882315698822	1	1	1	1	1	1	1	1	1
GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01282100309871581	1	0.043254882121155136	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03107636345753717	1	1	1	1	1	1	0.08650329327244988	1	1	1	1	1	1	1	1	1
GO_EYE_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	0.0555099019504528	1	1	1	1	1	0.0011791128850051624	0.00010953681190906117	1	1	1	1	1	1	0.02595576455863935	0.017073976553331982	1	1	1	1	1	1	0.01862379343042464	1	1	1	1	1	1	0.017281894882043347	1
GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0890813894795972	1	1	0.015037975283516136	1	1	1	1	1	1
GO_FAT_CELL_DIFFERENTIATION	1	1	0.005696910579077952	1	1	0.017842771748527442	1	1	1	1	1	1	1	1	1	1	0.054605243157786365	1	1	1	1	1	1	1	1	1	1	1	0.017426215412501334	1	1	1	1	1	1	1	1	0.01991374555135883	1	1
GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	1	1	1	0.0026871595033267637	1	1	1	1	1	0.005388724107193821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_FEAR_RESPONSE	1	1	1	1	1	0.0005882823518522651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0061037130350865	1	1	1	1	1	1	1	1	1
GO_FEEDING_BEHAVIOR	1	1	1	1	1	1	0.020038091918574863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03619720087188438	1	1	0.0037123267281301553	1	1	1	1	1	0.03266200171687972
GO_FEMALE_SEX_DIFFERENTIATION	1	1	1	1	1	1	0.025303423526435664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_FIBROBLAST_PROLIFERATION	1	1	1	1	1	1	0.0007020556074091022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021612170962293953
GO_FILAMIN_BINDING	1	1	0.00015305420210809384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_FILOPODIUM_ASSEMBLY	1	1	0.0040475377074077334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_FOREBRAIN_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06132253498230045	0.07850809680141202	0.0034013596483153385	1	1	1	1	0.06289011536510447	1	1	1	1	1	1	1	1	1	1	1
GO_FOREBRAIN_GENERATION_OF_NEURONS	1	1	1	1	1	1	1	1	1	0.009717719191474905	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004317902707116517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_FOREBRAIN_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	0.00687592476333454	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0030385749941007623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_FORMATION_OF_PRIMARY_GERM_LAYER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07218679655027072	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_FRIZZLED_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0016973066216228183	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GABA_ERGIC_SYNAPSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004451627921425283	1	1	1	1	1	1	1	1
GO_GANGLION_DEVELOPMENT	1	0.00012166561442983337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	1	1	0.09627749199802627	1	1	1	0.005108065267344308	1	0.027537035271114396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016577983298529775	1	1	1	0.0016707016773837013	1	1	0.015552057069252112	1	1	0.07775439914606952	1	1	1	1	1	0.01285588600585763
GO_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012598858610766817	1	1	1	1	1	1	1	1	0.00924210293798311	1	1	1	1	1	1
GO_GLAND_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07627688958975187	0.09715859463142684	0.03367553714879312	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GLAND_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	0.036762540768201735	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016899714476825145	0.06925503695269897	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GLIAL_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00882751977735774	0.007712273698037508	1	1	1	1	1	1	1	0.050598470369941806	1	1	1	1	1	1
GO_GLIAL_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05255900730037544	1	1	1	1	1	1	1	0.008417209409675386	0.025645340271607697	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GLIAL_CELL_PROJECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0013598973871731257	1	1	1	1	1	0.0007464692652439098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GLIOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0869382342353815	1	1	1	1	1	1	1	0.0220750346660038	0.04351031478908818	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GLUCOSE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	0.09586249336716524	1	1	1	1	1	1	1	1	1	1	0.004195366322997884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GLUTAMATERGIC_SYNAPSE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016600472546414724	1	0.08468354782685883	0.019870173834373617	1	1	1	1	1	0.06835152709935288	1	1	1	1	0.027433314352573568	0.009850413653809453	1	1	0.012308075461838541	1	1	1	1	1	1	1	1
GO_GLUTAMATE_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005167051343006879	1	1	1	1	1	1	1	1	1	1	1
GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02324989643822495	1	1	1	1	1	1	1	1	1	1	1
GO_GLUTATHIONE_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00046449106946011565	1	1	1	1	1	1
GO_GLUTATHIONE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011140617551286702	1	1	1	1	1	1
GO_GLYCEROLIPID_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08040950535587277	1	1	1	1	1	1	1	1	1	1	1
GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0457708493473894	1	1	1	1	1	1	1	1	1	1	1
GO_GLYCINE_TRANSPORT	1	1	1	1	1	1	0.0003227963732155281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0009056543415248974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GLYCOSAMINOGLYCAN_BINDING	1	1	0.005497777747355714	1	1	1	1	1	1	0.01891645056522462	1	1	1	1	1	1	0.053374078417798954	1	1	1	1	1	1	0.053374078417798954	0.00867105464156892	0.026060340866430054	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GOLGI_APPARATUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04376689527300759	1	1	1	1	1	1
GO_GOLGI_ASSOCIATED_VESICLE	1	1	1	0.03827391903411226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0943058256318623	1	1	1	1	1	1	1	1	0.08572944940895844
GO_GOLGI_LUMEN	1	1	0.010951977744057428	1	1	1	1	1	0.00278345359780352	0.00011066658019287523	1	1	1	1	0.004950731197938207	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023680151833938456	1	1	1	1	1	1	1	1	1	1	1
GO_GRANULOCYTE_CHEMOTAXIS	1	1	1	1	1	0.005406375231879701	0.028125145898545423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005585188961498733	1	1	0.006170596961431851	1	1	1	1	1	1
