	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	0	0	2	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
GO_DOPAMINE_TRANSPORT	0	0	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
GO_DORSAL_ROOT_GANGLION_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_DORSAL_VENTRAL_PATTERN_FORMATION	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	3	0	0	0	2	2	0	0	0	0	2	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	2
GO_DRUG_BINDING	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EAR_DEVELOPMENT	0	0	4	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	4	6	0	0	0	4	0	0	0	2	3	0
GO_EAR_MORPHOGENESIS	0	0	3	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3	2	0	0	0	0	0	0	2	0	0
GO_ELECTRON_TRANSFER_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ELECTRON_TRANSPORT_CHAIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EMBRYONIC_MORPHOGENESIS	0	0	7	3	0	0	0	0	0	0	8	0	0	4	4	0	0	0	0	0	0	0	0	0	0	5	0	0	7	7	0	8	0	7	0	0	0	3	0	0	7	3	0	0	0	0	0	8	0	0	0	8	0	2	0	3	3	4
GO_EMBRYONIC_ORGAN_DEVELOPMENT	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	2	0	0	0	0	0	7	0	0	0	0	0	2	0	3	0	0
GO_EMBRYONIC_ORGAN_MORPHOGENESIS	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	6	0	0	0	0	0	2	0	3	0	0
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_EMBRYO_DEVELOPMENT	0	4	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	8	4	0	0	0	0	0	13	0	2	0	0	0	3	0	0	0	0
GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	0	0	7	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	3	0	0	0	0
GO_ENDOCRINE_HORMONE_SECRETION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	0	0	0	0	0	2	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	4	2	0	5	0	3	0	4	0	0	2	0	0	0	0	5	0	0	2	2	2	0	0	2	0	0	0	0	0	2
GO_ENDOCRINE_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_ENDOCRINE_SYSTEM_DEVELOPMENT	0	0	3	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	2	5	0	5	3	0	6	0	5	0	4	0	0	2	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	2	2
GO_ENDOCYTIC_VESICLE	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOCYTIC_VESICLE_LUMEN	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_ENDOCYTOSIS	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOPEPTIDASE_ACTIVITY	0	0	7	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	7	2	0	0	0	3	3	6	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	3
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	0	0	3	2	3	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	3	0	0	5	3	0	5	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	5	4	0	0	0	2	0	0	0	0	0
GO_ENDOPLASMIC_RETICULUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOPLASMIC_RETICULUM_LUMEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_ENDOSOME	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0
GO_ENDOSOME_LUMEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOTHELIAL_CELL_DEVELOPMENT	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOTHELIAL_CELL_FATE_COMMITMENT	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_ENDOTHELIAL_CELL_MIGRATION	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	6	0	6	0	6	0	0	5	2	0	0	0	0	0	0	0	0	4	0	4	0	0	4	0	0	0	0	0	3
GO_ENDOTHELIAL_CELL_PROLIFERATION	0	0	4	0	3	0	0	0	0	0	4	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	7	0	8	0	0	3	0	0	0	4	2	0	0	0	0	3	5	3	0	0	4	0	0	0	0	0	0
GO_ENDOTHELIUM_DEVELOPMENT	0	0	0	3	5	0	0	0	0	0	3	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5	2	3	0	0	3	0	0	0	4	0	0	0	0	2	0	4	3	0	0	3	0	0	0	0	0	0
GO_ENERGY_HOMEOSTASIS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_ENSHEATHMENT_OF_NEURONS	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENTEROENDOCRINE_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	3	0	2	0	0	2	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_ENVELOPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GO_ENZYME_ACTIVATOR_ACTIVITY	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENZYME_INHIBITOR_ACTIVITY	0	0	4	0	4	2	0	0	0	2	0	0	0	0	4	0	0	0	0	0	3	2	2	0	0	6	0	0	9	5	0	8	0	5	3	4	6	3	3	0	4	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	0	0	0	6	10	0	0	3	0	3	11	0	6	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	15	11	0	12	0	13	0	7	12	5	5	0	13	0	0	0	3	6	0	12	9	0	0	16	0	0	0	0	0	0
GO_ENZYME_REGULATOR_ACTIVITY	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	3	3	3	0	0	8	0	0	12	0	0	12	6	0	3	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0
GO_EPHRIN_RECEPTOR_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	3	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CELL_DEVELOPMENT	0	0	4	2	3	0	0	0	0	0	4	4	0	2	3	0	0	0	0	0	0	0	0	0	0	0	5	0	7	4	0	8	4	0	0	0	4	0	2	0	5	0	0	4	0	4	0	4	4	0	0	0	0	0	2	2	2	0
GO_EPITHELIAL_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	12	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GO_EPITHELIAL_CELL_FATE_COMMITMENT	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CELL_PROLIFERATION	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	5	0	0	0	0	7	0	9	0	0	0	0	0	0	6	2	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
GO_EPITHELIAL_TUBE_FORMATION	0	0	4	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	3	0	3	3	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	2
GO_EPITHELIAL_TUBE_MORPHOGENESIS	0	0	6	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	5	4	0	5	5	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	5	5	6	0	0	5	0	0	0	0	4	3
GO_EPITHELIUM_DEVELOPMENT	0	0	11	6	9	0	0	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	12	0	17	0	0	0	10	12	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	6	7
GO_ERYTHROCYTE_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO_ESTABLISHMENT_OF_CELL_POLARITY	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2
GO_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2
GO_ESTABLISHMENT_OF_TISSUE_POLARITY	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	0	0	0	0	2	0	0	0	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	2	0	0	3	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_EXCITATORY_SYNAPSE	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXCRETION	0	0	2	0	3	0	0	2	0	2	3	0	2	0	2	0	2	0	0	0	0	0	0	0	0	2	2	0	2	3	0	4	0	2	0	0	4	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0
GO_EXOCYTIC_VESICLE	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	4	2	0	0	0	0	0
GO_EXOCYTOSIS	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
GO_EXOPEPTIDASE_ACTIVITY	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0
GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	0	0	0	0	2	0	0	0	2	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	4	0	0	3	2	2	0	0	4	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
GO_EXTRACELLULAR_MATRIX	0	0	9	0	5	0	0	0	9	4	8	7	4	0	7	0	0	0	0	0	0	0	0	3	0	5	7	0	12	14	0	13	6	12	0	8	11	4	0	0	8	0	0	8	0	6	7	12	10	0	0	13	5	0	0	3	4	5
GO_EXTRACELLULAR_MATRIX_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	0	0	3	0	0	0	0	0	4	2	0	3	0	2	3	0	0	0	0	0	0	0	0	3	0	0	4	0	3	4	0	3	0	3	0	4	0	0	0	0	3	0	0	3	0	0	0	6	3	0	0	5	3	0	0	0	2	0
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	0	0	6	0	0	0	0	0	4	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	6	3	0	0	0	0	0	0	0	3	5	0	4	0	0	6	0	0	0	0	0	0
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0	0	3	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	0	0	3	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0
GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	3	2	3	0	0	3	0	0	0	0	0	0	0	0	2	0	0	4	0	0	3	0	0	0	0	0	0
GO_EYE_MORPHOGENESIS	0	2	3	2	3	0	0	0	3	0	5	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	4	0	2	0	0	0	0	4	0	2	6	6	0	0	0	3	0	2	0	2	0	3
GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0
GO_E_BOX_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_FACE_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_FAT_CELL_DIFFERENTIATION	0	0	3	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0
GO_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0
GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	2	2	2	0	0	3	0	0	0	0	0	0
GO_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO_FC_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
GO_FEAR_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
GO_FEEDING_BEHAVIOR	0	0	2	2	2	0	0	0	2	2	0	2	2	0	3	0	2	0	0	0	0	0	0	0	0	3	0	0	4	4	0	3	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GO_FEMALE_SEX_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_FERTILIZATION	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_FIBROBLAST_PROLIFERATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_FICOLIN_1_RICH_GRANULE	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
