	ARNT2	ARX	ASCL1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELLULAR_COMPONENT_DISASSEMBLY	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	4	0	0	0	0	0	0
GO_CELLULAR_COMPONENT_MAINTENANCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_CELLULAR_COMPONENT_MORPHOGENESIS	0	3	4	5	0	3	0	0	4	0	0	0	0	5	0	4	5	0	0	0	0	6	4	6	6	0	0	0	0	0	8	0	2	7	0	2	0	3	0	8
GO_CELLULAR_EXTRAVASATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GO_CELLULAR_GLUCOSE_HOMEOSTASIS	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELLULAR_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0
GO_CELLULAR_ION_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GO_CELLULAR_KETONE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPIRATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	3
GO_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_CALCIUM_ION	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_DRUG	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	0	0	0	5	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_KETONE	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_LIPID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_CELLULAR_RESPONSE_TO_NICOTINE	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	3	0	6	0	0	2	0	0	0
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	4	0	8	0	0	4	0	0	0
GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_PEPTIDE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	3
GO_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
GO_CELLULAR_RESPONSE_TO_RADIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0
GO_CELL_ACTIVATION	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_ADHESION_MEDIATOR_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELL_ADHESION_MOLECULE_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
GO_CELL_BODY	0	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
GO_CELL_CELL_ADHESION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5
GO_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_CELL_CELL_CONTACT_ZONE	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
GO_CELL_CELL_JUNCTION	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	4	0	0	0	0	0	6
GO_CELL_CELL_JUNCTION_ASSEMBLY	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	2
GO_CELL_CELL_JUNCTION_ORGANIZATION	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
GO_CELL_CELL_SIGNALING	0	5	6	10	0	5	13	0	5	0	0	0	4	8	6	6	9	0	0	0	3	0	0	0	14	0	0	5	10	0	18	6	0	15	0	0	3	4	7	15
GO_CELL_CELL_SIGNALING_BY_WNT	0	0	0	4	0	0	4	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	6	0	0	0	5	0	5	3	0	0	0	0	2	0	4	4
GO_CELL_CHEMOTAXIS	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0
GO_CELL_CYCLE	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0
GO_CELL_CYCLE_ARREST	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_CHECKPOINT	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_CELL_CYCLE_G1_S_PHASE_TRANSITION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_G2_M_PHASE_TRANSITION	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_PHASE_TRANSITION	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
GO_CELL_CYCLE_PROCESS	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIVISION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GO_CELL_FATE_COMMITMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_CELL_FATE_DETERMINATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_GROWTH	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_JUNCTION_ASSEMBLY	0	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0	5	0	0	0	0	2	2	4	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4
GO_CELL_JUNCTION_MAINTENANCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_CELL_JUNCTION_ORGANIZATION	0	0	0	0	0	0	4	3	0	5	0	0	0	5	0	3	5	0	0	2	0	0	0	6	0	0	2	0	0	0	7	3	0	5	0	0	0	0	3	5
GO_CELL_LEADING_EDGE	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
GO_CELL_MATRIX_ADHESION	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_MATURATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELL_MORPHOGENESIS	0	0	4	5	0	3	0	0	3	0	0	0	0	5	0	4	5	0	0	0	0	6	0	7	0	0	0	0	0	0	7	0	0	6	0	2	0	3	0	8
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	3	5	0	0	0	0	5	0	6	0	0	0	0	0	0	6	0	0	0	0	2	0	3	0	7
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	0	0	3	4	0	0	0	0	3	0	0	0	0	3	0	0	5	0	0	0	0	5	0	5	0	0	0	0	0	0	5	0	0	0	0	2	0	3	0	6
GO_CELL_MOTILITY	0	0	6	0	0	0	8	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	8	11	0	3	0	0	0	0	0	0	0	0	0	0	5	6	9
GO_CELL_PART_MORPHOGENESIS	0	0	4	5	0	3	0	0	3	0	0	0	0	4	0	0	5	0	0	0	0	6	0	5	0	0	0	0	0	0	7	0	0	5	0	2	0	3	0	7
GO_CELL_PROJECTION_MEMBRANE	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	2	0	3	0	0	0	0	0	0
GO_CELL_PROJECTION_ORGANIZATION	0	0	8	0	0	0	8	0	4	0	0	0	0	5	0	0	6	0	0	0	0	8	0	0	0	0	0	0	7	0	11	0	0	11	0	0	0	5	0	8
GO_CELL_RECOGNITION	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_SUBSTRATE_ADHESION	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	3
GO_CELL_SURFACE	0	0	0	4	0	0	0	4	3	5	0	2	0	4	3	0	6	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	0	3	0	4	0	0	5	0	3	0	0	0	0	5	0	0	4	0	0	2	0	0	0	0	7	3	0	3	5	0	7	5	0	6	0	0	2	0	4	6
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	0	0	0	0	0	3	7	0	0	0	2	0	0	0	0	0	6	0	0	0	0	5	4	8	10	4	0	0	6	0	7	5	0	7	0	4	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0	2	0	0	0	0	3	0	4	5	2	0	0	3	0	3	2	0	0	0	0	0	0	2	0
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_CORTEX_DEVELOPMENT	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_CORTEX_FORMATION	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_CORTEX_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CGMP_MEDIATED_SIGNALING	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHEMICAL_HOMEOSTASIS	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	9	0	0	3	0	0	0
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	0	2	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	3	0	3	0	0	0	0	0	2
GO_CHLORIDE_CHANNEL_COMPLEX	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHLORIDE_TRANSPORT	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHOLESTEROL_BINDING	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CHROMATIN_DNA_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CILIARY_MEMBRANE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CIRCADIAN_RHYTHM	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CIRCULATORY_SYSTEM_DEVELOPMENT	0	0	0	0	0	0	6	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	5	11	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0
GO_CIRCULATORY_SYSTEM_PROCESS	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	5	8	0	0	0	4	0	7	0	0	4	0	2	2	0	0	5
GO_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_COAGULATION	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
GO_COCHLEA_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_COGNITION	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0
GO_COLLAGEN_CATABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	6	3	0	0	6	0	0	0	0	4	0	0	0	0	0	0
GO_COLLAGEN_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
GO_COLLAGEN_TRIMER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_COMPACT_MYELIN	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
GO_CONDENSED_CHROMOSOME	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CONVERGENT_EXTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CORTICOSTEROID_HORMONE_SECRETION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CRANIAL_NERVE_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO_CYTOKINE_ACTIVITY	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CYTOKINE_PRODUCTION	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0
