Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2018	myosin binding (GO:0017022)	2/46	0.002306363211860488	0.09619796554919713	0	0	31.230407523510973	189.63363791906963	USH2A;STX1A
GO_Molecular_Function_2018	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665)	1/6	0.009265092249714469	0.09619796554919713	0	0	133.09333333333333	623.0766346487915	ST6GALNAC5
GO_Molecular_Function_2018	protein-glutamic acid ligase activity (GO:0070739)	1/7	0.010801182772692637	0.09619796554919713	0	0	110.90555555555555	502.1914056148727	TTLL6
GO_Molecular_Function_2018	tubulin-glutamic acid ligase activity (GO:0070740)	1/7	0.010801182772692637	0.09619796554919713	0	0	110.90555555555555	502.1914056148727	TTLL6
GO_Molecular_Function_2018	chloride channel inhibitor activity (GO:0019869)	1/9	0.01386645428907004	0.09619796554919713	0	0	83.17083333333333	355.82833874131705	STX1A
GO_Molecular_Function_2018	protein serine/threonine phosphatase inhibitor activity (GO:0004865)	1/10	0.015395641764484843	0.09619796554919713	0	0	73.92592592592592	308.54247928130366	PPP1R1A
GO_Molecular_Function_2018	intramolecular transferase activity, phosphotransferases (GO:0016868)	1/11	0.016922534733463997	0.09619796554919713	0	0	66.53	271.3831303578043	PGM5
GO_Molecular_Function_2018	GABA-gated chloride ion channel activity (GO:0022851)	1/12	0.01844713647088741	0.09619796554919713	0	0	60.47878787878788	241.48249384895686	GABRB3
GO_Molecular_Function_2018	glycine binding (GO:0016594)	1/13	0.019969450260865367	0.09619796554919713	0	0	55.43611111111111	216.95208467294643	ALAS2
GO_Molecular_Function_2018	nucleoside kinase activity (GO:0019206)	1/14	0.021489479385556568	0.09619796554919713	0	0	51.16923076923078	196.4996601316088	AK5
GO_Molecular_Function_2018	acid-amino acid ligase activity (GO:0016881)	1/14	0.021489479385556568	0.09619796554919713	0	0	51.16923076923078	196.4996601316088	TTLL6
GO_Molecular_Function_2018	syntaxin-1 binding (GO:0017075)	1/15	0.023007227131928758	0.09619796554919713	0	0	47.51190476190475	179.2123813705957	SNAP25
GO_Molecular_Function_2018	nucleoside diphosphate kinase activity (GO:0004550)	1/18	0.027546814940669486	0.09619796554919713	0	0	39.121568627450976	140.51952455455398	AK5
GO_Molecular_Function_2018	ligand-gated anion channel activity (GO:0099095)	1/18	0.027546814940669486	0.09619796554919713	0	0	39.121568627450976	140.51952455455398	GABRB3
GO_Molecular_Function_2018	spectrin binding (GO:0030507)	1/19	0.029055470008619418	0.09619796554919713	0	0	36.946296296296296	130.736261970552	ANK2
GO_Molecular_Function_2018	GABA-A receptor activity (GO:0004890)	1/19	0.029055470008619418	0.09619796554919713	0	0	36.946296296296296	130.736261970552	GABRB3
GO_Molecular_Function_2018	GABA receptor activity (GO:0016917)	1/21	0.032065988516399045	0.09619796554919713	0	0	33.24833333333333	114.37291539918964	GABRB3
GO_Molecular_Function_2018	sialyltransferase activity (GO:0008373)	1/21	0.032065988516399045	0.09619796554919713	0	0	33.24833333333333	114.37291539918964	ST6GALNAC5
GO_Molecular_Function_2018	protein phosphatase inhibitor activity (GO:0004864)	1/23	0.03506747333209365	0.09966545052279248	0	0	30.222727272727276	101.26068146954859	PPP1R1A
GO_Molecular_Function_2018	nucleobase-containing compound kinase activity (GO:0019205)	1/30	0.0455019066193127	0.11700490273537552	0	0	22.919540229885055	70.82140338003367	AK5
GO_Molecular_Function_2018	glutathione transferase activity (GO:0004364)	1/30	0.0455019066193127	0.11700490273537552	0	0	22.919540229885055	70.82140338003367	GDAP1
GO_Molecular_Function_2018	transmitter-gated ion channel activity (GO:0022824)	1/33	0.049940304558029364	0.11725114983189502	0	0	20.76770833333333	62.2393036656038	GABRB3
GO_Molecular_Function_2018	ion channel inhibitor activity (GO:0008200)	1/33	0.049940304558029364	0.11725114983189502	0	0	20.76770833333333	62.2393036656038	STX1A
GO_Molecular_Function_2018	RNA polymerase II transcription coactivator activity (GO:0001105)	1/39	0.05875726186108227	0.11822406619194555	0	0	17.483333333333334	49.55372022159112	MED12L
GO_Molecular_Function_2018	amino acid binding (GO:0016597)	1/39	0.05875726186108227	0.11822406619194555	0	0	17.483333333333334	49.55372022159112	ALAS2
GO_Molecular_Function_2018	signal sequence binding (GO:0005048)	1/39	0.05875726186108227	0.11822406619194555	0	0	17.483333333333334	49.55372022159112	PEX5L
GO_Molecular_Function_2018	tubulin binding (GO:0015631)	2/255	0.05911203309597279	0.11822406619194555	0	0	5.37440370723729	15.200537629448693	TTLL6;NAV3
GO_Molecular_Function_2018	phosphotransferase activity, phosphate group as acceptor (GO:0016776)	1/41	0.0616786118590254	0.11895160858526327	0	0	16.6075	46.2654733568564	AK5
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II transcription factor binding (GO:0001190)	1/50	0.07471646000262762	0.13515653066789862	0	0	13.551020408163266	35.15209038871121	MED12L
GO_Molecular_Function_2018	extracellular ligand-gated ion channel activity (GO:0005230)	1/52	0.0775898601982381	0.13515653066789862	0	0	13.018300653594773	33.27892316228608	GABRB3
GO_Molecular_Function_2018	collagen binding (GO:0005518)	1/52	0.0775898601982381	0.13515653066789862	0	0	13.018300653594773	33.27892316228608	USH2A
GO_Molecular_Function_2018	chloride channel activity (GO:0005254)	1/61	0.09041365153331593	0.1460310889941355	0	0	11.060555555555556	26.582496915567003	GABRB3
GO_Molecular_Function_2018	small GTPase binding (GO:0031267)	1/63	0.09323986288089037	0.1460310889941355	0	0	10.702688172043011	25.39298321204175	PEX5L
GO_Molecular_Function_2018	ATPase binding (GO:0051117)	1/63	0.09323986288089037	0.1460310889941355	0	0	10.702688172043011	25.39298321204175	ANK2
GO_Molecular_Function_2018	G-protein coupled peptide receptor activity (GO:0008528)	1/64	0.09464977990360632	0.1460310889941355	0	0	10.532275132275133	24.830594069685887	GPR142
GO_Molecular_Function_2018	ligand-gated ion channel activity (GO:0015276)	1/68	0.1002682623878204	0.1504023935817306	0	0	9.901492537313432	22.772502698810968	GABRB3
GO_Molecular_Function_2018	GTPase binding (GO:0051020)	1/76	0.11140417537718053	0.16027590855415327	0	0	8.841777777777779	19.40408125999615	PEX5L
GO_Molecular_Function_2018	syntaxin binding (GO:0019905)	1/77	0.1127867504640338	0.16027590855415327	0	0	8.725	19.04018715319017	SNAP25
GO_Molecular_Function_2018	RNA polymerase II transcription cofactor activity (GO:0001104)	1/84	0.12240665340316832	0.16709308856981506	0	0	7.986345381526103	16.774572169983173	MED12L
GO_Molecular_Function_2018	voltage-gated potassium channel activity (GO:0005249)	1/85	0.12377265819986301	0.16709308856981506	0	0	7.890873015873016	16.486470413825213	KCNH7
GO_Molecular_Function_2018	kinase binding (GO:0019900)	2/418	0.13652687139141895	0.1798158793935762	0	0	3.241545092838196	6.4546742299766215	ANK2;STX1A
GO_Molecular_Function_2018	voltage-gated cation channel activity (GO:0022843)	1/100	0.14401747150131122	0.1808591502574606	0	0	6.69023569023569	12.964476920040205	KCNH7
GO_Molecular_Function_2018	potassium channel activity (GO:0005267)	1/100	0.14401747150131122	0.1808591502574606	0	0	6.69023569023569	12.964476920040205	KCNH7
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)	1/175	0.2386396607842615	0.2928759473261391	0	0	3.792145593869732	5.433388331372059	ONECUT1
