	TF	Hormone	pos	pos_path	pos_node_length	neg	neg_path	neg_node_length
13	MAFB	TPH1	0.5330672175844773	MAFB->HHEX->ETV1->SPIB->RFX6->LMX1A->TPH1	7	-0.7971791373	MAFB->HHEX->TPH1	3
14	MAFB	TAC1	0.5554076605230621	MAFB->HHEX->ETV1->ARNT2->LMX1B->FOXP2->HLF->TAC1	8	-0.6577309066996825	MAFB->HHEX->ETV1->RFX6->TAC1	5
15	MAFB	CCK	0.7030826760418261	MAFB->HHEX->ETV1->ARNT2->LMX1B->FOXP2->CCK	7	-0.528533994038009	MAFB->HHEX->ETV1->SPIB->RFX6->ARNT2->LMX1B->FOXP2->CCK	9
16	MAFB	PYY	0.5454874212625185	MAFB->HHEX->ETV1->SPIB->RFX6->LMX1A->PYY	7	-0.6875570749562117	MAFB->HHEX->ETV1->RFX6->LMX1A->PYY	6
17	MAFB	SCT	0.4773717805087842	MAFB->HHEX->ETV1->ISL1->SMAD9->SCT	6	-0.541652982305563	MAFB->HHEX->ETV1->ISL1->ARX->SCT	6
18	MAFB	NTS	0.4772858120729042	MAFB->HHEX->ETV1->SPIB->RFX6->GATA2->NTS	7	-0.6015926748730968	MAFB->HHEX->ETV1->RFX6->GATA2->NTS	6
19	MAFB	GAST	0.43803980769496753	MAFB->HHEX->ETV1->SPIB->RFX6->INSM1->GAST	7	-0.5521252317717338	MAFB->HHEX->ETV1->RFX6->INSM1->GAST	6
20	RFX6	SST	0.8716059846817199	RFX6->HHEX->ETV1->SST	4	-0.8022689005715327	RFX6->ARNT2->LMX1B->ETV1->SST	5
21	RFX6	GHRL	0.9838877219999999	RFX6->FEV->GHRL	3	-0.6749856987385879	RFX6->ARNT2->LMX1B->ETV1->GHRL	5
22	RFX6	GIP	0.8884327340999999	RFX6->LMX1A->GIP	3	-0.9286050011538203	RFX6->ARNT2->LMX1B->FOXP2->GIP	5
23	RFX6	TPH1	0.8934131000999999	RFX6->LMX1A->TPH1	3	-0.774821605559508	RFX6->ARNT2->HHEX->TPH1	4
24	RFX6	TAC1	0.8745700000000001	RFX6->TAC1	2	-0.699759389769749	RFX6->ARNT2->LMX1B->FOXP2->HLF->TAC1	6
25	RFX6	CCK	0.5824295455802688	RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->CCK	8	-0.8858154816974865	RFX6->ARNT2->LMX1B->FOXP2->CCK	5
26	RFX6	PYY	0.9142291854	RFX6->LMX1A->PYY	3	-0.6452735060710582	RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->PYY	8
27	RFX6	SCT	0.70900927916544	RFX6->MYT1->ARX->SCT	4	-0.597067417186404	RFX6->GATA2->ISL1->SMAD9->SCT	5
28	RFX6	NTS	0.7999242552000001	RFX6->GATA2->NTS	3	-0.5528367711457205	RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->NTS	8
29	RFX6	GAST	0.7341485081999999	RFX6->INSM1->GAST	3	-0.5052513815468319	RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->GAST	8
30	NEUROD1	SST	0.5893323655695983	NEUROD1->ATOH8->NEUROG3->MAFB->SST	5	-0.5249483231840764	NEUROD1->ATOH8->NEUROG3->RFX6->ARNT2->LMX1B->ETV1->SST	8
31	NEUROD1	GHRL	0.6437869017449829	NEUROD1->ATOH8->NEUROG3->RFX6->FEV->GHRL	6	-0.4650853345566176	NEUROD1->ATOH8->NEUROG3->MAFB->HHEX->ETV1->RFX6->FEV->GHRL	9
32	NEUROD1	GIP	0.5813278736037151	NEUROD1->ATOH8->NEUROG3->RFX6->LMX1A->GIP	6	-0.6076137787576885	NEUROD1->ATOH8->NEUROG3->RFX6->ARNT2->LMX1B->FOXP2->GIP	8
33	NEUROD1	TPH1	0.5845866747097787	NEUROD1->ATOH8->NEUROG3->RFX6->LMX1A->TPH1	6	-0.506988744441542	NEUROD1->ATOH8->NEUROG3->RFX6->ARNT2->HHEX->TPH1	7
34	NEUROD1	TAC1	0.5722570757510782	NEUROD1->ATOH8->NEUROG3->RFX6->TAC1	5	-0.5392225826698399	NEUROD1->ATOH8->NEUROG3->TAC1	4
35	NEUROD1	CCK	0.4419161031790415	NEUROD1->ATOH8->NEUROG3->MAFB->HHEX->ETV1->ARNT2->LMX1B->FOXP2->CCK	10	-0.5796153277739189	NEUROD1->ATOH8->NEUROG3->RFX6->ARNT2->LMX1B->FOXP2->CCK	8
36	NEUROD1	PYY	0.5982072563697522	NEUROD1->ATOH8->NEUROG3->RFX6->LMX1A->PYY	6	-0.432157630434566	NEUROD1->ATOH8->NEUROG3->MAFB->HHEX->ETV1->RFX6->LMX1A->PYY	9
37	NEUROD1	SCT	0.5225177662048004	NEUROD1->ATOH8->NEUROG3->SMAD9->SCT	5	-0.39067890984751424	NEUROD1->ATOH8->NEUROG3->RFX6->GATA2->ISL1->SMAD9->SCT	8
38	NEUROD1	NTS	0.6285407367266038	NEUROD1->ATOH8->NEUROG3->NTS	4	-0.3781255030740644	NEUROD1->ATOH8->NEUROG3->MAFB->HHEX->ETV1->RFX6->GATA2->NTS	9
39	NEUROD1	GAST	0.4803751311725172	NEUROD1->ATOH8->NEUROG3->RFX6->INSM1->GAST	6	-0.34703319994315235	NEUROD1->ATOH8->NEUROG3->MAFB->HHEX->ETV1->RFX6->INSM1->GAST	9
40	PAX4	SST	0.35245968526657173	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->SST	7	-0.3829214504245736	PAX4->PROX1->RFX6->HHEX->ETV1->SST	6
41	PAX4	GHRL	0.29654053244162537	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->GHRL	7	-0.43225003061532	PAX4->PROX1->RFX6->FEV->GHRL	5
42	PAX4	GIP	0.4079627494104232	PAX4->PROX1->RFX6->ARNT2->LMX1B->FOXP2->GIP	7	-0.39031392294818934	PAX4->PROX1->RFX6->LMX1A->GIP	5
43	PAX4	TPH1	0.34040130315246353	PAX4->PROX1->RFX6->ARNT2->HHEX->TPH1	6	-0.39250194024715457	PAX4->PROX1->RFX6->LMX1A->TPH1	5
44	PAX4	TAC1	0.3074243238206928	PAX4->PROX1->RFX6->ARNT2->LMX1B->FOXP2->HLF->TAC1	8	-0.38422362717037806	PAX4->PROX1->RFX6->TAC1	4
45	PAX4	CCK	0.38916408907404076	PAX4->PROX1->RFX6->ARNT2->LMX1B->FOXP2->CCK	7	-0.2558779658278307	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->CCK	10
46	PAX4	PYY	0.28348711597650156	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->PYY	10	-0.40164704218005187	PAX4->PROX1->RFX6->LMX1A->PYY	5
47	PAX4	SCT	0.262308801692957	PAX4->PROX1->RFX6->GATA2->ISL1->SMAD9->SCT	7	-0.3114880649215048	PAX4->PROX1->RFX6->MYT1->ARX->SCT	6
48	PAX4	NTS	0.24287701320965607	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->NTS	10	-0.3514296154618923	PAX4->PROX1->RFX6->GATA2->NTS	5
49	PAX4	GAST	0.2219713898839068	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->GAST	10	-0.3225324476054815	PAX4->PROX1->RFX6->INSM1->GAST	5
50	PAX6	SST	0.4640563608878759	PAX6->ASCL2->NR4A3->SPIB->RFX6->HHEX->ETV1->SST	8	-0.42714023652406746	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	9
51	PAX6	GHRL	0.523836875627132	PAX6->ASCL2->NR4A3->SPIB->RFX6->FEV->GHRL	7	-0.3593727125707729	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->ETV1->GHRL	9
52	PAX6	GIP	0.4730151797095143	PAX6->ASCL2->NR4A3->SPIB->RFX6->LMX1A->GIP	7	-0.4944035092818716	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->FOXP2->GIP	9
53	PAX6	TPH1	0.47566680276221013	PAX6->ASCL2->NR4A3->SPIB->RFX6->LMX1A->TPH1	7	-0.41252687674528243	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->HHEX->TPH1	8
54	PAX6	TAC1	0.46563444798960607	PAX6->ASCL2->NR4A3->SPIB->RFX6->TAC1	6	-0.3725626046868525	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->FOXP2->HLF->TAC1	10
55	PAX6	CCK	0.31009440061871035	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->CCK	12	-0.47162171448924156	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->FOXP2->CCK	9
56	PAX6	PYY	0.48674960503986664	PAX6->ASCL2->NR4A3->SPIB->RFX6->LMX1A->PYY	7	-0.343553486629675	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->PYY	12
57	PAX6	SCT	0.3774873873145753	PAX6->ASCL2->NR4A3->SPIB->RFX6->MYT1->ARX->SCT	8	-0.31788782740566335	PAX6->ASCL2->NR4A3->SPIB->RFX6->GATA2->ISL1->SMAD9->SCT	9
58	PAX6	NTS	0.42589191145768635	PAX6->ASCL2->NR4A3->SPIB->RFX6->GATA2->NTS	7	-0.29433875477182353	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->NTS	12
59	PAX6	GAST	0.3908718974560066	PAX6->ASCL2->NR4A3->SPIB->RFX6->INSM1->GAST	7	-0.26900356534359154	PAX6->ASCL2->NR4A3->SPIB->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->GAST	12
60	ARX	SST	0.8367976558195919	ARX->LMX1A->ETV1->SST	4	-0.722069691433752	ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	8
61	ARX	GHRL	0.986914521	ARX->FEV->GHRL	3	-0.6075104180944265	ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->GHRL	8
62	ARX	GIP	0.9485901945999999	ARX->LMX1A->GIP	3	-0.8947200000000001	ARX->GIP	2
63	ARX	TPH1	0.9539077905999999	ARX->LMX1A->TPH1	3	-0.6973661789008532	ARX->FEV->SPIB->RFX6->ARNT2->HHEX->TPH1	7
64	ARX	TAC1	0.7871431755454295	ARX->FEV->SPIB->RFX6->TAC1	5	-0.629807594796405	ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->FOXP2->HLF->TAC1	9
65	ARX	CCK	0.5591124364687413	ARX->MAFB->HHEX->ETV1->ARNT2->LMX1B->FOXP2->CCK	8	-0.8810665728	ARX->LMX1A->CCK	3
66	ARX	PYY	0.9761333724	ARX->LMX1A->PYY	3	-0.5467660127174282	ARX->MAFB->HHEX->ETV1->RFX6->LMX1A->PYY	7
67	ARX	SCT	0.79706	ARX->SCT	2	-0.5373812762601207	ARX->FEV->SPIB->RFX6->GATA2->ISL1->SMAD9->SCT	8
68	ARX	NTS	0.8363002923999999	ARX->LMX1A->NTS	3	-0.48426554603471494	ARX->LMX1A->ETV1->SPIB->RFX6->GATA2->NTS	7
69	ARX	GAST	0.7643157984000001	ARX->LMX1A->GAST	3	-0.44444561579790476	ARX->LMX1A->ETV1->SPIB->RFX6->INSM1->GAST	7
70	ISL1	SST	0.876163878	ISL1->ETV1->SST	3	-0.632619698058939	ISL1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	9
71	ISL1	GHRL	0.8646555501385201	ISL1->ARX->FEV->GHRL	4	-0.6383152080838723	ISL1->SMAD9->RFX6->FEV->GHRL	5
72	ISL1	GIP	0.8310788412929521	ISL1->ARX->LMX1A->GIP	4	-0.7838820864000001	ISL1->ARX->GIP	3
73	ISL1	TPH1	0.835737693500472	ISL1->ARX->LMX1A->TPH1	4	-0.6533332923057324	ISL1->ETV1->ARNT2->HHEX->TPH1	5
74	ISL1	TAC1	0.698744151891035	ISL1->ETV1->RFX6->TAC1	4	-0.5900404721032372	ISL1->ETV1->ARNT2->LMX1B->FOXP2->HLF->TAC1	7
75	ISL1	CCK	0.5746890431504407	ISL1->SMAD9->RFX6->ARNT2->LMX1B->FOXP2->CCK	7	-0.7719200457615362	ISL1->ARX->LMX1A->CCK	4
76	ISL1	PYY	0.8552099702270881	ISL1->ARX->LMX1A->PYY	4	-0.593122954648427	ISL1->SMAD9->RFX6->LMX1A->PYY	5
77	ISL1	SCT	0.6983202072000001	ISL1->ARX->SCT	3	-0.6154463680000001	ISL1->SMAD9->SCT	3
78	ISL1	NTS	0.7326994121774881	ISL1->ARX->LMX1A->NTS	4	-0.5189655343715375	ISL1->SMAD9->RFX6->GATA2->NTS	5
79	ISL1	GAST	0.6696323572942081	ISL1->ARX->LMX1A->GAST	4	-0.4762923119149844	ISL1->SMAD9->RFX6->INSM1->GAST	5
80	ST18	SST	0.20277060628554	ST18->ISL1->ETV1->SST	4	-0.14640717672178025	ST18->ISL1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	10
81	ST18	GHRL	0.20010723396855773	ST18->ISL1->ARX->FEV->GHRL	5	-0.14772528860685058	ST18->ISL1->SMAD9->RFX6->FEV->GHRL	6
82	ST18	GIP	0.1923365762404279	ST18->ISL1->ARX->LMX1A->GIP	5	-0.18141383125555208	ST18->ISL1->ARX->GIP	4
83	ST18	TPH1	0.19341477440681426	ST18->ISL1->ARX->LMX1A->TPH1	5	-0.15120092383831568	ST18->ISL1->ETV1->ARNT2->HHEX->TPH1	6
84	ST18	TAC1	0.16171035907214223	ST18->ISL1->ETV1->RFX6->TAC1	5	-0.1365530664588522	ST18->ISL1->ETV1->ARNT2->LMX1B->FOXP2->HLF->TAC1	8
85	ST18	CCK	0.1330002852563065	ST18->ISL1->SMAD9->RFX6->ARNT2->LMX1B->FOXP2->CCK	8	-0.17864545619059233	ST18->ISL1->ARX->LMX1A->CCK	5
86	ST18	PYY	0.19792124340965503	ST18->ISL1->ARX->LMX1A->PYY	5	-0.13726644539428548	ST18->ISL1->SMAD9->RFX6->LMX1A->PYY	6
87	ST18	SCT	0.16161224555229606	ST18->ISL1->ARX->SCT	4	-0.14243275294624003	ST18->ISL1->SMAD9->SCT	4
88	ST18	NTS	0.1695686249602361	ST18->ISL1->ARX->LMX1A->NTS	5	-0.12010419361960492	ST18->ISL1->SMAD9->RFX6->GATA2->NTS	6
89	ST18	GAST	0.1549730164485986	ST18->ISL1->ARX->LMX1A->GAST	5	-0.11022832974648485	ST18->ISL1->SMAD9->RFX6->INSM1->GAST	6
90	MYT1	SST	0.7486995986149053	MYT1->ARX->LMX1A->ETV1->SST	5	-0.6460501943196066	MYT1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	9
91	MYT1	GHRL	0.88301216022912	MYT1->ARX->FEV->GHRL	4	-0.5435517212774453	MYT1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->GHRL	9
92	MYT1	GIP	0.848722618912512	MYT1->ARX->LMX1A->GIP	4	-0.8005238784000002	MYT1->ARX->GIP	3
93	MYT1	TPH1	0.853480378405632	MYT1->ARX->LMX1A->TPH1	4	-0.6239474675861714	MYT1->ARX->FEV->SPIB->RFX6->ARNT2->HHEX->TPH1	8
94	MYT1	TAC1	0.7042727420240066	MYT1->ARX->FEV->SPIB->RFX6->TAC1	6	-0.5635014512162396	MYT1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->FOXP2->HLF->TAC1	10
95	MYT1	CCK	0.5002490791573123	MYT1->ARX->MAFB->HHEX->ETV1->ARNT2->LMX1B->FOXP2->CCK	9	-0.788307884015616	MYT1->ARX->LMX1A->CCK	4
96	MYT1	PYY	0.873366050953728	MYT1->ARX->LMX1A->PYY	4	-0.4892024868985373	MYT1->ARX->MAFB->HHEX->ETV1->RFX6->LMX1A->PYY	8
97	MYT1	SCT	0.7131455232	MYT1->ARX->SCT	3	-0.4808057754954551	MYT1->ARX->FEV->SPIB->RFX6->GATA2->ISL1->SMAD9->SCT	9
98	MYT1	NTS	0.748254597616128	MYT1->ARX->LMX1A->NTS	4	-0.43328206934818014	MYT1->ARX->LMX1A->ETV1->SPIB->RFX6->GATA2->NTS	8
99	MYT1	GAST	0.683848631144448	MYT1->ARX->LMX1A->GAST	4	-0.39765438136670134	MYT1->ARX->LMX1A->ETV1->SPIB->RFX6->INSM1->GAST	8
100	FEV	SST	0.7862523898918422	FEV->SPIB->RFX6->HHEX->ETV1->SST	6	-0.7237052653334056	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	7
101	FEV	GHRL	0.98915	FEV->GHRL	2	-0.6088865015880156	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->GHRL	7
102	FEV	GIP	0.801431349395046	FEV->SPIB->RFX6->LMX1A->GIP	5	-0.8376696744335936	FEV->SPIB->RFX6->ARNT2->LMX1B->FOXP2->GIP	7
103	FEV	TPH1	0.805924004033559	FEV->SPIB->RFX6->LMX1A->TPH1	5	-0.6989457964007189	FEV->SPIB->RFX6->ARNT2->HHEX->TPH1	6
104	FEV	TAC1	0.7889261486413589	FEV->SPIB->RFX6->TAC1	4	-0.6312341840523635	FEV->SPIB->RFX6->ARNT2->LMX1B->FOXP2->HLF->TAC1	8
105	FEV	CCK	0.525394077374685	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->CCK	10	-0.799070396174678	FEV->SPIB->RFX6->ARNT2->LMX1B->FOXP2->CCK	7
106	FEV	PYY	0.8247016364763813	FEV->SPIB->RFX6->LMX1A->PYY	5	-0.5820839292051482	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->PYY	10
107	FEV	SCT	0.6395782612746569	FEV->SPIB->RFX6->MYT1->ARX->SCT	6	-0.5385985088902125	FEV->SPIB->RFX6->GATA2->ISL1->SMAD9->SCT	7
108	FEV	NTS	0.7215902236067365	FEV->SPIB->RFX6->GATA2->NTS	5	-0.49869922897803215	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->NTS	10
109	FEV	GAST	0.6622556857713219	FEV->SPIB->RFX6->INSM1->GAST	5	-0.45577372484703094	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->ISL1->ARX->LMX1A->GAST	10
110	LMX1A	SST	0.8497650708	LMX1A->ETV1->SST	3	-0.6391260500883583	LMX1A->ARNT2->LMX1B->ETV1->SST	5
111	LMX1A	GHRL	0.8614382088000601	LMX1A->ARX->FEV->GHRL	4	-0.6048652959017475	LMX1A->ETV1->SPIB->RFX6->FEV->GHRL	6
112	LMX1A	GIP	0.96329	LMX1A->GIP	2	-0.7809652992000001	LMX1A->ARX->GIP	3
113	LMX1A	TPH1	0.9686899999999999	LMX1A->TPH1	2	-0.6336483679964923	LMX1A->ETV1->ARNT2->HHEX->TPH1	5
114	LMX1A	TAC1	0.6870657922065836	LMX1A->ARX->FEV->SPIB->RFX6->TAC1	6	-0.5722625597122286	LMX1A->ETV1->ARNT2->LMX1B->FOXP2->HLF->TAC1	7
115	LMX1A	CCK	0.5445733608324257	LMX1A->ETV1->SPIB->RFX6->ARNT2->LMX1B->FOXP2->CCK	8	-0.8947200000000001	LMX1A->CCK	2
116	LMX1A	PYY	0.99126	LMX1A->PYY	2	-0.208926091993668	LMX1A->ETV1->NR4A3->PYY	4
117	LMX1A	SCT	0.6957217916	LMX1A->ARX->SCT	3	-0.49185853286767495	LMX1A->ETV1->ISL1->SMAD9->SCT	5
118	LMX1A	NTS	0.84926	LMX1A->NTS	2	-0.49176995555650727	LMX1A->ETV1->SPIB->RFX6->GATA2->NTS	6
119	LMX1A	GAST	0.7761600000000001	LMX1A->GAST	2	-0.45133295671741247	LMX1A->ETV1->SPIB->RFX6->INSM1->GAST	6
120	HHEX	SST	0.9173834171999998	HHEX->ETV1->SST	3	-0.44019556083826955	HHEX->ETV1->SPIB->RFX6->MYT1->ARX->MAFB->SST	8
121	HHEX	GHRL	0.823066057955119	HHEX->ETV1->RFX6->FEV->GHRL	5	-0.6529962352743415	HHEX->ETV1->SPIB->RFX6->FEV->GHRL	6
122	HHEX	GIP	0.8588641166999998	HHEX->ETV1->GIP	3	-0.8198409867792504	HHEX->ETV1->ARNT2->LMX1B->FOXP2->GIP	6
123	HHEX	TPH1	0.8867299999999999	HHEX->TPH1	2	-0.5929491524949413	HHEX->ETV1->SPIB->RFX6->LMX1A->TPH1	6
124	HHEX	TAC1	0.7316168971420589	HHEX->ETV1->RFX6->TAC1	4	-0.6177992019255205	HHEX->ETV1->ARNT2->LMX1B->FOXP2->HLF->TAC1	7
125	HHEX	CCK	0.5879066907353745	HHEX->ETV1->SPIB->RFX6->ARNT2->LMX1B->FOXP2->CCK	8	-0.7820632429470485	HHEX->ETV1->ARNT2->LMX1B->FOXP2->CCK	6
126	HHEX	PYY	0.7647935784431892	HHEX->ETV1->RFX6->LMX1A->PYY	5	-0.606764575769478	HHEX->ETV1->SPIB->RFX6->LMX1A->PYY	6
127	HHEX	SCT	0.6024993963421575	HHEX->ETV1->ISL1->ARX->SCT	5	-0.5309971863591998	HHEX->ETV1->ISL1->SMAD9->SCT	5
128	HHEX	NTS	0.6691723950491059	HHEX->ETV1->RFX6->GATA2->NTS	5	-0.5309015606866488	HHEX->ETV1->SPIB->RFX6->GATA2->NTS	6
129	HHEX	GAST	0.6141480425932232	HHEX->ETV1->RFX6->INSM1->GAST	5	-0.48724686899474695	HHEX->ETV1->SPIB->RFX6->INSM1->GAST	6
130	ETV1	SST	0.9946799999999999	ETV1->SST	2	-0.47728541005352937	ETV1->SPIB->RFX6->MYT1->ARX->MAFB->SST	7
131	ETV1	GHRL	0.8924156804856598	ETV1->RFX6->FEV->GHRL	4	-0.7080161720005005	ETV1->SPIB->RFX6->FEV->GHRL	5
132	ETV1	GIP	0.9312299999999999	ETV1->GIP	2	-0.8889188723495327	ETV1->ARNT2->LMX1B->FOXP2->GIP	5
133	ETV1	TPH1	0.8971	ETV1->TPH1	2	-0.741707773520727	ETV1->ARNT2->HHEX->TPH1	4
134	ETV1	TAC1	0.7932612271	ETV1->RFX6->TAC1	3	-0.6698535188774902	ETV1->ARNT2->LMX1B->FOXP2->HLF->TAC1	6
135	ETV1	CCK	0.6374423345535293	ETV1->SPIB->RFX6->ARNT2->LMX1B->FOXP2->CCK	7	-0.8479580641089556	ETV1->ARNT2->LMX1B->FOXP2->CCK	5
136	ETV1	PYY	0.8292332980333619	ETV1->RFX6->LMX1A->PYY	4	-0.6578891409095599	ETV1->SPIB->RFX6->LMX1A->PYY	5
137	ETV1	SCT	0.653264587431456	ETV1->ISL1->ARX->SCT	4	-0.5757377683366401	ETV1->ISL1->SMAD9->SCT	4
138	ETV1	NTS	0.725555297194056	ETV1->RFX6->GATA2->NTS	4	-0.5756340854683981	ETV1->SPIB->RFX6->GATA2->NTS	5
139	ETV1	GAST	0.6658947213926458	ETV1->RFX6->INSM1->GAST	4	-0.5283011514759425	ETV1->SPIB->RFX6->INSM1->GAST	5
140	INSM1	SST	0.38016669599999997	INSM1->ETV1->SST	3	-0.352356660251684	INSM1->PAX4->PROX1->RFX6->HHEX->ETV1->SST	7
141	INSM1	GHRL	0.3410812730816192	INSM1->ETV1->RFX6->FEV->GHRL	5	-0.3977478331716051	INSM1->PAX4->PROX1->RFX6->FEV->GHRL	6
142	INSM1	GIP	0.37539916275248314	INSM1->PAX4->PROX1->RFX6->ARNT2->LMX1B->FOXP2->GIP	8	-0.3591590656184648	INSM1->PAX4->PROX1->RFX6->LMX1A->GIP	6
143	INSM1	TPH1	0.34287162	INSM1->ETV1->TPH1	3	-0.3611724353766266	INSM1->PAX4->PROX1->RFX6->LMX1A->TPH1	6
144	INSM1	TAC1	0.30318444099762	INSM1->ETV1->RFX6->TAC1	4	-0.3535548972496384	INSM1->PAX4->PROX1->RFX6->TAC1	5
145	INSM1	CCK	0.35810101148415074	INSM1->PAX4->PROX1->RFX6->ARNT2->LMX1B->FOXP2->CCK	8	-0.32408957210244277	INSM1->ETV1->ARNT2->LMX1B->FOXP2->CCK	6
146	INSM1	PYY	0.31852924002406796	INSM1->ONECUT1->LMX1A->PYY	4	-0.36958757527324004	INSM1->PAX4->PROX1->RFX6->LMX1A->PYY	6
147	INSM1	SCT	0.2496777253163025	INSM1->ETV1->ISL1->ARX->SCT	5	-0.28662508757947025	INSM1->PAX4->PROX1->RFX6->MYT1->ARX->SCT	7
148	INSM1	NTS	0.6977800000000001	INSM1->NTS	2	-0.32337850355572395	INSM1->PAX4->PROX1->RFX6->GATA2->NTS	6
149	INSM1	GAST	0.75574	INSM1->GAST	2	-0.2893883465731272	INSM1->PAX4->PROX1->RFX6->LMX1A->GAST	6
150	ASCL1	SST	0.5384872123117984	ASCL1->MYT1->ARX->LMX1A->ETV1->SST	6	-0.4659337030323811	ASCL1->ATOH8->NEUROG3->RFX6->ARNT2->LMX1B->ETV1->SST	8
151	ASCL1	GHRL	0.63508883600159	ASCL1->MYT1->ARX->FEV->GHRL	5	-0.4128005035650562	ASCL1->ATOH8->NEUROG3->MAFB->HHEX->ETV1->RFX6->FEV->GHRL	9
