TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
CCDC169-SOHLH2	ADAMTS17	0.026791	47.38	0.382	rgb(221,144,145)	1.9276	None
SOHLH2	ADAMTS17	-0.72421	50.83	-8.3E-01	rgb( 37,107,249)	1.9966	None
CCDC169-SOHLH2	ANXA6	-0.64893	50.67	-6.7E-01	rgb( 72,129,242)	1.9934	None
SOHLH2	ANXA6	0.10962	37.8	0.801	rgb(226, 64, 66)	1.736	None
CCDC169-SOHLH2	ARHGAP24	-0.22818	46.81	-8.1E-01	rgb( 41,110,248)	1.9162	None
SOHLH2	ARHGAP24	0.82833	50.93	0.926	rgb(227, 40, 42)	1.9986	None
CCDC169-SOHLH2	ATCAY	0.74818	50.86	0.86	rgb(226, 53, 54)	1.9972	None
SOHLH2	ATCAY	0.2947	48.87	0.865	rgb(227, 52, 53)	1.9574	None
CCDC169-SOHLH2	BCAT1	-0.41517	49.63	-6.3E-01	rgb( 81,134,241)	1.9726	None
SOHLH2	BCAT1	0.89045	50.74	0.738	rgb(225, 76, 78)	1.9948	None
CCDC169-SOHLH2	CDKN1A	-0.85509	50.95	-9.5E-01	rgb( 11, 91,253)	1.999	None
SOHLH2	CDKN1A	-0.89841	50.97	-9.7E-01	rgb(  6, 89,254)	1.9994	None
CCDC169-SOHLH2	CLPS	-0.71746	50.82	-8.2E-01	rgb( 38,108,248)	1.9964	None
SOHLH2	CLPS	0.19549	39.82	0.82	rgb(226, 60, 62)	1.7764	None
CCDC169-SOHLH2	CMTM8	-0.72421	50.83	-8.3E-01	rgb( 37,108,248)	1.9966	None
SOHLH2	CMTM8	-0.6545	50.69	-6.9E-01	rgb( 68,126,243)	1.9938	None
CCDC169-SOHLH2	COTL1	-0.76467	50.88	-8.8E-01	rgb( 26,101,250)	1.9976	None
SOHLH2	COTL1	-0.78761	50.9	-9.0E-01	rgb( 21, 98,251)	1.998	None
CCDC169-SOHLH2	DCHS2	0.30284	48.89	0.892	rgb(227, 47, 48)	1.9578	None
SOHLH2	DCHS2	-0.82833	50.93	-9.3E-01	rgb( 16, 95,252)	1.9986	None
CCDC169-SOHLH2	FOXC2	0.48118	49.84	0.836	rgb(226, 57, 59)	1.9768	None
SOHLH2	FOXC2	0.63368	50.62	0.622	rgb(224, 98,100)	1.9924	None
CCDC169-SOHLH2	FSTL3	0.3094	42.42	0.421	rgb(222,137,137)	1.8284	None
SOHLH2	FSTL3	-0.87528	50.96	-9.6E-01	rgb(  9, 90,253)	1.9992	None
CCDC169-SOHLH2	IFFO2	-0.4166	49.64	-6.4E-01	rgb( 78,133,241)	1.9728	None
SOHLH2	IFFO2	-0.70328	50.8	-8.0E-01	rgb( 43,111,248)	1.996	None
CCDC169-SOHLH2	KIAA2022	-0.55038	47.12	-1.2E-01	rgb(192,202,221)	1.9224	2,2
SOHLH2	KIAA2022	0.067326	47.67	0.668	rgb(224, 89, 91)	1.9334	2,2
CCDC169-SOHLH2	LINC00936	-0.85509	50.95	-9.5E-01	rgb( 12, 92,253)	1.999	2,2
SOHLH2	LINC00936	-0.1985	48.52	-5.2E-01	rgb(103,148,237)	1.9504	2,2
CCDC169-SOHLH2	LMO2	-0.87528	50.96	-9.6E-01	rgb(  9, 90,254)	1.9992	None
SOHLH2	LMO2	-0.92054	50.98	-9.8E-01	rgb(  4, 87,254)	1.9996	None
CCDC169-SOHLH2	LOC100130476	-0.22936	48.67	-6.7E-01	rgb( 71,128,243)	1.9534	2,2
SOHLH2	LOC100130476	0.66876	50.73	0.73	rgb(225, 77, 79)	1.9946	2,2
CCDC169-SOHLH2	LOC340508	-0.0065237	47.11	-1.1E-01	rgb(192,202,221)	1.9222	2,2
SOHLH2	LOC340508	0.40319	49.57	0.574	rgb(223,107,109)	1.9714	2,2
CCDC169-SOHLH2	LOC390660	0.8413	50.94	0.945	rgb(227, 37, 38)	1.9988	2,2
SOHLH2	LOC390660	-0.77526	50.89	-8.9E-01	rgb( 24,100,251)	1.9978	2,2
CCDC169-SOHLH2	LRRN4	-0.79963	50.91	-9.1E-01	rgb( 20, 97,252)	1.9982	None
