TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
EBF1	AB074188	0.013084	47.21	0.212	rgb(219,176,177)	1.9242	2,2
GFI1	AB074188	0.7971	50.4	0.395	rgb(221,141,142)	1.988	2,2
LMX1A	AB074188	-0.64083	48.57	-5.7E-01	rgb( 94,142,239)	1.9514	2,2
EBF3	ABCC8	0.21268	48.6	0.603	rgb(224,102,103)	1.952	None
FOXJ1	ABCC8	0.39355	44.17	0.174	rgb(219,184,184)	1.8634	None
LMX1A	ABCC8	-0.62309	48.39	-3.9E-01	rgb(132,165,232)	1.9478	None
FOXJ1	ABCG1	0.96932	50.87	0.87	rgb(227, 51, 53)	1.9974	None
GFI1	ABCG1	0.85281	50.66	0.657	rgb(224, 92, 93)	1.9932	None
LMX1A	ABCG1	0.63368	50.62	0.616	rgb(224, 99,101)	1.9924	None
EBF3	ADAMTSL1	0.78761	50.9	0.901	rgb(227, 45, 47)	1.998	None
FOXJ1	ADAMTSL1	0.52945	46.64	0.642	rgb(224, 94, 96)	1.9128	None
GFI1	ADAMTSL1	0.45248	47.44	0.436	rgb(222,134,135)	1.9288	None
EBF1	AFF3	-0.13861	38.51	-5.1E-01	rgb(107,150,236)	1.7502	None
FOXJ1	AFF3	0.73777	49.7	0.696	rgb(225, 84, 85)	1.974	None
GFI1	AFF3	-0.49492	49.87	-8.7E-01	rgb( 27,102,250)	1.9774	None
EBF1	AK055386	0.76467	50.88	0.882	rgb(227, 48, 50)	1.9976	2,2
EBF3	AK055386	0.73879	50.85	0.845	rgb(226, 56, 57)	1.997	2,2
GFI1	AK055386	0.97544	50.89	0.89	rgb(227, 47, 49)	1.9978	2,2
EBF1	ANK2	0.1698	39.34	0.339	rgb(221,152,153)	1.7668	None
GFI1	ANK2	0.72784	50.73	0.732	rgb(225, 77, 79)	1.9946	None
LMX1A	ANK2	0.033645	47.45	0.454	rgb(222,130,131)	1.929	None
EBF3	ANKH	0.50922	49.9	0.896	rgb(227, 46, 48)	1.978	None
FOXJ1	ANKH	0.64083	48.57	0.566	rgb(223,109,110)	1.9514	None
