	ARX	FOXP2	PAX4	SOX4	ZNF846
REACTOME_CARDIAC_CONDUCTION	0.0015177151414615953	1	0.0026670061697959824	0.02874801539659999	1.910062973342619e-06
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	1.548136976503578e-06	1	1	1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.05866589130526756	0.003126601702758691	2.3381910106978765e-06	8.143089784917734e-06	0.0792123372440181
REACTOME_MUSCLE_CONTRACTION	0.006450180895757662	0.018097216137686667	0.008207876215487686	0.043928181278433676	2.5425675485024612e-06
REACTOME_NEURONAL_SYSTEM	1.7058456022178703e-06	1.1032973750157993e-06	1.070606002961938e-06	1.948830956610692e-07	0.008259408345607788
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.0008569596812704194	1.1216186029949782e-06	0.008207876215487686	0.004245411505575003	0.058659198744848484
REACTOME_PEPTIDE_HORMONE_METABOLISM	0.04236132347854493	0.0018606075751692597	1	1.4796481928591732e-08	1
REACTOME_POTASSIUM_CHANNELS	0.0061899542697342325	1	5.347951781708993e-05	6.177657163597416e-08	0.00995640841239509
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	4.997073630219617e-06	4.952383974021757e-07	0.00018941525201054965	0.0005670733176962317	1
