TF	Target	Time	SignedQuantile	combStability	combPCorr	stroke	stroke.width	stroke.dasharray	weight	color
AEBP1	ACE	[72]	0.21649000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	AK054990	[72]	0.70548	48.67	0.669	(0.8784313725490196, 0.34901960784313724, 0.35294117647058826)	1.9534	2,2	6	(0.8784313725490196, 0.34901960784313724, 0.35294117647058826)
AEBP1	AK095045	[72]	0.23143000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	AK096718	[72]	0.7741399999999999	49.7	0.7040000000000001	(0.8823529411764706, 0.3215686274509804, 0.32941176470588235)	1.974	2,2	7	(0.8823529411764706, 0.3215686274509804, 0.32941176470588235)
AEBP1	AK126180	[72]	-0.58943	46.39	-0.39	(0.5176470588235295, 0.6470588235294118, 0.9098039215686274)	1.9078	2,2	3	(0.5176470588235295, 0.6470588235294118, 0.9098039215686274)
AEBP1	AK126318	[72]	-0.32555	39.46	-0.46	(0.4627450980392157, 0.615686274509804, 0.9176470588235294)	1.7692	2,2	4	(0.4627450980392157, 0.615686274509804, 0.9176470588235294)
AEBP1	AK311257	[72]	0.58355	46.31	0.31	(0.8627450980392157, 0.6196078431372549, 0.6196078431372549)	1.9062	2,2	3	(0.8627450980392157, 0.6196078431372549, 0.6196078431372549)
AEBP1	AX746823	[72]	0.17414000000000002	34.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.66	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	AX747158	[72]	0.13285999999999998	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	BC040563	[72]	0.10417	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	CACNA1B	[72]	0.21649000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	CES1	[72]	0.6081	46.62	0.619	(0.8784313725490196, 0.38823529411764707, 0.39215686274509803)	1.9124	2,2	6	(0.8784313725490196, 0.38823529411764707, 0.39215686274509803)
AEBP1	CHST9	[72]	0.42641999999999997	42.25	0.252	(0.8627450980392157, 0.6627450980392157, 0.6627450980392157)	1.825	2,2	2	(0.8627450980392157, 0.6627450980392157, 0.6627450980392157)
AEBP1	CLEC4G	[72]	0.090783	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	CNTNAP4	[72]	0.77461	49.71	0.7559999999999999	(0.8823529411764706, 0.28627450980392155, 0.2901960784313726)	1.9742	2,2	7	(0.8823529411764706, 0.28627450980392155, 0.2901960784313726)
AEBP1	CR627225	[72]	-0.73723	49.44	-0.44	(0.47843137254901963, 0.6235294117647059, 0.9176470588235294)	1.9688	2,2	4	(0.47843137254901963, 0.6235294117647059, 0.9176470588235294)
AEBP1	DBC1	[72]	0.33512	39.5	0.505	(0.8745098039215686, 0.4745098039215686, 0.47843137254901963)	1.77	2,2	5	(0.8745098039215686, 0.4745098039215686, 0.47843137254901963)
AEBP1	DIRAS1	[72]	0.59213	46.42	0.419	(0.8705882352941177, 0.5372549019607843, 0.5411764705882353)	1.9084	2,2	4	(0.8705882352941177, 0.5372549019607843, 0.5411764705882353)
AEBP1	ERO1LB	[72]	0.43468	42.39	0.38799999999999996	(0.8666666666666667, 0.5607843137254902, 0.5647058823529412)	1.8278	2,2	3	(0.8666666666666667, 0.5607843137254902, 0.5647058823529412)
AEBP1	FAM179A	[72]	0.8784700000000001	50.63	0.628	(0.8784313725490196, 0.3803921568627451, 0.3843137254901961)	1.9926	2,2	6	(0.8784313725490196, 0.3803921568627451, 0.3843137254901961)
AEBP1	FHL1	[72]	0.59027	46.4	0.4	(0.8666666666666667, 0.5529411764705883, 0.5529411764705883)	1.9080000000000001	2,2	4	(0.8666666666666667, 0.5529411764705883, 0.5529411764705883)
AEBP1	GABRG2	[72]	0.49035	43.65	0.653	(0.8784313725490196, 0.3607843137254902, 0.3686274509803922)	1.8530000000000002	2,2	6	(0.8784313725490196, 0.3607843137254902, 0.3686274509803922)
AEBP1	GPR116	[72]	0.090783	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	GPR119	[72]	0.8947200000000001	50.67	0.6679999999999999	(0.8784313725490196, 0.34901960784313724, 0.3568627450980392)	1.9934	2,2	6	(0.8784313725490196, 0.34901960784313724, 0.3568627450980392)
AEBP1	KCNMB2-IT1	[72]	0.50834	44.35	0.355	(0.8666666666666667, 0.5843137254901961, 0.5882352941176471)	1.867	2,2	3	(0.8666666666666667, 0.5843137254901961, 0.5882352941176471)
AEBP1	KCNT2	[72]	0.9264600000000001	50.74	0.743	(0.8823529411764706, 0.29411764705882354, 0.2980392156862745)	1.9948	2,2	7	(0.8823529411764706, 0.29411764705882354, 0.2980392156862745)
AEBP1	KIF5C	[72]	0.76285	49.62	0.624	(0.8784313725490196, 0.3843137254901961, 0.38823529411764707)	1.9724	2,2	6	(0.8784313725490196, 0.3843137254901961, 0.38823529411764707)
AEBP1	LOC283731	[72]	0.11907000000000001	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	LOC389332	[72]	0.13285999999999998	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	LPPR3	[72]	0.0032180999999999998	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	MFAP2	[72]	0.077751	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	MINOS1-NBL1	[72]	0.81899	50.35	0.511	(0.8745098039215686, 0.4666666666666667, 0.47058823529411764)	1.9869999999999999	2,2	5	(0.8745098039215686, 0.4666666666666667, 0.47058823529411764)
AEBP1	MUC5AC	[72]	-0.37954	41.25	-0.25	(0.6352941176470588, 0.7176470588235294, 0.8901960784313725)	1.805	2,2	2	(0.6352941176470588, 0.7176470588235294, 0.8901960784313725)
AEBP1	NKX6-1	[72]	0.80203	50.35	0.353	(0.8666666666666667, 0.5882352941176471, 0.5882352941176471)	1.9869999999999999	2,2	3	(0.8666666666666667, 0.5882352941176471, 0.5882352941176471)
AEBP1	NOV	[72]	0.35963	40.34	0.33899999999999997	(0.8666666666666667, 0.596078431372549, 0.6)	1.7868	2,2	3	(0.8666666666666667, 0.596078431372549, 0.6)
AEBP1	NTS	[72]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	PCDH17	[72]	0.68498	48.46	0.46399999999999997	(0.8705882352941177, 0.5019607843137255, 0.5058823529411764)	1.9492	2,2	4	(0.8705882352941177, 0.5019607843137255, 0.5058823529411764)
AEBP1	PRKXP1	[72]	0.23143000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
AEBP1	SMTNL2	[72]	0.7822	49.78	0.784	(0.8862745098039215, 0.2627450980392157, 0.27058823529411763)	1.9756	2,2	7	(0.8862745098039215, 0.2627450980392157, 0.27058823529411763)
AEBP1	WISP1	[72]	-0.60942	46.46	-0.46	(0.4627450980392157, 0.615686274509804, 0.9176470588235294)	1.9092	2,2	4	(0.4627450980392157, 0.615686274509804, 0.9176470588235294)
AEBP1	ZNF853	[72]	0.06575299999999999	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	ABCC4	[96]	-0.45435	42.77	-0.77	(0.2, 0.4549019607843137, 0.9647058823529412)	1.8354	None	7	(0.2, 0.4549019607843137, 0.9647058823529412)
ARNT2	AKT3	[48, 72, 96]	0.9477899999999999	50.76	0.755	(0.8823529411764706, 0.28627450980392155, 0.2901960784313726)	1.9952	None	7	(0.8823529411764706, 0.28627450980392155, 0.2901960784313726)
ARNT2	ARHGAP24	[96]	-0.45311999999999997	42.69	-0.69	(0.2627450980392157, 0.49411764705882355, 0.9529411764705882)	1.8338	None	6	(0.2627450980392157, 0.49411764705882355, 0.9529411764705882)
ARNT2	BC043205	[96]	-0.33568000000000003	39.51	-0.51	(0.4196078431372549, 0.5882352941176471, 0.9254901960784314)	1.7702	2,2	5	(0.4196078431372549, 0.5882352941176471, 0.9254901960784314)
ARNT2	BRSK2	[48, 72, 96]	0.9222899999999999	50.7	0.705	(0.8823529411764706, 0.3215686274509804, 0.32941176470588235)	1.994	None	7	(0.8823529411764706, 0.3215686274509804, 0.32941176470588235)
ARNT2	C2CD4B	[72, 96]	0.027770999999999997	29.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.56	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	CABP4	[48]	-0.51879	44.5	-0.5	(0.4235294117647059, 0.592156862745098, 0.9254901960784314)	1.87	None	5	(0.4235294117647059, 0.592156862745098, 0.9254901960784314)
ARNT2	CACNA1H	[48, 72, 96]	0.75395	49.46	0.465	(0.8705882352941177, 0.5019607843137255, 0.5058823529411764)	1.9692	None	4	(0.8705882352941177, 0.5019607843137255, 0.5058823529411764)
ARNT2	CAMKV	[48, 72, 96]	0.8447	50.49	0.486	(0.8705882352941177, 0.48627450980392156, 0.49019607843137253)	1.9898	None	4	(0.8705882352941177, 0.48627450980392156, 0.49019607843137253)
ARNT2	CBX2	[96]	-0.40334000000000003	41.49	-0.49	(0.43137254901960786, 0.596078431372549, 0.9254901960784314)	1.8098	None	4	(0.43137254901960786, 0.596078431372549, 0.9254901960784314)
ARNT2	CCDC154	[48, 96]	0.20195	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	CDKN1C	[48, 72, 96]	-0.83262	50.5	-0.5	(0.42745098039215684, 0.596078431372549, 0.9254901960784314)	1.99	None	5	(0.42745098039215684, 0.596078431372549, 0.9254901960784314)
ARNT2	CELF5	[48, 96]	-0.75717	49.58	-0.58	(0.3607843137254902, 0.5529411764705883, 0.9372549019607843)	1.9716	None	5	(0.3607843137254902, 0.5529411764705883, 0.9372549019607843)
ARNT2	CELSR3	[48, 72, 96]	0.7218899999999999	48.71	0.71	(0.8823529411764706, 0.3176470588235294, 0.3254901960784314)	1.9542	None	7	(0.8823529411764706, 0.3176470588235294, 0.3254901960784314)
ARNT2	CEND1	[48, 72]	-0.8054	50.37	-0.37	(0.5372549019607843, 0.6588235294117647, 0.9058823529411765)	1.9874	None	3	(0.5372549019607843, 0.6588235294117647, 0.9058823529411765)
ARNT2	CHRNB2	[48, 72, 96]	-0.71649	49.12	-0.12	(0.7490196078431373, 0.788235294117647, 0.8705882352941177)	1.9624	None	1	(0.7490196078431373, 0.788235294117647, 0.8705882352941177)
ARNT2	CPNE9	[96]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	CSH2	[48, 72, 96]	0.16022999999999998	34.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.66	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	DCHS1	[48, 72, 96]	-0.75574	49.57	-0.57	(0.36470588235294116, 0.5568627450980392, 0.9372549019607843)	1.9714	None	5	(0.36470588235294116, 0.5568627450980392, 0.9372549019607843)
ARNT2	DLG2	[48]	0.32955999999999996	39.52	0.523	(0.8745098039215686, 0.4588235294117647, 0.4627450980392157)	1.7704	None	5	(0.8745098039215686, 0.4588235294117647, 0.4627450980392157)
ARNT2	DNAJB13	[72]	-0.52809	44.63	-0.63	(0.3176470588235294, 0.5254901960784314, 0.9450980392156862)	1.8726	None	6	(0.3176470588235294, 0.5254901960784314, 0.9450980392156862)
ARNT2	DNER	[48, 96]	0.040286	29.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.56	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	DNM3	[72]	0.13285999999999998	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	DPYSL4	[48, 72, 96]	0.8849799999999999	50.6	0.602	(0.8784313725490196, 0.4, 0.403921568627451)	1.992	None	6	(0.8784313725490196, 0.4, 0.403921568627451)
ARNT2	DQ583756	[48, 96]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	ELOVL4	[48, 72, 96]	0.81267	50.3	0.29600000000000004	(0.8627450980392157, 0.6274509803921569, 0.6313725490196078)	1.986	2,2	2	(0.8627450980392157, 0.6274509803921569, 0.6313725490196078)
ARNT2	FAM161A	[96]	0.18681	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	FAM57B	[48, 72, 96]	0.13285999999999998	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	FTCD	[96]	-0.36416	40.57	-0.57	(0.3686274509803922, 0.5568627450980392, 0.9372549019607843)	1.7914	None	5	(0.3686274509803922, 0.5568627450980392, 0.9372549019607843)
ARNT2	G0S2	[96]	0.2917	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	HES6	[48, 72, 96]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	HHEX	[72, 96]	-0.8784700000000001	50.63	-0.63	(0.3176470588235294, 0.5254901960784314, 0.9450980392156862)	1.9926	None	6	(0.3176470588235294, 0.5254901960784314, 0.9450980392156862)
ARNT2	HMP19	[48, 72, 96]	0.9521700000000001	50.77	0.775	(0.8862745098039215, 0.27058823529411763, 0.2784313725490196)	1.9954	2,2	7	(0.8862745098039215, 0.27058823529411763, 0.2784313725490196)
ARNT2	INA	[48, 72, 96]	0.45693	43.24	0.243	(0.8627450980392157, 0.6705882352941176, 0.6705882352941176)	1.8448	2,2	2	(0.8627450980392157, 0.6705882352941176, 0.6705882352941176)
ARNT2	KIF5A	[48, 72, 96]	0.5497	45.31	0.306	(0.8627450980392157, 0.6235294117647059, 0.6235294117647059)	1.8862	None	3	(0.8627450980392157, 0.6235294117647059, 0.6235294117647059)
ARNT2	KLHL35	[48]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	LAPTM5	[48]	0.4762	43.43	0.43200000000000005	(0.8705882352941177, 0.5294117647058824, 0.5294117647058824)	1.8486	None	4	(0.8705882352941177, 0.5294117647058824, 0.5294117647058824)
ARNT2	LINC00261	[48, 72, 96]	0.73127	49.11	0.111	(0.8549019607843137, 0.7686274509803922, 0.7686274509803922)	1.9622	None	1	(0.8549019607843137, 0.7686274509803922, 0.7686274509803922)
ARNT2	LMX1B	[48, 72, 96]	0.9931700000000001	50.92	0.924	(0.8901960784313725, 0.1568627450980392, 0.16470588235294117)	1.9984	None	9	(0.8901960784313725, 0.1568627450980392, 0.16470588235294117)
ARNT2	LRP4-AS1	[72]	0.26006999999999997	37.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.72	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	MCF2L	[48, 96]	0.10417	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	MED12L	[48, 96]	0.75093	49.44	0.442	(0.8705882352941177, 0.5215686274509804, 0.5254901960784314)	1.9688	None	4	(0.8705882352941177, 0.5215686274509804, 0.5254901960784314)
ARNT2	MEX3B	[48, 72]	0.054033000000000005	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	MTUS2	[48, 72, 96]	-0.46992	43.35	-0.35	(0.5568627450980392, 0.6705882352941176, 0.9019607843137255)	1.847	None	3	(0.5568627450980392, 0.6705882352941176, 0.9019607843137255)
ARNT2	MUC5B	[48, 72]	-0.7213	48.7	-0.7	(0.25882352941176473, 0.49019607843137253, 0.9529411764705882)	1.954	None	7	(0.25882352941176473, 0.49019607843137253, 0.9529411764705882)
ARNT2	NPM2	[72, 96]	-0.5179600000000001	44.49	-0.49	(0.4392156862745098, 0.6, 0.9215686274509803)	1.8698	None	4	(0.4392156862745098, 0.6, 0.9215686274509803)
ARNT2	NTNG2	[48]	0.53774	45.08	0.079	(0.8549019607843137, 0.792156862745098, 0.792156862745098)	1.8816	None	1	(0.8549019607843137, 0.792156862745098, 0.792156862745098)
ARNT2	NUTM1	[72]	0.16022999999999998	34.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.66	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	PNPO	[72]	0.054033000000000005	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	POM121L10P	[48]	-0.71025	48.75	-0.75	(0.21176470588235294, 0.4627450980392157, 0.9647058823529412)	1.955	None	7	(0.21176470588235294, 0.4627450980392157, 0.9647058823529412)
ARNT2	PRKCG	[48, 72, 96]	-0.42161000000000004	42.17	-0.17	(0.7019607843137254, 0.7607843137254902, 0.8784313725490196)	1.8234	None	1	(0.7019607843137254, 0.7607843137254902, 0.8784313725490196)
ARNT2	PRKCH	[48]	0.67743	48.37	0.762	(0.8823529411764706, 0.2823529411764706, 0.28627450980392155)	1.9474	None	7	(0.8823529411764706, 0.2823529411764706, 0.28627450980392155)
ARNT2	PRKXP1	[72]	0.17414000000000002	34.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.66	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	PTCHD2	[48, 72, 96]	0.45283999999999996	43.16	0.161	(0.8588235294117647, 0.7294117647058823, 0.7333333333333333)	1.8432	2,2	1	(0.8588235294117647, 0.7294117647058823, 0.7333333333333333)
ARNT2	PTPRN2	[96]	-0.68395	48.45	-0.45	(0.47058823529411764, 0.6196078431372549, 0.9176470588235294)	1.949	None	4	(0.47058823529411764, 0.6196078431372549, 0.9176470588235294)
ARNT2	QSOX2	[96]	-0.94557	50.78	-0.78	(0.18823529411764706, 0.4470588235294118, 0.9686274509803922)	1.9956	None	7	(0.18823529411764706, 0.4470588235294118, 0.9686274509803922)
ARNT2	RAB4B-EGLN2	[72]	-0.44386000000000003	42.52	-0.52	(0.40784313725490196, 0.5803921568627451, 0.9294117647058824)	1.8304	None	5	(0.40784313725490196, 0.5803921568627451, 0.9294117647058824)
ARNT2	RGAG4	[48, 72, 96]	0.8315100000000001	50.43	0.43	(0.8705882352941177, 0.5294117647058824, 0.5333333333333333)	1.9886	2,2	4	(0.8705882352941177, 0.5294117647058824, 0.5333333333333333)
ARNT2	RGS5	[48, 72, 96]	0.18681	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	RNF157	[48]	-0.37461	40.57	-0.57	(0.3686274509803922, 0.5568627450980392, 0.9333333333333333)	1.7914	None	5	(0.3686274509803922, 0.5568627450980392, 0.9333333333333333)
ARNT2	RPS6KL1	[72, 96]	-0.5957100000000001	46.46	-0.46	(0.4588235294117647, 0.611764705882353, 0.9176470588235294)	1.9092	None	4	(0.4588235294117647, 0.611764705882353, 0.9176470588235294)
ARNT2	RUNDC3A	[48, 72, 96]	-0.80513	50.17	-0.6	(0.3411764705882353, 0.5411764705882353, 0.9411764705882353)	1.9834	None	6	(0.3411764705882353, 0.5411764705882353, 0.9411764705882353)
ARNT2	SDK1	[48, 96]	0.99646	50.94	0.943	(0.8901960784313725, 0.1450980392156863, 0.15294117647058825)	1.9988	None	9	(0.8901960784313725, 0.1450980392156863, 0.15294117647058825)
ARNT2	SEPT5-GP1BB	[48, 72, 96]	0.4259	42.34	0.336	(0.8666666666666667, 0.6, 0.6)	1.8268	2,2	3	(0.8666666666666667, 0.6, 0.6)
ARNT2	SLC25A53	[48, 72, 96]	-0.9654	50.83	-0.83	(0.14901960784313725, 0.4235294117647059, 0.9725490196078431)	1.9966	None	8	(0.14901960784313725, 0.4235294117647059, 0.9725490196078431)
ARNT2	SMKR1	[48, 72, 96]	0.57831	45.63	0.63	(0.8784313725490196, 0.3803921568627451, 0.3843137254901961)	1.8926	None	6	(0.8784313725490196, 0.3803921568627451, 0.3843137254901961)
ARNT2	SPEG	[96]	0.42126	42.16	0.155	(0.8588235294117647, 0.7333333333333333, 0.7372549019607844)	1.8232	None	1	(0.8588235294117647, 0.7333333333333333, 0.7372549019607844)
ARNT2	SSTR3	[48, 72, 96]	0.27573000000000003	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	STXBP1	[48]	-0.6694899999999999	48.25	-0.25	(0.6352941176470588, 0.7176470588235294, 0.8901960784313725)	1.945	None	2	(0.6352941176470588, 0.7176470588235294, 0.8901960784313725)
ARNT2	SUSD4	[96]	0.36567	40.6	0.602	(0.8784313725490196, 0.4, 0.403921568627451)	1.7919999999999998	None	6	(0.8784313725490196, 0.4, 0.403921568627451)
ARNT2	SV2A	[48, 72, 96]	-0.9417200000000001	50.77	-0.77	(0.19607843137254902, 0.4549019607843137, 0.9647058823529412)	1.9954	None	7	(0.19607843137254902, 0.4549019607843137, 0.9647058823529412)
ARNT2	TACR3	[48, 72]	0.47406000000000004	43.45	0.447	(0.8705882352941177, 0.5176470588235295, 0.5176470588235295)	1.849	2,2	4	(0.8705882352941177, 0.5176470588235295, 0.5176470588235295)
ARNT2	TAF9B	[72]	-0.78927	50.13	-0.55	(0.3843137254901961, 0.5647058823529412, 0.9333333333333333)	1.9826	None	5	(0.3843137254901961, 0.5647058823529412, 0.9333333333333333)
ARNT2	TMEM145	[48, 96]	0.06575299999999999	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	TMEM151B	[48, 72, 96]	-0.9579700000000001	50.81	-0.81	(0.1607843137254902, 0.43137254901960786, 0.9725490196078431)	1.9962	None	8	(0.1607843137254902, 0.43137254901960786, 0.9725490196078431)
ARNT2	TMEM158	[48, 72]	0.67525	48.04	0.035	(0.8509803921568627, 0.8235294117647058, 0.8235294117647058)	1.9408	None	1	(0.8509803921568627, 0.8235294117647058, 0.8235294117647058)
ARNT2	TPGS1	[72]	0.20195	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARNT2	TTLL7	[48, 96]	-0.47346000000000005	43.39	-0.39	(0.5176470588235295, 0.6470588235294118, 0.9098039215686274)	1.8478	None	3	(0.5176470588235295, 0.6470588235294118, 0.9098039215686274)
ARNT2	UNC79	[48, 72, 96]	-0.4621	43.22	-0.22	(0.6666666666666666, 0.7372549019607844, 0.8823529411764706)	1.8444	None	2	(0.6666666666666666, 0.7372549019607844, 0.8823529411764706)
ARNT2	VGF	[48, 72, 96]	0.52094	44.48	0.475	(0.8705882352941177, 0.49411764705882355, 0.4980392156862745)	1.8696	None	4	(0.8705882352941177, 0.49411764705882355, 0.4980392156862745)
ARNT2	YPEL1	[48]	-0.4849	43.56	-0.56	(0.3764705882352941, 0.5647058823529412, 0.9333333333333333)	1.8512	None	5	(0.3764705882352941, 0.5647058823529412, 0.9333333333333333)
ARNT2	ZBTB25	[72]	0.5634899999999999	45.54	0.541	(0.8745098039215686, 0.4470588235294118, 0.45098039215686275)	1.8908	None	5	(0.8745098039215686, 0.4470588235294118, 0.45098039215686275)
ARNT2	ZFP69B	[48]	0.85431	50.52	0.523	(0.8745098039215686, 0.4588235294117647, 0.4627450980392157)	1.9904	None	5	(0.8745098039215686, 0.4588235294117647, 0.4627450980392157)
ARX	ABCC4	[96]	0.2917	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	ABCC8	[48, 72, 96]	0.090783	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	ACSL6	[48, 96]	0.23143000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	ACTL6B	[48, 72, 96]	0.8447	50.49	0.495	(0.8705882352941177, 0.4823529411764706, 0.4823529411764706)	1.9898	None	4	(0.8705882352941177, 0.4823529411764706, 0.4823529411764706)
ARX	ACTN3	[96]	0.64756	47.55	0.5479999999999999	(0.8745098039215686, 0.4392156862745098, 0.4470588235294118)	1.931	None	5	(0.8745098039215686, 0.4392156862745098, 0.4470588235294118)
ARX	ADAM12	[48, 72, 96]	0.090783	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	ADAMTSL1	[48, 72, 96]	-0.9312299999999999	50.75	-0.75	(0.21176470588235294, 0.4627450980392157, 0.9607843137254902)	1.995	None	7	(0.21176470588235294, 0.4627450980392157, 0.9607843137254902)
ARX	ADCY2	[48, 72, 96]	-0.97457	50.86	-0.86	(0.11764705882352941, 0.403921568627451, 0.9803921568627451)	1.9972	None	8	(0.11764705882352941, 0.403921568627451, 0.9803921568627451)
ARX	ADCY5	[48, 96]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
