TF	Target	Time	SignedQuantile	combStability	combPCorr	stroke	stroke.width	stroke.dasharray	weight	color
ARX	SRM	[72]	-0.67779	48.38	-0.38	(0.5333333333333333, 0.6549019607843137, 0.9058823529411765)	1.9476	None	3	(0.5333333333333333, 0.6549019607843137, 0.9058823529411765)
ARX	SRRM4	[96]	-0.44108	42.47	-0.47	(0.45098039215686275, 0.6078431372549019, 0.9215686274509803)	1.8294	None	4	(0.45098039215686275, 0.6078431372549019, 0.9215686274509803)
ARX	SSTR5	[72]	0.67461	47.92	0.9209999999999999	(0.8901960784313725, 0.1607843137254902, 0.16862745098039217)	1.9384	None	9	(0.8901960784313725, 0.1607843137254902, 0.16862745098039217)
ARX	SSTR5-AS1	[48, 72, 96]	0.8434200000000001	50.48	0.484	(0.8705882352941177, 0.49019607843137253, 0.49019607843137253)	1.9896	None	4	(0.8705882352941177, 0.49019607843137253, 0.49019607843137253)
ARX	ST6GALNAC5	[48, 72, 96]	-0.8597899999999999	50.58	-0.58	(0.3607843137254902, 0.5529411764705883, 0.9372549019607843)	1.9916	None	5	(0.3607843137254902, 0.5529411764705883, 0.9372549019607843)
ARX	ST8SIA3	[48, 72, 96]	-0.49785	44.1	-0.098	(0.7686274509803922, 0.8, 0.8666666666666667)	1.8619999999999999	None	1	(0.7686274509803922, 0.8, 0.8666666666666667)
ARX	ST8SIA5	[48, 72, 96]	0.80818	50.24	0.237	(0.8627450980392157, 0.6745098039215687, 0.6745098039215687)	1.9848	None	2	(0.8627450980392157, 0.6745098039215687, 0.6745098039215687)
ARX	STMN2	[48, 72, 96]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	STMN4	[72]	-0.61975	47.17	-0.17	(0.7058823529411765, 0.7607843137254902, 0.8784313725490196)	1.9234	None	1	(0.7058823529411765, 0.7607843137254902, 0.8784313725490196)
ARX	STX1A	[48, 72, 96]	-0.9834700000000001	50.89	-0.89	(0.09411764705882353, 0.39215686274509803, 0.984313725490196)	1.9978	None	8	(0.09411764705882353, 0.39215686274509803, 0.984313725490196)
ARX	STXBP5L	[48, 72, 96]	-0.59392	46.44	-0.44	(0.4745098039215686, 0.6235294117647059, 0.9176470588235294)	1.9088	None	4	(0.4745098039215686, 0.6235294117647059, 0.9176470588235294)
ARX	SUSD2	[48, 72]	0.7134699999999999	48.82	0.82	(0.8862745098039215, 0.23529411764705882, 0.24313725490196078)	1.9564	None	8	(0.8862745098039215, 0.23529411764705882, 0.24313725490196078)
ARX	SUSD4	[96]	-0.90505	50.69	-0.69	(0.2627450980392157, 0.49411764705882355, 0.9529411764705882)	1.9938	None	6	(0.2627450980392157, 0.49411764705882355, 0.9529411764705882)
ARX	SV2B	[48, 72, 96]	-0.91422	50.71	-0.71	(0.24705882352941178, 0.4823529411764706, 0.9568627450980393)	1.9942	None	7	(0.24705882352941178, 0.4823529411764706, 0.9568627450980393)
ARX	SVOP	[48, 72, 96]	0.9980100000000001	50.96	0.963	(0.8941176470588236, 0.12941176470588237, 0.13725490196078433)	1.9992	None	9	(0.8941176470588236, 0.12941176470588237, 0.13725490196078433)
ARX	SYN1	[48, 72, 96]	-0.8087	50.39	-0.39	(0.5176470588235295, 0.6509803921568628, 0.9098039215686274)	1.9878	None	3	(0.5176470588235295, 0.6509803921568628, 0.9098039215686274)
ARX	SYP	[48, 72, 96]	-0.85431	50.57	-0.57	(0.36470588235294116, 0.5568627450980392, 0.9372549019607843)	1.9914	None	5	(0.36470588235294116, 0.5568627450980392, 0.9372549019607843)
ARX	TAGLN3	[48, 72, 96]	0.77795	49.62	0.618	(0.8784313725490196, 0.38823529411764707, 0.39215686274509803)	1.9724	None	6	(0.8784313725490196, 0.38823529411764707, 0.39215686274509803)
ARX	TMEFF2	[48, 72, 96]	0.7226100000000001	48.72	0.718	(0.8823529411764706, 0.3137254901960784, 0.3176470588235294)	1.9544	None	7	(0.8823529411764706, 0.3137254901960784, 0.3176470588235294)
ARX	TMEM132B	[48, 72, 96]	0.20195	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	TMEM151A	[72, 96]	-0.871	50.61	-0.61	(0.33725490196078434, 0.5372549019607843, 0.9411764705882353)	1.9922	None	6	(0.33725490196078434, 0.5372549019607843, 0.9411764705882353)
ARX	TMEM169	[48]	-0.57902	46.21	-0.21	(0.6745098039215687, 0.7450980392156863, 0.8823529411764706)	1.9042	None	2	(0.6745098039215687, 0.7450980392156863, 0.8823529411764706)
ARX	TMEM196	[48, 72, 96]	-0.9264600000000001	50.74	-0.74	(0.2196078431372549, 0.4666666666666667, 0.9607843137254902)	1.9948	None	7	(0.2196078431372549, 0.4666666666666667, 0.9607843137254902)
ARX	TMEM200A	[48, 72, 96]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	TMOD1	[72, 96]	0.11907000000000001	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	TMPRSS11E	[72]	-0.81462	50.32	-0.32	(0.5764705882352941, 0.6862745098039216, 0.8980392156862745)	1.9864	None	3	(0.5764705882352941, 0.6862745098039216, 0.8980392156862745)
ARX	TMSB15B	[48]	0.040286	29.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.56	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	TNFRSF6B	[96]	-0.83262	50.5	-0.5	(0.42745098039215684, 0.592156862745098, 0.9254901960784314)	1.99	None	5	(0.42745098039215684, 0.592156862745098, 0.9254901960784314)
ARX	TPH1	[48, 72, 96]	-0.42423999999999995	42.22	-0.22	(0.6627450980392157, 0.7372549019607844, 0.8823529411764706)	1.8244	None	2	(0.6627450980392157, 0.7372549019607844, 0.8823529411764706)
ARX	TPPP3	[48, 72, 96]	0.8728600000000001	50.57	0.575	(0.8745098039215686, 0.4196078431372549, 0.4235294117647059)	1.9914	None	5	(0.8745098039215686, 0.4196078431372549, 0.4235294117647059)
ARX	TRPA1	[48, 96]	0.41939	42.23	0.22899999999999998	(0.8627450980392157, 0.6784313725490196, 0.6823529411764706)	1.8246	2,2	2	(0.8627450980392157, 0.6784313725490196, 0.6823529411764706)
ARX	TRPM2	[48, 72]	-0.78232	49.79	-0.79	(0.17647058823529413, 0.4392156862745098, 0.9686274509803922)	1.9758	None	7	(0.17647058823529413, 0.4392156862745098, 0.9686274509803922)
ARX	TRPM3	[96]	-0.44776000000000005	42.58	-0.58	(0.3568627450980392, 0.5490196078431373, 0.9372549019607843)	1.8316	None	5	(0.3568627450980392, 0.5490196078431373, 0.9372549019607843)
ARX	TSSK4	[72]	-0.43226000000000003	42.35	-0.35	(0.5529411764705883, 0.6705882352941176, 0.9019607843137255)	1.827	None	3	(0.5529411764705883, 0.6705882352941176, 0.9019607843137255)
ARX	TTLL10	[96]	-0.34831	40.14	-0.14	(0.7294117647058823, 0.7764705882352941, 0.8745098039215686)	1.7828	None	1	(0.7294117647058823, 0.7764705882352941, 0.8745098039215686)
ARX	TTR	[72, 96]	-0.61434	46.77	-0.77	(0.19215686274509805, 0.45098039215686275, 0.9647058823529412)	1.9154	None	7	(0.19215686274509805, 0.45098039215686275, 0.9647058823529412)
ARX	TUBA3FP	[48, 72, 96]	0.090783	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	TUBB2B	[48, 72, 96]	-0.85431	50.57	-0.57	(0.36470588235294116, 0.5529411764705883, 0.9372549019607843)	1.9914	None	5	(0.36470588235294116, 0.5529411764705883, 0.9372549019607843)
ARX	UBE2QL1	[48, 72, 96]	0.7058	48.55	0.5479999999999999	(0.8745098039215686, 0.4392156862745098, 0.44313725490196076)	1.9509999999999998	2,2	5	(0.8745098039215686, 0.4392156862745098, 0.44313725490196076)
ARX	UCN3	[48, 72, 96]	-0.9264600000000001	50.74	-0.74	(0.2235294117647059, 0.47058823529411764, 0.9607843137254902)	1.9948	None	7	(0.2235294117647059, 0.47058823529411764, 0.9607843137254902)
ARX	UNC79	[48, 72, 96]	-0.51983	44.51	-0.51	(0.4196078431372549, 0.5882352941176471, 0.9254901960784314)	1.8702	None	5	(0.4196078431372549, 0.5882352941176471, 0.9254901960784314)
ARX	UNC80	[96]	-0.56893	45.65	-0.65	(0.29411764705882354, 0.5137254901960784, 0.9490196078431372)	1.893	None	6	(0.29411764705882354, 0.5137254901960784, 0.9490196078431372)
ARX	UPK2	[72, 96]	-0.3269	39.36	-0.36	(0.5490196078431373, 0.6666666666666666, 0.9058823529411765)	1.7672	None	3	(0.5490196078431373, 0.6666666666666666, 0.9058823529411765)
ARX	USH1G	[48]	0.62884	47.36	0.36	(0.8666666666666667, 0.5803921568627451, 0.5843137254901961)	1.9272	None	3	(0.8666666666666667, 0.5803921568627451, 0.5843137254901961)
ARX	USH2A	[96]	0.20195	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	USP32P2	[72]	0.090783	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	UTY	[72]	0.21649000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	VASH2	[48, 96]	0.62678	47.33	0.33	(0.8666666666666667, 0.6039215686274509, 0.6078431372549019)	1.9266	None	3	(0.8666666666666667, 0.6039215686274509, 0.6078431372549019)
ARX	VCAN	[48, 72, 96]	0.68681	48.36	0.35600000000000004	(0.8666666666666667, 0.5843137254901961, 0.5882352941176471)	1.9472	None	3	(0.8666666666666667, 0.5843137254901961, 0.5882352941176471)
ARX	WNT9A	[48, 72]	0.35848	40.33	0.33399999999999996	(0.8666666666666667, 0.6, 0.6039215686274509)	1.7866	None	3	(0.8666666666666667, 0.6, 0.6039215686274509)
ARX	WSCD1	[48, 72]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	ZCCHC18	[48, 72]	0.040286	29.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.56	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ARX	ZDHHC11	[48]	-0.7532399999999999	49.55	-0.55	(0.3843137254901961, 0.5686274509803921, 0.9333333333333333)	1.9709999999999999	None	5	(0.3843137254901961, 0.5686274509803921, 0.9333333333333333)
ARX	ZDHHC8P1	[48, 72, 96]	-0.94557	50.78	-0.78	(0.19215686274509805, 0.45098039215686275, 0.9647058823529412)	1.9956	None	7	(0.19215686274509805, 0.45098039215686275, 0.9647058823529412)
ARX	ZNF519	[72]	0.6484300000000001	47.56	0.556	(0.8745098039215686, 0.43529411764705883, 0.4392156862745098)	1.9312	None	5	(0.8745098039215686, 0.43529411764705883, 0.4392156862745098)
ARX	ZNF883	[96]	-0.54394	45.25	-0.25	(0.6352941176470588, 0.7215686274509804, 0.8901960784313725)	1.885	None	2	(0.6352941176470588, 0.7215686274509804, 0.8901960784313725)
ASCL1	ABCA9	[48]	-0.39432	41.36	-0.36	(0.5411764705882353, 0.6627450980392157, 0.9058823529411765)	1.8072	None	3	(0.5411764705882353, 0.6627450980392157, 0.9058823529411765)
ASCL1	ACE	[72]	-0.68069	48.27	-0.46	(0.4627450980392157, 0.611764705882353, 0.9176470588235294)	1.9454	None	4	(0.4627450980392157, 0.611764705882353, 0.9176470588235294)
ASCL1	ACTN3	[96]	0.2917	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	ADORA2A	[48, 72, 96]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	AF070581	[48, 72, 96]	0.82431	50.39	0.389	(0.8666666666666667, 0.5607843137254902, 0.5607843137254902)	1.9878	2,2	3	(0.8666666666666667, 0.5607843137254902, 0.5607843137254902)
ASCL1	AF198444	[48, 72]	0.06575299999999999	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	AK022997	[48, 72, 96]	0.8044100000000001	50.11	0.114	(0.8549019607843137, 0.7647058823529411, 0.7686274509803922)	1.9822	2,2	1	(0.8549019607843137, 0.7647058823529411, 0.7686274509803922)
ASCL1	AK123868	[48, 72, 96]	0.21649000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	AK125871	[72]	-0.80687	50.38	-0.38	(0.5254901960784314, 0.6509803921568628, 0.9098039215686274)	1.9876	2,2	3	(0.5254901960784314, 0.6509803921568628, 0.9098039215686274)
ASCL1	AK126286	[72]	0.2917	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	AK128153	[48, 96]	0.054033000000000005	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	AK5	[48, 72, 96]	0.36289	40.54	0.537	(0.8745098039215686, 0.4470588235294118, 0.4549019607843137)	1.7908	None	5	(0.8745098039215686, 0.4470588235294118, 0.4549019607843137)
ASCL1	ARHGEF26-AS1	[72]	-0.6192300000000001	47.16	-0.16	(0.7137254901960784, 0.7686274509803922, 0.8745098039215686)	1.9232	None	1	(0.7137254901960784, 0.7686274509803922, 0.8745098039215686)
ASCL1	ASIC4	[48, 72, 96]	-0.4946	43.8	-0.8	(0.17254901960784313, 0.4392156862745098, 0.9686274509803922)	1.8559999999999999	None	8	(0.17254901960784313, 0.4392156862745098, 0.9686274509803922)
ASCL1	ATOH8	[48, 72, 96]	0.8597899999999999	50.58	0.5760000000000001	(0.8745098039215686, 0.4196078431372549, 0.4235294117647059)	1.9916	None	5	(0.8745098039215686, 0.4196078431372549, 0.4235294117647059)
ASCL1	ATP6V1B1	[48]	-0.61907	47.15	-0.15	(0.7215686274509804, 0.7725490196078432, 0.8745098039215686)	1.923	None	1	(0.7215686274509804, 0.7725490196078432, 0.8745098039215686)
ASCL1	ATP8B2	[48]	0.17414000000000002	34.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.66	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	AX746775	[72]	0.11907000000000001	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	AX747158	[72]	0.17414000000000002	34.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.66	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	BAIAP3	[48, 72, 96]	0.13285999999999998	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	BC033961	[48, 72, 96]	0.27573000000000003	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	BRSK2	[48, 72, 96]	0.18681	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	C2CD4B	[72, 96]	0.38824000000000003	41.23	0.228	(0.8627450980392157, 0.6784313725490196, 0.6823529411764706)	1.8046	None	2	(0.8627450980392157, 0.6784313725490196, 0.6823529411764706)
ASCL1	CACNA1A	[48, 72, 96]	-0.8971	50.63	-0.65	(0.29411764705882354, 0.5137254901960784, 0.9490196078431372)	1.9926	None	6	(0.29411764705882354, 0.5137254901960784, 0.9490196078431372)
ASCL1	CACNB4	[72]	-0.63659	47.45	-0.45	(0.4627450980392157, 0.615686274509804, 0.9176470588235294)	1.929	None	4	(0.4627450980392157, 0.615686274509804, 0.9176470588235294)
ASCL1	CADM3	[72, 96]	0.8888	50.61	0.61	(0.8784313725490196, 0.396078431372549, 0.4)	1.9922	None	6	(0.8784313725490196, 0.396078431372549, 0.4)
ASCL1	CAMK2B	[48, 72, 96]	0.32332	39.29	0.285	(0.8627450980392157, 0.6352941176470588, 0.6392156862745098)	1.7658	None	2	(0.8627450980392157, 0.6352941176470588, 0.6392156862745098)
ASCL1	CCDC146	[72]	-0.7294	49.36	-0.36	(0.5450980392156862, 0.6666666666666666, 0.9058823529411765)	1.9672	None	3	(0.5450980392156862, 0.6666666666666666, 0.9058823529411765)
ASCL1	CCDC181	[48]	-0.61434	46.77	-0.77	(0.19607843137254902, 0.45098039215686275, 0.9647058823529412)	1.9154	None	7	(0.19607843137254902, 0.45098039215686275, 0.9647058823529412)
ASCL1	CCDC28B	[72]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	CCDC85B	[72]	-0.58486	45.8	-0.8	(0.17254901960784313, 0.4392156862745098, 0.9686274509803922)	1.896	None	8	(0.17254901960784313, 0.4392156862745098, 0.9686274509803922)
ASCL1	CCR6	[72]	-0.80318	50.36	-0.36	(0.5450980392156862, 0.6627450980392157, 0.9058823529411765)	1.9872	None	3	(0.5450980392156862, 0.6627450980392157, 0.9058823529411765)
ASCL1	CDH22	[48, 72, 96]	0.69535	48.56	0.562	(0.8745098039215686, 0.43137254901960786, 0.43529411764705883)	1.9512	None	5	(0.8745098039215686, 0.43137254901960786, 0.43529411764705883)
ASCL1	CDK5R1	[48, 96]	0.74533	49.39	0.392	(0.8666666666666667, 0.5568627450980392, 0.5607843137254902)	1.9678	None	3	(0.8666666666666667, 0.5568627450980392, 0.5607843137254902)
ASCL1	CDKN1C	[48, 72, 96]	0.8637299999999999	50.59	0.591	(0.8784313725490196, 0.40784313725490196, 0.4117647058823529)	1.9918	None	5	(0.8784313725490196, 0.40784313725490196, 0.4117647058823529)
ASCL1	CELF4	[96]	0.53747	44.88	0.885	(0.8901960784313725, 0.18823529411764706, 0.19607843137254902)	1.8776	None	8	(0.8901960784313725, 0.18823529411764706, 0.19607843137254902)
ASCL1	CEND1	[48, 72]	0.52686	44.56	0.561	(0.8745098039215686, 0.43137254901960786, 0.43529411764705883)	1.8712	None	5	(0.8745098039215686, 0.43137254901960786, 0.43529411764705883)
ASCL1	CFC1B	[96]	-0.33127	39.43	-0.43	(0.48627450980392156, 0.6274509803921569, 0.9137254901960784)	1.7686	None	4	(0.48627450980392156, 0.6274509803921569, 0.9137254901960784)
ASCL1	CHST8	[48, 72, 96]	-0.47786999999999996	43.45	-0.45	(0.47058823529411764, 0.6196078431372549, 0.9176470588235294)	1.849	None	4	(0.47058823529411764, 0.6196078431372549, 0.9176470588235294)
ASCL1	CLCNKA	[48]	0.7955899999999999	50.28	0.27899999999999997	(0.8627450980392157, 0.6431372549019608, 0.6431372549019608)	1.9856	None	2	(0.8627450980392157, 0.6431372549019608, 0.6431372549019608)
ASCL1	CNIH2	[48, 72, 96]	0.10417	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	COL12A1	[48, 96]	-0.58609	46.34	-0.34	(0.5607843137254902, 0.6745098039215687, 0.9019607843137255)	1.9068	None	3	(0.5607843137254902, 0.6745098039215687, 0.9019607843137255)
ASCL1	COL22A1	[48, 96]	0.23143000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	CRH	[48, 72, 96]	-0.53568	44.84	-0.84	(0.13725490196078433, 0.41568627450980394, 0.9764705882352941)	1.8768	None	8	(0.13725490196078433, 0.41568627450980394, 0.9764705882352941)
ASCL1	CRISPLD1	[48, 72, 96]	0.69913	48.49	0.48700000000000004	(0.8705882352941177, 0.48627450980392156, 0.49019607843137253)	1.9498	2,2	4	(0.8705882352941177, 0.48627450980392156, 0.49019607843137253)
ASCL1	CSF1R	[48, 72]	0.9417200000000001	50.77	0.772	(0.8823529411764706, 0.27058823529411763, 0.2784313725490196)	1.9954	None	7	(0.8823529411764706, 0.27058823529411763, 0.2784313725490196)
ASCL1	DBC1	[48, 72, 96]	0.72896	48.84	0.8420000000000001	(0.8862745098039215, 0.2196078431372549, 0.22745098039215686)	1.9568	2,2	8	(0.8862745098039215, 0.2196078431372549, 0.22745098039215686)
ASCL1	DCX	[48, 72, 96]	0.85431	50.52	0.516	(0.8745098039215686, 0.4627450980392157, 0.4666666666666667)	1.9904	2,2	5	(0.8745098039215686, 0.4627450980392157, 0.4666666666666667)
ASCL1	DENND2A	[48]	0.20195	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	DLG2	[48]	-0.7681	49.65	-0.65	(0.29411764705882354, 0.5137254901960784, 0.9490196078431372)	1.973	None	6	(0.29411764705882354, 0.5137254901960784, 0.9490196078431372)
ASCL1	DNAH14	[96]	-0.6601100000000001	47.74	-0.74	(0.2196078431372549, 0.4666666666666667, 0.9607843137254902)	1.9348	None	7	(0.2196078431372549, 0.4666666666666667, 0.9607843137254902)
ASCL1	DNER	[48, 96]	0.58411	45.78	0.777	(0.8862745098039215, 0.27058823529411763, 0.27450980392156865)	1.8956	None	7	(0.8862745098039215, 0.27058823529411763, 0.27450980392156865)
ASCL1	DUSP2	[72, 96]	0.38518	41.17	0.172	(0.8588235294117647, 0.7215686274509804, 0.7215686274509804)	1.8034	None	1	(0.8588235294117647, 0.7215686274509804, 0.7215686274509804)
ASCL1	E2F7	[48]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	EFCC1	[72, 96]	0.56035	45.5	0.496	(0.8705882352941177, 0.47843137254901963, 0.4823529411764706)	1.89	None	4	(0.8705882352941177, 0.47843137254901963, 0.4823529411764706)
ASCL1	EIF4EBP1	[72]	0.7812100000000001	49.77	0.767	(0.8823529411764706, 0.27450980392156865, 0.2823529411764706)	1.9754	None	7	(0.8823529411764706, 0.27450980392156865, 0.2823529411764706)
ASCL1	ELAVL4	[48, 72, 96]	-0.8745700000000001	50.62	-0.62	(0.3215686274509804, 0.5294117647058824, 0.9450980392156862)	1.9924	None	6	(0.3215686274509804, 0.5294117647058824, 0.9450980392156862)
ASCL1	ELFN1	[48, 72, 96]	0.46595	43.29	0.289	(0.8627450980392157, 0.6352941176470588, 0.6352941176470588)	1.8458	None	2	(0.8627450980392157, 0.6352941176470588, 0.6352941176470588)
ASCL1	FAM126A	[48]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	FAM13A-AS1	[72]	0.11907000000000001	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	FAM153A	[48, 72]	0.10417	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	FAM171A2	[48, 72, 96]	-0.50215	44.25	-0.25	(0.6392156862745098, 0.7215686274509804, 0.8901960784313725)	1.865	None	2	(0.6392156862745098, 0.7215686274509804, 0.8901960784313725)
ASCL1	FAM181B	[48, 72, 96]	0.13285999999999998	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	FAT3	[48, 72, 96]	-0.57306	45.76	-0.76	(0.20784313725490197, 0.4588235294117647, 0.9647058823529412)	1.8952	None	7	(0.20784313725490197, 0.4588235294117647, 0.9647058823529412)
ASCL1	FBXL16	[48, 72, 96]	0.23143000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	FFAR2	[48, 72, 96]	0.48097	43.5	0.503	(0.8745098039215686, 0.4745098039215686, 0.47843137254901963)	1.85	None	5	(0.8745098039215686, 0.4745098039215686, 0.47843137254901963)
ASCL1	FLT1	[48]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	G0S2	[96]	0.8947200000000001	50.67	0.667	(0.8784313725490196, 0.35294117647058826, 0.3568627450980392)	1.9934	None	6	(0.8784313725490196, 0.35294117647058826, 0.3568627450980392)
ASCL1	GCH1	[48, 72]	0.9996	50.99	0.992	(0.8941176470588236, 0.10980392156862745, 0.11764705882352941)	1.9998	None	9	(0.8941176470588236, 0.10980392156862745, 0.11764705882352941)
ASCL1	GCK	[48, 72, 96]	0.76877	49.56	0.557	(0.8745098039215686, 0.43529411764705883, 0.4392156862745098)	1.9712	None	5	(0.8745098039215686, 0.43529411764705883, 0.4392156862745098)
ASCL1	GPR148	[48, 96]	0.69913	48.49	0.488	(0.8705882352941177, 0.48627450980392156, 0.49019607843137253)	1.9498	None	4	(0.8705882352941177, 0.48627450980392156, 0.49019607843137253)
ASCL1	GRIN2C	[96]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	HCN4	[48, 96]	0.44855	42.88	0.884	(0.8901960784313725, 0.18823529411764706, 0.19607843137254902)	1.8376	None	8	(0.8901960784313725, 0.18823529411764706, 0.19607843137254902)
ASCL1	HES6	[48, 72, 96]	-0.45673	43.08	-0.083	(0.7803921568627451, 0.807843137254902, 0.8627450980392157)	1.8416	None	1	(0.7803921568627451, 0.807843137254902, 0.8627450980392157)
ASCL1	HEYL	[48]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	HMP19	[48, 72, 96]	0.13285999999999998	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
ASCL1	HNF1A-AS1	[72]	-0.7058	48.68	-0.68	(0.27450980392156865, 0.4980392156862745, 0.9529411764705882)	1.9536	None	6	(0.27450980392156865, 0.4980392156862745, 0.9529411764705882)
