	100_24h(24hpi)	100_24h(48hpi)	100_24h(72hpi)	100_24h(96hpi)	0_24h(24hpi)	0_24h(48hpi)	0_24h(72hpi)	0_24h(96hpi)
IL1RAPL1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL1RAPL2	4.5706	4.5706	4.5706	4.8754	4.5706	4.5706	4.8521	4.5706
IL1RL1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL1RN	 9.294	7.8632	7.8293	7.5977	9.7406	8.0195	7.8795	7.7402
IL20	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL20RA	8.1419	8.6525	8.4831	8.1274	8.0648	8.1014	7.7887	7.6833
IL20RB	5.4018	5.3525	5.4424	5.6851	5.4486	5.2951	5.6713	5.6432
IL21R	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL21R-AS1	4.5706	4.5706	4.5706	4.8689	4.5706	4.5706	4.5706	4.5706
IL22RA1	8.93018	9.67535	10.6287	10.5343	9.18221	9.86855	10.3967	10.7313
IL22RA2	4.8326	5.0257	4.5706	5.0008	4.8521	4.8469	 4.968	4.5706
IL23A	6.3012	6.7925	7.0621	6.7905	6.2537	6.8813	 6.848	6.9039
IL23R	5.3059	5.5698	5.3681	5.3682	5.4926	5.3668	5.2522	5.4377
IL24	4.5706	4.5706	4.5706	4.5706	4.5706	4.9867	4.5706	4.5706
IL27	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL27RA	7.7978	 7.141	7.1111	6.9052	7.5797	7.3302	6.8947	7.0148
IL2RB	4.5706	4.8341	4.8557	4.5706	4.5706	4.8552	4.5706	4.5706
IL2RG	8.54532	9.43652	10.8952	11.0576	8.67006	9.62057	11.0283	11.4427
IL31	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL31RA	5.0231	5.2116	5.2948	5.1768	5.4849	 5.203	 4.968	5.0505
IL32	10.9676	12.0596	  13.25	12.8159	10.2108	12.2973	12.6865	13.1404
IL33	5.2356	5.7681	5.7491	 5.404	5.4849	5.6831	5.6932	5.2992
IL34	5.4018	5.7985	6.3318	6.5306	5.2524	5.7777	6.0491	6.4663
IL36B	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL36G	4.5706	4.8341	4.9652	4.8754	4.5706	4.5706	5.3159	4.8744
IL36RN	5.5576	5.2566	5.3989	5.3104	5.2524	 5.203	5.2775	4.8744
IL37	5.2524	5.0954	5.4992	5.2948	5.0193	5.2423	5.5607	5.5996
IL3RA	5.3555	5.5395	5.8005	5.8896	5.3823	5.5123	5.9906	5.5996
IL4I1	5.5667	5.6832	5.7176	5.6151	5.7652	5.6123	5.8749	5.5606
IL4R	11.0439	11.4545	12.0952	12.0146	 10.891	 11.624	12.0511	12.1962
IL5	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL5RA	4.5706	4.9427	4.8557	4.8662	4.5706	4.5706	4.5706	4.5706
IL6	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IL6R	8.0431	7.9721	8.5355	9.1169	7.5253	 8.246	8.8562	9.4801
IL6ST	12.2946	12.7294	12.7039	  12.72	12.4502	12.7965	 12.899	12.8915
IL7	7.4016	7.9061	7.7693	7.6522	7.5386	7.8727	7.9247	7.7993
IL7R	4.5706	4.5706	4.5706	4.5706	4.5706	4.8552	4.5706	4.5706
IL8	11.0028	12.4887	 13.152	12.4204	10.9861	12.3863	 12.802	 12.668
IL9R	4.5706	4.9427	4.5706	4.5706	4.5706	4.9607	4.5706	4.5706
ILDR1	8.8114	8.8907	9.0622	8.7779	8.8915	9.1084	8.8825	8.9446
ILDR2	4.5706	5.7379	5.5795	 6.044	4.5706	5.1207	5.8991	5.5907
ILF2	11.2749	11.0432	10.9982	 10.581	11.2132	10.8826	10.6364	10.7574
ILF3	 12.845	12.4847	12.1606	12.0351	 12.728	12.3277	12.0664	11.9045
ILF3-AS1	7.5873	7.3865	7.4791	7.3701	7.4033	7.3795	 7.272	7.2552
ILK	10.9028	10.9125	11.1847	 11.105	10.8376	11.0808	11.0818	11.3199
ILKAP	8.8017	8.6442	8.5055	8.5043	8.6242	8.5415	8.3886	8.4625
ILVBL	10.6874	10.5048	11.2197	10.8836	9.90674	10.9058	10.8041	11.2981
IMMP1L	6.5801	6.3259	 6.512	6.4226	6.4806	6.3466	6.3518	6.4477
IMMP2L	7.9326	 7.472	7.6704	7.1552	7.7093	7.5989	7.1547	7.1748
IMMT	11.3747	 10.894	10.7873	10.5962	11.2874	10.8526	10.6376	10.5704
IMP3	10.6442	 10.363	10.9848	10.4931	10.2745	10.7439	 10.729	10.9823
IMP4	9.1729	8.3723	8.1153	7.6778	8.9084	8.2414	7.8588	7.8126
IMPA1	9.0431	9.5028	9.5911	9.8021	9.1391	9.4745	 9.718	9.8111
IMPA2	10.8363	9.97675	10.1081	 9.6674	10.5229	10.4376	9.68083	9.90011
IMPACT	9.6929	9.3903	8.9625	9.0804	9.6407	9.5879	9.0864	8.9391
IMPAD1	13.4444	13.4539	13.6277	13.4838	13.1619	13.6179	13.8641	13.7458
IMPDH1	10.0061	 9.0181	9.02875	8.08247	9.92572	9.07948	8.32984	8.08071
IMPDH2	11.6671	10.3595	10.2159	9.51885	11.4867	 10.563	9.81879	9.56229
IMPG1	5.4018	6.1093	5.6987	7.0275	5.9389	5.8182	6.6973	6.6548
IMPG2	5.3481	 5.606	5.1639	5.4453	5.5295	5.2251	5.5294	5.2992
INA	6.4248	6.9876	7.4575	7.1138	6.1193	5.5398	5.5294	5.0932
INADL	11.1725	11.4077	11.3583	11.6148	 11.453	11.3827	11.6645	11.6597
INCA1	5.8463	5.9825	 6.512	6.4226	6.1011	6.0893	6.4083	6.2928
INCENP	8.9625	8.3107	8.2158	8.7122	9.0408	8.2732	8.5309	 8.653
INE1	5.9958	6.3101	6.1549	6.5837	6.0262	6.1311	6.5798	6.5726
INF2	12.8179	12.5391	13.1659	13.1268	12.7576	12.7665	 13.109	13.2855
ING1	9.2041	9.0764	9.5347	9.3376	9.0042	  9.23	 9.257	9.5775
ING2	 8.174	7.8701	 8.389	8.0906	8.0008	8.1189	8.3712	8.2517
ING3	8.0144	8.2689	8.0526	8.2941	8.0268	 8.361	8.3453	8.2536
ING4	9.4306	9.5835	9.5758	9.4625	9.3195	9.4773	9.3937	9.5201
ING5	9.0773	8.9124	8.3488	 8.836	9.1132	8.7461	8.7658	8.7437
INGX	5.8186	5.8538	6.0166	6.0932	6.0718	5.7777	6.0123	6.1757
INHA	6.5656	 6.372	6.5641	6.3702	5.9389	6.4178	6.3308	6.3901
INHBA	6.0443	 7.008	7.5077	6.4077	5.9846	6.5424	7.1258	6.9009
INHBA-AS1	4.8326	4.9427	4.5706	5.0807	4.5706	4.5706	4.5706	4.8744
INHBB	9.1541	 8.343	7.8359	7.0478	8.8683	8.0912	7.3406	7.4602
INHBC	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
INHBE	5.7891	5.1204	5.8323	5.6623	5.2026	5.1847	5.1072	5.5177
INIP	8.0344	8.1372	8.0657	8.0194	8.2407	8.1206	8.0896	8.0613
INMT	5.9249	6.4309	6.3005	6.7588	6.1551	6.5305	6.5569	6.4718
INMT-FAM188B	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
INO80	10.0168	9.93471	9.75066	9.79177	10.0289	9.98536	9.77435	9.85465
INO80B	9.2523	9.1802	9.1963	 8.934	9.0852	9.2592	8.8977	9.0163
INO80B-WBP1	4.5706	4.5706	5.3178	4.5706	4.5706	5.5494	5.8228	6.0973
INO80C	8.3998	8.2775	8.5422	 8.353	8.2878	8.3415	8.3521	8.5134
INO80D	9.47675	10.2148	 10.145	10.8039	10.0208	10.1609	10.9287	10.5838
INO80E	9.2773	9.3026	9.3043	9.3644	9.3627	9.3202	9.1867	9.2271
INPP1	9.7906	9.3797	9.6572	9.6623	9.5895	9.3821	9.6881	9.6593
INPP4A	9.9116	9.7912	9.3486	9.6243	9.9187	9.4879	9.4983	9.4009
INPP4B	10.1648	 10.276	10.2137	9.91335	10.4804	10.1817	10.2566	  9.899
INPP5A	9.42658	9.52448	9.96887	 9.7165	9.50047	9.81653	10.0712	10.1728
INPP5B	8.7388	8.7915	8.7933	9.0678	8.7424	 8.525	9.1455	 8.835
INPP5D	 10.499	10.6289	10.5322	10.1745	10.6199	10.7031	 10.424	10.3007
INPP5E	8.3287	8.4391	8.3623	8.4953	8.2276	8.2811	8.2681	8.3767
INPP5F	9.48388	9.62828	9.79368	9.97945	9.74146	9.64085	9.93613	10.0545
INPP5J	 8.051	8.5106	9.0387	9.5756	7.9732	8.7691	9.3144	9.7163
INPP5K	8.8772	8.9596	9.2345	8.9446	8.8784	9.1113	9.0392	9.0833
INPPL1	 11.842	11.8597	11.9948	11.9784	11.5716	11.8235	11.8958	11.9342
INS	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
INS-IGF2	6.4587	6.7418	7.2659	6.8171	5.9389	6.1131	5.8676	5.5549
INSC	5.5637	6.2109	7.0661	7.3679	5.7349	 6.801	7.4426	7.7818
INSIG1	11.7566	11.2847	12.0291	11.6623	11.5922	11.9723	 12.259	12.4135
INSIG2	10.6651	10.4704	11.3431	11.0936	10.3842	10.7694	11.5417	11.4915
INSL3	5.4455	5.5119	5.3527	5.4993	5.3212	5.4886	5.4785	5.6398
INSL4	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
INSL5	4.9406	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
INSL6	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
INSM1	11.5907	11.5033	10.7864	9.25011	4.57063	4.57063	4.57063	4.57063
INSM2	4.5706	4.5706	4.9732	5.2948	4.5706	4.5706	5.1814	5.0949
INSR	10.6937	11.1271	11.4914	11.6936	10.5767	11.3171	11.8328	11.8971
INSRR	6.4426	6.2791	5.2499	5.3446	4.5706	4.5706	4.5706	4.5706
INTS1	11.6481	11.3665	11.4457	 11.448	 11.355	11.3713	11.3536	11.4629
INTS10	9.9148	9.3517	9.3073	9.1746	 9.889	9.5243	9.2179	9.1992
INTS12	8.0604	8.0523	7.8807	7.8339	8.0359	7.9958	8.1116	7.7561
INTS2	8.9355	8.4431	7.8744	8.1601	8.9636	8.2989	8.1961	7.9837
INTS3	11.5588	 11.824	11.6769	12.0641	 11.842	11.5765	12.1897	11.8826
INTS4	8.8636	8.8527	8.9516	8.8794	8.9922	8.9012	8.9594	8.8628
INTS4L2	4.8511	5.1565	4.8689	4.8689	4.8521	4.5706	4.8401	4.5706
INTS5	9.6597	 9.228	9.4594	9.1252	 9.304	9.4719	9.2971	  9.24
INTS6	9.95848	 10.025	10.0673	10.1249	10.2174	10.1432	10.3395	10.1822
INTS7	9.3022	8.9966	8.4704	8.6724	9.2616	8.9714	8.7297	8.7183
INTS8	9.93461	9.80402	9.95404	9.98635	10.1284	9.71057	10.0798	9.95498
INTS9	8.7936	 8.604	8.3896	8.2229	8.7517	8.4901	8.2528	8.1332
INTU	7.7309	7.7578	7.5019	7.7276	7.9417	7.7206	7.9644	7.6983
INVS	8.2955	8.3875	8.2743	8.4349	8.4326	8.2897	8.4986	8.2636
IP6K1	10.3565	10.5397	10.6226	10.4931	10.1326	10.5863	10.4003	10.5603
IP6K2	11.5893	11.6514	11.5397	11.7559	11.5803	11.5929	11.7558	11.7467
IP6K3	4.9053	4.8341	4.5706	4.8689	4.5706	4.5706	4.5706	4.5706
IPCEF1	5.7903	6.2791	6.0894	6.2712	6.3118	6.2279	6.1149	6.0091
IPMK	9.63893	10.3464	10.8587	10.9978	9.67917	10.5797	11.3382	11.2972
IPO11	8.5052	 8.307	7.8883	7.8553	8.9084	8.3887	8.0092	7.8321
IPO11-LRRC70	4.5706	5.3104	4.9916	4.5706	4.5706	4.5706	4.5706	4.5706
IPO13	9.0423	 9.277	 9.317	9.2506	9.0764	9.2007	8.8461	9.1684
IPO4	10.2216	9.15824	9.11973	8.27441	10.0437	8.80841	8.41706	8.11015
IPO5	11.4097	10.8085	10.0548	9.69225	11.5176	10.8631	 10.009	9.44744
IPO7	12.2387	11.8301	11.4925	11.3695	12.5667	11.8362	11.6211	11.4833
IPO8	10.4736	10.6316	10.5547	10.6246	10.5829	 10.637	10.6514	10.7003
IPO9	10.7649	10.7713	10.3605	10.5373	10.8556	10.4887	10.4756	10.3155
IPP	8.5709	8.6078	8.3846	8.4031	8.4987	8.7458	8.5125	8.6139
IPPK	8.5544	 8.555	8.4324	8.4803	8.6598	8.3924	8.4717	8.3642
IPW	8.7833	8.6226	8.0857	8.3214	8.9897	8.0677	8.2321	7.7202
IQCA1	4.8326	5.3603	5.0853	4.8662	5.0193	4.5706	4.8521	4.8485
IQCB1	8.6706	8.8835	8.7144	8.6983	8.8316	 8.692	8.6627	8.5422
IQCC	7.0177	 7.008	6.6377	7.2162	7.1173	 6.893	7.1285	6.9719
IQCD	6.4357	6.2084	6.0667	 5.852	5.9546	5.9436	6.0123	6.0023
IQCE	11.2373	11.2783	11.2759	11.5714	11.3908	11.3007	11.4173	11.4361
IQCG	7.2471	7.1507	6.9871	6.6662	7.3439	7.1775	7.0559	6.6706
IQCH	6.3169	6.4691	5.9958	6.1611	6.4444	 6.365	6.3472	6.3554
IQCH-AS1	 7.488	 7.468	6.9761	 7.025	7.9022	7.5136	7.2548	6.8002
IQCJ	4.8326	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IQCJ-SCHIP1	6.8021	7.0963	6.8115	6.9964	6.8601	6.9489	6.4083	6.7908
IQCK	 8.752	8.8841	8.6196	8.3618	 9.153	8.9065	8.7693	 8.709
IQGAP1	12.8468	 13.052	12.9629	12.9491	13.3505	13.1437	13.2713	13.0555
IQGAP2	12.0716	12.1616	12.0631	12.2881	 12.547	12.4125	12.5154	 12.557
IQGAP3	8.8365	  5.93	6.5292	6.7455	8.9475	5.7868	6.5862	6.6204
IQSEC1	10.5327	10.2913	10.3792	10.3911	10.3735	10.2491	10.2547	10.1049
IQSEC2	9.53677	9.44559	9.73181	9.94617	  9.552	9.62685	9.94405	 10.027
IQSEC3	5.3891	5.4924	5.8144	6.0864	5.5585	5.4735	5.4898	5.5177
IQUB	5.7891	6.1397	6.2852	6.5136	6.0443	6.2669	6.5798	6.3783
IRAK1	10.6212	10.0544	 10.145	10.0176	10.2997	10.0805	9.64585	9.95089
IRAK1BP1	6.6191	6.4164	6.1335	5.7223	6.3036	6.2461	5.8774	5.3944
IRAK2	8.0344	9.1493	9.3821	9.3083	7.9466	8.8177	9.4456	9.5073
IRAK3	5.6998	6.0671	5.4595	5.8006	6.2371	5.8807	5.9594	5.5996
IRAK4	8.0261	8.3761	8.2635	8.6534	8.2394	8.4404	8.6082	8.5336
IREB2	11.2942	11.3699	11.3109	11.4257	11.2663	11.3235	11.5095	11.4621
IRF1	10.8825	11.4178	 11.766	 11.584	10.9062	11.6296	11.5443	11.8075
IRF2	9.67363	10.0506	10.4375	10.4293	9.90264	10.3664	10.4073	10.6143
IRF2BP1	10.0375	 9.6804	9.92658	9.23645	9.41953	9.72592	9.19698	9.47149
IRF2BP2	12.7821	12.5016	 12.481	12.2508	 12.523	12.5089	12.3253	12.3095
IRF2BPL	10.2006	 10.285	10.3599	10.1968	 9.7021	10.3487	 10.018	10.2175
IRF3	10.7651	10.6966	10.8063	11.0778	10.6248	10.4755	10.8818	10.8718
IRF4	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IRF5	7.4354	7.4745	 7.561	7.5054	7.4737	7.4754	7.3962	7.4304
IRF6	11.3423	11.4347	11.8312	11.6722	11.2615	11.5707	11.8357	11.9204
IRF7	9.05787	9.33079	9.99544	 9.7165	8.90845	 9.3123	9.90142	10.0526
IRF8	7.7269	 7.062	 6.845	7.0516	7.5006	6.7821	6.8315	6.8928
IRF9	10.2591	10.7204	10.7434	10.5831	10.4279	10.5345	10.6439	10.5731
IRGC	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IRGM	4.5706	4.5706	4.5706	4.5706	4.8521	4.5706	4.5706	4.5706
IRGQ	10.0019	10.4185	10.1489	10.0615	9.65376	9.85246	9.82542	  9.853
IRS1	11.3097	10.6474	10.7135	10.2224	11.1763	10.5731	10.6809	10.3762
IRS2	9.0941	9.0357	9.4677	9.2737	8.9281	8.9326	9.3223	9.5743
IRS4	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IRX2	8.5991	8.0859	7.8096	7.6031	8.6175	8.0463	7.8271	7.6833
IRX3	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IRX4	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
IRX5	4.5706	4.8341	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ISCA1	9.3564	9.3502	9.2553	9.2358	9.4116	9.3621	9.1889	9.4387
ISCA2	8.5042	8.2689	8.6128	8.2471	8.2666	8.5828	8.1673	8.5949
ISCU	9.92373	 9.9437	 10.154	10.1554	9.93821	10.1817	9.96747	10.2345
ISG15	7.9211	8.9646	8.7494	8.7424	7.7269	8.4172	8.1067	8.7629
ISG20	8.51135	8.77296	9.97708	9.92849	8.33754	9.09673	9.84643	10.2132
ISG20L2	  9.07	9.0852	8.9287	8.9355	9.2268	9.0565	9.0506	8.9788
ISL1	5.1532	8.7338	8.8269	8.5745	4.5706	4.5706	4.5706	4.5706
ISL2	4.8511	4.8341	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ISLR	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ISLR2	4.5706	5.6186	6.8845	7.3408	4.5706	4.5706	4.5706	4.5706
ISM1	5.0231	5.0475	5.0532	4.8662	5.1043	4.8469	4.9511	4.5706
ISM1-AS1	4.9053	5.0475	4.9652	4.8754	5.0567	4.8552	 4.968	4.9995
ISM2	4.5706	4.5706	4.9732	4.8662	4.5706	4.8653	5.1961	4.8744
ISOC1	9.0964	9.0788	8.9445	8.7895	 9.169	9.1123	8.7907	8.9514
ISOC2	9.8755	9.2502	9.1565	8.9619	 9.697	9.2615	9.0551	9.0838
ISPD	6.1926	6.3847	6.0308	5.9926	6.2751	 6.417	6.4645	6.1989
IST1	11.8266	11.9241	12.3019	12.3563	11.6814	12.1233	12.3343	12.4625
