	ADNP	AHR	AKNA	ALX1	ALX4	ARID5A	ARID5B	ARNTL	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH7	ATOH8	BACH2	BCL6	BHLHE40	CBX2	CCDC169-SOHLH2	CDX2	CEBPA	CEBPD	CREB5	CXXC5	DACH1	DLX2	DLX5	DMBX1	DPF3	EBF1	EBF2	EBF3	EGR1	EGR2	EGR3	EGR4	EHF	ELF3	ELF4	ELF5	ESRRB	ESRRG	ETS1	ETV1	ETV4	ETV5	FEV	FLI1	FOS	FOSB	FOSL1	FOSL2	FOXA1	FOXA2	FOXB1	FOXC1	FOXC2	FOXE3	FOXJ1	FOXN3	FOXO1	FOXP2	GATA2	GATA3	GATA4	GATA6	GFI1	GLI1	GLIS2	GLIS3	HAND1	HES6	HEY1	HEY2	HHEX	HIC1	HIF1A	HIF3A	HIVEP2	HIVEP3	HMGN3	HOMEZ	HOXA10	HOXA9	HOXB2	HOXB3	HOXB9	HOXD1	HOXD4	HSF2	HSF4	INSM1	IRF4	IRF8	IRX1	IRX2	IRX3	ISL1	JAZF1	JUNB	KLF10	KLF11	KLF7	LHX1	LHX6	LHX8	LMX1A	LMX1B	MAFA	MAFB	MAFF	MECOM	MEF2C	MEIS2	MLXIPL	MNX1	MSX1	MSX2	MXI1	MYBL1	MYC	MYCN	MYRF	MYT1	MYT1L	NEUROD1	NEUROD2	NEUROG3	NFIA	NFKB2	NHLH1	NKX2-2	NKX2-8	NKX6-1	NKX6-2	NPAS1	NPAS3	NPAS4	NR2F1	NR4A2	NR4A3	OLIG3	ONECUT2	ONECUT3	OSR2	PAX4	PAX6	PBX1	PBX3	PDX1	PITX1	POU3F2	POU3F4	POU5F1	POU6F1	PRDM14	PRDM16	PRDM8	PTF1A	RARB	RELB	RFX2	RFX3	RFX4	RFX6	RORC	RUNX1	RXRG	SATB2	SCRT1	SHOX2	SIM1	SIX2	SKOR1	SOHLH2	SOX1	SOX3	SOX4	SOX9	SP5	SPIB	ST18	STAT1	STAT4	TBX2	TBX20	TBX3	TBX4	TCF24	TEAD1	TEAD2	TFAP2A	TFAP2B	TFCP2L1	TGIF2	TP63	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZIC1	ZIC2	ZIC5	ZNF385B	ZNF503	ZNF835
CHST5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.41811	0	0	0	0	0	0	0	0.74405	0	0	0	0	0	0	0	0	0.42297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81064	0	0	0	0	0	0	0	-0.76237	0	0	0	0	0	0	0	0	0	0	0	0	0.030585	0.1697	0	0	0.75328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75426	0	0	0	0	0	0	0	0.5407	0	0	0	0	-0.34845	0	0	0	0	0	0.28379	0	0.8266	0	0	0	0	0	0	0	0	-0.24204	0	0	0	0	0	0	0	0	0	0	0	0	-0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52837	0	0	0	0	0	0
CHST6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37206	0	0	0	-0.695	0	-0.081818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38865	0	0	0	0	0	0	0	0	0.32854	0	0	0	0	0	0	0	0	0	0	0	0.43319	0	0	0.1432	0	0	0	0	0	0	0	0	0	0	0	0	0.29334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48957	0	0	0	0.7086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53728	0	0	0	0	0	0	0.83439	0	0	0.82304	0	0	0	0	0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0.023855	0.33182	0	0.61149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST8	0	0	0	0	0	0	0	0	0	0	0.40521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653	0	0	0	0	0	0	0	0.14514	0.13805	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59267	0	0	0	0	0	0	0	0	0	0	0	0	-0.0045807	0	0	0	0	-0.31878	0	0	0	0	0	0	0.56244	0	0	0	0	0	0	0	0	0	0	-0.59059	0	0	0	0	0	0	0	0	0	0	0	0	0.26564	0	0	0	0	0	0	0	0	0	-0.38034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22999	0	0	0	0	-0.11455	0	0	0	0	0	0	0	0	0	0	0	0.59567	0	0	0	0
CHSY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83665	0	0	0	0	0	-0.58996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.77396	-0.35916	0	-0.29468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17777	0	0	0	0	0	-0.28615	0	0	0	0	0	-0.77791	0	0	-0.2314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4593	0	0	0	0	0	-0.94753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69264	0	0	0	0	0	0	-0.38224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIDEA	0	0	0	-0.71244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.098062	0	0.83439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32512	0	0	0	0	0	0	0	-0.22667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62607	-0.78894	0	0	0.15028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10469	0	-0.50247	0	0	0	0	0	0	0	0	0	0	0	0	-0.49722	0	0	0	0	0	0	0	0
CITED1	0	0	0	-0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52882	0	0	0	0	0	0	0	0	0	0	0	0	-0.31233	-0.87794	0	0	0	0	0	0.077414	0.32822	0	0	0	0	0	0	0	-0.26737	0	0.48908	0	0	0	0	0	0	0	0	0	0	0	-0.27343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31103	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48122	0	-0.33672	0	0	0	0	0	0	0	0	0	0	0	-0.297	0	0	0	0.070402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44531	-0.7629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CITED2	0	0	0	0.66385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11853	0	-0.13513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49796	0	0	0	0	0	0.77967	0	0.13108	0	0	0	0	0	0	0	0	0	0	0	0.31769	0	0	0	0	0	0	0	-0.31801	0	0	0	0	0	0	0	0	0	0	0	0.20768	0	0	0	0	0	-0.34975	-0.10779	0	0	0	0	0	0	0	0	-0.81832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.98273	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95493	0	0.95493	0	0	0	0	-0.86794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.99612	0	0	0	0	0	0	0	0	0	0	-0.94753	0	0	0	-0.57703	0	0	0	0	0	0	0	0	0	0	0	0
CKB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44475	0	0	0	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10169	0	0	0	0.50624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42537	0	0	0	0	0	-0.67089	0	0.7377	0.90106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86794	0	0	0	0	0	0.20363	0	0	0	0.3686	0	0	0	0	0	0	0.08365	0	0	0.50624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.087174	0	0	0	0	0	0.20363	0	0	0	0	0	0	0	0	0	0	0	0	-0.72209	0	0	0	0	-0.97044	0	0	0	0.15398	0	0	0	0	0	0	0	0	0	0	0	0
CKMT1A	0	0	0	0	0	0	0	0	0.71956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4716	0	0	0	0	0	0	0	0.9438	0	0	0	0	0	-0.54989	0	0	0	0.30606	0	0	0.653	0	0	0	0	0	0	0	0	0.92097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67269	0	0	0	0	0	0	0.64105	0	0	0	0	0	0.4593	0.79605	0	0	0	-0.8081	0	0	-0.51843	0	0	0	0	0	0	-0.095666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65081	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89468	0	0	0	0
CKMT1B	0	0	0	0	0	0	0	0	0	0	0.56025	0	0	0	0	0	0.90106	0	0	0	0	0	0	0	0	0	-0.26913	0	0	0	0.84302	0	0	0	0	0	-0.49796	0	0	0	0.29383	0	0	0	0	0	0	0	0.20363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15398	0	-0.70412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67872	0	0	0	0	0.24556	0	0.4593	0	0	0	0	0	0	0	0	0	-0.1765	0	0	0	0.95493	0	0	0	0	0	0	0	0	0	0	0	0	0.17992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.065891	0	0	0	0	0	0	-0.14197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCA1	0	0	0	0	0	0	0	0	0	0	0	0.98273	0	0	0	0	-0.66205	0	0	0	0	0	0	0	0	0	0	0	0	-0.51402	-0.98273	0	0	0	-0.94084	-0.32153	0	0	0	0	0	0	0	0.31846	0	0	0.12037	0	0	0	0	0.51402	0	0	0	0	0.21032	0	0	-0.99426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51402	0	0	0	0	0.51402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20768	0	0	0	0	0	0	0.58791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20768	0	0	0	0	0	0	0	0	0	0.98273	0	0	0	0	0.71956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN10	0	0	0	0	0	0	0	-0.52445	0	0	0.25782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0094785	0.695	0	0	0	0	0	0	0	0	0	0	0.76691	0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81832	0	0	0	0	0.68841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046758	0	0	-0.55666	0	0	-0.2074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12939	0	0	0	0	0	-0.87234	0	0	0	0	0	0	0	0	0	0.31103	0	0	0	0	0	-0.52135	0	0	0	0	-0.11061	0	0	0	0	0	0	0	0	0	0	0	-0.89782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31769	0	0	0
CLDN5	0	0	0	0	-0.47921	0	0	0	0	0	0	0	0	0	0	0	-0.60849	0	0	0	0	0	0	0	0	0	0	0	-0.15729	0	0	0	0	0	0	0	0	0	0	0	0	-0.1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31846	0	0	0	0	0	0	0	0	0	0	0	0	0.8574	0	0.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60849	0	0	0	0	0	-0.87234	0	0	0	0	0	-0.7105	0.1111	0	0	0	0	0	0	0	0	0.14242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22075	0.82304	0	0	0	0	0	0	0	0	0	-0.15028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31399	0	0	0	0
CLEC4G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13876	0	0	0	0	0	0	0	0	0	0	-0.79218	0	0	0	0	0	0	0	0	0	0	-0.90106	0.31399	0.76691	0	0	0	0	0	0	0.90106	0	0	0	0	0	0	0	0.91794	0	0	0	0	0	0	0	0	0	0	0	-0.56082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90106	0.30751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75497	0	0	0	0	0	0	0.2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51205	0	0	0	0.79524	-0.058844	0	0	0
CLEC4GP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63115	0	0	0	0	0	0	0	0	0	0.62438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55913	0	0	-0.35765	0	0	0	0	0	0	0	0.67984	0	0	0	0	0	0	0	0	0.30285	0	0	0	0	0	0	0	0	0	0	-0.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65627	0	0	0	0	0	0	0	0	0	0	0	0	-0.39274	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLIP3	0	0	0	0	0	0	0	0.94084	0.79161	0	0	0	0	0	0	0	0.99803	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57174	0	0	0	0	0	-0.45285	0	0	0	0	0.72209	0	0	0	0	0	-0.097604	0	0	0	0	0	0	0	0	0	0	0	0	-0.9438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65884	0	0	0	0	0	0.20669	0	0	0	0	0	0	0	0	0	0	0	0.82111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70292	0	0	0	0	0	0	0	0	0	0	0	-0.90106	0	0	0	0	0	-0.29419	0	0	0	0	0	0	0	0	0.1697	0	0	0	0	0	0.47326	0	0	0	0	0	0	0	0	0	0	0	0
CLPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11455	0	0	0	0	0	0	0	0	-0.67269	0.92442	0	0	0	0	0	0	0	0.8266	0	0	0	0	0	0	0	0	0.35493	-0.30201	0	0	0	0	0	0	0	0	0.55134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52445	0	0	0	0	0	0	-0.4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49634	0	0.32051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74996	0.64496	0.51896	0.23658	0	0	0	0	0	0	0	0	0.8574	0	-0.61681	0	0	0	0	0	0	0	0	0	0	0	0.51367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLRN3	0	0	0	-0.53534	0.23428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22075	0	0	0	0	0	0	0	0.86794	0	0	0	0	0	0	0	0	0	0	0	0.56642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52837	0	0	0	0.008809	0	0	0	0	0	0	0	0.77678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.30786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLVS1	0	0	0	0	0	0	0.41032	0	0.75497	0	0	0	0	0	0	0	0	0	0	0.14242	0	0	0	0	0	0	0	0	0	0	0.78087	0	0.1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0	0	0	0	0	0	0	0	0.18774	0	0	0	0	0	0	0	0	0	0	0	0	0.42421	0	0	0	0.72209	0.63115	0	0	0	0	0	0	-0.6513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12801	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0025018	0	0	0	0	0	0	0	0	-0.15398	0	0	0	0	0	0	0	0	0	0	0	0
CMSS1	0	0	0	0	0	0	0	0	0	0	0	0.51335	0.38865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86794	0	0	0	0	0	0	0	0	0	0	0	0	-0.14514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74405	0	0	0	0	0	0	0	0	0	-0.4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23901	0	0	0	0	0	0	0	0	0	0.43104	0	0	0	0	0	0	0.034003	0	0	0	0	0	0	0	0	-0.63041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7105	0	0	0	0	0	0	0.51251	0	0	0	0	0	0	0	0	0	0	0	0.94753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95493	0	0	0	0	0	0	0	0.70412	0	0	0	-0.13295	0	-0.43319	0	0	0	0	-0.35335	0	0	0	0	0
CMTM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88851	0	0	-0.56804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67269	0	0	0	0	0	0	0	0	0	0	0	0.54662	0	0	0	0	0	0	0	0	0	0	0	-0.76691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37773	0	0	0	0	0	0	0	0	-0.59302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99426	0	0	0	-0.058844	0	0	0	0	0	0	0.74278	0	0	0	0	0	0	0	0.34975	0	0	0.89782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNGA3	0	0	0	-0.79605	0.70292	0	0	0	0	0	0.07382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71864	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0.81064	0	0.95493	0	0	0	0	0	0	0	0	0.97044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77607	0	0	0	0.41279	0	0	0	0	0	0.8574	0	0	0	-0.084144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67269	0	0	0	0	0	0	0	0	0	0	0	0
CNIH2	0	0	0	0	0	0	0	0.87794	0.43319	0	0.67872	0	0	0	0	0	0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30447	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.06487	0	0	0	0	0	0	0.79605	0	0	0	0	0	0	0	0	0	0	0	0.48703	0.99803	0	0	0	0	0	0.69665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62016	-0.95092	0	0	0	0.77854	0	0	-0.99803	0	0	-0.54863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8198	0	0	0
CNN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90106	0	0	0	0	-0.37206	0	0	0.91794	0	0	0	0	0	0	0	0	0	0	0	0.40042	0	0	0	0.79218	0	0	0	0	0	0	0	0	0	0.71328	0.77512	0	0	0	0	0	0	0	0	0	0	0	0	0.10825	0	0	0	0	-0.85507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.029422	0	0	0	0	0	0	0	0	0	0	0.21984	0	0	0	0	0	0	0	0	0	0	0	0.45705	0	0	0	-0.33073	0	0	0	0	0	0	0	0	0	0	0	0.73161	0	0	0	0	0	0	0	0	0	0	0.9438	0	0	0	0	0	0	0	-0.95493	0	0	0	0	0	0	0	0	-0.12079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27537	0	0	0	0	-0.44591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69665	0.4797	0	0	0	0	0	0	0	0	0	0	0.52135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90106	0	0	0	0	0	0	0	0	-0.57932	0	0	0	-0.53157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74996	0	0	-0.80303	0	0	0	0	0	0	0	0.040839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNOT6L	0	0	0	0	0	0	0	-0.45187	0	0	0	0	0.058844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8081	0	0	0	0	0	0	0	0	0	0	0	0	0.41536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21603	0	0	0	0	0	0	0	-0.89782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033369	-0.62227	0	0	0	0	0.54338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66505	0	0	0	0	0	0	0	0.54401	0	0	0	0	0	0	0	0	0	0	0	0.23552	0	0	0	0	0	0	0	0	0	-0.0070472	0	0	0	0	0	0	0	0	0	0	0	0	0.23795	0	0	0	0	0	0	0	0	-0.58418	0	0	0	0	0	0	0	0	0	0	0	0
