Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2018	Notch binding (GO:0005112)	2/17	0.0019660038630193717	0.15924631290456914	0	0	34.92456140350877	217.6412155854904	NOV;DLL3
GO_Molecular_Function_2018	kinesin binding (GO:0019894)	2/28	0.0053148264076905045	0.21525046951146545	0	0	20.137651821862352	105.46601625349732	ATCAY;MAPK8IP2
GO_Molecular_Function_2018	G-quadruplex RNA binding (GO:0002151)	1/6	0.023175738337888063	0.3122721511923037	0	0	51.732467532467524	194.75459813850162	AFF2
GO_Molecular_Function_2018	clathrin light chain binding (GO:0032051)	1/6	0.023175738337888063	0.3122721511923037	0	0	51.732467532467524	194.75459813850162	CALY
GO_Molecular_Function_2018	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665)	1/6	0.023175738337888063	0.3122721511923037	0	0	51.732467532467524	194.75459813850162	ST6GALNAC5
GO_Molecular_Function_2018	satellite DNA binding (GO:0003696)	1/7	0.026986482201804024	0.3122721511923037	0	0	43.108225108225106	155.72497995291064	HEYL
GO_Molecular_Function_2018	omega peptidase activity (GO:0008242)	1/7	0.026986482201804024	0.3122721511923037	0	0	43.108225108225106	155.72497995291064	UCHL1
GO_Molecular_Function_2018	MHC class II receptor activity (GO:0032395)	1/10	0.038330883967986014	0.3408744005773947	0	0	28.734487734487733	93.71751271850756	HLA-DQA2
GO_Molecular_Function_2018	intramolecular transferase activity, phosphotransferases (GO:0016868)	1/11	0.04208325933054256	0.3408744005773947	0	0	25.859740259740263	81.92637908684091	PGM5
GO_Molecular_Function_2018	neuropeptide receptor binding (GO:0071855)	1/11	0.04208325933054256	0.3408744005773947	0	0	25.859740259740263	81.92637908684091	NPY
GO_Molecular_Function_2018	adrenergic receptor binding (GO:0031690)	1/15	0.05694876845661975	0.3546946495818021	0	0	18.467532467532468	52.920620399451245	UCHL1
GO_Molecular_Function_2018	neuropeptide binding (GO:0042923)	1/19	0.07158650318891448	0.3546946495818021	0	0	14.36075036075036	37.867126289308175	SSTR3
GO_Molecular_Function_2018	spectrin binding (GO:0030507)	1/19	0.07158650318891448	0.3546946495818021	0	0	14.36075036075036	37.867126289308175	ADD2
GO_Molecular_Function_2018	ubiquitin conjugating enzyme activity (GO:0061631)	1/20	0.07521075177068094	0.3546946495818021	0	0	13.604237867395762	35.20043603994485	UBE2QL1
GO_Molecular_Function_2018	transcription factor activity, RNA polymerase II core promoter sequence-specific (GO:0000983)	1/20	0.07521075177068094	0.3546946495818021	0	0	13.604237867395762	35.20043603994485	HEYL
GO_Molecular_Function_2018	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)	1/21	0.07882103324040048	0.3546946495818021	0	0	12.923376623376624	32.832812714131684	TDO2
GO_Molecular_Function_2018	ubiquitin-like protein conjugating enzyme activity (GO:0061650)	1/21	0.07882103324040048	0.3546946495818021	0	0	12.923376623376624	32.832812714131684	UBE2QL1
GO_Molecular_Function_2018	sialyltransferase activity (GO:0008373)	1/21	0.07882103324040048	0.3546946495818021	0	0	12.923376623376624	32.832812714131684	ST6GALNAC5
GO_Molecular_Function_2018	cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	1/24	0.08956860503924312	0.3728498879650121	0	0	11.236024844720497	27.109723557490454	NAIP
GO_Molecular_Function_2018	calcium channel regulator activity (GO:0005246)	1/26	0.09666478576870684	0.3728498879650121	0	0	10.336103896103896	24.150369828536572	NPY
GO_Molecular_Function_2018	neuropeptide hormone activity (GO:0005184)	1/26	0.09666478576870684	0.3728498879650121	0	0	10.336103896103896	24.150369828536572	NPY
GO_Molecular_Function_2018	delayed rectifier potassium channel activity (GO:0005251)	1/29	0.10720680078661116	0.3947159483507047	0	0	9.227272727272727	20.60445932788025	KCNA6
GO_Molecular_Function_2018	endopeptidase regulator activity (GO:0061135)	1/36	0.13133485086165267	0.4432551216580777	0	0	7.3792207792207805	14.979855842666971	PCSK1N
GO_Molecular_Function_2018	peptidase inhibitor activity (GO:0030414)	1/36	0.13133485086165267	0.4432551216580777	0	0	7.3792207792207805	14.979855842666971	PCSK1N
GO_Molecular_Function_2018	pyrophosphatase activity (GO:0016462)	1/41	0.1481739312682976	0.4644569102288514	0	0	6.455194805194807	12.32534551889967	ATCAY
GO_Molecular_Function_2018	potassium channel regulator activity (GO:0015459)	1/43	0.1548189700762838	0.4644569102288514	0	0	6.147186147186147	11.46756825568622	DPP10
GO_Molecular_Function_2018	Rac GTPase binding (GO:0048365)	1/43	0.1548189700762838	0.4644569102288514	0	0	6.147186147186147	11.46756825568622	PAK3
GO_Molecular_Function_2018	exopeptidase activity (GO:0008238)	1/45	0.16141283090868078	0.4669442608429694	0	0	5.867178276269184	10.700501237044437	UCHL1
GO_Molecular_Function_2018	RNA polymerase II activating transcription factor binding (GO:0001102)	1/47	0.16795590284320164	0.4691182113896322	0	0	5.611518915866742	10.011251741635744	BEX1
GO_Molecular_Function_2018	amyloid-beta binding (GO:0001540)	1/49	0.17444857199702626	0.471011144391971	0	0	5.377164502164503	9.389202964039915	MAPK8IP2
GO_Molecular_Function_2018	cysteine-type endopeptidase inhibitor activity (GO:0004869)	1/51	0.18089122166340726	0.4726512566043869	0	0	5.161558441558442	8.825539290482803	NAIP
GO_Molecular_Function_2018	SH3 domain binding (GO:0017124)	1/55	0.1936279810347673	0.4777667560269785	0	0	4.778258778258778	7.845024506914562	EVL
GO_Molecular_Function_2018	GTPase activity (GO:0003924)	2/222	0.21464715436643408	0.4777667560269785	0	0	2.3566985645933016	3.62639287401332	DIRAS1;SEPT3
GO_Molecular_Function_2018	ubiquitin binding (GO:0043130)	1/62	0.2154485510304268	0.4777667560269785	0	0	4.228443687460081	6.490801191974522	UCHL1
GO_Molecular_Function_2018	PDZ domain binding (GO:0030165)	1/62	0.2154485510304268	0.4777667560269785	0	0	4.228443687460081	6.490801191974522	CXXC4
GO_Molecular_Function_2018	ubiquitin-protein transferase activity (GO:0004842)	3/417	0.22221564520653608	0.4777667560269785	0	0	1.8848309178743958	2.8349873656767954	KLHL32;UBE2QL1;NAIP
GO_Molecular_Function_2018	kinase binding (GO:0019900)	3/418	0.22323942665739	0.4777667560269785	0	0	1.8801927710843371	2.8193686543770484	DCX;MAPK8IP2;ADD2
GO_Molecular_Function_2018	cysteine-type peptidase activity (GO:0008234)	1/65	0.22462081709451606	0.4777667560269785	0	0	4.029626623376624	6.017608890961936	UCHL1
GO_Molecular_Function_2018	activating transcription factor binding (GO:0033613)	1/68	0.2336872081737137	0.4777667560269785	0	0	3.848614072494669	5.595006511592121	BEX1
GO_Molecular_Function_2018	Rho GTPase binding (GO:0017048)	1/72	0.24561311834640406	0.4777667560269785	0	0	3.6310590817633073	5.097998492871873	PAK3
GO_Molecular_Function_2018	heme binding (GO:0020037)	1/72	0.24561311834640406	0.4777667560269785	0	0	3.6310590817633073	5.097998492871873	TDO2
GO_Molecular_Function_2018	ubiquitin-like protein-specific protease activity (GO:0019783)	1/74	0.25150717739066764	0.4777667560269785	0	0	3.5312222024550786	4.874088629044393	UCHL1
GO_Molecular_Function_2018	thiol-dependent ubiquitin-specific protease activity (GO:0004843)	1/76	0.25735577169273355	0.4777667560269785	0	0	3.4367099567099566	4.664632078485927	UCHL1
GO_Molecular_Function_2018	cysteine-type endopeptidase activity (GO:0004197)	1/81	0.2717806144355515	0.4777667560269785	0	0	3.221103896103896	4.19632564252639	UCHL1
GO_Molecular_Function_2018	protein heterodimerization activity (GO:0046982)	2/265	0.2766534939707144	0.4777667560269785	0	0	1.9670802481488892	2.5276774254765533	HEYL;ADD2
GO_Molecular_Function_2018	hormone activity (GO:0005179)	1/83	0.27747279118055657	0.4777667560269785	0	0	3.1422236300285085	4.028432503007346	NPY
GO_Molecular_Function_2018	G-protein coupled receptor activity (GO:0004930)	2/267	0.2795464564392015	0.4777667560269785	0	0	1.9520357497517375	2.4880389754318077	NPY;SSTR3
