Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	cAMP signaling pathway	3/212	0.05007287812067332	0.6008264887224872	0	0	3.7728229665071766	11.296872401991507	SUCNR1;GPR119;NPY
KEGG_2019_Human	Th1 and Th2 cell differentiation	2/92	0.05017112169470822	0.6008264887224872	0	0	5.798830409356724	17.351931176155063	HLA-DQA2;DLL3
KEGG_2019_Human	Breast cancer	2/147	0.11240273594125634	0.6008264887224872	0	0	3.58929219600726	7.84499750869892	HEYL;DLL3
KEGG_2019_Human	Asthma	1/31	0.11416724371228315	0.6008264887224872	0	0	8.611255411255412	18.687206622741385	HLA-DQA2
KEGG_2019_Human	Allograft rejection	1/38	0.13810955606352765	0.6008264887224872	0	0	6.97964197964198	13.81765323360278	HLA-DQA2
KEGG_2019_Human	Influenza A	2/171	0.14366072443090155	0.6008264887224872	0	0	3.0758330738087825	5.9680414958012475	NXF2;HLA-DQA2
KEGG_2019_Human	Graft-versus-host disease	1/41	0.1481739312682976	0.6008264887224872	0	0	6.455194805194807	12.32534551889967	HLA-DQA2
KEGG_2019_Human	Tryptophan metabolism	1/42	0.15150287233387294	0.6008264887224872	0	0	6.297434273044028	11.884207464543648	TDO2
KEGG_2019_Human	Type I diabetes mellitus	1/43	0.1548189700762838	0.6008264887224872	0	0	6.147186147186147	11.46756825568622	HLA-DQA2
KEGG_2019_Human	Glycosphingolipid biosynthesis	1/45	0.16141283090868078	0.6008264887224872	0	0	5.867178276269184	10.700501237044437	ST6GALNAC5
KEGG_2019_Human	Intestinal immune network for IgA production	1/48	0.17120851375584742	0.6008264887224872	0	0	5.491848576954959	9.692415749307926	HLA-DQA2
KEGG_2019_Human	Notch signaling pathway	1/48	0.17120851375584742	0.6008264887224872	0	0	5.491848576954959	9.692415749307926	DLL3
KEGG_2019_Human	Autoimmune thyroid disease	1/53	0.18728423215388806	0.6008264887224872	0	0	4.962537462537463	8.312884750125273	HLA-DQA2
KEGG_2019_Human	Legionellosis	1/55	0.1936279810347673	0.6008264887224872	0	0	4.778258778258778	7.845024506914562	NAIP
KEGG_2019_Human	Regulation of lipolysis in adipocytes	1/55	0.1936279810347673	0.6008264887224872	0	0	4.778258778258778	7.845024506914562	NPY
KEGG_2019_Human	Viral myocarditis	1/59	0.20616918985445515	0.6008264887224872	0	0	4.447828034034932	7.023379050498178	HLA-DQA2
KEGG_2019_Human	Inflammatory bowel disease (IBD)	1/65	0.22462081709451606	0.6008264887224872	0	0	4.029626623376624	6.017608890961936	HLA-DQA2
KEGG_2019_Human	Staphylococcus aureus infection	1/68	0.2336872081737137	0.6008264887224872	0	0	3.848614072494669	5.595006511592121	HLA-DQA2
KEGG_2019_Human	Adipocytokine signaling pathway	1/69	0.2366860196551412	0.6008264887224872	0	0	3.791825821237586	5.464099983669561	NPY
KEGG_2019_Human	Renal cell carcinoma	1/69	0.2366860196551412	0.6008264887224872	0	0	3.791825821237586	5.464099983669561	PAK3
KEGG_2019_Human	Leishmaniasis	1/74	0.25150717739066764	0.6008264887224872	0	0	3.5312222024550786	4.874088629044393	HLA-DQA2
KEGG_2019_Human	Bacterial invasion of epithelial cells	1/74	0.25150717739066764	0.6008264887224872	0	0	3.5312222024550786	4.874088629044393	SEPT3
KEGG_2019_Human	Antigen processing and presentation	1/77	0.26026312780562016	0.6008264887224872	0	0	3.3913192071086806	4.564926354420447	HLA-DQA2
KEGG_2019_Human	ErbB signaling pathway	1/85	0.28312104060857984	0.6008264887224872	0	0	3.067099567099567	3.8703139555712807	PAK3
KEGG_2019_Human	Insulin secretion	1/86	0.28592879723327397	0.6008264887224872	0	0	3.030863254392666	3.7946785586949976	GPR119
KEGG_2019_Human	mRNA surveillance pathway	1/91	0.2998055585733353	0.6008264887224872	0	0	2.8617604617604617	3.4473371857596384	NXF2
KEGG_2019_Human	Rheumatoid arthritis	1/91	0.2998055585733353	0.6008264887224872	0	0	2.8617604617604617	3.4473371857596384	HLA-DQA2
KEGG_2019_Human	Herpes simplex virus 1 infection	3/492	0.3010101504268803	0.6008264887224872	0	0	1.5896114519427402	1.9085054598157107	NXF2;ZNF382;HLA-DQA2
KEGG_2019_Human	Hematopoietic cell lineage	1/97	0.31610662709453136	0.6008264887224872	0	0	2.6820887445887447	3.0888964184307746	HLA-DQA2
KEGG_2019_Human	T cell receptor signaling pathway	1/101	0.3267652833403001	0.6008264887224872	0	0	2.5742857142857143	2.8793724329859995	PAK3
KEGG_2019_Human	Ribosome biogenesis in eukaryotes	1/101	0.3267652833403001	0.6008264887224872	0	0	2.5742857142857143	2.8793724329859995	NXF2
KEGG_2019_Human	Th17 cell differentiation	1/107	0.34244650790845604	0.6039567808270778	0	0	2.427836314628768	2.6017660584924074	HLA-DQA2
KEGG_2019_Human	Toxoplasmosis	1/113	0.3577670539335288	0.6039567808270778	0	0	2.2970779220779223	2.3611048153655285	HLA-DQA2
KEGG_2019_Human	Neuroactive ligand-receptor interaction	2/338	0.3807736355507039	0.6039567808270778	0	0	1.5339912280701755	1.4811455567500094	NPY;SSTR3
KEGG_2019_Human	Lysosome	1/123	0.3825219520904686	0.6039567808270778	0	0	2.107728337236534	2.0254620905118115	AP3B2
KEGG_2019_Human	Dopaminergic synapse	1/131	0.40164561203881466	0.6039567808270778	0	0	1.9772227772227773	1.8035932383434456	CALY
KEGG_2019_Human	Systemic lupus erythematosus	1/133	0.40633443538790825	0.6039567808270778	0	0	1.94706808343172	1.7534880939718522	HLA-DQA2
KEGG_2019_Human	Ubiquitin mediated proteolysis	1/137	0.4156035334242373	0.6039567808270778	0	0	1.8894194041252863	1.6589546718284818	UBE2QL1
KEGG_2019_Human	Parkinson disease	1/142	0.4269892153565235	0.6039567808270778	0	0	1.8219581836603116	1.550480079070771	UCHL1
KEGG_2019_Human	Cell adhesion molecules (CAMs)	1/145	0.43371521897814186	0.6039567808270778	0	0	1.7837301587301588	1.490069557181288	HLA-DQA2
KEGG_2019_Human	Phagosome	1/152	0.4491076299379347	0.6039567808270778	0	0	1.7004386342134687	1.3611887298718524	HLA-DQA2
KEGG_2019_Human	Wnt signaling pathway	1/158	0.4619718583492953	0.6039567808270778	0	0	1.6349573992886095	1.262597981001048	CXXC4
KEGG_2019_Human	JAK-STAT signaling pathway	1/162	0.4703827911400593	0.6039567808270778	0	0	1.5940146809712028	1.2022193681578828	FHL1
KEGG_2019_Human	RNA transport	1/165	0.4766056824410253	0.6039567808270778	0	0	1.5646183085207477	1.1594851052244928	NXF2
KEGG_2019_Human	NOD-like receptor signaling pathway	1/178	0.5027478788938493	0.6039567808270778	0	0	1.4487489911218725	0.9962561036934072	NAIP
KEGG_2019_Human	Tuberculosis	1/179	0.5047045721625029	0.6039567808270778	0	0	1.4405369910987889	0.985013303033462	HLA-DQA2
KEGG_2019_Human	Alcoholism	1/180	0.5066536641058849	0.6039567808270778	0	0	1.4324167452659071	0.9739397042857908	NPY
KEGG_2019_Human	Axon guidance	1/181	0.5085951838543813	0.6039567808270778	0	0	1.4243867243867243	0.9630319886072558	PAK3
KEGG_2019_Human	Focal adhesion	1/199	0.5422802767075148	0.6205891910987954	0	0	1.2937163846254756	0.7917185856306663	PAK3
KEGG_2019_Human	Epstein-Barr virus infection	1/201	0.5458793498058873	0.6205891910987954	0	0	1.2806493506493506	0.7752504314992223	HLA-DQA2
KEGG_2019_Human	Human immunodeficiency virus 1 infection	1/212	0.5651805309178817	0.6205891910987954	0	0	1.2132085923555118	0.6922690460251513	PAK3
KEGG_2019_Human	Regulation of actin cytoskeleton	1/214	0.5686017793331285	0.6205891910987954	0	0	1.201695018596427	0.6784469055764961	PAK3
KEGG_2019_Human	Human T-cell leukemia virus 1 infection	1/219	0.5770390724251957	0.6205891910987954	0	0	1.1738353389729537	0.64542784206402	HLA-DQA2
KEGG_2019_Human	Ras signaling pathway	1/232	0.5982211952465583	0.6314557060935893	0	0	1.1070444706808342	0.5687935835908712	PAK3
KEGG_2019_Human	Pathways in cancer	2/530	0.6161108788020341	0.6385149107584717	0	0	0.9666068580542264	0.4681550887991068	HEYL;DLL3
KEGG_2019_Human	MAPK signaling pathway	1/295	0.6869273909903769	0.6991939515437765	0	0	0.8670377241805813	0.32559580000409344	MAPK8IP2
KEGG_2019_Human	Human papillomavirus infection	1/330	0.7275385264970855	0.7275385264970855	0	0	0.7734180712904117	0.24601525801279026	HEYL
