	partition_group
AGT	0
AK5	0
AMER3	0
ANKRD65	0
APBB1	0
ASIC4	0
ATP1A3	0
B3GAT1	0
BRS3	0
BRSK1	0
CA8	0
CABP7	0
CACNB2	0
CD200	0
CERS1	0
CLIP3	0
CNGA3	0
CNPY1	0
CPE	0
CPLX2	0
CRMP1	0
DDN	0
DNAH11	0
DNAJC12	0
DOCK8	0
EML1	0
FAM110B	0
FAM131B	0
FAM57B	0
FAXC	0
FBXL16	0
FEV	0
FFAR2	0
FGF14	0
FSD1	0
GAD2	0
GDF1	0
GGT5	0
GNG2	0
GRIK5	0
GRIN1	0
HECW2	0
HLA-DPA1	0
HOPX	0
IFI6	0
IGSF21	0
ISLR2	0
ITGBL1	0
JPH4	0
KCNK16	0
KCTD12	0
KIAA0845	0
KIF19	0
LINC00494	0
LINC00907	0
LOC646903	0
LOC728392	0
LY6H	0
MAPK8IP1	0
MARCH4	0
MBOAT4	0
MIR7-3HG	0
MYBPC2	0
NAALADL1	0
NAT8L	0
NAV3	0
NEGR1	0
NFASC	0
NKD1	0
NOVA2	0
NPTX2	0
NPY	0
NRXN2	0
PAX6	0
PCSK1N	0
PCYT1B	0
PDE2A	0
PELI3	0
PEX5L	0
PGA4	0
PGM5	0
PLXNC1	0
PRKXP1	0
PRR18	0
QDPR	0
RET	0
RFX6	0
RGS14	0
RGS4	0
RGS9	0
RRAGD	0
RTN1	0
RUNX1T1	0
SFRP1	0
SLC12A5	0
SLC25A53	0
SLC30A4	0
SPDYE7P	0
SPIB	0
SPTBN4	0
ST8SIA3	0
STARD9	0
STMN2	0
STMN4	0
SYN1	0
SYT14	0
TAC1	0
TAGLN3	0
TMEFF1	0
TMPRSS6	0
TNP1	0
TPST2	0
TRPC7	0
UNC79	0
VGF	0
WNK3	0
XKR7	0
ACSS3	1
AK024092	1
AK054970	1
AK055017	1
AK090700	1
AK092048	1
AK123889	1
AK130076	1
ARHGEF25	1
AX747535	1
BC005905	1
BC029255	1
CHRNA3	1
CSH1	1
CSH2	1
DACH1	1
FAM105A	1
GOLGA6L9	1
GYLTL1B	1
HEYL	1
HNRNPU-AS1	1
IFNE	1
KIT	1
LOC100294362	1
LOC646214	1
LPPR3	1
MAP2	1
RGAG4	1
SCGB1C1	1
ST18	1
SYCP2	1
SYP	1
TCTEX1D4	1
TMEM35	1
TMEM61	1
WDR52	1
ADAMTSL2	2
ADCY2	2
AEBP1	2
AK125871	2
AKR1B1	2
AP3B2	2
ASCL1	2
ASCL2	2
ATOH8	2
ATP6V0E2	2
AX747158	2
BAI1	2
BAIAP3	2
BGN	2
BTBD17	2
C2CD4B	2
CACNA1A	2
CADM3	2
CADPS	2
CAMK2N2	2
CBFA2T3	2
CCDC146	2
CDK5R1	2
CEND1	2
CHRM4	2
CHRNA5	2
CHST8	2
CLPS	2
CPA1	2
CRIP2	2
CRLF1	2
CRYBA2	2
DDC	2
DLGAP3	2
DNER	2
DPEP1	2
ELFN1	2
FABP5	2
FAM106CP	2
FAM171A2	2
FCGBP	2
FER1L6-AS1	2
FLJ00385	2
GCK	2
GPR142	2
GPR148	2
H1FX-AS1	2
IGHG1	2
INHBE	2
KCNB2	2
KCNH2	2
KCNH7	2
KCNJ11	2
KCNJ6	2
KCNK17	2
KCNMB2	2
KIAA1324	2
KLHL32	2
LGI3	2
LOC400891	2
LRFN1	2
MALAT1	2
MANEAL	2
MAP1A	2
MAPK4	2
METTL21EP	2
MTUS2	2
NPM2	2
NPTXR	2
P2RX6	2
PAK6	2
PAK7	2
PDE8B	2
PDZD4	2
PGA3	2
PLEKHB1	2
PNMAL1	2
PODXL2	2
PPM1E	2
PPP1R1A	2
PSD	2
PTGDR2	2
RAB26	2
RBP1	2
REEP2	2
REM2	2
RGS16	2
RIMBP2	2
SCT	2
SCUBE1	2
SDK2	2
SEZ6	2
SH3RF3	2
SH3RF3-AS1	2
SMOC1	2
SSTR1	2
SSTR3	2
STMN3	2
SV2B	2
TDRD6	2
TEKT2	2
TFCP2L1	2
TMEM151A	2
TMEM198	2
TMEM8C	2
TP73	2
TRPM2	2
TSPAN11	2
TUB	2
TUBA3FP	2
TUBB4A	2
UCHL1	2
UCP2	2
WDR17	2
WNK2	2
WNT6	2
ZDHHC8P1	2
ZG16	2
ZNF853	2
ACE	3
ADAMTS2	3
ADORA2A	3
AKT3	3
ARNT2	3
ASXL3	3
BEX1	3
BHMT	3
CACNA1H	3
CAMK2B	3
CAMKV	3
CDH22	3
CHRNB2	3
DACT1	3
DCHS1	3
DLL3	3
DPYSL4	3
DUSP2	3
DUSP26	3
ENPP2	3
FAM167A	3
FFAR1	3
GPR119	3
GRAP2	3
HEPACAM2	3
IGFBPL1	3
INSM1	3
KCNN3	3
KLK12	3
LINC00261	3
LOC100507351	3
LOC642366	3
LRRTM3	3
MPP2	3
MUC5B	3
NEURL	3
NEUROD1	3
NKX2-2	3
PGA5	3
RAB39B	3
RPS16P5	3
RUNDC3A	3
SCN3A	3
SLC6A17	3
SSTR2	3
SUCNR1	3
SV2A	3
TACR3	3
TAF9B	3
TMEM158	3
TMEM200A	3
TTC7B	3
UBE2QL1	3
VSTM2L	3
VWA5B2	3
ABCC8	4
ACOT7	4
AK311257	4
AMPH	4
ANK2	4
ANKRD13B	4
AVPR1B	4
BOC	4
BSN	4
CACNA1C	4
CADM2	4
CCDC74B	4
CDHR3	4
CDK5R2	4
CES1	4
CHST10	4
CLGN	4
COL14A1	4
CPB1	4
EFNB3	4
ELAVL3	4
ELOVL4	4
ETV1	4
FW340024	4
GAST	4
GATA2	4
GFRA1	4
GHRL	4
GLYATL3	4
GPBAR1	4
GPC6	4
HHEX	4
IGSF10	4
IMPG1	4
INA	4
JAKMIP2	4
KCNH3	4
KCNH6	4
KCNH8	4
KCNK3	4
KCNMA1	4
LIN7A	4
NCALD	4
NDRG4	4
NEFM	4
NHSL2	4
NTS	4
PGF	4
PPP1R16B	4
PRKCG	4
PTP4A3	4
PTPRN	4
RPRML	4
RTN4RL1	4
SCG3	4
SCG5	4
SCN3B	4
SGSM1	4
SLC16A12	4
SLC8A1	4
SPOCK3	4
STXBP5L	4
THBS4	4
TMEM132B	4
TMEM190	4
TMEM59L	4
TPH1	4
UCN3	4
USP32P2	4
VCAN	4
BC015342	5
C1QL1	5
C2CD4A	5
CELA3A	5
CELA3B	5
CNIH2	5
DLL1	5
DPP10	5
DSCAML1	5
GALNT16	5
INS-IGF2	5
KIF1A	5
LAMP5	5
LSP1	5
LZTS1	5
PAX4	5
PLCE1-AS1	5
RAPGEF4	5
RIIAD1	5
SLC38A3	5
SPINK4	5
TMEM178B	5
USP41	5
AK094786	6
AK125301	6
AL832439	6
ALAS2	6
ANKRD36B	6
ARX	6
AX746640	6
AX746869	6
BAALC	6
BMS1P1	6
BMS1P6	6
C7	6
CACNA2D1	6
CALY	6
CELF3	6
CLCA1	6
COL10A1	6
CPLX1	6
CPT1C	6
CTXN1	6
DOK6	6
FGF2	6
FRMPD4	6
GABBR2	6
GPM6B	6
HES6	6
ID4	6
JAM3	6
JX088243	6
KSR2	6
LGR6	6
LIMCH1	6
LMX1B	6
LOC100505716	6
LOC284581	6
MAP6	6
MEP1B	6
MLN	6
MMP2	6
MMRN1	6
MPP1	6
N4BP2L2-IT2	6
NACAD	6
NOL4	6
OR51E1	6
PCSK2	6
PDZRN3	6
PTPN22	6
SCGN	6
SLC18A1	6
SLC26A7	6
SMTNL2	6
SPARC	6
ST8SIA5	6
SULT1C2P1	6
SULT2A1	6
SVOP	6
TMEFF2	6
TOX	6
TPPP3	6
TSSK4	6
TUBB2B	6
UBE2Q2P2	6
VN1R1	6
ZCCHC18	6
ACTL6B	7
CACNG4	7
CAMK1G	7
CCL19	7
CDKN1C	7
CERKL	7
CFC1	7
CHGA	7
CHGB	7
FSTL5	7
GAP43	7
GNG4	7
GPR162	7
KCNJ3	7
KIF5A	7
LINC00643	7
LRP4-AS1	7
MAFB	7
MLLT11	7
MUC16	7
MUC5AC	7
RAB3C	7
RASD1	7
SCGB1A1	7
SERF2-C15ORF63	7
SH2D3C	7
SNAP25	7
SST	7
SSTR5-AS1	7
SYT5	7
TSPAN7	7
AB074188	8
ADAM12	8
ADAMTSL1	8
AF070581	8
AF131837	8
AK022997	8
AK024119	8
AK054990	8
AK094325	8
AK095045	8
AK096718	8
AK123868	8
AK125960	8
AK126318	8
AL109792	8
ANP32A-IT1	8
APLP1	8
ASIC5	8
ATCAY	8
AX746823	8
AX747775	8
AX748371	8
BC022892	8
BC033961	8
BRSK2	8
CACNA1B	8
CHST9	8
CLEC4G	8
CRISPLD1	8
DBC1	8
DCX	8
DHRS2	8
DIRAS1	8
ECEL1	8
EFCC1	8
ERO1LB	8
F10	8
FAM135B	8
FAM13A-AS1	8
FAM153A	8
FAM179A	8
FAM181B	8
FAT3	8
FBN1	8
FFAR3	8
FHL1	8
GABRB3	8
GFRA3	8
GIP	8
GNAO1	8
GPR112	8
GPR123	8
GPR64	8
GRIK3	8
GUCY1A3	8
HLA-DQA2	8
HMP19	8
ISL1	8
KCNA6	8
KCNJ2	8
KCNMB2-IT1	8
KIAA2022	8
KIF5C	8
LDHAL6A	8
LINC00617	8
LINC00890	8
LINC00939	8
LMX1A	8
LOC100131257	8
LOC100216479	8
LOC100216546	8
LOC100652999	8
LOC283731	8
LPPR5	8
MAGEA5	8
MAPK8IP2	8
MIAT	8
MIR29C	8
MYT1	8
NCAM1	8
NFAT5	8
NKTR	8
NOV	8
NPAS3	8
NXF2	8
PAK3	8
PAPPA2	8
PCDH17	8
PCED1B-AS1	8
PCSK1	8
PLCXD3	8
PTCHD2	8
PYY	8
RGS11	8
S100A1	8
SAMD14	8
SCG2	8
SEPT3	8
SEPT5-GP1BB	8
SERPINA10	8
SGCD	8
SIM1	8
SPC25	8
ST6GALNAC5	8
ST8SIA6-AS1	8
STX1A	8
SYT4	8
TDO2	8
TMEM196	8
TMEM212	8
UNC13A	8
UNC5D	8
ZNF117	8
ZNF519	8
ZNF846	8
