	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_MYELOID_PROGENITOR_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_MYOBLAST_DIFFERENTIATION	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
GO_MYOBLAST_FUSION	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_MYOFIBRIL_ASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_MYOFILAMENT	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_MYOSIN_BINDING	0	0	3	2	0	0	0	0	0	0	0	0	0	0	4	4	4	0	3	3	0	0	0	0	0	0	2	0	3	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	2	0	3	0	0	3	0	5	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
GO_MYOSIN_FILAMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_MYOSIN_HEAVY_CHAIN_BINDING	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	2	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_MYOSIN_II_BINDING	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0
GO_MYOSIN_V_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_MYOTUBE_CELL_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_MYOTUBE_DIFFERENTIATION	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_M_BAND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NADPLUS_KINASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NARROW_PORE_CHANNEL_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NBAF_COMPLEX	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_CHEMOTAXIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	4	3	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	3	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_AXONOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_NEGATIVE_REGULATION_OF_BEHAVIOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	3	2	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	5	6	0	0	0	4	0	0	0	0	5	0	3	0	0	2	2	0	0	0	0	4	0	5	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	2	0	0	0	0	0	3	0	0	2	2	0	0	0	0	3	0	0	3	2	2	3	0	0	2	0	0	0	0	0	0	0	0	3	0	0
GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	0	0	16	0	0	4	0	0	0	0	5	4	0	0	20	23	0	0	12	14	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	19	0	23	18	0	0	21	0	0	2	9	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	5	8	0	0	0	12	12	0	0	11	0	0	0	0	0	0	0	0	8	6	9	8	0	7	0	0	0	0	0	0	0	15	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	19	0	0	12	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	16	0	21	16	0	0	0	0	0	0	0	0	0	8	0	13	0	4
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CELL_DEATH	4	0	19	0	0	4	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	6	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	0	0	0	0	0	24	10	0	2	0	0	0	12	0	0	0	5
GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	0	0	11	5	5	0	0	0	2	0	4	0	9	0	14	16	8	0	6	9	0	0	0	2	0	0	0	5	0	0	7	0	11	14	2	13	10	3	6	0	13	4	5	0	10	7	0	11	11	3	0	0	0	14	0	4	8	8	16	12	2	3	13	0	4	0	0	0	0	7	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	0	0	18	0	0	0	0	0	2	0	4	0	12	0	20	0	16	0	11	13	0	0	0	0	0	0	0	0	0	0	11	0	18	21	0	20	19	0	0	0	17	0	0	0	0	10	0	15	14	0	0	0	0	19	0	5	0	0	23	18	0	4	18	0	5	0	0	0	0	12	0	12	0	0
GO_NEGATIVE_REGULATION_OF_CELL_DIVISION	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	2	0	3	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	8	0	0	0	0	0	2	0	4	0	0	0	0	5	0	0
GO_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0	0	17	10	13	0	0	0	0	0	0	0	0	8	21	20	22	10	14	15	0	0	0	0	0	0	0	0	0	0	0	0	18	19	0	30	22	0	14	0	19	0	11	0	0	0	11	17	18	0	0	0	0	18	0	0	0	19	29	19	0	0	26	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	0	0	5	0	0	0	0	0	0	0	0	0	6	3	10	7	0	0	5	5	0	0	0	0	0	0	0	3	6	0	0	0	0	6	0	0	0	0	0	3	7	3	0	0	7	0	0	0	0	0	0	0	0	6	0	0	7	6	7	6	0	2	6	0	2	0	0	0	0	0	0	5	0	0
GO_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0	0	0	3	3	3	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	5	0	3	2	0	2	0	0	0	0	0	2
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0	0	5	0	0	0	0	0	0	0	0	0	4	0	7	9	5	0	6	0	0	0	0	0	0	2	0	0	5	0	3	0	5	0	0	7	8	0	0	0	5	0	0	0	5	5	0	0	5	0	3	0	0	8	0	0	6	0	10	7	0	0	0	0	0	0	0	3	0	0	0	6	0	0
GO_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	2	3	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	0	2	4	0	0	0	0	0	0	0	0	0	0	0	7	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	7	4	0	0	0	0	3	0	2	0	0	3	0	4	0	0
