	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_4_IRON_4_SULFUR_CLUSTER_BINDING	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_9PLUS0_NON_MOTILE_CILIUM	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
GO_9PLUS2_MOTILE_CILIUM	0	3	4	0	0	0	0	0	0	0	0	0	0	0	5	0	5	3	0	4	0	0	0	0	2	0	0	0	0	0	3	0	5	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	4	0	0	4	0	5	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0
GO_ACETATE_ESTER_TRANSPORT	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACETYLCHOLINE_BINDING	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	2	0	2	0	0	0	0	0	4	0	0	3	2	0	0	0	0	0	0	0	2	0	3	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0
GO_ACIDIC_AMINO_ACID_TRANSPORT	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	3	0	2	0	3	5	0	0	4	0	2	0	3	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	4	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_ACID_AMINO_ACID_LIGASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_ACID_SECRETION	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	3	2	0	2	0	0	3	2	0	0	0	0	3	0	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_ACID_THIOL_LIGASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_ACROSOMAL_VESICLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACROSOME_REACTION	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTININ_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_ACTIN_BASED_CELL_PROJECTION	2	0	8	0	0	0	0	0	0	0	0	0	0	0	9	9	6	0	5	6	0	0	0	0	0	0	0	0	6	0	0	0	8	9	0	8	10	0	5	0	0	3	0	0	0	6	0	0	7	0	3	4	2	6	0	0	6	0	10	6	0	2	0	0	0	0	0	0	0	0	0	5	0	0
GO_ACTIN_BINDING	0	0	0	8	9	0	0	0	0	0	0	0	14	0	19	18	10	0	0	0	0	0	0	0	2	0	0	0	0	3	6	0	0	10	0	13	12	0	6	0	10	0	6	0	10	7	6	0	10	0	0	0	0	12	0	0	10	11	19	0	0	0	13	0	0	0	0	0	0	0	0	12	0	0
GO_ACTIN_CYTOSKELETON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	12	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	15	16	0	0	0	0	0	0	0	0	10	7	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_CYTOSKELETON_REORGANIZATION	0	0	4	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_FILAMENT_BASED_MOVEMENT	0	0	0	4	4	0	0	0	0	0	0	0	4	0	8	11	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	6	0	0	0	0	0	3	0	7	4	0	6	0	2	0	3	0	5	0	0	0	9	10	6	0	2	7	0	2	0	0	3	0	0	0	5	0	2
GO_ACTIN_FILAMENT_BASED_PROCESS	0	0	18	12	14	0	0	0	0	0	0	0	17	6	27	32	25	8	13	0	0	0	0	0	4	0	0	0	13	0	11	0	19	19	0	22	24	0	0	0	21	0	9	0	18	14	11	17	15	5	0	0	0	20	0	0	17	20	33	16	0	0	23	0	0	0	6	10	0	9	0	15	0	0
GO_ACTIN_FILAMENT_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_FILAMENT_BUNDLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	5	6	0	0	0	0	0	0	6	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
GO_ACTIN_FILAMENT_DEPOLYMERIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_FILAMENT_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	11	10	0	0	0	0	0	0	11	0	0	0	0	7	6	0	8	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_MEDIATED_CELL_CONTRACTION	0	0	4	4	4	0	0	0	0	0	0	0	4	0	8	11	5	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	6	6	0	0	0	4	0	3	0	7	4	0	6	0	2	0	3	0	5	0	0	0	9	10	6	0	2	7	0	2	0	0	3	0	0	0	5	0	2
GO_ACTIN_MONOMER_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTION_POTENTIAL	0	3	5	6	5	0	0	0	0	0	0	0	0	0	14	12	6	5	0	4	0	0	0	0	0	0	0	0	4	0	3	0	6	0	2	10	10	2	4	5	8	0	4	3	7	7	3	8	0	3	0	0	0	6	0	3	0	8	11	9	0	0	9	0	2	0	0	6	0	3	0	5	0	2
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	2	4	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	4	3	0	0	4	0	0	0	2	2	0	0	0	0	0	0
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	3	0	0	0	2	0	0	0	0	3	2	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_MAPK_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	0	0	0	6	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	6	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	12	0	3	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	3	0	0	0	2	0	0	0	0	3	2	2	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
GO_ACTOMYOSIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	7	8	4	4	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	7	0	0	0	7	0	0	0	0	4	4	0	5	0	0	4	0	0	0	0	6	7	9	6	0	0	0	0	0	0	0	4	0	0	0	5	0	0
GO_ADAPTATION_OF_SIGNALING_PATHWAY	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ADAPTIVE_THERMOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	2	0	6	3	3	0	0	0	0	0	2	0	0	2	0	8	0	0	0	6	2	0	0	0	0	0	2	0	5	0	0	0	7	0	0	9	6	0	3	0	0	0	0	0	6	0	4	4	0	0	0	3	0	0	0	2	5	5	8	8	0	0	7	0	0	0	0	0	0	0	0	5	0	0
GO_ADENYLATE_CYCLASE_ACTIVITY	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	3	0	0	0	2	0	0	0	0	3	2	2	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	7	4	3	0	4	0	0	0	0	0	0	0	0	4	0	0	0	4	6	0	6	0	0	3	2	0	0	0	0	6	3	0	3	3	0	0	3	0	0	0	0	6	0	6	4	0	0	4	0	0	0	2	0	0	0	0	3	0	0
GO_ADENYL_NUCLEOTIDE_BINDING	0	14	26	23	24	0	0	0	0	0	0	4	25	0	38	36	32	17	24	36	0	10	0	0	0	0	11	13	26	0	0	0	27	38	0	33	38	0	18	15	37	15	0	0	42	18	17	28	33	0	12	21	4	34	0	0	38	44	45	28	0	8	37	11	7	0	0	15	0	0	0	31	0	7
GO_ADHERENS_JUNCTION	0	3	0	0	5	0	0	0	0	0	0	0	7	3	9	9	0	4	0	5	0	0	0	0	0	2	0	3	0	0	3	0	7	0	0	7	7	0	0	0	6	3	0	0	6	5	0	0	7	0	0	3	0	6	0	0	0	5	7	7	0	0	6	0	0	0	0	3	0	3	0	4	0	0
GO_ADHERENS_JUNCTION_ORGANIZATION	0	0	3	3	2	0	0	0	0	0	0	0	4	3	5	0	0	0	0	3	0	0	0	0	0	2	0	2	2	0	0	0	4	3	0	5	6	0	0	0	5	4	0	0	3	3	0	0	0	0	2	2	0	3	0	0	0	3	4	0	0	0	5	0	0	0	0	3	0	2	0	0	0	0
GO_ADRENAL_GLAND_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ADRENERGIC_RECEPTOR_BINDING	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ADULT_BEHAVIOR	2	5	6	5	6	0	0	0	0	0	2	0	8	3	11	10	9	6	0	7	0	3	0	0	0	2	0	0	4	2	3	0	7	5	0	9	9	4	5	3	11	3	3	2	12	6	5	12	8	2	0	0	0	7	0	0	8	9	12	9	0	3	10	3	0	0	2	0	0	4	0	6	0	0
GO_ADULT_FEEDING_BEHAVIOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ADULT_LOCOMOTORY_BEHAVIOR	0	2	5	0	2	0	0	0	0	0	0	0	4	0	4	4	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	6	2	2	0	5	4	0	6	3	0	0	0	0	3	0	0	6	4	7	3	0	2	4	0	0	0	0	0	0	2	0	4	0	0
GO_ALANINE_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ALCOHOL_BINDING	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	4	4	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	3	4	0	5	0	0	0	0	0	0	0	0	5	0	4	0	3	0	0	2	0	0	0	0	0	4	6	0	0	0	6	0	2	0	2	0	0	3	0	5	0	0
GO_ALCOHOL_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ALPHA_ACTININ_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_ALPHA_BETA_T_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALPHA_TUBULIN_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	0	0	11	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	7	6	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMIDE_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMINE_METABOLIC_PROCESS	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMINE_TRANSPORT	0	3	7	3	3	0	0	0	0	0	3	0	3	2	7	9	4	0	4	0	0	2	0	0	0	0	5	0	0	0	3	0	6	7	0	5	7	2	4	2	4	0	0	0	8	3	0	0	6	0	0	0	0	0	0	2	7	5	9	8	0	0	9	0	0	0	2	3	0	4	0	3	0	0
