	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF382	ZNF492	ZNF519	ZNF846
GO_PERIKARYON	1	0.000105357189996	1	1	1	0.00620246649918	0.0133429453696	0.000628098977195	1	1	0.157297348735	1	1	1	1	1	1	1	0.0895881244515	1	0.194361065346	0.00496756150739	1	1	1	3.39088601703e-05	1	1	2.63447983841e-05	1	1	0.29411017887	1	1	1	1	1	0.176445802481	1	0.00156183280095	0.0160096997545	1	1	1	1	1	1
GO_PERINUCLEAR_REGION_OF_CYTOPLASM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.409085294664
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	1	1	1	1	0.0443001431679	0.159612533368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0304189244093	1	1	1	0.853438654332	1	1	1	1	1	1	1	1	1	1	1	1	1	0.786584664592	0.371533479587	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.322173339789	1	1	1	1	1	1	0.00114204368435	1	1	1	0.751413771609	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSTSYNAPSE	0.752662794324	5.03232030269e-06	1	1	0.00222990083605	0.00059179051876	1.49660539598e-05	0.000221934214106	0.0846240411116	1	0.0	1	1	1	1	1	1	1	1.61301976076e-05	2.24268727207e-05	6.58792800132e-05	1.23075045102e-05	1	1	1	7.02749698134e-05	1	1	4.63818839336e-06	0.000112408091738	1	0.0409912012426	1.0117551863e-06	1	4.71900005095e-06	1	1	0.000785722661126	8.3826639562e-06	4.48398228148e-06	0.000365106168618	3.47698597292e-06	1	1	1	1	0.178337924446
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.104367020735	1	0.412752733383	1	0.0153768238472	1	1	1	1	1	1	1	0.000535320132944	1	0.0049015402205	5.88244442934e-05	1	1	1	0.0559146969295	1	1	5.07083822142e-05	0.00365964229828	1	1	0.00104907241869	1	1	1	1	0.0470847204486	0.00301741720137	1.05008083205e-05	0.160562956821	0.0229751627908	1	1	1	1	1
GO_POTASSIUM_CHANNEL_ACTIVITY	1	1	0.000658742451514	1	1	7.18049945547e-06	0.0203622625666	1	1	1	0.086014660431	1	1	1	1	1	1	1	1	1	1	0.000926619679794	1	0.0131915598849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0353688000114	0.0117792285051	1	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	1	0.0194521098399	1	1	0.451065003521	0.0939866349784	1	1	1	0.0978792556266	1	1	1	1	1	1	1	1	1	1	0.0438910469188	1	1	1	0.0667903256454	1	1	1	1	1	0.16809249014	1	1	1	1	1	1	1	0.00473197212336	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.010641325837	1	1	0.000825970759875	0.0885462706878	1	1	1	0.157297348735	1	1	1	1	1	1	1	1	1	1	0.000650166835939	1	0.159660408112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0107022323939	0.0106099325861	1	1	1	1	1	0.436143524291	1
GO_POTASSIUM_ION_TRANSPORT	1	1	0.113864846752	0.841301834565	1	0.000618439121993	0.0490230033924	1	1	1	0.00173570026549	1	1	1	1	1	1	1	1	1	1	0.0161169646181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.434945404578	0.0128598049775	1	1	1	1	1	1	1
GO_PRESYNAPSE	1	0.0	1	1	0.0011125717099	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	0.000148478791913	0.121547593096	7.42077885992e-05	0.0	1	1	1	0.856860829196	1	1	0.000123225626922	1	1	1	0.168775705357	1	8.27784997581e-05	1	1	0.187492283295	0.0137388852704	0.000268544060104	0.00137211673092	0.00597132297521	1	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00306283067687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PROTEIN_KINASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.21636321326	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	0.369766126722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.120900067081	1	1	1	0.0356694096986	1	1	1	0.0766870471766	1	0.112871301653	1	1	1	1	1	1	0.311429345483	0.141023084113	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.864302512021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.437724562665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELLULAR_LOCALIZATION	1	1	1	1	1	1	0.0227331009587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.104148974441	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	0.196123197132	0.3707155207	0.00969073891647	1	1	1	1	1	1	1	1	1	1	1	1	0.00569629966561	0.450623569667	1	1	1	1	0.00653972819006	1	1	0.0539946106188	1	1	0.0557146937719	0.0457173394775	1	0.00100463985312	1	1	1	0.303440909973	0.0421382294318	1	0.00536360525302	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	0.990273797424	0.0783225307928	0.0908536406105	1	1	1	1	1	1	1	1	1	1	1	1	0.0823068038272	1	1	1	1	1	0.036051069193	1	1	0.00833501959546	1	1	1	1	1	0.263777764274	1	1	1	1	0.169945190096	1	0.99869709245	1	1	1	1	1
GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0906948049028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.546319316393	0.129208520846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.501696524708	1	1	1	0.978839230907	1
GO_REGULATION_OF_HEART_RATE	1	1	1	1	1	1	0.027945018714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.108124905723	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	0.0150379101889	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	0.188196303391	1	1	1	1	0.00307221567436	1	1	1	0.0897835366555	1	1	1	1	1	1	1	0.0582338564185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	0.00955958029253	1	1	1	1	1	1	1	1	1	1	1	0.302157484682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	0.00278829494181	1	1	1	0.777862002029	1	1	1	1	1	1	1	0.500589236226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	0.0466254496471	0.0102960418362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.18871749621	1	1	1	1	1	1	1	1	1	0.129137438041	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	0.419537489048	1	1	0.000173073834926	0.000237429719725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.548434682036	1	1	1	1	1	1	1	0.0921022680471	1	1	1	1	1	1	1	0.101353375131	1	0.175887344027	0.181654881256	1	1	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	1	1	0.0	0.000245079361796	0.103714680827	1	1	0.00485902954397	1	1	1	1	1	1	1	0.0120771429309	1	1	0.000977592262069	1	1	1	0.0445287646553	1	1	1	0.0462271003562	1	0.0668886235003	1	1	1	1	1	1	0.0111783775784	3.73661499157e-05	0.378714884584	0.182524569735	1	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	0.430159842163	1	1	0.0318320777622	0.193153463861	0.00147001791008	1	1	1	1	1	1	1	1	1	1	1	0.565438506132	0.000830750484331	0.0839281234033	1	1	1	1	0.000260838328838	1	1	0.000200369592384	1	1	0.030373409353	0.0255196426357	1	0.000119329950968	1	1	1	0.0163535379086	0.000806990578767	1	3.87045452996e-05	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	0.403381693098	1	1	0.0283644453274	0.00062612121771	0.00079877149684	1	1	1	1	1	1	1	1	1	1	1	0.510177728876	0.00231477506862	0.146882050134	0.651671414799	1	0.336111609889	1	0.00360298939154	1	1	0.000161976425223	1	0.267766376967	0.0306135418628	0.00282562014267	1	0.0	1	1	1	0.0024046364307	0.00177771706111	0.86832433613	0.000198293347398	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	0.110832682526	0.0104090778905	0.0346489627762	1	1	1	1	1	1	1	1	1	1	1	1	0.356205035558	1	1	1	1	1	0.680861887772	1	1	0.00217197248891	1	1	0.843730943966	1	1	0.029335837655	1	1	1	0.0450266256168	0.409860465647	1	0.066160125845	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	0.00695498471491	1	1	1	0.361805903323	0.0307129158287	1	1	1	1	1	1	1	1	1	1	1	0.315029176304	1	0.232437020799	1	1	1	1	1	1	1	0.000498354396337	1	1	1	1	1	1	1	1	1	1	1	0.07775980751	0.039645978407	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	0.291052061278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0732376648259	1	1	1	1	1	1	1	1	1	1	1	1	0.00633305073957	1	1	1	0.635851646232	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.00620902258178	1	1	1	0.70171573904	1	1	1	1	1	1	1	0.088301005784	1	0.313564752829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	0.861159937524	1	1	1	1	0.862080629733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.374327922735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.286120369864	1	1	1	0.0530004224893	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	0.918131130073	0.00399500195478	1	1	1	1	1	1	1	1	1	1	1	0.336335824173	1	0.458570424075	0.651730935904	1	1	1	1	1	1	1	1	0.294770023747	1	1	1	1	1	1	1	1	1	0.17998232089	0.0407757187589	1	1	1	1	1
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.412002086999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.307878596134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	0.0181208982808	1	1	0.0103792441457	1	4.64874784223e-07	1	1	1	1	0.520657572066	1	1	1	1	1	1	0.194910623913	0.563490863463	0.0310549030043	1	1	1	1	1	1	1	0.000415846369833	1	1	0.840986281515	1	1	1	1	1	1	0.0198373169569	0.0448355886821	0.028208057263	0.00323509742638	1	1	1	0.42961725274	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	0.599958139854	1	1	1	1	0.117551469043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.046236949653	1	1	1	0.502944458247	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	1	0.0563606977324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.511208179443	1	0.00244869473784	1	1	0.410707073817	1	1	0.104146902221	1	1	1	1	1	1	0.406626871735	0.272872946833	1	0.0816388254506	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	0.37394088546	0.0312145916659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.4004066561	1	1	1	1	1	1	1	1	1	0.134243821119	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	0.0274364004866	0.033811845337	0.922243046473	1	0.0	0.0	1	1	1	0.000960945352919	1	1	1	1	0.337124574515	1	1	0.00592243007164	0.105734199048	0.046105826804	0.00603816186184	1	1	1	1	1	1	2.05827282113e-05	0.374939357965	0.163278293199	0.977194084378	1	1	0.00173466986176	1	1	0.0489001443489	0.0363455096737	0.0	0.0	0.0	1	1	1	0.178519515231	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	0.000110734145496	1	1	1	0.000571231283162	0.000468653224127	0.161744560534	1	1	1	1	1	1	1	1	1	1	0.000860651090333	0.0340362647645	0.333088415339	0.00177336820505	1	1	1	0.00371250512571	1	1	1.17705750796e-05	0.374283434504	1	1	0.0762420671351	1	0.00231175044157	1	1	1	0.0039124117434	0.000449057201208	1	2.28686905979e-05	1	1	1	1	0.0125110576938
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.272006270053	1	1	1	1	1
GO_RENAL_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0354558152274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SIGNAL_RELEASE	1	0.0177018389201	1	1	1	0.132656848369	8.54649096982e-06	1	1	1	0.0995634020184	1	1	1	1	1	1	1	0.0057047968856	1	0.0189746880749	0.994168706184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.973024367688	0.0210313174581	1	0.00260245811865	0.00446165960294	1	1	1	1	1
GO_SITE_OF_POLARIZED_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0876066202678	1	1	1	1	1	1	1	1	1	1	1	1	0.255942677151	1	1	1	1	1	1	1	1	1	1	1	1
GO_SODIUM_CHANNEL_ACTIVITY	1	1	0.474587556635	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	0.183495692207	0.0	0.48183610413	1	0.000162731741685	0.0	0.0	0.0002707906375	1	1	0.0	1	1	1	1	1	1	1	0.0	3.94263693853e-05	0.0	0.0	1	0.785878777277	1	0.0	1	1	0.0	0.0339149600222	0.0336329382386	0.0	0.0	1	0.0	1	1	4.66771088048e-06	0.0	0.0	0.0	0.0	1	0.0948821904939	1	1	1.73764708524e-05
GO_SYNAPSE	0.000121118238498	5.4629148778e-06	0.000759676147197	0.508987653584	2.98870033431e-05	3.43674682102e-06	8.85288362173e-06	0.0	0.336016867057	1	3.1806970946e-06	1	1	1	1	0.0344483475599	0.255171244639	1	1.24467400856e-05	1.89214544786e-05	3.2745106946e-06	8.32724662558e-06	0.0261461977332	1	1	5.56094170689e-06	0.941886915398	0.0471283849383	1.32966174959e-07	1.42027292931e-05	4.21046465826e-05	0.000238177324627	6.92909702449e-06	1	3.78391283307e-06	1	0.412783506876	9.69136586049e-06	4.50219981163e-06	0.0	1.07659245359e-05	0.0	1	0.0167661690713	0.0840404059833	0.158159479446	1.35573679345e-05
GO_SYNAPSE_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	0.786148922362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0289463436013	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPSE_ORGANIZATION	0.0532881780433	0.000242299046971	1	1	1	0.0155267286705	0.644779207843	0.0707530708231	1	1	1	1	1	1	1	1	1	1	0.000323665983718	0.952043827246	1	0.18147030375	1	1	1	0.0293977916025	1	0.650400514485	0.111417047123	0.193134389874	1	1	1	1	0.000852052266887	1	1	1	0.648245349536	0.000579159519732	1	0.461853939017	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	0.003951402701	1	1	0.171981104395	0.125468660066	0.00108150135287	0.0519236575963	1	1	0.00232868464639	1	1	1	1	1	1	1	4.6758320789e-05	0.646472150856	0.00367503452406	1.00380935466e-05	1	1	1	0.0177245436423	1	1	4.93311125194e-06	0.00643697959156	1	0.760520496753	0.000914851279559	1	0.055676363264	1	1	0.00293721125034	0.00458965034872	9.25284782349e-06	0.0399218317328	0.00321535503955	1	1	1	1	1
GO_SYNAPTIC_SIGNALING	0.163108435904	0.0	0.241521561579	1	0.203709042397	0.0	0.0	0.00240644297851	1	1	0.0790423667964	1	1	1	1	1	1	1	0.0	3.21939096248e-05	8.11015718789e-05	0.0	0.0394964457249	1	1	4.1624375962e-05	1	0.0134686773837	0.0	1	1	0.0733990944148	0.000344039257849	1	0.000460934396794	1	1	0.000153575770359	0.0	0.0	0.0156935446718	0.0	1	1	1	0.692944007945	0.0462272164348
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	0.0355340489519	1	1	1	1	0.0226864479856	1	1	1	1	1	1	1	1	1	1	1	1	1	0.481868289693	0.569948326014	1	1	1	1	1	1	0.00890444150466	1	1	1	1	1	1	1	1	1	1	1	0.470649970686	0.000784789285406	1	1	1	0.677362683708	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	0.0541814866025	1	0.0401456631522	1	1	1	1	1	1	1	1	1	1	1	0.0333313395492	0.0831828083275	0.234666030755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	1	0.637404044219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0756590819945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.108124905723	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	0.00029831893847	1	1	1	1	1	1	1	1	1	1	1	1	0.0824242187938	1	1	1	1	1	1	0.0979706548996	1	1	1	1	1	1	1	1	1	1	1	1	1	0.266487991896	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.217981584258	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	0.561636172087	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	0.0695508680247	1	1	0.00673851627402	0.348638203205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.109131517527	1	1	1	0.000959135609354	1	1	1	1	1	0.0734277699528	1	1	1	1	1	1	1	0.0375803886721	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE	1	0.241928343811	1	1	1	1	0.0627759338773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0110468079884	1	0.689645537426	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	0.058738647407	1	1	1	0.370051419842	0.00457775289174	1	1	1	1	1	1	1	1	1	1	1	0.0689090352779	1	1	0.300306797309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.147812282568	1	0.153271789338	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	0.740025017024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0156660913516	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	3.88092657122e-05	1	1	0.174389286937	0.734358558482	8.83948115504e-06	1	1	1	1	1	1	1	1	1	1	1	0.00309953704854	0.0152426176483	0.00260393397747	0.000539251905229	1	1	1	1	1	1	0.0	1	1	0.323662329855	0.561657484275	1	0.247440761434	1	1	0.0477984706493	0.0199401357209	0.000404203720387	0.000672064504252	0.0	1	1	1	0.901819011095	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	0.505280420511	1	1	0.00125332940455	0.144198867719	1	1	1	0.412788304329	1	1	1	1	1	1	1	1	1	1	0.00101118064504	1	0.645017658703	1	0.430515310785	1	1	1	1	1	1	1	1	1	1	1	1	1	0.585759356843	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	0.0118270188498	1	1	0.0	0.0106197396119	1	1	1	1	1	1	1	1	1	1	1	1	1	0.609410218408	0.000530194093584	1	0.156954967946	1	0.0790547687137	1	1	1	1	1	1	1	1	1	1	1	1	0.200378321445	0.0625938183896	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	0.151562399064	1	1	0.0192806371563	1	1	1	1	0.493930310041	1	1	1	1	1	1	1	1	1	1	0.157681805086	1	0.189438116068	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.994014066068	1	1	1	1	1	1	1
