	TF	Hormone	pos	pos_path	pos_node_length	neg	neg_path	neg_node_length
0	RFX6	SST	0.8499991727459238	RFX6->GATA2->ISL1->ETV1->SST	5	-0.8022689005715327	RFX6->ARNT2->LMX1B->ETV1->SST	5
1	RFX6	GHRL	0.9838877219999999	RFX6->FEV->GHRL	3	-0.6749856987385879	RFX6->ARNT2->LMX1B->ETV1->GHRL	5
2	RFX6	TPH1	0.8934131000999999	RFX6->LMX1A->TPH1	3	-0.7235647954143262	RFX6->ARNT2->LMX1B->ETV1->TPH1	5
3	NEUROD1	SST	0.3163158388736902	NEUROD1->ATOH8->PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->SST	9	-0.3351347673797764	NEUROD1->ATOH8->PAX4->PROX1->RFX6->GATA2->ISL1->ETV1->SST	9
4	NEUROD1	GHRL	0.26613105328168374	NEUROD1->ATOH8->PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->GHRL	9	-0.38792388676694667	NEUROD1->ATOH8->PAX4->PROX1->RFX6->FEV->GHRL	7
5	NEUROD1	TPH1	0.28528465340972725	NEUROD1->ATOH8->PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->TPH1	9	-0.352251862209232	NEUROD1->ATOH8->PAX4->PROX1->RFX6->LMX1A->TPH1	7
6	NEUROD2	SST	0.426795567604763	NEUROD2->E2F7->ASCL2->NR4A3->HEYL->GATA2->ISL1->ETV1->SST	9	-0.4404918111964845	NEUROD2->E2F7->HEYL->GATA2->ISL1->ETV1->SST	7
7	NEUROD2	GHRL	0.47840121527850765	NEUROD2->E2F7->ASCL2->NR4A3->HEYL->GATA2->GHRL	7	-0.49375352930510935	NEUROD2->E2F7->HEYL->GATA2->GHRL	5
8	NEUROD2	TPH1	0.4432611993935063	NEUROD2->E2F7->ASCL2->NR4A3->HEYL->GATA2->TPH1	7	-0.4574858395314615	NEUROD2->E2F7->HEYL->GATA2->TPH1	5
9	PAX4	SST	0.35245968526657173	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->SST	7	-0.3734289596536121	PAX4->PROX1->RFX6->GATA2->ISL1->ETV1->SST	7
10	PAX4	GHRL	0.29654053244162537	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->GHRL	7	-0.43225003061532	PAX4->PROX1->RFX6->FEV->GHRL	5
11	PAX4	TPH1	0.31788271972156024	PAX4->PROX1->RFX6->ARNT2->LMX1B->ETV1->TPH1	7	-0.39250194024715457	PAX4->PROX1->RFX6->LMX1A->TPH1	5
12	PAX6	SST	0.5031635312697584	PAX6->ASCL2->NR4A3->HEYL->GATA2->LMX1B->ETV1->SST	8	-0.5994234621775124	PAX6->ASCL2->NR4A3->HEYL->GATA2->ISL1->ETV1->SST	8
13	PAX6	GHRL	0.5303631170001949	PAX6->ASCL2->NR4A3->NHLH1->RFX6->FEV->GHRL	7	-0.6719022748561746	PAX6->ASCL2->NR4A3->HEYL->GATA2->GHRL	6
14	PAX6	TPH1	0.48159291547480365	PAX6->ASCL2->NR4A3->NHLH1->RFX6->LMX1A->TPH1	7	-0.6225490210232609	PAX6->ASCL2->NR4A3->HEYL->GATA2->TPH1	6
15	ARX	SST	0.8367976558195919	ARX->LMX1A->ETV1->SST	4	-0.722069691433752	ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	8
16	ARX	GHRL	0.986914521	ARX->FEV->GHRL	3	-0.6388533190057756	ARX->LMX1A->ETV1->NHLH1->RFX6->FEV->GHRL	7
17	ARX	TPH1	0.9539077905999999	ARX->LMX1A->TPH1	3	-0.6512332812414234	ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->TPH1	8
18	ISL1	SST	0.876163878	ISL1->ETV1->SST	3	-0.632619698058939	ISL1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	9
19	ISL1	GHRL	0.8646555501385201	ISL1->ARX->FEV->GHRL	4	-0.6689074683234387	ISL1->ETV1->NHLH1->RFX6->FEV->GHRL	6
20	ISL1	TPH1	0.835737693500472	ISL1->ARX->LMX1A->TPH1	4	-0.6073972482755365	ISL1->ETV1->NHLH1->RFX6->LMX1A->TPH1	6
21	ST18	SST	0.20277060628554	ST18->ISL1->ETV1->SST	4	-0.14640717672178025	ST18->ISL1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	10
22	ST18	GHRL	0.20010723396855773	ST18->ISL1->ARX->FEV->GHRL	5	-0.15480525539409348	ST18->ISL1->ETV1->NHLH1->RFX6->FEV->GHRL	7
23	ST18	TPH1	0.19341477440681426	ST18->ISL1->ARX->LMX1A->TPH1	5	-0.14056994516840743	ST18->ISL1->ETV1->NHLH1->RFX6->LMX1A->TPH1	7
24	MYT1	SST	0.7486995986149053	MYT1->ARX->LMX1A->ETV1->SST	5	-0.6460501943196066	MYT1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	9
25	MYT1	GHRL	0.88301216022912	MYT1->ARX->FEV->GHRL	4	-0.5715948415808475	MYT1->ARX->LMX1A->ETV1->NHLH1->RFX6->FEV->GHRL	8
26	MYT1	TPH1	0.853480378405632	MYT1->ARX->LMX1A->TPH1	4	-0.5826714413923264	MYT1->ARX->FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->TPH1	9
27	FEV	SST	0.7667614641512775	FEV->SPIB->RFX6->GATA2->ISL1->ETV1->SST	7	-0.7237052653334056	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->SST	7
28	FEV	GHRL	0.98915	FEV->GHRL	2	-0.6088865015880156	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->GHRL	7
29	FEV	TPH1	0.805924004033559	FEV->SPIB->RFX6->LMX1A->TPH1	5	-0.6527084022304643	FEV->SPIB->RFX6->ARNT2->LMX1B->ETV1->TPH1	7
30	LMX1A	SST	0.8497650708	LMX1A->ETV1->SST	3	-0.6391260500883583	LMX1A->ARNT2->LMX1B->ETV1->SST	5
31	LMX1A	GHRL	0.8614382088000601	LMX1A->ARX->FEV->GHRL	4	-0.648753294276434	LMX1A->ETV1->NHLH1->RFX6->FEV->GHRL	6
32	LMX1A	TPH1	0.9686899999999999	LMX1A->TPH1	2	-0.5820983384395115	LMX1A->ETV1->NHLH1->RFX6->TPH1	5
33	ETV1	SST	0.9946799999999999	ETV1->SST	2	-0.3818939159	ETV1->NR4A3->SST	3
34	ETV1	GHRL	0.8924156804856598	ETV1->RFX6->FEV->GHRL	4	-0.7593886227205979	ETV1->NHLH1->RFX6->FEV->GHRL	5
35	ETV1	TPH1	0.8971	ETV1->TPH1	2	-0.6895580953346613	ETV1->NHLH1->RFX6->LMX1A->TPH1	5
36	HOXB9	SST	0.40740181482592785	HOXB9->ZNF492->ETV1->SST	4	-0.456293127878766	HOXB9->PAX6->ASCL2->NR4A3->HEYL->GATA2->ISL1->ETV1->SST	9
37	HOXB9	GHRL	0.4404034399631129	HOXB9->FOXP2->SPIB->RFX6->FEV->GHRL	6	-0.514083366729918	HOXB9->FOXP2->EBF3->GHRL	4
38	HOXB9	TPH1	0.39990559267508463	HOXB9->FOXP2->SPIB->RFX6->LMX1A->TPH1	6	-0.4738967657833268	HOXB9->PAX6->ASCL2->NR4A3->HEYL->GATA2->TPH1	7
39	INSM1	SST	0.38016669599999997	INSM1->ETV1->SST	3	-0.3436218600940607	INSM1->PAX4->PROX1->RFX6->GATA2->ISL1->ETV1->SST	8
40	INSM1	GHRL	0.3410812730816192	INSM1->ETV1->RFX6->FEV->GHRL	5	-0.3977478331716051	INSM1->PAX4->PROX1->RFX6->FEV->GHRL	6
41	INSM1	TPH1	0.34287162	INSM1->ETV1->TPH1	3	-0.3611724353766266	INSM1->PAX4->PROX1->RFX6->LMX1A->TPH1	6
