TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
ESRRB	FER1L6	0.96932	50.87	0.866	rgb(227, 52, 53)	1.9974	None
GATA3	FER1L6	-0.044603	47.53	-5.3E-01	rgb(102,147,237)	1.9306	None
MSX2	FER1L6	0.61539	48.27	0.274	rgb(220,165,165)	1.9454	None
ESRRB	FEV	0.79963	50.91	0.911	rgb(227, 43, 45)	1.9982	None
ESRRB	FFAR2	0.090086	47.78	0.78	rgb(226, 68, 70)	1.9356	None
MSX2	FFAR2	0.89298	50.75	0.752	rgb(225, 73, 75)	1.995	None
MSX2	FOXJ1	-0.92054	50.98	-9.8E-01	rgb(  5, 88,254)	1.9996	None
ESRRB	FOXP2	-0.68122	50.76	-7.6E-01	rgb( 53,117,246)	1.9952	None
GATA3	FRMPD1	-0.15287	48.04	-3.6E-02	rgb(209,212,218)	1.9408	None
MSX2	FRMPD4	0.58981	50.27	0.414	rgb(222,138,139)	1.9854	None
ESRRB	FSTL3	0.076012	47.71	0.709	rgb(225, 82, 83)	1.9342	None
GATA3	FUT8-AS1	-0.49492	49.87	-8.7E-01	rgb( 27,102,250)	1.9774	None
MSX2	FUT8-AS1	-0.67147	48.82	-8.2E-01	rgb( 39,109,248)	1.9564	None
GATA3	FZD4	0.34198	48.98	0.977	rgb(228, 30, 32)	1.9596	None
MSX2	FZD4	0.17086	46.88	0.883	rgb(227, 48, 50)	1.9176	None
ESRRB	G0S2	0.55217	49.97	0.971	rgb(228, 31, 33)	1.9794	None
MSX2	G0S2	0.53055	46.66	0.66	rgb(224, 91, 92)	1.9132	None
ESRRB	GABRG2	0.78761	50.9	0.896	rgb(227, 46, 48)	1.998	None
GATA3	GABRG2	-0.67337	50.74	-7.4E-01	rgb( 57,120,245)	1.9948	None
MSX2	GABRG2	0.99329	50.93	0.933	rgb(227, 39, 41)	1.9986	None
GATA3	GAD2	-0.5157	49.91	-9.1E-01	rgb( 20, 97,251)	1.9782	None
MSX2	GAD2	-0.82833	50.93	-9.3E-01	rgb( 14, 94,253)	1.9986	None
ESRRB	GADD45A	0.25182	41.24	0.242	rgb(220,171,171)	1.8048	None
GATA3	GADD45A	-0.26047	48.78	-7.8E-01	rgb( 48,114,247)	1.9556	None
