Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	synapse assembly (GO:0007416)	2/63	0.0004323414002614042	0.03612904022698668	0	0	81.67622950819674	632.6881685393935	PCDHB16;PCDHB15
GO_Biological_Process_2018	positive regulation of dendritic spine morphogenesis (GO:0061003)	1/7	0.003495224297088996	0.03612904022698668	0	0	370.0740740740741	2093.271349114512	CAMK2B
GO_Biological_Process_2018	norepinephrine biosynthetic process (GO:0042421)	1/7	0.003495224297088996	0.03612904022698668	0	0	370.0740740740741	2093.271349114512	INSM1
GO_Biological_Process_2018	noradrenergic neuron differentiation (GO:0003357)	1/7	0.003495224297088996	0.03612904022698668	0	0	370.0740740740741	2093.271349114512	INSM1
GO_Biological_Process_2018	norepinephrine metabolic process (GO:0042415)	1/8	0.0039936462613403625	0.03612904022698668	0	0	317.1904761904762	1751.859054731403	INSM1
GO_Biological_Process_2018	positive regulation of synapse maturation (GO:0090129)	1/9	0.004491844107510829	0.03612904022698668	0	0	277.52777777777777	1500.1741678966393	CAMK2B
GO_Biological_Process_2018	type B pancreatic cell differentiation (GO:0003309)	1/9	0.004491844107510829	0.03612904022698668	0	0	277.52777777777777	1500.1741678966393	INSM1
GO_Biological_Process_2018	sympathetic ganglion development (GO:0061549)	1/9	0.004491844107510829	0.03612904022698668	0	0	277.52777777777777	1500.1741678966393	INSM1
GO_Biological_Process_2018	ganglion development (GO:0061548)	1/10	0.0049898178893478615	0.03612904022698668	0	0	246.679012345679	1307.4865498601448	INSM1
GO_Biological_Process_2018	regulation of synapse maturation (GO:0090128)	1/10	0.0049898178893478615	0.03612904022698668	0	0	246.679012345679	1307.4865498601448	CAMK2B
GO_Biological_Process_2018	adrenal gland development (GO:0030325)	1/10	0.0049898178893478615	0.03612904022698668	0	0	246.679012345679	1307.4865498601448	INSM1
GO_Biological_Process_2018	regulation of long-term neuronal synaptic plasticity (GO:0048169)	1/11	0.005487567669022947	0.03612904022698668	0	0	222.0	1155.5699775561973	CAMK2B
GO_Biological_Process_2018	anterograde trans-synaptic signaling (GO:0098916)	2/240	0.006056135756416981	0.03612904022698668	0	0	20.747899159663863	105.95295110838457	PCDHB16;PCDHB15
GO_Biological_Process_2018	catecholamine biosynthetic process (GO:0042423)	1/13	0.0064823954920370675	0.03612904022698668	0	0	184.98148148148152	932.0597463991251	INSM1
GO_Biological_Process_2018	regulation of synapse organization (GO:0050807)	1/14	0.006979473680213335	0.03612904022698668	0	0	170.74358974358975	847.7046615380154	CAMK2B
GO_Biological_Process_2018	positive regulation of neural precursor cell proliferation (GO:2000179)	1/14	0.006979473680213335	0.03612904022698668	0	0	170.74358974358975	847.7046615380154	INSM1
GO_Biological_Process_2018	regulation of neural precursor cell proliferation (GO:2000177)	1/14	0.006979473680213335	0.03612904022698668	0	0	170.74358974358975	847.7046615380154	INSM1
GO_Biological_Process_2018	positive regulation of dendrite morphogenesis (GO:0050775)	1/16	0.00797295899684864	0.036927389038035816	0	0	147.96296296296296	714.9125872208035	CAMK2B
GO_Biological_Process_2018	sympathetic nervous system development (GO:0048485)	1/16	0.00797295899684864	0.036927389038035816	0	0	147.96296296296296	714.9125872208035	INSM1
GO_Biological_Process_2018	chemical synaptic transmission (GO:0007268)	2/289	0.008673535355092145	0.038163555562405437	0	0	17.162891986062718	81.48046589431122	PCDHB16;PCDHB15
GO_Biological_Process_2018	positive regulation of dendritic spine development (GO:0060999)	1/20	0.009957247624386194	0.04172560909266597	0	0	116.7894736842105	538.3357753631752	CAMK2B
GO_Biological_Process_2018	regulation of dendritic spine morphogenesis (GO:0061001)	1/23	0.01144311994957642	0.045675690904875714	0	0	100.84848484848484	450.82969906826037	CAMK2B
GO_Biological_Process_2018	regulation of neuronal synaptic plasticity (GO:0048168)	1/24	0.011937964668319787	0.045675690904875714	0	0	96.45893719806764	427.12322672632035	CAMK2B
GO_Biological_Process_2018	primary neural tube formation (GO:0014020)	1/28	0.013915115563147841	0.0507191404584038	0	0	82.1522633744856	351.1828178505395	GRHL3
GO_Biological_Process_2018	tube closure (GO:0060606)	1/29	0.014408846721137444	0.0507191404584038	0	0	79.21428571428571	335.86167229242335	GRHL3
GO_Biological_Process_2018	regulation of dendritic spine development (GO:0060998)	1/31	0.015395641764484843	0.05210832597210256	0	0	73.92592592592592	308.54247928130366	CAMK2B
GO_Biological_Process_2018	neural tube closure (GO:0001843)	1/33	0.016381547690707304	0.05303309771053295	0	0	69.2986111111111	284.92814993055333	GRHL3
